player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Justin Shorter,TE,LV,NA,0,0,0,NA,NA,0,NA,0,NA,56196,FanDuel,16210,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,9,35,Las Vegas Raiders,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY
Cameron Latu,TE,PHI,NA,0,0,0,NA,NA,0,NA,0,NA,56444,FanDuel,16217,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,25,24,Philadelphia Eagles,24,Philadelphia Eagles,PHI,35,Las Vegas Raiders,LV,WEEKLY
Irv Smith Jr.,TE,HOU,NA,0,0,0,NA,NA,0,NA,0,NA,54189,FanDuel,14141,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,26,13,Houston Texans,13,Houston Texans,HOU,1,Arizona Cardinals,ARI,WEEKLY
Harrison Bryant,TE,HOU,NA,0,0,0,NA,NA,0,NA,0,NA,54625,FanDuel,14875,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,26,13,Houston Texans,13,Houston Texans,HOU,1,Arizona Cardinals,ARI,WEEKLY
Travis Vokolek,TE,ARI,NA,0,0,0,NA,NA,0,NA,0,NA,56346,FanDuel,16447,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,2,1,Arizona Cardinals,13,Houston Texans,HOU,1,Arizona Cardinals,ARI,WEEKLY
Erick All Jr.,TE,CIN,NA,0,0,0,NA,NA,0,NA,0,NA,56061,FanDuel,16645,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,18,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY
Cam Grandy,TE,CIN,NA,0,0,0,NA,NA,0,NA,0,NA,56187,FanDuel,16979,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,18,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,3,Baltimore Ravens,BAL,WEEKLY
Tucker Fisk,TE,LAC,NA,0,0,0,NA,NA,0,NA,0,NA,55882,FanDuel,16557,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,13,34,Los Angeles Chargers,16,Kansas City Chiefs,KC,34,Los Angeles Chargers,LAC,WEEKLY
Jared Wiley,TE,KC,NA,0,0,0,NA,NA,0,NA,0,NA,56071,FanDuel,16648,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,10,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,34,Los Angeles Chargers,LAC,WEEKLY
Nate Adkins,TE,DEN,NA,0,0,0,NA,NA,0,NA,0,NA,55761,FanDuel,16474,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,11,10,Denver Broncos,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY
Lucas Krull,TE,DEN,NA,0,0,0,NA,NA,0,NA,0,NA,55854,FanDuel,15970,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,11,10,Denver Broncos,10,Denver Broncos,DEN,12,Green Bay Packers,GB,WEEKLY
Will Mallory,TE,IND,NA,0,0,0,NA,NA,0,NA,0,NA,55725,FanDuel,16220,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,1,14,Indianapolis Colts,28,Seattle Seahawks,SEA,14,Indianapolis Colts,IND,WEEKLY
Jack Stoll,TE,NO,NA,0,0,0,NA,NA,0,NA,0,NA,54984,FanDuel,15541,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,23,20,New Orleans Saints,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
James Mitchell,TE,CAR,NA,0,0,0,NA,NA,0,NA,0,NA,55496,FanDuel,15909,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,12,5,Carolina Panthers,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
Zaire Mitchell-Paden,TE,NO,NA,0,0,0,NA,NA,0,NA,0,NA,56323,FanDuel,17375,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,23,20,New Orleans Saints,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
Moliki Matavao,TE,NO,NA,0,0,0,NA,NA,0,NA,0,NA,56343,FanDuel,17259,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,23,20,New Orleans Saints,20,New Orleans Saints,NO,5,Carolina Panthers,CAR,WEEKLY
Sam LaPorta,TE,DET,NA,0,0,0,NA,NA,0,NA,0,NA,55608,FanDuel,16214,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,3,11,Detroit Lions,33,Los Angeles Rams,LA,11,Detroit Lions,DET,WEEKLY
Hayden Rucci,TE,DET,NA,0,0,0,NA,NA,0,NA,0,NA,56538,FanDuel,17407,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,3,11,Detroit Lions,33,Los Angeles Rams,LA,11,Detroit Lions,DET,WEEKLY
Zach Horton,TE,DET,NA,0,0,0,NA,NA,0,NA,0,NA,56573,FanDuel,NA,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,3,11,Detroit Lions,33,Los Angeles Rams,LA,11,Detroit Lions,DET,WEEKLY
Ben Yurosek,TE,MIN,NA,0,0,0,NA,NA,0,NA,0,NA,56425,FanDuel,17285,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,29,18,Minnesota Vikings,9,Dallas Cowboys,DAL,18,Minnesota Vikings,MIN,WEEKLY
Tanner Conner,TE,MIA,NA,0,0,0,NA,NA,0,NA,0,NA,55451,FanDuel,15991,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,423,20,17,Miami Dolphins,25,Pittsburgh Steelers,PIT,17,Miami Dolphins,MIA,WEEKLY
