player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Jordan Whittington,WR,LA,NA,2.51,1.59,19.2,NA,NA,0.11,0.59,3.09,NA,0.02,NA,3.78,NA,55992,FanDuel,16633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,90,214,3,33,Los Angeles Rams,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
Brandin Cooks,WR,NO,NA,3.33,1.87,20.67,NA,NA,0.12,0,0,NA,0,NA,3.72,NA,52427,FanDuel,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,91,215,7,20,New Orleans Saints,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Tory Horton,WR,SEA,NA,2.7,1.59,23.36,NA,NA,0.09,0,0,NA,0,NA,3.65,NA,56304,FanDuel,17098,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,92,217,26,28,Seattle Seahawks,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY
Xavier Hutchinson,WR,HOU,NA,2.65,1.54,17.84,NA,NA,0.11,0.3,1.56,NA,0.01,NA,3.37,NA,55693,FanDuel,16201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,93,218,22,13,Houston Texans,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Dontayvion Wicks,WR,GB,NA,2.57,1.45,18.23,NA,NA,0.14,0,0,NA,0,NA,3.35,NA,55705,FanDuel,16195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,94,219,4,12,Green Bay Packers,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Tyler Johnson,WR,NYJ,NA,2.91,1.8,18.57,NA,NA,0.09,0,0,NA,0,NA,3.28,NA,54550,FanDuel,14864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,95,222,28,22,New York Jets,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
Jalin Hyatt,WR,NYG,NA,2.5,1.44,20.31,NA,NA,0.09,0,0,NA,0,NA,3.27,NA,55604,FanDuel,16183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,96,223,27,21,New York Giants,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY
Jaylin Noel,WR,HOU,NA,2.65,1.58,18.38,NA,NA,0.11,0,0,NA,0,NA,3.25,NA,56308,FanDuel,17080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,97,224,22,13,Houston Texans,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Marquez Valdes-Scantling,WR,SF,NA,2.74,1.29,18.78,NA,NA,0.11,0,0,NA,0,NA,3.16,NA,53904,FanDuel,13793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,98,227,16,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Kalif Raymond,WR,DET,NA,2.01,1.33,17.74,NA,NA,0.1,0,0,NA,0,NA,2.96,NA,53362,FanDuel,13066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,99,231,9,11,Detroit Lions,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY
Justin Watson,WR,HOU,NA,2.06,1.19,17.52,NA,NA,0.09,0,0,NA,0,NA,2.87,NA,53976,FanDuel,13776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,100,233,22,13,Houston Texans,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Tutu Atwell,WR,LA,NA,2.2,1.35,15.68,NA,NA,0.1,0,0,NA,0,NA,2.82,NA,54990,FanDuel,15301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,101,234,3,33,Los Angeles Rams,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
Christian Kirk,WR,HOU,NA,1.91,1.22,16.9,NA,NA,0.09,0,0,NA,0,NA,2.82,NA,53770,FanDuel,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,101,234,22,13,Houston Texans,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Isaac TeSlaa,WR,DET,NA,2.01,1.21,15.05,NA,NA,0.11,0,0,NA,0,NA,2.75,NA,56307,FanDuel,17157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,103,237,9,11,Detroit Lions,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY
Darius Slayton,WR,NYG,NA,2,1.1,17.2,NA,NA,0.07,0,0,NA,0,NA,2.67,NA,54317,FanDuel,14122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,104,240,27,21,New York Giants,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY
Greg Dortch,WR,ARI,NA,1.92,1.25,12.14,NA,NA,0.08,0.29,1.56,NA,0.02,NA,2.56,NA,54382,FanDuel,14108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,105,244,21,1,Arizona Cardinals,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Olamide Zaccheaus,WR,CHI,NA,2.02,1.2,14.77,NA,NA,0.07,0,0,NA,0,NA,2.46,NA,54379,FanDuel,14592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,106,248,25,6,Chicago Bears,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY
Jahan Dotson,WR,PHI,NA,1.92,1.16,13.74,NA,NA,0.08,0,0,NA,0,NA,2.43,NA,55244,FanDuel,15755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,107,249,29,24,Philadelphia Eagles,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
Khadarel Hodge,WR,ATL,NA,1.94,1.13,14.84,NA,NA,0.06,0,0,NA,0,NA,2.37,NA,53964,FanDuel,13963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,108,251,11,2,Atlanta Falcons,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Jack Bech,WR,LV,NA,1.78,1.11,12.72,NA,NA,0.09,0,0,NA,0,NA,2.35,NA,56314,FanDuel,17078,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,109,252,18,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,34,Los Angeles Chargers,LAC,WEEKLY
Ryan Miller,WR,TB,NA,1.96,1.17,12.96,NA,NA,0.08,0,0,NA,0,NA,2.32,NA,56140,FanDuel,16958,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,110,254,15,30,Tampa Bay Buccaneers,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Mack Hollins,WR,NE,NA,2.02,1.19,12.09,NA,NA,0.08,0,0,NA,0,NA,2.28,NA,53538,FanDuel,13289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,111,255,31,19,New England Patriots,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY
Jaylin Lane,WR,WSH,NA,1.88,1.16,12.35,NA,NA,0.08,0,0,NA,0,NA,2.26,NA,56362,FanDuel,17184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,112,257,10,32,Washington Commanders,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Zay Jones,WR,ARI,NA,1.92,1.21,12.2,NA,NA,0.07,0,0,NA,0,NA,2.24,NA,53424,FanDuel,13176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,113,258,21,1,Arizona Cardinals,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Jamal Agnew,WR,ATL,NA,1.94,1.22,12.34,NA,NA,0.07,0,0,NA,0,NA,2.2,NA,53506,FanDuel,13308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,114,261,11,2,Atlanta Falcons,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Brycen Tremayne,WR,CAR,NA,1.91,1.06,13.2,NA,NA,0.06,0,0,NA,0,NA,2.17,NA,56119,FanDuel,16949,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,115,264,14,5,Carolina Panthers,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Tre Harris,WR,LAC,NA,1.58,0.97,12.59,NA,NA,0.07,0,0,NA,0,NA,2.16,NA,56287,FanDuel,17072,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,116,266,13,34,Los Angeles Chargers,35,Las Vegas Raiders,LV,34,Los Angeles Chargers,LAC,WEEKLY
Russell Gage,WR,SF,NA,1.83,1.16,11.69,NA,NA,0.07,0,0,NA,0,NA,2.15,NA,54008,FanDuel,13809,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,117,267,16,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Adonai Mitchell,WR,IND,NA,1.89,1.08,11.49,NA,NA,0.07,0,0,NA,0,NA,2.09,NA,55915,FanDuel,16626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,118,268,1,14,Indianapolis Colts,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY
Elijah Moore,WR,BUF,NA,1.43,0.79,8.59,NA,NA,0.06,0.54,2.65,NA,0.03,NA,2.04,NA,54875,FanDuel,15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,119,269,24,4,Buffalo Bills,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
Chimere Dike,WR,TEN,NA,1.28,0.75,8.87,NA,NA,0.04,0.53,2.84,NA,0.02,NA,1.87,NA,56349,FanDuel,17171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,120,275,5,31,Tennessee Titans,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
Derius Davis,WR,LAC,NA,0.95,0.6,6.86,NA,NA,0.04,0.57,2.78,NA,0.03,NA,1.64,NA,55644,FanDuel,16299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,121,286,13,34,Los Angeles Chargers,35,Las Vegas Raiders,LV,34,Los Angeles Chargers,LAC,WEEKLY
Devontez Walker,WR,BAL,NA,1,0.6,8.01,NA,NA,0.08,0,0,NA,0,NA,1.58,NA,56161,FanDuel,16621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,122,290,8,3,Baltimore Ravens,3,Baltimore Ravens,BAL,8,Cleveland Browns,CLE,WEEKLY
Isaiah Bond,WR,CLE,NA,1.16,0.69,9.61,NA,NA,0.04,0,0,NA,0,NA,1.53,NA,56411,FanDuel,17076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,123,292,32,8,Cleveland Browns,3,Baltimore Ravens,BAL,8,Cleveland Browns,CLE,WEEKLY
Ben Skowronek,WR,PIT,NA,1.32,0.78,8.03,NA,NA,0.06,0,0,NA,0,NA,1.53,NA,55037,FanDuel,15491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,123,292,23,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY
Savion Williams,WR,GB,NA,1.28,0.72,8.12,NA,NA,0.06,0,0,NA,0,NA,1.51,NA,56328,FanDuel,17096,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,125,295,4,12,Green Bay Packers,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Jamari Thrash,WR,CLE,NA,1.16,0.69,9.46,NA,NA,0.04,0,0,NA,0,NA,1.51,NA,56188,FanDuel,16624,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,125,295,32,8,Cleveland Browns,3,Baltimore Ravens,BAL,8,Cleveland Browns,CLE,WEEKLY
Parker Washington,WR,JAC,NA,1.28,0.73,8.64,NA,NA,0.05,0,0,NA,0,NA,1.49,NA,55786,FanDuel,16192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,127,298,12,15,Jacksonville Jaguars,7,Cincinnati Bengals,CIN,15,Jacksonville Jaguars,JAC,WEEKLY
Pat Bryant,WR,DEN,NA,1.27,0.73,8.24,NA,NA,0.05,0,0,NA,0,NA,1.47,NA,56357,FanDuel,17082,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,128,299,6,10,Denver Broncos,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY
Dee Eskridge,WR,MIA,NA,1.03,0.65,6.72,NA,NA,0.05,0,0,NA,0,NA,1.3,NA,54898,FanDuel,15302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,129,306,17,17,Miami Dolphins,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY
Dareke Young,WR,SEA,NA,1.08,0.62,8.18,NA,NA,0.03,0,0,NA,0,NA,1.29,NA,55490,FanDuel,15941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,130,308,26,28,Seattle Seahawks,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY
Tim Patrick,WR,JAC,NA,0.96,0.56,7.63,NA,NA,0.04,0,0,NA,0,NA,1.28,NA,53848,FanDuel,13377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,131,309,12,15,Jacksonville Jaguars,7,Cincinnati Bengals,CIN,15,Jacksonville Jaguars,JAC,WEEKLY
Xavier Smith,WR,LA,NA,0.63,0.39,4.71,NA,NA,0.03,0.59,3.1,NA,0.02,NA,1.28,NA,55646,FanDuel,16428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,131,309,3,33,Los Angeles Rams,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
Trent Sherfield,WR,DEN,NA,1.09,0.62,7.2,NA,NA,0.04,0,0,NA,0,NA,1.25,NA,54019,FanDuel,13893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,133,313,6,10,Denver Broncos,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY
Tez Johnson,WR,TB,NA,0.98,0.59,6.5,NA,NA,0.04,0,0,NA,0,NA,1.16,NA,56383,FanDuel,17079,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,134,316,15,30,Tampa Bay Buccaneers,13,Houston Texans,HOU,30,Tampa Bay Buccaneers,TB,WEEKLY
Tai Felton,WR,MIN,NA,0.95,0.57,6.03,NA,NA,0.04,0,0,NA,0,NA,1.13,NA,56281,FanDuel,17097,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,135,317,20,18,Minnesota Vikings,18,Minnesota Vikings,MIN,2,Atlanta Falcons,ATL,WEEKLY
Jake Bobo,WR,SEA,NA,0.81,0.49,6.54,NA,NA,0.03,0,0,NA,0,NA,1.08,NA,55730,FanDuel,16393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,136,321,26,28,Seattle Seahawks,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY
Arian Smith,WR,NYJ,NA,0.97,0.57,5.83,NA,NA,0.03,0,0,NA,0,NA,1.03,NA,56412,FanDuel,17175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,137,324,28,22,New York Jets,22,New York Jets,NYJ,4,Buffalo Bills,BUF,WEEKLY
John Metchie III,WR,PHI,NA,0.72,0.44,4.93,NA,NA,0.03,0,0,NA,0,NA,0.89,NA,55250,FanDuel,15759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,138,326,29,24,Philadelphia Eagles,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
Van Jefferson,WR,TEN,NA,0.64,0.36,4.88,NA,NA,0.02,0,0,NA,0,NA,0.79,NA,54541,FanDuel,14858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,139,332,5,31,Tennessee Titans,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
Xavier Worthy,WR,KC,NA,0,0,0,NA,NA,0,0.91,4.82,NA,0.05,NA,0.78,NA,55917,FanDuel,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,140,333,19,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,24,Philadelphia Eagles,PHI,WEEKLY
David Moore,WR,CAR,NA,0.64,0.35,4.93,NA,NA,0.02,0,0,NA,0,NA,0.77,NA,53884,FanDuel,13348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,141,334,14,5,Carolina Panthers,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Bryce Oliver,WR,TEN,NA,0.64,0.38,4.55,NA,NA,0.02,0,0,NA,0,NA,0.75,NA,56179,FanDuel,16975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,142,335,5,31,Tennessee Titans,31,Tennessee Titans,TEN,33,Los Angeles Rams,LA,WEEKLY
Ashton Dulin,WR,IND,NA,0.54,0.31,3.32,NA,NA,0.02,0,0,NA,0,NA,0.61,NA,54348,FanDuel,14315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,143,336,1,14,Indianapolis Colts,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY
Xavier Weaver,WR,ARI,NA,0.32,0.19,2.22,NA,NA,0.02,0,0,NA,0,NA,0.44,NA,56143,FanDuel,16634,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,144,355,21,1,Arizona Cardinals,1,Arizona Cardinals,ARI,5,Carolina Panthers,CAR,WEEKLY
Roman Wilson,WR,PIT,NA,0.33,0.19,2.16,NA,NA,0.02,0,0,NA,0,NA,0.43,NA,55924,FanDuel,16629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,145,357,23,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY
Tylan Wallace,WR,BAL,NA,0.25,0.15,2.06,NA,NA,0.02,0,0,NA,0,NA,0.4,NA,55065,FanDuel,15285,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,146,359,8,3,Baltimore Ravens,3,Baltimore Ravens,BAL,8,Cleveland Browns,CLE,WEEKLY
Devaughn Vele,WR,NO,NA,0.33,0.19,2.16,NA,NA,0.01,0,0,NA,0,NA,0.37,NA,56005,FanDuel,16788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,147,367,7,20,New Orleans Saints,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
KeAndre Lambert-Smith,WR,LAC,NA,0.32,0.19,2.19,NA,NA,0.01,0,0,NA,0,NA,0.37,NA,56366,FanDuel,17205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,147,367,13,34,Los Angeles Chargers,35,Las Vegas Raiders,LV,34,Los Angeles Chargers,LAC,WEEKLY
Luke McCaffrey,WR,WSH,NA,0.31,0.2,2.05,NA,NA,0.01,0,0,NA,0,NA,0.36,NA,55927,FanDuel,16635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,149,369,10,32,Washington Commanders,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Kyle Williams,WR,NE,NA,0.34,0.2,1.95,NA,NA,0.01,0,0,NA,0,NA,0.36,NA,56374,FanDuel,17134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,149,369,31,19,New England Patriots,17,Miami Dolphins,MIA,19,New England Patriots,NE,WEEKLY
Malik Heath,WR,GB,NA,0.32,0.18,1.98,NA,NA,0.01,0,0,NA,0,NA,0.35,NA,55697,FanDuel,16413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,151,371,4,12,Green Bay Packers,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
Trey Palmer,WR,NO,NA,0.33,0.18,2,NA,NA,0.01,0,0,NA,0,NA,0.35,NA,55632,FanDuel,16199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,151,371,7,20,New Orleans Saints,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Cody White,WR,SEA,NA,0.27,0.16,2.04,NA,NA,0.01,0,0,NA,0,NA,0.34,NA,55050,FanDuel,15589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,153,373,26,28,Seattle Seahawks,25,Pittsburgh Steelers,PIT,28,Seattle Seahawks,SEA,WEEKLY
Skyy Moore,WR,SF,NA,0.3,0.17,1.84,NA,NA,0.01,0,0,NA,0,NA,0.33,NA,55256,FanDuel,15766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,154,375,16,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Mason Tipton,WR,NO,NA,0.33,0.18,1.84,NA,NA,0.01,0,0,NA,0,NA,0.33,NA,56021,FanDuel,16858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,154,375,7,20,New Orleans Saints,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
Anthony Gould,WR,IND,NA,0.27,0.16,1.54,NA,NA,0.01,0,0,NA,0,NA,0.29,NA,55981,FanDuel,16732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,156,382,1,14,Indianapolis Colts,14,Indianapolis Colts,IND,10,Denver Broncos,DEN,WEEKLY
Christian Watson,WR,GB,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55247,FanDuel,15789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,4,12,Green Bay Packers,12,Green Bay Packers,GB,32,Washington Commanders,WSH,WEEKLY
LaJohntay Wester,WR,BAL,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56329,FanDuel,17232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,8,3,Baltimore Ravens,3,Baltimore Ravens,BAL,8,Cleveland Browns,CLE,WEEKLY
Dominic Lovett,WR,DET,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56316,FanDuel,17255,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,9,11,Detroit Lions,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY
Jahdae Walker,WR,CHI,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56427,FanDuel,17353,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,25,6,Chicago Bears,11,Detroit Lions,DET,6,Chicago Bears,CHI,WEEKLY
Jonathan Mingo,WR,DAL,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55587,FanDuel,16197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,30,9,Dallas Cowboys,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY
Bryce Ford-Wheaton,WR,NYG,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56091,FanDuel,16379,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,27,21,New York Giants,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY
Beaux Collins,WR,NYG,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56353,FanDuel,17303,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,27,21,New York Giants,9,Dallas Cowboys,DAL,21,New York Giants,NYG,WEEKLY
Charlie Jones,WR,CIN,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55642,FanDuel,16203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,2,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,15,Jacksonville Jaguars,JAC,WEEKLY
Jermaine Burton,WR,CIN,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,55990,FanDuel,16632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,2,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,15,Jacksonville Jaguars,JAC,WEEKLY
Mitchell Tinsley,WR,CIN,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,56334,FanDuel,16403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,2,7,Cincinnati Bengals,7,Cincinnati Bengals,CIN,15,Jacksonville Jaguars,JAC,WEEKLY
Demarcus Robinson,WR,SF,NA,0,0,0,NA,NA,0,0,0,NA,0,NA,0,NA,53230,FanDuel,12785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,157,409,16,27,San Francisco 49ers,20,New Orleans Saints,NO,27,San Francisco 49ers,SF,WEEKLY
