player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,bye,opp,draft_rank,pass_comp_pct,pct_owned,fumble_TD,rec,rec_tgt,rec_yds,rec_tds,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Shedeur Sanders,QB,CLE,NA,32.8,18.5,198.2,NA,1,0.9,85.2,2.9,13.6,NA,0.1,NA,13.55,NA,19415,FleaFlicker,17031,9,BUFSun 1:00 PM,QB26,18/32,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Ward,QB,TEN,NA,31.8,19.6,190.2,NA,1,0.6,89.4,2.6,10.5,NA,0.1,NA,13.34,NA,19243,FleaFlicker,17030,0,KCSun 1:00 PM,QB28,19/31,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTGeno Smith,QB,LV,NA,33,20.9,205.2,NA,1,1,75.9,3.1,10.9,NA,0.1,NA,13.27,NA,9372,FleaFlicker,11150,8,@HOUSun 4:25 PM,QB32,20/33,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTTyrod Taylor,QB,NYJ,NA,22.1,13.5,157.9,NA,1,0.7,96.2,4.2,21.2,NA,0.1,NA,12.8,NA,7592,FleaFlicker,10413,9,@NOSun 1:00 PM,QB34,13/22,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philip Rivers,QB,IND,NA,31.4,20.9,194,NA,1,0.8,92.7,0.6,2.6,NA,0,NA,12.36,NA,326,FleaFlicker,7394,1,SFMon 8:15 PM,QB31,20/31,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brady Cook,QB,NYJ,NA,12.1,7.5,77.6,NA,0.4,0.4,77.4,2.4,10.6,NA,0.1,NA,6.42,NA,19677,FleaFlicker,17040,9,@NOSun 1:00 PM,QB38,7/12,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJustin Fields,QB,NYJ,NA,3,1.8,18.6,NA,0.1,0.1,81.3,0.1,0.9,NA,0.1,NA,1.72,NA,16262,FleaFlicker,15238,9,@NOSun 1:00 PM,QB30,1/2,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mac Jones,QB,SF,NA,0.7,0.5,5.8,NA,0.1,0,0.7,0.1,0.6,NA,0,NA,0.54,NA,16235,FleaFlicker,15241,4,@INDMon 8:15 PM,NA,0/0,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Spencer Rattler,QB,NO,NA,0.8,0.5,5.5,NA,0.1,0,0.8,0.1,0.6,NA,0,NA,0.53,NA,18553,FleaFlicker,16586,1,NYJSun 1:00 PM,NA,0/0,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTBrett Rypien,QB,IND,NA,1.2,0.7,7.8,NA,0,0,56.3,0.3,1.3,NA,0,NA,0.52,NA,15063,FleaFlicker,14065,1,SFMon 8:15 PM,NA,0/1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Wilson,QB,MIA,NA,0.6,0.4,4.7,NA,0.1,0,0.6,0.1,0.8,NA,0,NA,0.51,NA,16233,FleaFlicker,15239,2,CINSun 1:00 PM,NA,0/0,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Huntley,QB,BAL,NA,0.6,0.3,4.3,NA,0.1,0,0.6,0.1,0.8,NA,0,NA,0.5,NA,15705,FleaFlicker,14789,7,NESun 8:20 PM,NA,0/0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davis Mills,QB,HOU,NA,0.7,0.5,4.9,NA,0.1,0,0.7,0.1,0.5,NA,0,NA,0.5,NA,16280,FleaFlicker,15252,6,LVSun 4:25 PM,NA,0/0,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,NA,NA,239.96,NA,1.91,0.75,NA,NA,31.48,NA,0.65,0.22,22.41,NA,2560955,NFL,13589,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,NA,NA,234.62,NA,1.78,0.54,NA,NA,35.62,NA,0.61,0.23,22.25,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,NA,NA,260.18,NA,2.1,0.69,NA,NA,26.39,NA,0.12,0.17,20.51,NA,2565045,NFL,14779,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,NA,NA,248.17,NA,2.06,0.71,NA,NA,24.64,NA,0.15,0.27,19.63,NA,2560800,NFL,13590,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,NA,NA,222.16,NA,2.05,0.58,NA,NA,31.5,NA,0.16,0.24,19.62,NA,2560757,NFL,13593,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake Maye,QB,NE,NA,NA,NA,243.67,NA,1.6,0.76,NA,NA,32.12,NA,0.26,0.27,18.92,NA,2572294,NFL,16580,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,NA,NA,262.71,NA,1.95,0.88,NA,NA,13.54,NA,0.12,0.23,18.22,NA,2555260,NFL,12620,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,NA,NA,257.94,NA,1.78,0.95,NA,NA,15.37,NA,0.2,0.13,18.07,NA,2568216,NFL,15698,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,NA,NA,243.12,NA,2.09,0.66,NA,NA,10.87,NA,0.08,0.21,17.97,NA,2563722,NFL,14777,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,ARI,NA,NA,NA,246.41,NA,1.93,0.6,NA,NA,14.11,NA,0.11,0.31,17.89,NA,2555261,NFL,12616,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,PIT,NA,NA,NA,246.27,NA,2.02,0.62,NA,NA,7.91,NA,0.09,0.16,17.76,NA,2506363,NFL,7836,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Love,QB,GB,NA,NA,NA,234.43,NA,1.85,0.69,NA,NA,17.9,NA,0.12,0.18,17.61,NA,2564007,NFL,14782,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxson Dart,QB,NYG,NA,NA,NA,208.3,NA,1.43,0.72,NA,NA,24.98,NA,0.44,0.21,17.39,NA,2574419,NFL,17032,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,WAS,NA,NA,NA,212.12,NA,1.53,0.85,NA,NA,36,NA,0.26,0.42,17.34,NA,2552466,NFL,12141,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAX,NA,NA,NA,223.48,NA,1.46,0.77,NA,NA,19.86,NA,0.36,0.26,16.93,NA,2566163,NFL,15237,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,NA,NA,199.35,NA,1.61,0.7,NA,NA,25.38,NA,0.25,0.18,16.75,NA,2572003,NFL,16582,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,NA,NA,249.42,NA,1.84,0.68,NA,NA,7.18,NA,0.05,0.18,16.69,NA,2555334,NFL,12611,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,KC,NA,NA,NA,254.36,NA,1.7,0.8,NA,NA,10.45,NA,0.1,0.42,16.3,NA,2562796,NFL,14067,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tua Tagovailoa,QB,MIA,NA,NA,NA,234.8,NA,1.94,0.83,NA,NA,8.42,NA,0.06,0.24,16.27,NA,2564499,NFL,14778,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,NA,NA,219.41,NA,1.61,0.73,NA,NA,17.95,NA,0.19,0.26,16.23,NA,2569606,NFL,16148,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,NA,NA,228.16,NA,1.92,0.66,NA,NA,5.86,NA,0.05,0.13,16.17,NA,79860,NFL,9431,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.J. McCarthy,QB,MIN,NA,NA,NA,202.17,NA,1.69,0.98,NA,NA,23.45,NA,0.21,0.22,16.11,NA,2572270,NFL,16584,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Shough,QB,NO,NA,NA,NA,209.5,NA,1.33,0.68,NA,NA,22.48,NA,0.24,0.24,15.61,NA,2574406,NFL,17039,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,ATL,NA,NA,NA,230.22,NA,1.61,0.7,NA,NA,12.89,NA,0.09,0.43,15.34,NA,2532820,NFL,10700,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caleb Williams,QB,CHI,NA,NA,NA,190.53,NA,1.31,0.52,NA,NA,25.46,NA,0.23,0.25,15.31,NA,2571913,NFL,16579,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,NA,NA,219.08,NA,1.39,0.54,NA,NA,15.62,NA,0.09,0.17,15.07,NA,2569819,NFL,16150,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,SEA,NA,NA,NA,234.37,NA,1.5,0.83,NA,NA,11.24,NA,0.09,0.21,15.02,NA,2561036,NFL,13592,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYJ,NA,NA,NA,194.36,NA,1.6,0.83,NA,NA,17.35,NA,0.13,0.45,14.25,NA,2495240,NFL,10413,NA,NA,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,LV,NA,NA,NA,205.4,NA,1.36,0.87,NA,NA,9.86,NA,0.09,0.14,13.22,NA,2539335,NFL,11150,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Philip Rivers,QB,IND,NA,NA,NA,191.25,NA,1.49,0.75,NA,NA,5.12,NA,0.05,NA,12.92,NA,2506121,NFL,7394,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shedeur Sanders,QB,CLE,NA,NA,NA,212.15,NA,1.22,0.98,NA,NA,9.37,NA,0.09,0.25,12.44,NA,2574063,NFL,17031,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Ward,QB,TEN,NA,NA,NA,185.07,NA,1.13,0.73,NA,NA,10.46,NA,0.09,0.27,11.57,NA,2574164,NFL,17030,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,29.68,20.76,239.55,NA,1.5,0.72,NA,6.25,33.19,NA,0.51,NA,21.12,NA,53775,FanDuel,13589,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,3,4,Buffalo Bills,8,Cleveland Browns,CLE,4,Buffalo Bills,BUF,WEEKLY
Dak Prescott,QB,DAL,NA,34.65,23.7,260.91,NA,1.89,0.77,NA,4.65,20.61,NA,0.29,NA,20.73,NA,53101,FanDuel,12620,NA,NA,NA,NA,NA,NA,0,0,0,0,2,3,8,9,Dallas Cowboys,9,Dallas Cowboys,DAL,34,Los Angeles Chargers,LAC,WEEKLY
Jalen Hurts,QB,PHI,NA,30.82,20.1,225.87,NA,1.48,0.6,NA,6.49,29.57,NA,0.53,NA,20.17,NA,54662,FanDuel,14783,NA,NA,NA,NA,NA,NA,0,0,0,0,3,6,30,24,Philadelphia Eagles,32,Washington Commanders,WSH,24,Philadelphia Eagles,PHI,WEEKLY
Brock Purdy,QB,SF,NA,34.38,23.61,256.1,NA,1.92,0.83,NA,3.94,16.71,NA,0.19,NA,19.63,NA,55455,FanDuel,15698,NA,NA,NA,NA,NA,NA,0,0,0,0,4,7,16,27,San Francisco 49ers,14,Indianapolis Colts,IND,27,San Francisco 49ers,SF,WEEKLY
Drake Maye,QB,NE,NA,30.96,21.95,242.14,NA,1.43,0.67,NA,6.74,31.02,NA,0.29,NA,19.12,NA,55921,FanDuel,16580,NA,NA,NA,NA,NA,NA,0,0,0,0,5,8,11,19,New England Patriots,3,Baltimore Ravens,BAL,19,New England Patriots,NE,WEEKLY
Joe Burrow,QB,CIN,NA,34.51,23.42,245.02,NA,2.14,0.66,NA,2.06,8.46,NA,0.11,NA,19.03,NA,54499,FanDuel,14777,NA,NA,NA,NA,NA,NA,0,0,0,0,6,10,22,7,Cincinnati Bengals,17,Miami Dolphins,MIA,7,Cincinnati Bengals,CIN,WEEKLY
Justin Herbert,QB,LAC,NA,33.6,22.05,237.89,NA,1.68,0.55,NA,4.6,20.41,NA,0.21,NA,18.89,NA,54537,FanDuel,14779,NA,NA,NA,NA,NA,NA,0,0,0,0,7,11,31,34,Los Angeles Chargers,9,Dallas Cowboys,DAL,34,Los Angeles Chargers,LAC,WEEKLY
Lamar Jackson,QB,BAL,NA,29.01,18.42,215.28,NA,1.72,0.54,NA,5.7,34.9,NA,0.14,NA,18.82,NA,53773,FanDuel,13593,NA,NA,NA,NA,NA,NA,0,0,0,0,8,12,9,3,Baltimore Ravens,3,Baltimore Ravens,BAL,19,New England Patriots,NE,WEEKLY
Jared Goff,QB,DET,NA,33.11,22.95,268.49,NA,1.93,0.55,NA,1.66,5.74,NA,0.07,NA,18.64,NA,53082,FanDuel,12611,NA,NA,NA,NA,NA,NA,0,0,0,0,9,13,20,11,Detroit Lions,11,Detroit Lions,DET,25,Pittsburgh Steelers,PIT,WEEKLY
Jacoby Brissett,QB,ARI,NA,34.47,22.86,237.48,NA,1.39,0.52,NA,4.81,20.36,NA,0.29,NA,17.72,NA,53222,FanDuel,12616,NA,NA,NA,NA,NA,NA,0,0,0,0,10,16,19,1,Arizona Cardinals,1,Arizona Cardinals,ARI,2,Atlanta Falcons,ATL,WEEKLY
C.J. Stroud,QB,HOU,NA,30.68,20.03,216.92,NA,1.57,0.58,NA,4.65,20.54,NA,0.24,NA,17.69,NA,55619,FanDuel,16150,NA,NA,NA,NA,NA,NA,0,0,0,0,11,17,25,13,Houston Texans,13,Houston Texans,HOU,35,Las Vegas Raiders,LV,WEEKLY
Bo Nix,QB,DEN,NA,34.26,21.75,221.3,NA,1.63,0.7,NA,4.11,17.99,NA,0.2,NA,17.61,NA,55913,FanDuel,16582,NA,NA,NA,NA,NA,NA,0,0,0,0,12,18,5,10,Denver Broncos,10,Denver Broncos,DEN,15,Jacksonville Jaguars,JAC,WEEKLY
Caleb Williams,QB,CHI,NA,32.78,18.99,224.85,NA,1.37,0.57,NA,4.34,19.92,NA,0.19,NA,17.34,NA,55912,FanDuel,16579,NA,NA,NA,NA,NA,NA,0.2,0.33,1.23,0.06,13,20,14,6,Chicago Bears,6,Chicago Bears,CHI,12,Green Bay Packers,GB,WEEKLY
Baker Mayfield,QB,TB,NA,33.41,20.44,222.16,NA,1.87,0.72,NA,2.84,12.15,NA,0.1,NA,17.1,NA,53777,FanDuel,13590,NA,NA,NA,NA,NA,NA,0,0,0,0,14,22,24,30,Tampa Bay Buccaneers,5,Carolina Panthers,CAR,30,Tampa Bay Buccaneers,TB,WEEKLY
Jordan Love,QB,GB,NA,32.08,21.31,248.94,NA,1.55,0.67,NA,2.23,9.64,NA,0.08,NA,16.65,NA,54886,FanDuel,14782,NA,NA,NA,NA,NA,NA,0,0,0,0,15,24,15,12,Green Bay Packers,6,Chicago Bears,CHI,12,Green Bay Packers,GB,WEEKLY
Tyler Shough,QB,NO,NA,30.48,20.23,212.12,NA,1.29,0.65,NA,5.55,24.05,NA,0.26,NA,16.62,NA,56271,FanDuel,17039,NA,NA,NA,NA,NA,NA,0,0,0,0,16,25,27,20,New Orleans Saints,20,New Orleans Saints,NO,22,New York Jets,NYJ,WEEKLY
J.J. McCarthy,QB,MIN,NA,29.97,17.43,203.21,NA,1.6,0.72,NA,3.95,17.24,NA,0.21,NA,16.39,NA,55918,FanDuel,16584,NA,NA,NA,NA,NA,NA,0,0,0,0,17,27,29,18,Minnesota Vikings,21,New York Giants,NYG,18,Minnesota Vikings,MIN,WEEKLY
Trevor Lawrence,QB,JAC,NA,32.29,19.29,226.64,NA,1.32,0.74,NA,4.12,18.45,NA,0.21,NA,16.37,NA,54869,FanDuel,15237,NA,NA,NA,NA,NA,NA,0,0,0,0,18,28,7,15,Jacksonville Jaguars,10,Denver Broncos,DEN,15,Jacksonville Jaguars,JAC,WEEKLY
Marcus Mariota,QB,WSH,NA,30.02,19.5,217.63,NA,1.06,0.78,NA,5.66,29.25,NA,0.21,NA,15.89,NA,52775,FanDuel,12141,NA,NA,NA,NA,NA,NA,0,0,0,0,19,32,6,32,Washington Commanders,32,Washington Commanders,WSH,24,Philadelphia Eagles,PHI,WEEKLY
Kirk Cousins,QB,ATL,NA,31.48,19.69,230.09,NA,1.61,0.64,NA,1.75,6.5,NA,0.1,NA,15.75,NA,4490,FanDuel,10700,NA,NA,NA,NA,NA,NA,0,0,0,0,20,33,26,2,Atlanta Falcons,1,Arizona Cardinals,ARI,2,Atlanta Falcons,ATL,WEEKLY
Aaron Rodgers,QB,PIT,NA,32.63,21.34,223.49,NA,1.64,0.5,NA,0.98,4.68,NA,0.04,NA,15.53,NA,10,FanDuel,7836,NA,NA,NA,NA,NA,NA,0,0,0,0,21,34,21,25,Pittsburgh Steelers,11,Detroit Lions,DET,25,Pittsburgh Steelers,PIT,WEEKLY
Jaxson Dart,QB,NYG,NA,29.44,18.4,198.99,NA,1.14,0.76,NA,5.4,24.26,NA,0.27,NA,15.45,NA,56263,FanDuel,17032,NA,NA,NA,NA,NA,NA,0,0,0,0,22,35,10,21,New York Giants,21,New York Giants,NYG,18,Minnesota Vikings,MIN,WEEKLY
Sam Darnold,QB,SEA,NA,31.81,21.45,238.58,NA,1.43,0.87,NA,1.93,7.77,NA,0.07,NA,15.27,NA,53786,FanDuel,13592,NA,NA,NA,NA,NA,NA,0,0,0,0,23,36,4,28,Seattle Seahawks,28,Seattle Seahawks,SEA,33,Los Angeles Rams,LA,WEEKLY
Matthew Stafford,QB,LA,NA,33.19,22.03,229.69,NA,1.53,0.66,NA,1.36,4.69,NA,0.04,NA,15.18,NA,46,FanDuel,9431,NA,NA,NA,NA,NA,NA,0,0,0,0,24,37,1,33,Los Angeles Rams,28,Seattle Seahawks,SEA,33,Los Angeles Rams,LA,WEEKLY
Bryce Young,QB,CAR,NA,29.7,18.8,193.91,NA,1.25,0.64,NA,2.94,13.38,NA,0.18,NA,14.17,NA,55588,FanDuel,16148,NA,NA,NA,NA,NA,NA,0,0,0,0,25,40,17,5,Carolina Panthers,5,Carolina Panthers,CAR,30,Tampa Bay Buccaneers,TB,WEEKLY
Tua Tagovailoa,QB,MIA,NA,31.69,21.18,207.54,NA,1.57,0.76,NA,1.05,4.19,NA,0.05,NA,14.14,NA,54530,FanDuel,14778,NA,NA,NA,NA,NA,NA,0,0,0,0,26,41,32,17,Miami Dolphins,17,Miami Dolphins,MIA,7,Cincinnati Bengals,CIN,WEEKLY
Gardner Minshew,QB,KC,NA,31.92,20.78,212.56,NA,1.05,0.71,NA,3.39,14.49,NA,0.14,NA,13.76,NA,54214,FanDuel,14067,NA,NA,NA,NA,NA,NA,0,0,0,0,27,42,28,16,Kansas City Chiefs,31,Tennessee Titans,TEN,16,Kansas City Chiefs,KC,WEEKLY
Brady Cook,QB,NYJ,NA,27.41,16.93,176.22,NA,0.91,0.78,NA,6.07,26.53,NA,0.26,NA,13.66,NA,56461,FanDuel,17040,NA,NA,NA,NA,NA,NA,0,0,0,0,28,44,13,22,New York Jets,20,New Orleans Saints,NO,22,New York Jets,NYJ,WEEKLY
Shedeur Sanders,QB,CLE,NA,30.39,17.53,182.33,NA,0.92,0.68,NA,2.8,12.3,NA,0.09,NA,11.84,NA,56274,FanDuel,17031,NA,NA,NA,NA,NA,NA,0,0,0,0,29,61,18,8,Cleveland Browns,8,Cleveland Browns,CLE,4,Buffalo Bills,BUF,WEEKLY
Cameron Ward,QB,TEN,NA,30.04,17.81,168.81,NA,0.96,0.6,NA,2.73,11.86,NA,0.11,NA,11.5,NA,56245,FanDuel,17030,NA,NA,NA,NA,NA,NA,0,0,0,0,30,66,12,31,Tennessee Titans,31,Tennessee Titans,TEN,16,Kansas City Chiefs,KC,WEEKLY
Geno Smith,QB,LV,NA,30,20.1,203.13,NA,0.65,0.73,NA,3.15,13.96,NA,0.07,NA,11.45,NA,52081,FanDuel,11150,NA,NA,NA,NA,NA,NA,0,0,0,0,31,67,2,35,Las Vegas Raiders,13,Houston Texans,HOU,35,Las Vegas Raiders,LV,WEEKLY
Philip Rivers,QB,IND,NA,30.68,20.57,154.63,NA,1.03,0.83,NA,0.57,1.66,NA,0.01,NA,9.54,NA,4,FanDuel,7394,NA,NA,NA,NA,NA,NA,0,0,0,0,32,88,23,14,Indianapolis Colts,14,Indianapolis Colts,IND,27,San Francisco 49ers,SF,WEEKLY
Nick Mullens,QB,JAC,NA,0.66,0.44,5.06,NA,0.03,0.02,NA,0,0,NA,0,NA,0.3,NA,54050,FanDuel,13968,NA,NA,NA,NA,NA,NA,0,0,0,0,33,370,7,15,Jacksonville Jaguars,10,Denver Broncos,DEN,15,Jacksonville Jaguars,JAC,WEEKLY
Joe Milton III,QB,DAL,NA,0.7,0.46,4.81,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,56237,FanDuel,16585,NA,NA,NA,NA,NA,NA,0,0,0,0,34,373,8,9,Dallas Cowboys,9,Dallas Cowboys,DAL,34,Los Angeles Chargers,LAC,WEEKLY
Jarrett Stidham,QB,DEN,NA,0.68,0.41,4.68,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,54313,FanDuel,14063,NA,NA,NA,NA,NA,NA,0,0,0,0,34,373,5,10,Denver Broncos,10,Denver Broncos,DEN,15,Jacksonville Jaguars,JAC,WEEKLY
Kedon Slovis,QB,ARI,NA,0.71,0.45,4.66,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,56510,FanDuel,16682,NA,NA,NA,NA,NA,NA,0,0,0,0,34,373,19,1,Arizona Cardinals,1,Arizona Cardinals,ARI,2,Atlanta Falcons,ATL,WEEKLY
Mason Rudolph,QB,PIT,NA,0.67,0.45,4.63,NA,0.03,0.02,NA,0,0,NA,0,NA,0.29,NA,54276,FanDuel,13595,NA,NA,NA,NA,NA,NA,0,0,0,0,34,373,21,25,Pittsburgh Steelers,11,Detroit Lions,DET,25,Pittsburgh Steelers,PIT,WEEKLY
Jameis Winston,QB,NYG,NA,0.61,0.37,4.4,NA,0.03,0.02,NA,0,0,NA,0,NA,0.28,NA,52774,FanDuel,12140,NA,NA,NA,NA,NA,NA,0,0,0,0,38,377,10,21,New York Giants,21,New York Giants,NYG,18,Minnesota Vikings,MIN,WEEKLY
Andy Dalton,QB,CAR,NA,0.6,0.39,4.25,NA,0.03,0.02,NA,0,0,NA,0,NA,0.27,NA,4319,FanDuel,10313,NA,NA,NA,NA,NA,NA,0,0,0,0,39,378,17,5,Carolina Panthers,5,Carolina Panthers,CAR,30,Tampa Bay Buccaneers,TB,WEEKLY
Joe Flacco,QB,CIN,NA,0.71,0.43,4.27,NA,0.03,0.02,NA,0,0,NA,0,NA,0.27,NA,15,FanDuel,9064,NA,NA,NA,NA,NA,NA,0,0,0,0,39,378,22,7,Cincinnati Bengals,17,Miami Dolphins,MIA,7,Cincinnati Bengals,CIN,WEEKLY
Max Brosmer,QB,MIN,NA,0.63,0.4,4.04,NA,0.03,0.02,NA,0,0,NA,0,NA,0.26,NA,56460,FanDuel,17282,NA,NA,NA,NA,NA,NA,0,0,0,0,41,380,29,18,Minnesota Vikings,21,New York Giants,NYG,18,Minnesota Vikings,MIN,WEEKLY
Davis Mills,QB,HOU,NA,0.63,0.36,3.74,NA,0.03,0.02,NA,0,0,NA,0,NA,0.25,NA,54983,FanDuel,15252,NA,NA,NA,NA,NA,NA,0,0,0,0,42,381,25,13,Houston Texans,13,Houston Texans,HOU,35,Las Vegas Raiders,LV,WEEKLY
Case Keenum,QB,CHI,NA,0.66,0.41,4.25,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,52350,FanDuel,10948,NA,NA,NA,NA,NA,NA,0,0,0,0,43,382,14,6,Chicago Bears,6,Chicago Bears,CHI,12,Green Bay Packers,GB,WEEKLY
Malik Willis,QB,GB,NA,0.62,0.39,4.23,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,55391,FanDuel,15694,NA,NA,NA,NA,NA,NA,0,0,0,0,43,382,15,12,Green Bay Packers,6,Chicago Bears,CHI,12,Green Bay Packers,GB,WEEKLY
