player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_rec,dst_sacks,dst_fumbles,dst_tackles,bye,opp,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int,pos_rank,overall_rank,opp_def_rank,team_id,team_name,home_team_id,home_team,home_abbr,away_team_id,away_team,away_abbr,proj_type
Marquez Valdes-Scantling,WR,SF,NA,NA,0.44,8.95,NA,NA,0.06,NA,NA,NA,NA,NA,1.7,NA,2560907,NFL,13793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,BUF,NA,NA,0.58,6.9,NA,NA,0.05,NA,0.55,NA,NA,NA,1.63,NA,2566385,NFL,15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,NA,0.58,6.88,NA,NA,0.05,NA,0.25,NA,NA,NA,1.59,NA,2570518,NFL,16413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adonai Mitchell,WR,IND,NA,NA,0.52,6.59,NA,NA,0.03,NA,0.5,NA,NA,NA,1.41,NA,2572129,NFL,16626,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,TEN,NA,NA,0.5,6.59,NA,NA,0.04,NA,NA,NA,NA,NA,1.4,NA,2564358,NFL,14858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,NYJ,NA,NA,0.5,5.91,NA,NA,0.03,NA,0.05,NA,NA,NA,1.28,NA,2565225,NFL,14864,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devontez Walker,WR,BAL,NA,NA,0.36,5.2,NA,NA,0.06,NA,0.26,NA,NA,NA,1.27,NA,2571844,NFL,16621,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Casey Washington,WR,ATL,NA,NA,0.45,5.74,NA,NA,0.03,NA,NA,NA,NA,NA,1.2,NA,2571820,NFL,16760,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,MIA,NA,NA,0.42,5.21,NA,NA,0.04,NA,NA,NA,NA,NA,1.18,NA,2560936,NFL,13652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Royals,WR,KC,NA,NA,0.43,4.96,NA,NA,0.03,NA,0.22,NA,NA,NA,1.13,NA,2574254,NFL,17086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,MIA,NA,NA,0.39,4.22,NA,NA,0.03,NA,0.76,NA,NA,NA,1.07,NA,2566553,NFL,15302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,PIT,NA,NA,0.38,4.52,NA,NA,0.03,NA,NA,NA,NA,NA,1.01,NA,2566247,NFL,15491,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mitchell Tinsley,WR,CIN,NA,NA,0.41,4.11,NA,NA,0.03,NA,NA,NA,NA,NA,1,NA,2571650,NFL,16403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,PHI,NA,NA,0.36,3.96,NA,NA,0.02,NA,NA,NA,NA,NA,0.88,NA,2567682,NFL,15759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.1,0.96,NA,NA,0.01,NA,1.85,NA,0.01,0.03,0.86,NA,2570272,NFL,16299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,WAS,NA,NA,0.27,3.6,NA,NA,0.02,NA,NA,NA,NA,NA,0.75,NA,2555209,NFL,12773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,NA,NA,0.23,2.76,NA,NA,0.02,NA,NA,NA,NA,NA,0.63,NA,2571378,NFL,16393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,CAR,NA,NA,0.24,2.62,NA,NA,0.02,NA,NA,NA,NA,NA,0.62,NA,2562712,NFL,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KeAndre Lambert-Smith,WR,LAC,NA,NA,0.21,2.54,NA,NA,0.02,NA,0.11,NA,NA,NA,0.6,NA,2574521,NFL,17205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,DEN,NA,NA,0.23,2.42,NA,NA,0.02,NA,NA,NA,NA,NA,0.59,NA,2561272,NFL,13893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,CHI,NA,NA,0.09,0.88,NA,NA,0.01,NA,0.44,NA,NA,0.03,0.58,NA,2563551,NFL,14847,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ashton Dulin,WR,IND,NA,NA,0.23,2.4,NA,NA,NA,NA,0.57,NA,NA,NA,0.53,NA,2562646,NFL,14315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Gould,WR,IND,NA,NA,0.23,2.57,NA,NA,NA,NA,0.29,NA,NA,NA,0.52,NA,2572120,NFL,16732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jermaine Burton,WR,CIN,NA,NA,0.17,2.11,NA,NA,0.01,NA,0.16,NA,NA,NA,0.46,NA,2571922,NFL,16632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Patrick,WR,JAX,NA,NA,0.17,2.24,NA,NA,0.01,NA,NA,NA,NA,NA,0.45,NA,2558985,NFL,13377,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KhaDarel Hodge,WR,ATL,NA,NA,0.13,1.95,NA,NA,0.01,NA,0.14,NA,NA,NA,0.4,NA,2561653,NFL,13963,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Jones,WR,CIN,NA,NA,0.15,1.46,NA,NA,0.01,NA,0.17,NA,NA,NA,0.37,NA,2569645,NFL,16203,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Smith,WR,LAR,NA,NA,0.02,0.25,NA,NA,NA,NA,0.12,NA,NA,0.01,0.04,NA,2570002,NFL,16428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LA,NA,10.32,7.2,90.42,NA,NA,0.49,1.54,7.88,NA,0.07,NA,16.81,NA,55652,FanDuel,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,20,32,33,Los Angeles Rams,3,Baltimore Ravens,BAL,33,Los Angeles Rams,LA,WEEKLY
Emeka Egbuka,WR,TB,NA,8.9,5.91,82.94,NA,NA,0.67,0,0,NA,0,NA,15.25,NA,56258,FanDuel,17081,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,30,16,30,Tampa Bay Buccaneers,30,Tampa Bay Buccaneers,TB,27,San Francisco 49ers,SF,WEEKLY
Amon-Ra St. Brown,WR,DET,NA,9.48,7.38,82.15,NA,NA,0.56,0,0,NA,0,NA,15.25,NA,54885,FanDuel,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,2,30,20,11,Detroit Lions,16,Kansas City Chiefs,KC,11,Detroit Lions,DET,WEEKLY
Jaxon Smith-Njigba,WR,SEA,NA,8.65,5.91,83.75,NA,NA,0.4,0.56,2.82,NA,0.02,NA,14.05,NA,55595,FanDuel,16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,4,39,3,28,Seattle Seahawks,15,Jacksonville Jaguars,JAC,28,Seattle Seahawks,SEA,WEEKLY
CeeDee Lamb,WR,DAL,NA,9.24,6.25,71.45,NA,NA,0.59,0,0,NA,0,NA,13.77,NA,54517,FanDuel,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,5,45,17,9,Dallas Cowboys,5,Carolina Panthers,CAR,9,Dallas Cowboys,DAL,WEEKLY
Ja'Marr Chase,WR,CIN,NA,10.05,6.33,74.81,NA,NA,0.38,0.22,1.1,NA,0.01,NA,13.08,NA,54864,FanDuel,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,6,50,10,7,Cincinnati Bengals,12,Green Bay Packers,GB,7,Cincinnati Bengals,CIN,WEEKLY
Drake London,WR,ATL,NA,9.59,5.74,72.35,NA,NA,0.49,0,0,NA,0,NA,13.02,NA,55233,FanDuel,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,7,51,14,2,Atlanta Falcons,2,Atlanta Falcons,ATL,4,Buffalo Bills,BUF,WEEKLY
Zay Flowers,WR,BAL,NA,8.54,5.43,73.34,NA,NA,0.3,0.55,2.81,NA,0.02,NA,12.27,NA,55585,FanDuel,16190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,8,55,7,3,Baltimore Ravens,3,Baltimore Ravens,BAL,33,Los Angeles Rams,LA,WEEKLY
Courtland Sutton,WR,DEN,NA,8.6,5.28,68.23,NA,NA,0.48,0,0,NA,0,NA,12.24,NA,53781,FanDuel,13630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,9,56,29,10,Denver Broncos,22,New York Jets,NYJ,10,Denver Broncos,DEN,WEEKLY
Jaylen Waddle,WR,MIA,NA,7.93,5.59,70.35,NA,NA,0.34,0.26,1.31,NA,0.01,NA,12.08,NA,54871,FanDuel,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,10,60,9,17,Miami Dolphins,17,Miami Dolphins,MIA,34,Los Angeles Chargers,LAC,WEEKLY
Quentin Johnston,WR,LAC,NA,7.94,4.73,63.91,NA,NA,0.51,0.28,1.4,NA,0.02,NA,12.06,NA,55579,FanDuel,16188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,11,61,30,34,Los Angeles Chargers,17,Miami Dolphins,MIA,34,Los Angeles Chargers,LAC,WEEKLY
A.J. Brown,WR,PHI,NA,7.94,4.99,70.71,NA,NA,0.42,0,0,NA,0,NA,12.05,NA,54161,FanDuel,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,12,62,28,24,Philadelphia Eagles,21,New York Giants,NYG,24,Philadelphia Eagles,PHI,WEEKLY
Tetairoa McMillan,WR,CAR,NA,9.31,5.47,66.99,NA,NA,0.44,0,0,NA,0,NA,12.05,NA,56250,FanDuel,17071,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,12,62,31,5,Carolina Panthers,5,Carolina Panthers,CAR,9,Dallas Cowboys,DAL,WEEKLY
Chris Godwin,WR,TB,NA,7.56,5.37,63.87,NA,NA,0.49,0,0,NA,0,NA,11.95,NA,53594,FanDuel,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,14,64,16,30,Tampa Bay Buccaneers,30,Tampa Bay Buccaneers,TB,27,San Francisco 49ers,SF,WEEKLY
Brian Thomas Jr.,WR,JAC,NA,8.37,4.74,68.11,NA,NA,0.46,0,0,NA,0,NA,11.94,NA,55916,FanDuel,16618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,15,65,19,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,28,Seattle Seahawks,SEA,WEEKLY
Davante Adams,WR,LA,NA,8.12,4.43,61.25,NA,NA,0.58,0,0,NA,0,NA,11.84,NA,52438,FanDuel,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,16,66,32,33,Los Angeles Rams,3,Baltimore Ravens,BAL,33,Los Angeles Rams,LA,WEEKLY
George Pickens,WR,DAL,NA,7.24,4.27,68.64,NA,NA,0.48,0,0,NA,0,NA,11.8,NA,55267,FanDuel,15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,17,67,17,9,Dallas Cowboys,5,Carolina Panthers,CAR,9,Dallas Cowboys,DAL,WEEKLY
Garrett Wilson,WR,NYJ,NA,9.21,5.63,64.64,NA,NA,0.34,0,0,NA,0,NA,11.2,NA,55264,FanDuel,15753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,18,70,4,22,New York Jets,22,New York Jets,NYJ,10,Denver Broncos,DEN,WEEKLY
Deebo Samuel,WR,WSH,NA,7.06,4.66,56.45,NA,NA,0.44,0.59,3.07,NA,0.04,NA,11.1,NA,54158,FanDuel,14136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,19,71,24,32,Washington Commanders,32,Washington Commanders,WSH,6,Chicago Bears,CHI,WEEKLY
Marvin Harrison Jr.,WR,ARI,NA,7.9,4.75,64.51,NA,NA,0.38,0,0,NA,0,NA,11.09,NA,55906,FanDuel,16614,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,20,72,12,1,Arizona Cardinals,14,Indianapolis Colts,IND,1,Arizona Cardinals,ARI,WEEKLY
Keenan Allen,WR,LAC,NA,8.26,5.33,56.94,NA,NA,0.45,0,0,NA,0,NA,11,NA,52114,FanDuel,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,21,74,30,34,Los Angeles Chargers,17,Miami Dolphins,MIA,34,Los Angeles Chargers,LAC,WEEKLY
Xavier Worthy,WR,KC,NA,7.23,4.5,53.46,NA,NA,0.42,0.77,3.94,NA,0.04,NA,10.75,NA,55917,FanDuel,16620,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,22,77,8,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,11,Detroit Lions,DET,WEEKLY
Jameson Williams,WR,DET,NA,6.1,3.72,64.52,NA,NA,0.33,0.27,1.39,NA,0.01,NA,10.47,NA,55245,FanDuel,15756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,23,79,20,11,Detroit Lions,16,Kansas City Chiefs,KC,11,Detroit Lions,DET,WEEKLY
Stefon Diggs,WR,NE,NA,7.14,4.96,55.53,NA,NA,0.37,0.28,1.43,NA,0.01,NA,10.42,NA,52804,FanDuel,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,24,80,22,19,New England Patriots,20,New Orleans Saints,NO,19,New England Patriots,NE,WEEKLY
Ladd McConkey,WR,LAC,NA,6.48,4.33,58.66,NA,NA,0.4,0,0,NA,0,NA,10.39,NA,55930,FanDuel,16627,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,25,81,30,34,Los Angeles Chargers,17,Miami Dolphins,MIA,34,Los Angeles Chargers,LAC,WEEKLY
Rome Odunze,WR,CHI,NA,7.89,4.39,57.13,NA,NA,0.42,0,0,NA,0,NA,10.39,NA,55911,FanDuel,16616,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,25,81,23,6,Chicago Bears,32,Washington Commanders,WSH,6,Chicago Bears,CHI,WEEKLY
Keon Coleman,WR,BUF,NA,6.69,3.98,58.82,NA,NA,0.4,0,0,NA,0,NA,10.25,NA,55908,FanDuel,16617,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,27,84,6,4,Buffalo Bills,2,Atlanta Falcons,ATL,4,Buffalo Bills,BUF,WEEKLY
Chris Olave,WR,NO,NA,9.17,5.39,52.39,NA,NA,0.35,0,0,NA,0,NA,9.99,NA,55261,FanDuel,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,28,89,15,20,New Orleans Saints,20,New Orleans Saints,NO,19,New England Patriots,NE,WEEKLY
D.K. Metcalf,WR,PIT,NA,6.51,3.64,56.32,NA,NA,0.41,0,0,NA,0,NA,9.89,NA,54159,FanDuel,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,29,90,5,25,Pittsburgh Steelers,25,Pittsburgh Steelers,PIT,8,Cleveland Browns,CLE,WEEKLY
Jerry Jeudy,WR,CLE,NA,7.36,4.34,64.43,NA,NA,0.19,0,0,NA,0,NA,9.77,NA,54518,FanDuel,14833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,30,91,13,8,Cleveland Browns,25,Pittsburgh Steelers,PIT,8,Cleveland Browns,CLE,WEEKLY
Cooper Kupp,WR,SEA,NA,6.76,4.4,52.2,NA,NA,0.39,0,0,NA,0,NA,9.74,NA,53448,FanDuel,13164,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,31,92,3,28,Seattle Seahawks,15,Jacksonville Jaguars,JAC,28,Seattle Seahawks,SEA,WEEKLY
Matthew Golden,WR,GB,NA,6.62,4,51.05,NA,NA,0.44,0,0,NA,0,NA,9.73,NA,56262,FanDuel,17075,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,32,93,27,12,Green Bay Packers,12,Green Bay Packers,GB,7,Cincinnati Bengals,CIN,WEEKLY
Khalil Shakir,WR,BUF,NA,6.69,4.52,50.43,NA,NA,0.37,0,0,NA,0,NA,9.48,NA,55390,FanDuel,15761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,33,95,6,4,Buffalo Bills,2,Atlanta Falcons,ATL,4,Buffalo Bills,BUF,WEEKLY
Michael Pittman Jr.,WR,IND,NA,7.55,4.95,51.19,NA,NA,0.27,0,0,NA,0,NA,9.15,NA,54524,FanDuel,14842,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,34,100,18,14,Indianapolis Colts,14,Indianapolis Colts,IND,1,Arizona Cardinals,ARI,WEEKLY
DeVonta Smith,WR,PHI,NA,6.24,4.39,50.36,NA,NA,0.28,0,0,NA,0,NA,8.91,NA,54877,FanDuel,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,35,103,28,24,Philadelphia Eagles,21,New York Giants,NYG,24,Philadelphia Eagles,PHI,WEEKLY
Jakobi Meyers,WR,LV,NA,6.86,4.59,52.03,NA,NA,0.23,0,0,NA,0,NA,8.9,NA,54193,FanDuel,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,36,104,26,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,31,Tennessee Titans,TEN,WEEKLY
Calvin Ridley,WR,TEN,NA,6.96,3.21,53.6,NA,NA,0.32,0,0,NA,0,NA,8.87,NA,53772,FanDuel,13629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,37,105,25,31,Tennessee Titans,35,Las Vegas Raiders,LV,31,Tennessee Titans,TEN,WEEKLY
Kendrick Bourne,WR,SF,NA,6.52,4.31,46.89,NA,NA,0.28,0.14,0.7,NA,0.01,NA,8.57,NA,53674,FanDuel,13418,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,38,107,21,27,San Francisco 49ers,30,Tampa Bay Buccaneers,TB,27,San Francisco 49ers,SF,WEEKLY
Wan'Dale Robinson,WR,NYG,NA,7.49,4.91,44.5,NA,NA,0.2,0,0,NA,0,NA,8.13,NA,55262,FanDuel,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,39,110,11,21,New York Giants,21,New York Giants,NYG,24,Philadelphia Eagles,PHI,WEEKLY
Tee Higgins,WR,CIN,NA,7.05,3.95,47.53,NA,NA,0.23,0,0,NA,0,NA,8.11,NA,54512,FanDuel,14835,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,40,111,10,7,Cincinnati Bengals,12,Green Bay Packers,GB,7,Cincinnati Bengals,CIN,WEEKLY
D.J. Moore,WR,CHI,NA,6.57,4.24,40.22,NA,NA,0.27,0.54,2.82,NA,0.02,NA,8.1,NA,53776,FanDuel,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,41,112,23,6,Chicago Bears,32,Washington Commanders,WSH,6,Chicago Bears,CHI,WEEKLY
Romeo Doubs,WR,GB,NA,5.12,3.12,40.8,NA,NA,0.41,0,0,NA,0,NA,8.06,NA,55278,FanDuel,15779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,42,114,27,12,Green Bay Packers,12,Green Bay Packers,GB,7,Cincinnati Bengals,CIN,WEEKLY
Malik Washington,WR,MIA,NA,5.18,3.33,31.05,NA,NA,0.24,2.59,13.16,NA,0.09,NA,7.97,NA,56117,FanDuel,16684,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,43,116,9,17,Miami Dolphins,17,Miami Dolphins,MIA,34,Los Angeles Chargers,LAC,WEEKLY
Darnell Mooney,WR,ATL,NA,5.79,3.21,47.17,NA,NA,0.26,0,0,NA,0,NA,7.9,NA,54612,FanDuel,14974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,44,117,14,2,Atlanta Falcons,2,Atlanta Falcons,ATL,4,Buffalo Bills,BUF,WEEKLY
Tre Tucker,WR,LV,NA,5.1,3.25,42.37,NA,NA,0.26,0.57,2.9,NA,0.03,NA,7.89,NA,55732,FanDuel,16287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,45,118,26,35,Las Vegas Raiders,35,Las Vegas Raiders,LV,31,Tennessee Titans,TEN,WEEKLY
Troy Franklin,WR,DEN,NA,7.02,4.02,40.69,NA,NA,0.31,0,0,NA,0,NA,7.86,NA,56064,FanDuel,16619,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,46,119,29,10,Denver Broncos,22,New York Jets,NYJ,10,Denver Broncos,DEN,WEEKLY
Travis Hunter,WR,JAC,NA,5.46,3.24,38.5,NA,NA,0.29,0,0,NA,0,NA,7.19,NA,56246,FanDuel,17074,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,47,127,19,15,Jacksonville Jaguars,15,Jacksonville Jaguars,JAC,28,Seattle Seahawks,SEA,WEEKLY
Marquise Brown,WR,KC,NA,5.78,3.28,36.32,NA,NA,0.31,0,0,NA,0,NA,7.09,NA,54127,FanDuel,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,48,129,8,16,Kansas City Chiefs,16,Kansas City Chiefs,KC,11,Detroit Lions,DET,WEEKLY
Rashid Shaheed,WR,NO,NA,5.31,3.11,39.98,NA,NA,0.25,0,0,NA,0,NA,7.01,NA,55472,FanDuel,16080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,49,132,15,20,New Orleans Saints,20,New Orleans Saints,NO,19,New England Patriots,NE,WEEKLY
Isaiah Bond,WR,CLE,NA,5.4,3.05,41.32,NA,NA,0.21,0,0,NA,0,NA,6.88,NA,56411,FanDuel,17076,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,50,134,13,8,Cleveland Browns,25,Pittsburgh Steelers,PIT,8,Cleveland Browns,CLE,WEEKLY
Xavier Legette,WR,CAR,NA,5.98,3.24,33.05,NA,NA,0.28,0.28,1.41,NA,0.02,NA,6.87,NA,55909,FanDuel,16639,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,51,135,31,5,Carolina Panthers,5,Carolina Panthers,CAR,9,Dallas Cowboys,DAL,WEEKLY
