player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds
Eric Gray,RB,NYG,NA,0.3,1.7,NA,0,0.5,0.5,3.9,NA,NA,0,0,0.8,NA,17758,FleaFlicker,16173,NA,NA,NA,NA,NA,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,RB101,0,5.6,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NE,NA,0.5,2.9,NA,0,0.3,0.3,2.3,NA,NA,0,0,0.7,NA,15936,FleaFlicker,14821,NA,NA,NA,NA,NA,LACL 7-40,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,0.7,RB92,0,5.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Wright,RB,MIA,NA,0.3,3.8,NA,0,0.2,0.2,1.2,NA,NA,0,0,0.64,NA,18459,FleaFlicker,16610,NA,NA,NA,NA,NA,@CLESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB61,0,5,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,MIA,NA,0.6,2.4,NA,0,0.3,0.3,2.3,NA,NA,0,0,0.59,NA,15279,FleaFlicker,14420,NA,NA,NA,NA,NA,@CLESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,4.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ke'Shawn Vaughn,RB,SF,NA,0.5,2.2,NA,0,0.2,0.2,1.8,NA,NA,0,0,0.58,NA,15620,FleaFlicker,14810,NA,NA,NA,NA,NA,DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,NA,0,4,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeff Wilson,RB,MIA,NA,0.9,3.1,NA,0,0.1,0.1,1.1,NA,NA,0,0,0.52,NA,14471,FleaFlicker,14017,NA,NA,NA,NA,NA,@CLESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB98,0,4.2,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,MIN,NA,0.1,0.5,NA,0,0.4,0.4,2.9,NA,NA,0,0,0.52,NA,12694,FleaFlicker,12923,NA,NA,NA,NA,NA,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0,3.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Steele,RB,KC,NA,0,1.7,NA,0,0.2,0.2,1.2,NA,NA,0,0,0.41,NA,18932,FleaFlicker,16612,NA,NA,NA,NA,NA,@PITW 29-10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB87,0,2.9,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Israel Abanikanda,RB,SF,NA,0,2.7,NA,0,0.1,0.1,0.8,NA,NA,0,0,0.35,NA,17718,FleaFlicker,16168,NA,NA,NA,NA,NA,DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,RB90,0,3.5,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,0.3,2,NA,0,0.1,0.1,0.9,NA,NA,0,0,0.35,NA,17020,FleaFlicker,15723,NA,NA,NA,NA,NA,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,RB79,0,2.9,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,0,1.6,NA,0,0.1,0.1,1.1,NA,NA,0,0,0.33,NA,18520,FleaFlicker,16613,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,RB95,0,2.7,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Holani,RB,SEA,NA,0.3,1.9,NA,0,0.1,0.1,0.8,NA,NA,0,0,0.33,NA,18889,FleaFlicker,16608,NA,NA,NA,NA,NA,@CHIW 6-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.33,NA,0,2.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,0,1.3,NA,0,0.1,0.1,0.6,NA,NA,0,0,0.25,NA,17759,FleaFlicker,16176,NA,NA,NA,NA,NA,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,0,1.9,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Prentice,RB,NO,NA,0,0,NA,0,0.2,0.2,1.6,NA,NA,0,0,0.22,NA,16711,FleaFlicker,15650,NA,NA,NA,NA,NA,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0,1.6,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,PHI,NA,29.16,135.02,NA,1.18,NA,2.42,18.07,NA,NA,0.09,NA,22.69,NA,saquon-barkley,NumberFire,13604,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.94,33.44,#26,2,1,23.92,28.26,23.92,NA
Jahmyr Gibbs,RB,DET,NA,18.14,86.95,NA,0.82,NA,3.49,28.31,NA,NA,0.19,NA,17.49,NA,jahmyr-gibbs,NumberFire,16162,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.44,26.54,#12,11,2,19.27,21.07,19.27,NA
Kyren Williams,RB,LA,NA,20.86,93.81,NA,0.96,NA,1.54,10.26,NA,NA,0.09,NA,16.36,NA,kyren-williams,NumberFire,15710,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68,25.04,#29,16,3,17.12,18.08,17.12,NA
Bijan Robinson,RB,ATL,NA,20.01,91.31,NA,0.6,NA,2.94,23.42,NA,NA,0.14,NA,15.92,NA,bijan-robinson,NumberFire,16161,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.38,24.46,#24,20,4,17.4,18.88,17.4,NA
Jonathan Taylor,RB,IND,NA,21.12,98.9,NA,0.8,NA,1.35,10.64,NA,NA,0.06,NA,15.75,NA,jonathan-taylor,NumberFire,14802,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.27,24.23,#25,21,5,16.41,17.28,16.41,NA
Derrick Henry,RB,BAL,NA,20.68,97.19,NA,0.76,NA,1.26,11.6,NA,NA,0.07,NA,15.65,NA,derrick-henry,NumberFire,12626,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.2,24.1,#5,23,6,16.25,17.01,16.25,NA
Josh Jacobs,RB,GB,NA,21.54,90.24,NA,0.67,NA,2.37,19.65,NA,NA,0.1,NA,15.33,NA,josh-jacobs,NumberFire,14073,NA,NA,NA,NA,NA,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98,23.68,#2,24,7,16.51,17.85,16.51,NA
Zach Charbonnet,RB,SEA,NA,18.42,77.73,NA,0.71,NA,3.44,24.8,NA,NA,0.14,NA,15.33,NA,zach-charbonnet,NumberFire,16169,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.98,23.68,#18,24,7,17.07,18.81,17.07,NA
Chase Brown,RB,CIN,NA,18.27,81.32,NA,0.6,NA,3.48,24.63,NA,NA,0.2,NA,15.24,NA,chase-brown,NumberFire,16181,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.92,23.56,#1,26,9,16.98,18.82,16.98,NA
Joe Mixon,RB,HOU,NA,18.33,73.29,NA,0.57,NA,3.53,26.88,NA,NA,0.15,NA,14.4,NA,joe-mixon,NumberFire,13131,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.36,22.44,#17,30,10,16.12,17.9,16.12,NA
Tyjae Spears,RB,TEN,NA,19.66,81.51,NA,0.53,NA,3.22,24.44,NA,NA,0.11,NA,14.3,NA,tyjae-spears,NumberFire,16165,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.29,22.31,#32,32,11,15.97,17.64,15.97,NA
J.K. Dobbins,RB,LAC,NA,16.22,77.88,NA,0.68,NA,2.52,16.79,NA,NA,0.12,NA,14.27,NA,j-k-dobbins,NumberFire,14800,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.27,22.27,#30,33,12,15.53,16.8,15.53,NA
De'Von Achane,RB,MIA,NA,16.06,76.17,NA,0.51,NA,3.66,25.61,NA,NA,0.11,NA,13.83,NA,devon-achane,NumberFire,16167,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.97,21.69,#19,37,13,15.67,17.55,15.67,NA
James Conner,RB,ARI,NA,16.75,75.37,NA,0.55,NA,3.23,25.07,NA,NA,0.12,NA,13.76,NA,james-conner,NumberFire,13146,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93,21.59,#23,38,14,15.4,17.17,15.4,NA
Bucky Irving,RB,TB,NA,15.36,72.05,NA,0.62,NA,2.57,18.82,NA,NA,0.13,NA,13.42,NA,bucky-irving,NumberFire,16598,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.7,21.14,#31,41,15,14.69,16.08,14.69,NA
Aaron Jones,RB,MIN,NA,16.24,76.28,NA,0.44,NA,2.64,20.24,NA,NA,0.15,NA,12.84,NA,aaron-jones,NumberFire,13319,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.31,20.37,#4,43,16,14.15,15.66,14.15,NA
Brian Robinson,RB,WSH,NA,17.4,72.48,NA,0.54,NA,1.44,11.17,NA,NA,0.08,NA,11.81,NA,brian-robinson,NumberFire,15716,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.62,19,#13,48,17,12.51,13.39,12.51,NA
Breece Hall,RB,NYJ,NA,14.47,65.26,NA,0.35,NA,3.41,27.23,NA,NA,0.13,NA,11.65,NA,breece-hall,NumberFire,15708,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51,18.79,#15,50,18,13.37,15.33,13.37,NA
D'Andre Swift,RB,CHI,NA,17.22,75.87,NA,0.43,NA,1.61,12.1,NA,NA,0.06,NA,11.62,NA,d-andre-swift,NumberFire,14797,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.49,18.75,#11,51,19,12.38,13.28,12.38,NA
Isaac Guerendo,RB,SF,NA,15.77,69.13,NA,0.51,NA,1.84,14.96,NA,NA,0.09,NA,11.6,NA,isaac-guerendo,NumberFire,16688,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.47,18.73,#7,52,20,12.55,13.67,12.55,NA
James Cook,RB,BUF,NA,13.86,65.21,NA,0.45,NA,1.96,16.74,NA,NA,0.11,NA,11.49,NA,james-cook,NumberFire,15715,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,18.58,#27,55,21,12.46,13.49,12.46,NA
Tyrone Tracy Jr.,RB,NYG,NA,13.9,61.44,NA,0.36,NA,2.6,21.32,NA,NA,0.08,NA,10.53,NA,tyrone-tracy-jr,NumberFire,16747,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.75,17.31,#14,60,22,11.86,13.35,11.86,NA
Jerome Ford,RB,CLE,NA,16.23,68.64,NA,0.3,NA,2.06,14.11,NA,NA,0.07,NA,10.5,NA,jerome-ford,NumberFire,15713,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.73,17.27,#9,61,23,11.53,12.57,11.53,NA
Rico Dowdle,RB,DAL,NA,15.99,70.15,NA,0.27,NA,2.23,15.56,NA,NA,0.06,NA,10.41,NA,rico-dowdle,NumberFire,14823,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.67,17.15,#3,62,24,11.49,12.7,11.49,NA
Alexander Mattison,RB,LV,NA,14.37,57.87,NA,0.34,NA,2.19,16.81,NA,NA,0.09,NA,9.84,NA,alexander-mattison,NumberFire,14223,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.29,16.39,#22,67,25,10.88,12.12,10.88,NA
Isiah Pacheco,RB,KC,NA,11.19,49.89,NA,0.36,NA,2.19,15.91,NA,NA,0.1,NA,9.28,NA,isiah-pacheco,NumberFire,15749,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.91,15.65,#6,73,26,10.38,11.51,10.38,NA
Tank Bigsby,RB,JAC,NA,13.96,58.28,NA,0.5,NA,0.88,5.95,NA,NA,0.04,NA,9.14,NA,tank-bigsby,NumberFire,16164,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,15.46,#20,75,27,9.62,10.31,9.62,NA
Rachaad White,RB,TB,NA,9.36,38.56,NA,0.28,NA,3.32,25.99,NA,NA,0.18,NA,9.05,NA,rachaad-white,NumberFire,15721,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.76,15.34,#31,76,28,10.72,12.48,10.72,NA
Jaylen Warren,RB,PIT,NA,10.98,48.34,NA,0.29,NA,2.91,19.46,NA,NA,0.13,NA,9,NA,jaylen-warren,NumberFire,15742,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.72,15.28,#8,78,29,10.5,12.1,10.5,NA
Travis Etienne,RB,JAC,NA,11.52,48.74,NA,0.37,NA,2.21,14.02,NA,NA,0.09,NA,8.94,NA,travis-etienne,NumberFire,15253,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.68,15.2,#20,80,30,10.08,11.23,10.08,NA
Kendre Miller,RB,NO,NA,13.19,56.73,NA,0.31,NA,1.5,9.82,NA,NA,0.06,NA,8.74,NA,kendre-miller,NumberFire,16171,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.55,14.93,#16,83,31,9.49,10.32,9.49,NA
Mike Boone,RB,CAR,NA,12.05,52.63,NA,0.32,NA,1.37,9.23,NA,NA,0.06,NA,8.32,NA,mike-boone,NumberFire,13868,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.27,14.37,#21,87,32,9.01,9.78,9.01,NA
Najee Harris,RB,PIT,NA,12.04,47.98,NA,0.33,NA,1.47,9.78,NA,NA,0.07,NA,8.17,NA,najee-harris,NumberFire,15254,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.17,14.17,#8,91,33,8.91,9.66,8.91,NA
Rhamondre Stevenson,RB,NE,NA,12.03,52.34,NA,0.27,NA,1.97,10.81,NA,NA,0.06,NA,7.86,NA,rhamondre-stevenson,NumberFire,15259,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.96,13.76,#10,94,34,8.84,10.06,8.84,NA
Raheem Blackshear,RB,CAR,NA,9.77,41.39,NA,0.26,NA,2.3,15.86,NA,NA,0.1,NA,7.55,NA,raheem-blackshear,NumberFire,15973,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.75,13.35,#21,100,35,8.7,10.03,8.7,NA
Antonio Gibson,RB,NE,NA,10.47,43.91,NA,0.23,NA,1.77,13.85,NA,NA,0.06,NA,7.33,NA,antonio-gibson,NumberFire,14852,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6,13.06,#10,105,36,8.2,9.2,8.2,NA
Javonte Williams,RB,DEN,NA,6.08,24.72,NA,0.17,NA,3.38,19.75,NA,NA,0.15,NA,6.28,NA,javonte-williams,NumberFire,15256,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.89,11.67,#28,119,37,7.98,9.72,7.98,NA
Kareem Hunt,RB,KC,NA,8.82,34.8,NA,0.34,NA,0.66,4.74,NA,NA,0.03,NA,6.21,NA,kareem-hunt,NumberFire,13138,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.85,11.57,#6,122,38,6.52,6.85,6.52,NA
Ameer Abdullah,RB,LV,NA,6.91,28.79,NA,0.15,NA,2.35,17.2,NA,NA,0.12,NA,6.1,NA,ameer-abdullah,NumberFire,12155,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.77,11.43,#22,124,39,7.25,8.5,7.25,NA
Kenneth Gainwell,RB,PHI,NA,7.77,32.97,NA,0.33,NA,1.09,7.35,NA,NA,0.03,NA,6.07,NA,kenneth-gainwell,NumberFire,15255,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,11.39,#26,126,40,6.58,7.2,6.58,NA
Tyler Allgeier,RB,ATL,NA,9.04,39.67,NA,0.22,NA,0.56,4.53,NA,NA,0.03,NA,5.93,NA,tyler-allgeier,NumberFire,15712,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.66,11.2,#24,130,41,6.18,6.47,6.18,NA
Raheem Mostert,RB,MIA,NA,7.28,35.65,NA,0.27,NA,0.87,6.23,NA,NA,0.03,NA,5.89,NA,raheem-mostert,NumberFire,12447,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,11.15,#19,131,42,6.32,6.81,6.32,NA
Jaleel McLaughlin,RB,DEN,NA,7.57,32.96,NA,0.24,NA,1.2,7.06,NA,NA,0.06,NA,5.74,NA,jaleel-mclaughlin,NumberFire,16390,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.53,10.95,#28,134,43,6.34,6.97,6.34,NA
Alvin Kamara,RB,NO,NA,7.33,29.63,NA,0.18,NA,1.95,12.5,NA,NA,0.07,NA,5.66,NA,alvin-kamara,NumberFire,13132,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.48,10.84,#16,136,44,6.65,7.64,6.65,NA
Devin Singletary,RB,NYG,NA,7.94,34.91,NA,0.18,NA,0.93,7.08,NA,NA,0.03,NA,5.33,NA,devin-singletary,NumberFire,14080,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.26,10.4,#14,141,45,5.76,6.31,5.76,NA
Joshua Kelley,RB,TEN,NA,6.8,27.43,NA,0.13,NA,1.85,13.03,NA,NA,0.08,NA,5.26,NA,joshua-kelley,NumberFire,14807,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.21,10.31,#32,143,46,6.19,7.14,6.19,NA
Jamaal Williams,RB,NO,NA,5.86,23.47,NA,0.19,NA,0.44,2.39,NA,NA,0.02,NA,3.8,NA,jamaal-williams,NumberFire,13139,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.77,8.37,#16,179,47,4.03,4.27,4.03,NA
Kimani Vidal,RB,LAC,NA,4.85,20,NA,0.16,NA,0.84,6.63,NA,NA,0.04,NA,3.75,NA,kimani-vidal,NumberFire,16757,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.81,8.31,#30,181,48,4.2,4.66,4.2,NA
Audric Estime,RB,DEN,NA,5,21.24,NA,0.17,NA,0.53,3.79,NA,NA,0.02,NA,3.57,NA,audric-estime,NumberFire,16595,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.93,8.07,#28,188,49,3.81,4.12,3.81,NA
Trey Sermon,RB,IND,NA,5.2,22.33,NA,0.15,NA,0.44,3,NA,NA,0.02,NA,3.56,NA,trey-sermon,NumberFire,15257,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.94,8.06,#25,189,50,3.75,3.98,3.75,NA
Craig Reynolds,RB,DET,NA,4.25,18.23,NA,0.1,NA,0.9,7.34,NA,NA,0.06,NA,3.4,NA,craig-reynolds,NumberFire,14727,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.04,7.84,#12,190,51,3.87,4.37,3.87,NA
Kenny McIntosh,RB,SEA,NA,4.03,17.42,NA,0.11,NA,1.02,7.65,NA,NA,0.05,NA,3.38,NA,kenny-mcintosh,NumberFire,16170,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,7.82,#18,191,52,3.88,4.44,3.88,NA
Roschon Johnson,RB,CHI,NA,4.02,16.84,NA,0.12,NA,0.97,7.06,NA,NA,0.04,NA,3.31,NA,roschon-johnson,NumberFire,16175,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.1,7.72,#11,194,53,3.8,4.3,3.8,NA
Blake Corum,RB,LA,NA,4.26,18.02,NA,0.15,NA,0.52,3.97,NA,NA,0.03,NA,3.25,NA,blake-corum,NumberFire,16593,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.64,#29,196,54,3.5,3.78,3.5,NA
Cam Akers,RB,MIN,NA,4.5,18.29,NA,0.16,NA,0.41,3.05,NA,NA,0.02,NA,3.18,NA,cam-akers,NumberFire,14799,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.19,7.55,#4,200,55,3.4,3.61,3.4,NA
Ty Johnson,RB,BUF,NA,3.23,13.77,NA,0.09,NA,0.99,9.54,NA,NA,0.06,NA,3.14,NA,ty-johnson,NumberFire,14095,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22,7.5,#27,201,56,3.65,4.18,3.65,NA
Ray Davis,RB,BUF,NA,4.62,19.06,NA,0.14,NA,0.35,2.98,NA,NA,0.02,NA,3.14,NA,ray-davis,NumberFire,16603,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.22,7.5,#27,201,56,3.32,3.5,3.32,NA
D'Onta Foreman,RB,CLE,NA,4.95,20.51,NA,0.08,NA,0.5,4.03,NA,NA,0.02,NA,2.99,NA,d-onta-foreman,NumberFire,13134,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.32,7.3,#9,205,58,3.22,3.51,3.22,NA
Chris Rodriguez Jr.,RB,WSH,NA,4.53,19.59,NA,0.12,NA,0.22,1.47,NA,NA,0.01,NA,2.82,NA,chris-rodriguez-jr,NumberFire,16174,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43,7.07,#13,210,59,2.92,3.07,2.92,NA
Braelon Allen,RB,NYJ,NA,3.98,16.56,NA,0.1,NA,0.54,4.24,NA,NA,0.02,NA,2.76,NA,braelon-allen,NumberFire,16596,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,6.99,#15,214,60,3.05,3.33,3.05,NA
Jeremy McNichols,RB,WSH,NA,2.96,12.64,NA,0.08,NA,0.85,5.62,NA,NA,0.05,NA,2.62,NA,jeremy-mcnichols,NumberFire,13143,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.57,6.81,#13,218,61,3.03,3.46,3.03,NA
