player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_yds
Mark Andrews,TE,BAL,NA,NA,4.02,47.52,NA,NA,0.36,NA,6.84,NA,mark-andrews,NumberFire,13671,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,1.32,12.36,#,113,7,8.88,6800,1.31,10.92,5000,2.18,8.88,17,0.52,NA
Brock Bowers,TE,LV,NA,NA,4.78,49.08,NA,NA,0.21,NA,6.12,NA,brock-bowers,NumberFire,16641,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.86,11.38,#,129,8,8.54,5300,1.61,10.95,4400,2.49,8.54,15,0.57,NA
Isaiah Likely,TE,BAL,NA,NA,3.77,43.72,NA,NA,0.28,NA,6.04,NA,isaiah-likely,NumberFire,15798,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.8,11.28,#,132,9,7.94,5800,1.37,9.83,4800,2.05,7.94,20,0.4,NA
Evan Engram,TE,JAC,NA,NA,5.23,41.34,NA,NA,0.3,NA,5.88,NA,evan-engram,NumberFire,13189,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.7,11.06,#,138,10,8.49,5900,1.44,11.14,5400,2.06,8.49,19,0.45,NA
Dallas Goedert,TE,PHI,NA,NA,3.87,39.08,NA,NA,0.25,NA,5.4,NA,dallas-goedert,NumberFire,13674,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.39,10.41,#,145,11,7.32,5700,1.28,9.28,4500,2.06,7.32,16,0.46,NA
Dalton Schultz,TE,HOU,NA,NA,3.29,34.16,NA,NA,0.27,NA,4.99,NA,dalton-schultz,NumberFire,13772,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.12,9.86,#,155,12,6.66,5500,1.21,8.33,4600,1.81,6.66,14,0.48,NA
Cade Otton,TE,TB,NA,NA,3.58,35.33,NA,NA,0.23,NA,4.89,NA,cade-otton,NumberFire,15802,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.06,9.72,#,156,13,6.68,4900,1.36,8.49,3600,2.36,6.68,13,0.51,NA
Juwan Johnson,TE,NO,NA,NA,3.3,35.06,NA,NA,0.23,NA,4.87,NA,juwan-johnson,NumberFire,14861,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.05,9.69,#,157,14,6.56,4900,1.34,8.21,3700,2.22,6.56,14,0.47,NA
Taysom Hill,TE,NO,NA,NA,1.65,15.86,NA,NA,0.1,NA,4.65,NA,taysom-hill,NumberFire,13424,DAL,NA,NA,NA,NA,NA,NA,NA,16.87,0.13,NA,NA,NA,NA,3.42,NA,NA,NA,-0.1,9.4,#,161,15,5.42,5200,1.04,6.27,3900,1.61,5.42,15,0.36,NA
Hunter Henry,TE,NE,NA,NA,2.92,34.64,NA,NA,0.16,NA,4.41,NA,hunter-henry,NumberFire,12676,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.25,9.07,#,169,16,5.88,5000,1.18,7.35,3800,1.93,5.88,12,0.49,NA
Pat Freiermuth,TE,PIT,NA,NA,3.14,31.14,NA,NA,0.21,NA,4.37,NA,pat-freiermuth,NumberFire,15331,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.28,9.02,#,173,17,5.94,5400,1.1,7.52,4100,1.83,5.94,13,0.46,NA
Noah Fant,TE,SEA,NA,NA,3.09,31.91,NA,NA,0.14,NA,4.07,NA,noah-fant,NumberFire,14137,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.47,8.61,#,180,18,5.6,4800,1.17,7.14,3600,1.98,5.6,10,0.56,NA
Colby Parkinson,TE,LA,NA,NA,2.55,28.79,NA,NA,0.19,NA,4.03,NA,colby-parkinson,NumberFire,14871,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.5,8.56,#,183,19,5.29,4800,1.1,6.58,3100,2.12,5.29,10,0.53,NA
Jonnu Smith,TE,MIA,NA,NA,2.79,28.5,NA,NA,0.18,NA,3.93,NA,jonnu-smith,NumberFire,13193,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.56,8.42,#,184,20,5.31,4800,1.11,6.72,3300,2.04,5.31,10,0.53,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,2.7,28.97,NA,NA,0.16,NA,3.87,NA,chigoziem-okonkwo,NumberFire,15889,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.6,8.34,#,185,21,5.21,5200,1,6.57,4000,1.64,5.21,NA,NA,NA
Zach Ertz,TE,WSH,NA,NA,2.87,25.36,NA,NA,0.2,NA,3.77,NA,zach-ertz-1,NumberFire,11247,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.67,8.21,#,188,22,5.19,4800,1.08,6.63,3500,1.89,5.19,10,0.52,NA
Tyler Conklin,TE,NYJ,NA,NA,2.78,26.25,NA,NA,0.18,NA,3.63,NA,tyler-conklin,NumberFire,13675,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.76,8.02,#,191,23,5.06,4800,1.05,6.48,3500,1.85,5.06,10,0.51,NA
Cole Kmet,TE,CHI,NA,NA,2.78,26.05,NA,NA,0.15,NA,3.49,NA,cole-kmet,NumberFire,14867,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.85,7.83,#,196,24,4.88,5100,0.96,6.29,3900,1.61,4.88,14,0.35,NA
Tucker Kraft,TE,GB,NA,NA,2.8,26.67,NA,NA,0.13,NA,3.43,NA,tucker-kraft,NumberFire,16222,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.89,7.75,#,197,25,4.85,5000,0.97,6.26,3300,1.9,4.85,12,0.4,NA
Hayden Hurst,TE,LAC,NA,NA,2.72,24.38,NA,NA,0.16,NA,3.37,NA,hayden-hurst,NumberFire,13680,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.93,7.67,#,200,26,4.74,4600,1.03,6.12,3000,2.04,4.74,10,0.47,NA
Jake Ferguson,TE,DAL,NA,NA,2.11,21.62,NA,NA,0.19,NA,3.29,NA,jake-ferguson,NumberFire,15799,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.98,7.56,#,204,27,4.36,5600,0.78,5.41,4700,1.15,4.36,20,0.22,NA
Mike Gesicki,TE,CIN,NA,NA,2.45,22.33,NA,NA,0.17,NA,3.28,NA,michael-gesicki,NumberFire,13672,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.98,7.54,#,205,28,4.5,5000,0.9,5.72,3100,1.85,4.5,10,0.45,NA
Tanner Hudson,TE,CIN,NA,NA,2.41,23.06,NA,NA,0.16,NA,3.24,NA,tanner-hudson,NumberFire,14370,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.01,7.49,#,206,29,4.45,4200,1.06,5.67,2800,2.03,4.45,10,0.45,NA
Greg Dulcich,TE,DEN,NA,NA,2.24,23.33,NA,NA,0.12,NA,3.07,NA,greg-dulcich,NumberFire,15797,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.12,7.26,#,213,30,4.15,4600,0.9,5.28,2900,1.82,4.15,10,0.42,NA
Kylen Granson,TE,IND,NA,NA,2,21.46,NA,NA,0.14,NA,2.96,NA,kylen-granson,NumberFire,15419,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.19,7.11,#,214,31,3.97,4800,0.83,4.98,2900,1.72,3.97,10,0.4,NA
David Njoku,TE,CLE,NA,NA,2.08,21.28,NA,NA,0.13,NA,2.86,NA,david-njoku,NumberFire,13192,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.26,6.98,#,218,32,3.91,5700,0.69,4.97,5300,0.94,3.91,20,0.2,NA
Josh Oliver,TE,MIN,NA,NA,2.37,20.89,NA,NA,0.13,NA,2.84,NA,josh-oliver,NumberFire,14209,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.27,6.95,#,219,33,4.01,4700,0.85,5.22,3400,1.54,4.01,10,0.4,NA
Theo Johnson,TE,NYG,NA,NA,2.19,20.33,NA,NA,0.12,NA,2.73,NA,theo-johnson,NumberFire,16649,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.34,6.8,#,224,34,3.83,4500,0.85,4.93,2600,1.9,3.83,10,0.38,NA
Dawson Knox,TE,BUF,NA,NA,1.71,17.55,NA,NA,0.15,NA,2.67,NA,dawson-knox,NumberFire,14143,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.38,6.72,#,225,35,3.49,4900,0.71,4.36,3100,1.41,3.49,10,0.35,NA
Johnny Mundt,TE,MIN,NA,NA,1.98,17.01,NA,NA,0.1,NA,2.32,NA,johnny-mundt,NumberFire,13940,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.61,6.25,#,234,36,3.27,4700,0.7,4.27,3200,1.33,3.27,10,0.33,NA
Michael Mayer,TE,LV,NA,NA,1.78,17.99,NA,NA,0.08,NA,2.3,NA,michael-mayer,NumberFire,16212,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.62,6.22,#,235,37,3.15,4700,0.67,4.05,2900,1.4,3.15,10,0.32,NA
Tommy Tremble,TE,CAR,NA,NA,1.98,16.79,NA,NA,0.09,NA,2.19,NA,tommy-tremble,NumberFire,15332,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.69,6.07,#,238,38,3.19,4600,0.69,4.19,2500,1.68,3.19,10,0.32,NA
Luke Schoonmaker,TE,DAL,NA,NA,1.38,13.5,NA,NA,0.13,NA,2.15,NA,luke-schoonmaker,NumberFire,16221,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.72,6.02,#,241,39,2.82,4800,0.59,3.51,2900,1.21,2.82,10,0.28,NA
Austin Hooper,TE,NE,NA,NA,1.59,16.89,NA,NA,0.07,NA,2.12,NA,austin-hooper,NumberFire,12677,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.74,5.98,#,244,40,2.9,4900,0.59,3.7,3000,1.23,2.9,10,0.29,NA
Jordan Akins,TE,CLE,NA,NA,1.6,16.06,NA,NA,0.09,NA,2.12,NA,jordan-akins,NumberFire,13753,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.74,5.98,#,244,40,2.93,4700,0.62,3.74,3000,1.25,2.93,10,0.29,NA
Gerald Everett,TE,CHI,NA,NA,1.83,14.91,NA,NA,0.1,NA,2.05,NA,gerald-everett,NumberFire,13236,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.78,5.88,#,249,42,2.97,4600,0.65,3.9,3200,1.22,2.97,10,0.3,NA
Will Dissly,TE,LAC,NA,NA,1.45,15.15,NA,NA,0.09,NA,2.04,NA,will-dissly,NumberFire,13763,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.79,5.87,#,250,43,2.76,4700,0.59,3.5,2900,1.21,2.76,10,0.28,NA
Mo Alie-Cox,TE,IND,NA,NA,1.17,13.94,NA,NA,0.1,NA,1.96,NA,mo-alie-cox,NumberFire,13246,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.84,5.76,#,254,44,2.56,4400,0.58,3.15,2500,1.26,2.56,10,0.26,NA
Adam Trautman,TE,DEN,NA,NA,1.35,13.62,NA,NA,0.08,NA,1.81,NA,adam-trautman,NumberFire,14870,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.94,5.56,#,260,45,2.5,4000,0.63,3.18,2700,1.18,2.5,10,0.25,NA
Luke Musgrave,TE,GB,NA,NA,1.5,13.68,NA,NA,0.07,NA,1.77,NA,luke-musgrave,NumberFire,16215,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.96,5.5,#,262,46,2.54,4800,0.53,3.29,3400,0.97,2.54,10,0.25,NA
Charlie Woerner,TE,ATL,NA,NA,1.27,12.53,NA,NA,0.09,NA,1.76,NA,charlie-woerner,NumberFire,14984,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.97,5.49,#,263,47,2.43,4300,0.57,3.06,2500,1.22,2.43,10,0.24,NA
Daniel Bellinger,TE,NYG,NA,NA,1.47,12.8,NA,NA,0.08,NA,1.76,NA,daniel-bellinger,NumberFire,15873,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.97,5.49,#,263,47,2.48,4900,0.51,3.22,2800,1.15,2.48,10,0.25,NA
Foster Moreau,TE,NO,NA,NA,1.17,12.8,NA,NA,0.07,NA,1.71,NA,foster-moreau,NumberFire,14239,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2,5.42,#,267,49,2.27,4700,0.48,2.86,2600,1.1,2.27,10,0.23,NA
Noah Gray,TE,KC,NA,NA,0.99,9.83,NA,NA,0.08,NA,1.45,NA,noah-gray-1,NumberFire,15337,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.17,5.07,#,270,50,1.96,4600,0.43,2.45,2800,0.88,1.96,10,0.2,NA
John Bates,TE,WSH,NA,NA,1.05,10.48,NA,NA,0.07,NA,1.45,NA,john-bates,NumberFire,15344,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.17,5.07,#,270,50,1.97,4100,0.48,2.51,2500,1,1.97,10,0.2,NA
Elijah Higgins,TE,ARI,NA,NA,0.86,8.55,NA,NA,0.07,NA,1.25,NA,elijah-higgins,NumberFire,16333,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.3,4.8,#,277,52,1.71,4300,0.4,2.14,2500,0.86,1.71,10,0.17,NA
Durham Smythe,TE,MIA,NA,NA,0.98,9.02,NA,NA,0.06,NA,1.24,NA,durham-smythe,NumberFire,13676,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.31,4.79,#,278,53,1.75,4300,0.41,2.24,3000,0.75,1.75,10,0.18,NA
Darnell Washington,TE,PIT,NA,NA,0.88,8.08,NA,NA,0.06,NA,1.18,NA,darnell-washington,NumberFire,16216,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.35,4.71,#,281,54,1.61,4400,0.37,2.05,2500,0.82,1.61,10,0.16,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,0.71,6.36,NA,NA,0.03,NA,0.81,NA,ja-tavion-sanders,NumberFire,16643,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.59,4.21,#,294,55,1.17,4600,0.25,1.53,2600,0.59,1.17,10,0.12,NA
Brock Wright,TE,DET,NA,NA,0.47,4.77,NA,NA,0.05,NA,0.76,NA,brock-wright,NumberFire,15626,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.62,4.14,#,296,56,1.01,4600,0.22,1.25,2600,0.48,1.01,10,0.1,NA
Brevin Jordan,TE,HOU,NA,NA,0.47,4.69,NA,NA,0.04,NA,0.7,NA,brevin-jordan,NumberFire,15330,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.66,4.06,#,299,57,0.94,4500,0.21,1.18,2600,0.45,0.94,10,0.09,NA
Jeremy Ruckert,TE,NYJ,NA,NA,0.45,4.13,NA,NA,0.03,NA,0.61,NA,jeremy-ruckert,NumberFire,15796,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.71,3.93,#,303,58,0.82,4400,0.19,1.04,2800,0.37,0.82,10,0.08,NA
MyCole Pruitt,TE,PIT,NA,NA,0.35,3.41,NA,NA,0.03,NA,0.51,NA,mycole-pruitt,NumberFire,12309,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.78,3.8,#,307,59,0.7,4300,0.16,0.87,2500,0.35,0.7,10,0.07,NA
Jordan Matthews,TE,CAR,NA,NA,0.38,3.65,NA,NA,0.02,NA,0.46,NA,jordan-matthews,NumberFire,11676,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.81,3.73,#,309,60,0.68,4200,0.16,0.87,2500,0.35,0.68,10,0.07,NA
Davis Allen,TE,LA,NA,NA,0.24,2.6,NA,NA,0.02,NA,0.37,NA,davis-allen,NumberFire,16219,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.87,3.61,#,311,61,0.5,4400,0.11,0.62,2800,0.22,0.5,10,0.05,NA
Grant Calcaterra,TE,PHI,NA,NA,0.21,2.09,NA,NA,0.01,NA,0.3,NA,grant-calcaterra,NumberFire,15804,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.52,#,316,62,0.37,4400,0.08,0.48,2500,0.19,0.37,10,0.04,NA
Ben Sinnott,TE,WSH,NA,NA,0.21,2.13,NA,NA,0.01,NA,0.3,NA,ben-sinnott,NumberFire,16644,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.52,#,316,62,0.38,4500,0.08,0.48,2600,0.18,0.38,10,0.04,NA
Pharaoh Brown,TE,SEA,NA,NA,0.22,2.21,NA,NA,0.01,NA,0.29,NA,pharaoh-brown,NumberFire,13994,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.92,3.5,#,319,64,0.39,4300,0.09,0.5,2500,0.2,0.39,10,0.04,NA
Harrison Bryant,TE,LV,NA,NA,0.21,1.93,NA,NA,0.01,NA,0.25,NA,harrison-bryant,NumberFire,14875,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.95,3.45,#,321,65,0.36,4100,0.09,0.46,2500,0.18,0.36,10,0.04,NA
Parker Hesse,TE,DET,NA,NA,0.12,1.18,NA,NA,0.01,NA,0.19,NA,parker-hesse,NumberFire,15564,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.99,3.37,#,329,66,0.24,4000,0.06,0.3,2500,0.12,0.24,10,0.02,NA
Feleipe Franks,TE,ATL,NA,NA,0.13,1.24,NA,NA,0.01,NA,0.18,NA,feleipe-franks,NumberFire,15244,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.99,3.35,#,333,67,0.25,4000,0.06,0.31,NA,NA,0.25,NA,NA,NA
Stone Smartt,TE,LAC,NA,NA,0.11,1.12,NA,NA,0.01,NA,0.16,NA,stone-smartt,NumberFire,16113,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-3.01,3.33,#,342,68,0.23,4000,0.06,0.28,2500,0.11,0.23,10,0.02,NA
Donald Parham Jr.,TE,DEN,NA,NA,0.1,1.09,NA,NA,0.01,NA,0.15,NA,donald-parham-jr,NumberFire,14341,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-3.01,3.31,#,346,69,0.22,4000,0.06,0.27,3100,0.09,0.22,NA,NA,NA
Julian Hill,TE,MIA,NA,NA,0.12,1.09,NA,NA,0.01,NA,0.15,NA,julian-hill,NumberFire,16425,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-3.01,3.31,#,346,69,0.23,4000,0.06,0.29,2500,0.12,0.23,10,0.02,NA
Nate Adkins,TE,DEN,NA,NA,0.1,1.01,NA,NA,0.01,NA,0.14,NA,nate-adkins,NumberFire,16474,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-3.02,3.3,#,350,71,0.21,4000,0.05,0.26,2500,0.1,0.21,10,0.02,NA
Brady Russell,TE,SEA,NA,NA,0.11,1.05,NA,NA,0.01,NA,0.14,NA,brady-russell,NumberFire,16496,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-3.02,3.3,#,350,71,0.22,4100,0.05,0.28,2500,0.11,0.22,10,0.02,NA
Sam LaPorta,TE,DET,NA,NA,5.64,58.44,NA,NA,0.49,0.07,14.28,NA,2569726,NFL,16214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,5.35,56.66,NA,NA,0.47,0.07,13.72,NA,2540258,NFL,11244,NA,NA,NA,NA,NA,NA,NA,NA,0.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,4.2,57.35,NA,NA,0.39,0.06,12.19,NA,2558266,NFL,13299,NA,NA,NA,NA,NA,NA,NA,NA,0.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,NA,4.15,52.69,NA,NA,0.43,0.06,11.88,NA,2560957,NFL,13671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,4.84,49.63,NA,NA,0.3,0.06,11.48,NA,2568117,NFL,15794,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,4.58,47.28,NA,NA,0.29,0.06,10.93,NA,2569594,NFL,16213,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,NA,3.98,49.63,NA,NA,0.3,0.06,10.62,NA,2565830,NFL,15329,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,NA,3.92,40.78,NA,NA,0.3,0.06,9.68,NA,2567496,NFL,15799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,3.77,39.56,NA,NA,0.29,0.06,9.35,NA,2557986,NFL,13192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAX,NA,NA,4.09,39.37,NA,NA,0.23,0.06,9.29,NA,2557858,NFL,13189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,3.81,40.91,NA,NA,0.24,0.06,9.22,NA,2560995,NFL,13674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.61,37.92,NA,NA,0.31,0.06,9.14,NA,2560866,NFL,13772,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,NA,3.12,35.17,NA,NA,0.28,0.06,8.2,NA,2572219,NFL,16641,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,3.31,34.54,NA,NA,0.23,0.06,8.02,NA,2566442,NFL,15331,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,3.29,33.95,NA,NA,0.24,0.06,8.01,NA,2563704,NFL,14867,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,1.34,13.75,NA,NA,0.12,NA,7.16,NA,2558954,NFL,13424,NA,NA,NA,NA,NA,NA,NA,NA,20.93,0.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.68
