player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Watson, Justin",WR,KCC,NA,2.2,1.2,18,NA,NA,0.1,NA,0,NA,0,0,2.3,NA,NA,FantasySharks,13776,NA,NA,NA,NA,NA,@LAC,0.2,0.1,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCloud, Ray-Ray",WR,ATL,NA,3.2,1.7,19,NA,NA,0,NA,3,NA,0,0,2.2,NA,NA,FantasySharks,13641,NA,NA,NA,NA,NA,NOS,0.4,0,0,0,0,0,0,15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,NEP,NA,3.4,1.9,19,NA,NA,0.1,NA,0,NA,0,0,2.2,NA,NA,FantasySharks,14977,NA,NA,NA,NA,NA,@SFO,0.3,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mingo, Jonathan",WR,CAR,NA,5.1,2.5,23,NA,NA,0,NA,1,NA,0,0.1,2.2,NA,NA,FantasySharks,16197,NA,NA,NA,NA,NA,CIN,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dulin, Ashton",WR,IND,NA,1,0.3,5,NA,NA,0.3,NA,0,NA,0,0,2,NA,NA,FantasySharks,14315,NA,NA,NA,NA,NA,PIT,0.3,0,0.1,0,0,0,0.2,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melton, Bo",WR,GBP,NA,2.8,1.5,16,NA,NA,0,NA,1,NA,0,0,2,NA,NA,FantasySharks,15785,NA,NA,NA,NA,NA,MIN,0.5,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,BUF,NA,1.9,0.9,12,NA,NA,0.1,NA,0,NA,0,0,2,NA,NA,FantasySharks,13289,NA,NA,NA,NA,NA,@BAL,0.2,0,0.1,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Tyler",WR,LAR,NA,2.7,1.5,16,NA,NA,0.1,NA,0,NA,0,0,1.9,NA,NA,FantasySharks,14864,NA,NA,NA,NA,NA,@CHI,0.4,0.1,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,PHI,NA,2.8,1.6,14,NA,NA,0.1,NA,0,NA,0,0,1.9,NA,NA,FantasySharks,15755,NA,NA,NA,NA,NA,@TBB,0.5,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Trey",WR,TBB,NA,3.1,1.5,14,NA,NA,0.1,NA,2,NA,0,0,1.9,NA,NA,FantasySharks,16199,NA,NA,NA,NA,NA,PHI,0.1,0.1,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,NOS,NA,2.3,1.2,14,NA,NA,0.1,NA,-0.1,NA,0,0,1.9,NA,NA,FantasySharks,13652,NA,NA,NA,NA,NA,@ATL,0.3,0.1,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Jermaine",WR,CIN,NA,1.5,0.9,16,NA,NA,0,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,16632,NA,NA,NA,NA,NA,@CAR,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Noah",WR,WAS,NA,2.4,1,14,NA,NA,0,NA,0,NA,0,0,1.7,NA,NA,FantasySharks,13172,NA,NA,NA,NA,NA,@ARI,0.4,0,0,0,0,0,0,4,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,1.8,1,16,NA,NA,0,NA,0,NA,0,0,1.6,NA,NA,FantasySharks,13963,NA,NA,NA,NA,NA,NOS,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gipson, Xavier",WR,NYJ,NA,1.9,1,9,NA,NA,0,NA,1,NA,0.1,0,1.5,NA,NA,FantasySharks,16416,NA,NA,NA,NA,NA,DEN,0.3,0,0,0,0,0,0,31,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burks, Treylon",WR,TEN,NA,3.2,1.3,13,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,15752,NA,NA,NA,NA,NA,@MIA,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,1.9,1.2,12,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,13910,NA,NA,NA,NA,NA,@GBP,0.3,0,0,0,0,0,0,4,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Chris",WR,ARI,NA,1.6,0.8,14,NA,NA,0,NA,-0.1,NA,0,0,1.4,NA,NA,FantasySharks,12773,NA,NA,NA,NA,NA,WAS,0.1,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks, Jalen",WR,DAL,NA,2.4,1.2,13,NA,NA,0,NA,1,NA,0,0,1.4,NA,NA,FantasySharks,16364,NA,NA,NA,NA,NA,@NYG,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CHI,NA,1.3,0.7,7,NA,NA,0,NA,6,NA,0,0,1.4,NA,NA,FantasySharks,15767,NA,NA,NA,NA,NA,LAR,0.1,0,0,0,0,0,0,39,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,PIT,NA,2.7,1.4,13,NA,NA,0,NA,0,NA,0,0,1.3,NA,NA,FantasySharks,14858,NA,NA,NA,NA,NA,@IND,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heath, Malik",WR,GBP,NA,1.7,0.9,7,NA,NA,0.1,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,16413,NA,NA,NA,NA,NA,MIN,0.5,0.1,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conley, Chris",WR,SFO,NA,1,0.7,12,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,12257,NA,NA,NA,NA,NA,NEP,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,1.7,1.2,9,NA,NA,0,NA,0,NA,0,0,1.2,NA,NA,FantasySharks,16393,NA,NA,NA,NA,NA,@DET,0.1,0,0,0,0,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tillman, Cedric",WR,CLE,NA,2.9,1.4,11,NA,NA,0,NA,1,NA,0,0,1.1,NA,NA,FantasySharks,16191,NA,NA,NA,NA,NA,@LVR,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,1.7,0.8,6,NA,NA,0.1,NA,0,NA,0,0,1.1,NA,NA,FantasySharks,13156,NA,NA,NA,NA,NA,@LAC,0.3,0,0.1,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,WAS,NA,1.9,1.1,10,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,14592,NA,NA,NA,NA,NA,@ARI,0.1,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Berrios, Braxton",WR,MIA,NA,1.8,0.9,9,NA,NA,0,NA,0.1,NA,0,0,1,NA,NA,FantasySharks,13638,NA,NA,NA,NA,NA,TEN,0.1,0,0,0,0,0,0,22,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polk, Ja'Lynn",WR,NEP,NA,1.9,1.1,10,NA,NA,0,NA,0,NA,0,0,1,NA,NA,FantasySharks,16631,NA,NA,NA,NA,NA,@SFO,0.1,0,0,0,0,0,0,4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Derius",WR,LAC,NA,0.9,0.7,5,NA,NA,0,NA,4,NA,0,0,0.9,NA,NA,FantasySharks,16299,NA,NA,NA,NA,NA,KCC,0.1,0,0,0,0,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Ronnie",WR,SFO,NA,0.9,0.4,4,NA,NA,0.1,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,16202,NA,NA,NA,NA,NA,NEP,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,BUF,NA,2.2,0.8,9,NA,NA,0,NA,0,NA,0,0,0.9,NA,NA,FantasySharks,13793,NA,NA,NA,NA,NA,@BAL,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Isaiah",WR,DET,NA,1.8,0.9,9,NA,NA,0,NA,0,NA,0,0.1,0.8,NA,NA,FantasySharks,16630,NA,NA,NA,NA,NA,SEA,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Campbell, Parris",WR,PHI,NA,1.7,1.2,7,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,14112,NA,NA,NA,NA,NA,@TBB,0.2,0,0,0,0,0,0,17,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Toney, Kadarius",WR,CLE,NA,1.1,0.8,5,NA,NA,0,NA,2,NA,0,0,0.7,NA,NA,FantasySharks,15289,NA,NA,NA,NA,NA,@LVR,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, David",WR,CAR,NA,1.3,0.5,6,NA,NA,0,NA,0,NA,0,0,0.7,NA,NA,FantasySharks,13348,NA,NA,NA,NA,NA,CIN,0.3,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Adonai",WR,IND,NA,2,0.4,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16626,NA,NA,NA,NA,NA,PIT,0.1,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,1.5,0.6,6,NA,NA,0,NA,1,NA,0,0,0.6,NA,NA,FantasySharks,15759,NA,NA,NA,NA,NA,JAC,0.2,0,0,0,0,0,0,7,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIN,NA,1.5,0.5,4,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13893,NA,NA,NA,NA,NA,@GBP,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallace, Tylan",WR,BAL,NA,1.1,0.5,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,15285,NA,NA,NA,NA,NA,BUF,0.1,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Covey, Britain",WR,PHI,NA,1.6,1,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,15772,NA,NA,NA,NA,NA,@TBB,0.3,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Malik",WR,MIA,NA,1.6,0.8,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16684,NA,NA,NA,NA,NA,TEN,0.3,0,0,0,0,0,0,11,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Scotty",WR,PIT,NA,0.6,0.4,4,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,14280,NA,NA,NA,NA,NA,@IND,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whittington, Jordan",WR,LAR,NA,0.9,0.6,5,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16633,NA,NA,NA,NA,NA,@CHI,0.1,0,0,0,0,0,0,9,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flournoy, Ryan",WR,DAL,NA,1.3,0.4,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16778,NA,NA,NA,NA,NA,@NYG,0.1,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,WAS,NA,0.7,0.5,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,12184,NA,NA,NA,NA,NA,@ARI,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harty, Deonte",WR,BAL,NA,0.6,0.3,3,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,14558,NA,NA,NA,NA,NA,BUF,0.1,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.7,0.5,4,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16203,NA,NA,NA,NA,NA,@CAR,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin, Troy",WR,DEN,NA,1.7,0.6,4,NA,NA,0,NA,0.1,NA,0,0,0.4,NA,NA,FantasySharks,16619,NA,NA,NA,NA,NA,@NYJ,0.4,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hutchinson, Xavier",WR,HOU,NA,1.5,0.3,2,NA,NA,0,NA,2,NA,0,0,0.4,NA,NA,FantasySharks,16201,NA,NA,NA,NA,NA,JAC,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Roman",WR,PIT,NA,1,0.4,3,NA,NA,0,NA,1,NA,0,0,0.4,NA,NA,FantasySharks,16629,NA,NA,NA,NA,NA,@IND,0.1,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vele, Devaughn",WR,DEN,NA,1,0.5,3,NA,NA,0,NA,0.1,NA,0,0,0.4,NA,NA,FantasySharks,16788,NA,NA,NA,NA,NA,@NYJ,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turner, DJ",WR,LVR,NA,0.6,0.3,3,NA,NA,0,NA,1,NA,0,0,0.4,NA,NA,FantasySharks,15995,NA,NA,NA,NA,NA,CLE,0.1,0,0,0,0,0,0,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fehoko, Simi",WR,LAC,NA,0.8,0.3,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,15303,NA,NA,NA,NA,NA,KCC,0.1,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shenault, Laviska",WR,SEA,NA,0.3,0.3,2,NA,NA,0,NA,2,NA,0,0,0.3,NA,NA,FantasySharks,14838,NA,NA,NA,NA,NA,@DET,0,0,0,0,0,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,CHI,NA,0.8,0.3,2,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,12394,NA,NA,NA,NA,NA,LAR,0,0,0,0,0,0,0,29,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,JAC,NA,0.6,0.4,2,NA,NA,0,NA,1,NA,0,0,0.3,NA,NA,FantasySharks,14847,NA,NA,NA,NA,NA,@HOU,0.1,0,0,0,0,0,0,8,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Tim",WR,JAC,NA,0.9,0.4,2,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16005,NA,NA,NA,NA,NA,@HOU,0.2,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford-Wheaton, Bryce",WR,NYG,NA,1.3,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16379,NA,NA,NA,NA,NA,DAL,0.1,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Young, Dareke",WR,SEA,NA,0.6,0.2,1,NA,NA,0,NA,1,NA,0,0,0.2,NA,NA,FantasySharks,15941,NA,NA,NA,NA,NA,@DET,0,0,0,0,0,0,0,16,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corley, Malachi",WR,NYJ,NA,0.7,0.3,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16636,NA,NA,NA,NA,NA,DEN,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,1.1,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,13488,NA,NA,NA,NA,NA,WAS,0.1,0,0,0,0,0,0,3,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Baker, Javon",WR,NEP,NA,0.6,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16637,NA,NA,NA,NA,NA,@SFO,0.1,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boutte, Kayshon",WR,NEP,NA,0.6,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16193,NA,NA,NA,NA,NA,@SFO,0.3,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Means, Bub",WR,NOS,NA,0.3,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16751,NA,NA,NA,NA,NA,@ATL,0,0,0,0,0,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Kameron",WR,TBB,NA,0.5,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16883,NA,NA,NA,NA,NA,PHI,0,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Johnny",WR,PHI,NA,0.5,0.2,2,NA,NA,0,NA,0,NA,0,0.1,0.1,NA,NA,FantasySharks,16625,NA,NA,NA,NA,NA,@TBB,0,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6.9,6.9,88.4,NA,NA,1,0.6,4.2,NA,0,0.1,15.36,NA,15523,FleaFlicker,14832,NA,NA,NA,NA,NA,@NYGThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR1,1,92.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,6.5,6.5,83.7,NA,NA,1,0.1,0.7,NA,0,0.1,14.3,NA,16250,FleaFlicker,15281,NA,NA,NA,NA,NA,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,WR3,1,84.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,5.4,5.4,82,NA,NA,1,0,0.2,NA,0,0.1,14.1,NA,16281,FleaFlicker,15290,NA,NA,NA,NA,NA,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR7,1,82.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Harrison,WR,ARI,NA,5.3,5.3,73.1,NA,NA,1,0,0.1,NA,0,0.1,13.21,NA,18381,FleaFlicker,16614,NA,NA,NA,NA,NA,WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR11,1,73.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,6.3,6.3,88.2,NA,NA,0.5,0.1,0.5,NA,0,0.1,11.68,NA,15540,FleaFlicker,14836,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR2,0.5,88.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,5.2,5.2,77,NA,NA,0.5,0.3,1.4,NA,0,0.1,10.72,NA,15531,FleaFlicker,14840,NA,NA,NA,NA,NA,NESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR18,0.5,78.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.8,6.8,78.8,NA,NA,0.5,0.1,1.3,NA,0,0.1,10.65,NA,16373,FleaFlicker,15287,NA,NA,NA,NA,NA,SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR4,0.5,80.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,6.5,6.5,72.4,NA,NA,0.5,0.2,0.9,NA,0,0.1,10.17,NA,17633,FleaFlicker,16194,NA,NA,NA,NA,NA,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR10,0.5,73.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDeVonta Smith,WR,PHI,NA,5.8,5.8,73.4,NA,NA,0.4,0,0.1,NA,0,0.1,9.81,NA,16253,FleaFlicker,15282,NA,NA,NA,NA,NA,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR13,0.4,73.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.6,4.6,67.4,NA,NA,0.5,0,0.1,NA,0,0.1,9.59,NA,10252,FleaFlicker,11671,NA,NA,NA,NA,NA,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR6,0.5,67.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Nabers,WR,NYG,NA,5.4,5.4,71.5,NA,NA,0.4,0.2,1.1,NA,0,0.1,9.58,NA,18369,FleaFlicker,16615,NA,NA,NA,NA,NA,DALThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR15,0.4,72.6,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
