player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,fumbles_lost,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
"Sullivan, Stephen",TE,CAR,NA,1.3,0.5,5,NA,NA,0,0.6,NA,NA,FantasySharks,15026,NA,0,0,@TBB,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reiman, Tip",TE,ARI,NA,1.3,0.9,5,NA,NA,0,0.5,NA,NA,FantasySharks,16706,NA,0,0,@LAR,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swaim, Geoff",TE,CLE,NA,0.7,0.5,4,NA,NA,0,0.5,NA,NA,FantasySharks,12378,NA,0,0,MIA,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dwelley, Ross",TE,ATL,NA,0.9,0.5,4,NA,NA,0,0.4,NA,NA,FantasySharks,13988,NA,0,0,@WAS,0.2,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bryant, Harrison",TE,LVR,NA,0.9,0.4,3,NA,NA,0,0.4,NA,NA,FantasySharks,14875,NA,0.1,0,@NOS,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Deguara, Josiah",TE,JAC,NA,0.9,0.7,3,NA,NA,0,0.4,NA,NA,FantasySharks,14876,NA,0,0,TEN,0.3,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Ian",TE,CAR,NA,0.9,0.5,3,NA,NA,0,0.3,NA,NA,FantasySharks,13678,NA,0,0,@TBB,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLachlan, Tanner",TE,CIN,NA,0.7,0.4,3,NA,NA,0,0.3,NA,NA,FantasySharks,16765,NA,0,0,DEN,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hendershot, Peyton",TE,KCC,NA,0.7,0.4,3,NA,NA,0,0.3,NA,NA,FantasySharks,16000,NA,0,0,@PIT,0.2,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sinnott, Ben",TE,WAS,NA,0.4,0.3,2,NA,NA,0,0.2,NA,NA,FantasySharks,16644,NA,0,0,ATL,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Firkser, Anthony",TE,KCC,NA,0.5,0.2,2,NA,NA,0,0.2,NA,NA,FantasySharks,13919,NA,0,0,@PIT,0.1,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bell, Jaheim",TE,NEP,NA,0.7,0.3,1,NA,NA,0,0.1,NA,NA,FantasySharks,16646,NA,0,0,LAC,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stoll, Jack",TE,MIA,NA,0.4,0.2,1,NA,NA,0,0.1,NA,NA,FantasySharks,15541,NA,0,0,@CLE,0.1,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Quitoriano, Teagan",TE,HOU,NA,0.2,0.2,1,NA,NA,0,0.1,NA,NA,FantasySharks,15905,NA,0,0,BAL,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,5.2,5.2,68.9,NA,NA,0.4,9.31,NA,13023,FleaFlicker,13299,0,0,0.1,DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,NA,TE3,0.4,68.9,98%,NA,NA,NA,NA,NA,NA,NA,NA
Brock Bowers,TE,LV,NA,6.3,6.3,67.2,NA,NA,0.3,8.66,NA,18364,FleaFlicker,16641,0,0,0.1,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,TE1,0.3,67.2,95%,NA,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,6.4,6.4,64.9,NA,NA,0.3,8.43,NA,16895,FleaFlicker,15794,0,0,0.1,@LARL 9-13,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,8.43,TE2,0.3,64.9,96%,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,5.2,5.2,49.3,NA,NA,0.3,6.79,NA,9360,FleaFlicker,11244,0,0,0.1,@PITW 29-10,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,6.79,TE6,0.3,49.3,98%,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,4.5,4.5,47,NA,NA,0.4,6.76,NA,17681,FleaFlicker,16214,0,0,0.1,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,TE7,0.4,47,96%,NA,NA,NA,NA,NA,NA,NA,NA
Mark Andrews,TE,BAL,NA,3.4,3.4,40.3,NA,NA,0.4,6.33,NA,13829,FleaFlicker,13671,0,0,0.1,@HOUW 31-2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,6.33,TE5,0.4,40.3,95%,NA,NA,NA,NA,NA,NA,NA,NA
T.J. Hockenson,TE,MIN,NA,4.4,4.4,46.5,NA,NA,0.2,6.05,NA,14677,FleaFlicker,14138,0,0,0.1,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,TE8,0.2,46.5,89%,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Kincaid,TE,BUF,NA,4.1,4.1,43,NA,NA,0.3,5.94,NA,17585,FleaFlicker,16213,0,0,0.1,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,TE15,0.3,43,85%,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,4.1,4.1,42.3,NA,NA,0.3,5.83,NA,12088,FleaFlicker,12676,0,0,0,LACL 7-40,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,5.83,TE12,0.3,42.3,77%,NA,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,MIA,NA,4.4,4.4,44.7,NA,NA,0.2,5.81,NA,12974,FleaFlicker,13193,0,0,0,@CLESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,TE4,0.2,44.7,83%,NA,NA,NA,NA,NA,NA,NA,NA
Dalton Schultz,TE,HOU,NA,4,4,42,NA,NA,0.2,5.48,NA,13853,FleaFlicker,13772,0,0,0.1,BALL 2-31,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,5.48,TE17,0.2,42,68%,NA,NA,NA,NA,NA,NA,NA,NA
Chig Okonkwo,TE,TEN,NA,3.9,3.9,42.1,NA,NA,0.2,5.41,NA,16912,FleaFlicker,15889,0,0,0.1,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,TE22,0.2,42.1,40%,NA,NA,NA,NA,NA,NA,NA,NA
Zach Ertz,TE,WAS,NA,3.7,3.7,35.8,NA,NA,0.3,5.24,NA,9376,FleaFlicker,11247,0,0,0,ATLSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,TE18,0.3,35.8,62%,NA,NA,NA,NA,NA,NA,NA,NA
Jake Ferguson,TE,DAL,NA,4.3,4.3,41.5,NA,NA,0.2,5.23,NA,16933,FleaFlicker,15799,0,0,0.1,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,NA,TE16,0.2,41.5,78%,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,3.4,3.4,37.4,NA,NA,0.2,5.16,NA,17675,FleaFlicker,16222,0,0,0,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,TE10,0.2,37.4,79%,NA,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,3.6,3.6,36.1,NA,NA,0.2,4.96,NA,16293,FleaFlicker,15331,0,0,0.1,KCL 10-29,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,4.96,TE11,0.2,36.1,82%,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,3.5,3.5,33.2,NA,NA,0.2,4.54,NA,17626,FleaFlicker,16269,0,0,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,TE14,0.2,33.2,32%,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,2.6,2.6,28.4,NA,NA,0.3,4.44,NA,16927,FleaFlicker,15798,0,0,0,@HOUW 31-2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,4.44,TE26,0.3,28.4,52%,NA,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,3.3,3.3,35.5,NA,NA,0.1,4.43,NA,14665,FleaFlicker,14137,0,0,0,@CHIW 6-3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,4.43,TE31,0.1,35.5,30%,NA,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,CIN,NA,2.8,2.8,28.2,NA,NA,0.2,4.24,NA,13845,FleaFlicker,13672,0,0,0,DENW 30-24,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,4.24,TE28,0.2,28.2,46%,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,2.9,2.9,30.5,NA,NA,0.2,4.17,NA,16036,FleaFlicker,14861,0,0,0,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,TE19,0.2,30.5,37%,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,2.6,2.6,27.4,NA,NA,0.2,3.86,NA,16430,FleaFlicker,15337,0,0,0,@PITW 29-10,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,3.86,TE25,0.2,27.4,39%,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,2.7,2.7,27.6,NA,NA,0.2,3.82,NA,12069,FleaFlicker,12677,0,0,0,LACL 7-40,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,3.82,TE32,0.2,27.6,16%,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,2.9,2.9,26.6,NA,NA,0.2,3.66,NA,13844,FleaFlicker,13753,0,0,0,MIASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,TE29,0.2,26.6,8%,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,2.6,2.6,25.8,NA,NA,0.2,3.64,NA,14475,FleaFlicker,13763,0,0,0,@NEW 40-7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,3.64,TE27,0.2,25.8,34%,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Pitts,TE,ATL,NA,2.3,2.3,27.9,NA,NA,0.1,3.64,NA,16256,FleaFlicker,15329,0,0,0,@WASSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,TE21,0.1,27.9,87%,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,2.2,2.2,23.2,NA,NA,0.2,3.44,NA,17768,FleaFlicker,16218,0,0,0,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0.2,23.2,2%,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,2,2,22.8,NA,NA,0.1,3.16,NA,14781,FleaFlicker,14239,0,0,0,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,0.1,22.8,14%,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,2.2,2.2,23.2,NA,NA,0.1,3.08,NA,13980,FleaFlicker,13847,0,0,0,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,TE30,0.1,23.2,32%,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Higbee,TE,LAR,NA,2.2,2.2,21.3,NA,NA,0.1,3.01,NA,12140,FleaFlicker,12678,0,0,0,ARIW 13-9,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,3.01,NA,0.1,21.3,20%,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,2.1,2.1,19.6,NA,NA,0.1,2.78,NA,16986,FleaFlicker,15804,0,0,0,DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,TE24,0.1,19.6,13%,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,2.3,2.3,21.7,NA,NA,0.1,2.75,NA,16932,FleaFlicker,15873,0,0,0,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0.1,21.7,9%,NA,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,2.1,2.1,19.3,NA,NA,0.1,2.61,NA,15573,FleaFlicker,14867,0,0,0,SEAL 3-6,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,2.61,TE23,0.1,19.3,72%,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.8,1.8,18.7,NA,NA,0.1,2.57,NA,16314,FleaFlicker,15332,0,0,0,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,0.1,18.7,8%,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,1.8,1.8,18.7,NA,NA,0.1,2.51,NA,17634,FleaFlicker,16212,0,0,0,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.1,18.7,22%,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,LAC,NA,1.5,1.5,17.3,NA,NA,0.1,2.43,NA,17123,FleaFlicker,16113,0,0,0,@NEW 40-7,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,2.43,TE20,0.1,17.3,12%,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1.3,1.3,14.4,NA,NA,0.1,2.14,NA,14749,FleaFlicker,14209,0,0,0,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,NA,NA,0.1,14.4,7%,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,1.4,1.4,15.4,NA,NA,0.1,2.06,NA,18477,FleaFlicker,16643,0,0,0,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,NA,TE35,0.1,15.4,30%,NA,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,LAR,NA,1.3,1.3,13.5,NA,NA,0.1,2.05,NA,15679,FleaFlicker,14871,0,0,0,ARIW 13-9,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,6,2.05,NA,0.1,13.5,18%,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,1.4,1.4,15.1,NA,NA,0.1,2.02,NA,18484,FleaFlicker,16723,0,0,0,@CHIW 6-3,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.1,15.1,14%,NA,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,1.2,1.2,12.7,NA,NA,0.1,1.97,NA,14734,FleaFlicker,14143,0,0,0,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,TE33,0.1,12.7,23%,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,1.1,1.1,13.2,NA,NA,0.1,1.95,NA,12887,FleaFlicker,13246,0,0,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,0.1,13.2,4%,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Krull,TE,DEN,NA,1.5,1.5,13.7,NA,NA,0.1,1.89,NA,17235,FleaFlicker,15970,0,0,0,@CINL 24-30,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,1.89,NA,0.1,13.7,3%,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.2,1.2,12.4,NA,NA,0.1,1.7,NA,15575,FleaFlicker,14870,0,0,0,@CINL 24-30,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,1.7,NA,0.1,12.4,6%,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,1.2,1.2,11.7,NA,NA,0.1,1.69,NA,17649,FleaFlicker,16221,0,0,0,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,7,NA,NA,0.1,11.7,18%,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,1.2,1.2,12.6,NA,NA,0.1,1.66,NA,18465,FleaFlicker,16642,0,0,0,BALL 2-31,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,1.66,NA,0.1,12.6,16%,NA,NA,NA,NA,NA,NA,NA,NA
Cam Grandy,TE,CIN,NA,1.2,1.2,10.9,NA,NA,0.1,1.61,NA,18852,FleaFlicker,16979,0,0,0,DENW 30-24,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,1.61,NA,0.1,10.9,0%,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,1.1,1.1,11.5,NA,NA,0.1,1.55,NA,16340,FleaFlicker,15419,0,0,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,0.1,11.5,5%,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,1.3,1.3,11.4,NA,NA,0.1,1.54,NA,16417,FleaFlicker,15335,0,0,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,0.1,11.4,1%,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,1.1,1.1,10.6,NA,NA,0.1,1.46,NA,17726,FleaFlicker,16333,0,0,0,@LARL 9-13,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,1,1.46,NA,0.1,10.6,5%,NA,NA,NA,NA,NA,NA,NA,NA
Blake Whiteheart,TE,CLE,NA,1.1,1.1,10.3,NA,NA,0.1,1.43,NA,17981,FleaFlicker,16940,0,0,0,MIASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.1,10.3,0%,NA,NA,NA,NA,NA,NA,NA,NA
Luke Musgrave,TE,GB,NA,0.9,0.9,9.8,NA,NA,0.1,1.34,NA,17676,FleaFlicker,16215,0,0,0,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0.1,9.8,37%,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,1.1,1.1,9.3,NA,NA,0.1,1.33,NA,14714,FleaFlicker,14146,0,0,0,DENW 30-24,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,1.33,NA,0.1,9.3,1%,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,0.8,0.8,8.5,NA,NA,0.1,1.19,NA,17734,FleaFlicker,16312,0,0,0,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,5,NA,NA,0.1,8.5,4%,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,0.9,0.9,9,NA,NA,0.1,1.18,NA,16833,FleaFlicker,15796,0,0,0,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,0.1,9,3%,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,0.8,0.8,9,NA,NA,0,1.12,NA,17639,FleaFlicker,16216,0,0,0,KCL 10-29,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,1.12,NA,0,9,10%,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,TE,ATL,NA,0.9,0.9,8.2,NA,NA,0.1,1.1,NA,15671,FleaFlicker,14984,0,0,0,@WASSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,2,NA,NA,0.1,8.2,0%,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,0.8,0.8,6.9,NA,NA,0.1,1.03,NA,18244,FleaFlicker,16474,0,0,0,@CINL 24-30,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,1.03,NA,0.1,6.9,0%,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,SF,NA,0.7,0.7,6.7,NA,NA,0.1,0.97,NA,13110,FleaFlicker,13315,0,0,0,DETMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,9,NA,NA,0.1,6.7,1%,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,0.6,0.6,6.3,NA,NA,0.1,0.93,NA,16951,FleaFlicker,15916,0,0,0,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,4,NA,NA,0.1,6.3,1%,NA,NA,NA,NA,NA,NA,NA,NA
George Kittle,TE,SF,NA,NA,5.16,70.75,NA,NA,0.42,9.55,NA,george-kittle,NumberFire,13299,0,0,NA,DET,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,3.08,16.02,#7,69,1,12.16,14.76,12.16
Brock Bowers,TE,LV,NA,NA,5.93,65.16,NA,NA,0.33,8.67,NA,brock-bowers,NumberFire,16641,0.28,1.18,NA,NO,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,2.51,14.83,#22,84,2,11.62,14.6,11.62
Trey McBride,TE,ARI,NA,NA,6.37,67.61,NA,NA,0.3,8.52,NA,trey-mcbride,NumberFire,15794,0,0,NA,LA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,2.41,14.63,#23,85,3,11.71,14.92,11.71
Sam LaPorta,TE,DET,NA,NA,4.62,52.96,NA,NA,0.37,7.52,NA,sam-laporta,NumberFire,16214,0,0,NA,SF,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.76,13.28,#12,102,4,9.83,12.15,9.83
Travis Kelce,TE,KC,NA,NA,5.35,45.71,NA,NA,0.37,6.75,NA,travis-kelce-1,NumberFire,11244,0,0,NA,PIT,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.26,12.24,#6,112,5,9.41,12.12,9.41
T.J. Hockenson,TE,MIN,NA,NA,4.41,46.36,NA,NA,0.31,6.47,NA,t-j-hockenson,NumberFire,14138,0,0,NA,GB,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,1.08,11.86,#4,117,6,8.68,10.91,8.68
Mark Andrews,TE,BAL,NA,NA,3.48,39.39,NA,NA,0.37,6.38,NA,mark-andrews,NumberFire,13671,0.33,1.52,NA,HOU,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,1.02,11.74,#5,118,7,8.09,9.85,8.09
Dalton Kincaid,TE,BUF,NA,NA,4.22,42.63,NA,NA,0.3,6.04,NA,dalton-kincaid,NumberFire,16213,0,0,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.8,11.28,#27,127,8,8.13,10.27,8.13
Dalton Schultz,TE,HOU,NA,NA,4.12,43.9,NA,NA,0.24,5.82,NA,dalton-schultz,NumberFire,13772,0,0,NA,BAL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.66,10.98,#17,133,9,7.87,9.95,7.87
Hunter Henry,TE,NE,NA,NA,4.19,41.3,NA,NA,0.24,5.56,NA,hunter-henry,NumberFire,12676,0,0,NA,LAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.49,10.63,#10,137,10,7.67,9.77,7.67
Jake Ferguson,TE,DAL,NA,NA,4.79,43.71,NA,NA,0.18,5.39,NA,jake-ferguson,NumberFire,15799,0,0,NA,PHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.38,10.4,#3,140,11,7.77,10.21,7.77
Chigoziem Okonkwo,TE,TEN,NA,NA,3.99,39.82,NA,NA,0.2,5.12,NA,chigoziem-okonkwo,NumberFire,15889,0,0,NA,JAC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.21,10.03,#32,146,12,7.14,9.16,7.14
Isaiah Likely,TE,BAL,NA,NA,3.07,35.13,NA,NA,0.26,5.08,NA,isaiah-likely,NumberFire,15798,0,0,NA,HOU,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.18,9.98,#5,148,13,6.59,8.14,6.59
Jonnu Smith,TE,MIA,NA,NA,4.13,40.24,NA,NA,0.18,5.05,NA,jonnu-smith,NumberFire,13193,0,0,NA,CLE,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.16,9.94,#19,151,14,7.11,9.21,7.11
Tucker Kraft,TE,GB,NA,NA,3.24,36.9,NA,NA,0.22,5,NA,tucker-kraft,NumberFire,16222,0,0,NA,MIN,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0.13,9.87,#2,153,15,6.61,8.25,6.61
Noah Fant,TE,SEA,NA,NA,3.42,36.69,NA,NA,0.18,4.76,NA,noah-fant,NumberFire,14137,0,0,NA,CHI,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,9.55,#18,159,16,6.48,8.19,6.48
Pat Freiermuth,TE,PIT,NA,NA,3.18,32.59,NA,NA,0.22,4.54,NA,pat-freiermuth,NumberFire,15331,0,0,NA,KC,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.17,9.25,#8,161,17,6.13,7.75,6.13
Zach Ertz,TE,WSH,NA,NA,3.32,29.73,NA,NA,0.24,4.44,NA,zach-ertz-1,NumberFire,11247,0,0,NA,ATL,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,-0.23,9.11,#13,163,18,6.07,7.74,6.07
