player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Drew Sample,TE,CIN,NA,0.8,0.8,7.8,NA,NA,0.1,0,1.12,NA,14714,FleaFlicker,14146,0,0,NA,NA,NA,NA,NA,0,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,7.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Vannett,TE,TEN,NA,0.8,0.8,7.1,NA,NA,0.1,0,1.05,NA,12056,FleaFlicker,12680,0,0,NA,NA,NA,NA,NA,0,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,7.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,0.8,0.8,7.4,NA,NA,0.1,0,1.04,NA,13239,FleaFlicker,13940,0,0,NA,NA,NA,NA,NA,0,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,7.4,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,0.7,0.7,7.5,NA,NA,0.1,0,1.03,NA,16417,FleaFlicker,15335,0,0,NA,NA,NA,NA,NA,0,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,7.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,0.6,0.6,7.1,NA,NA,0.1,0,1.01,NA,16951,FleaFlicker,15916,0,0,NA,NA,NA,NA,NA,0,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,7.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenny Yeboah,TE,NYJ,NA,0.7,0.7,6.8,NA,NA,0.1,0,0.96,NA,16386,FleaFlicker,15339,0,0,NA,NA,NA,NA,NA,0,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,6.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,0.7,0.7,6.2,NA,NA,0,0,0.86,NA,13905,FleaFlicker,13676,0,0,NA,NA,NA,NA,NA,0,@GBThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,6.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Woerner,TE,ATL,NA,0.5,0.5,5,NA,NA,0,0,0.74,NA,15671,FleaFlicker,14984,0,0,NA,NA,NA,NA,NA,0,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0,5,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,0.6,0.6,5.6,NA,NA,0,0,0.72,NA,16360,FleaFlicker,15344,0,0,NA,NA,NA,NA,NA,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,5.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nate Adkins,TE,DEN,NA,0.5,0.5,4.7,NA,NA,0,0,0.71,NA,18244,FleaFlicker,16474,0,0,NA,NA,NA,NA,NA,0,CLEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Charlie Kolar,TE,BAL,NA,0.5,0.5,4.8,NA,NA,0,0,0.66,NA,16923,FleaFlicker,15795,0,0,NA,NA,NA,NA,NA,0,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4.8,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,SF,NA,0.5,0.5,4.6,NA,NA,0,0,0.64,NA,13110,FleaFlicker,13315,0,0,NA,NA,NA,NA,NA,0,@BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,4.6,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,CHI,NA,0.5,0.5,4.4,NA,NA,0,0,0.62,NA,12972,FleaFlicker,13236,0,0,NA,NA,NA,NA,NA,0,@DETThu 12:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0,4.4,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,LAC,NA,0.4,0.4,3.8,NA,NA,0,0,0.62,NA,17123,FleaFlicker,16113,0,0,NA,NA,NA,NA,NA,0,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,3.8,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,0.5,0.5,4.3,NA,NA,0,0,0.61,NA,16986,FleaFlicker,15804,0,0,NA,NA,NA,NA,NA,0,@BALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0,4.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,PIT,NA,0.4,0.4,3.4,NA,NA,0,0,0.52,NA,11331,FleaFlicker,12309,0,0,NA,NA,NA,NA,NA,0,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,3.4,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,0.3,0.3,3.3,NA,NA,0,0,0.51,NA,17768,FleaFlicker,16218,0,0,NA,NA,NA,NA,NA,0,@CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,3.3,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,SEA,NA,0.2,0.2,2.1,NA,NA,0,0,0.39,NA,13377,FleaFlicker,13994,0,0,NA,NA,NA,NA,NA,0,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Peyton Hendershot,TE,KC,NA,0.2,0.2,2.1,NA,NA,0,0,0.39,NA,17417,FleaFlicker,16000,0,0,NA,NA,NA,NA,NA,0,LVFri 3:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,2.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,0.2,0.2,2.6,NA,NA,0,0,0.38,NA,18427,FleaFlicker,16644,0,0,NA,NA,NA,NA,NA,0,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,2.6,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Long,TE,LAR,NA,0.3,0.3,2.8,NA,NA,0,0,0.34,NA,16269,FleaFlicker,15334,0,0,NA,NA,NA,NA,NA,0,@NOSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,2.8,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,0.2,0.2,2.2,NA,NA,0,0,0.34,NA,16932,FleaFlicker,15873,0,0,NA,NA,NA,NA,NA,0,@DALThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,2.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRLuke Musgrave,TE,GB,NA,0.2,0.2,2.2,NA,NA,0,0,0.34,NA,17676,FleaFlicker,16215,0,0,NA,NA,NA,NA,NA,0,MIAThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,2.2,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,NA,2.69,28.96,NA,NA,0.19,NA,8.54,NA,taysom-hill,NumberFire,13424,5.7,26.83,NA,NA,NA,NA,NA,0.32,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.42,14.66,#22,78,1,9.84,7000,1.41,11.26,NA,NA,9.84,NA,NA
George Kittle,TE,SF,NA,NA,4.82,65.4,NA,NA,0.3,NA,8.34,NA,george-kittle,NumberFire,13299,0,0,NA,NA,NA,NA,NA,0,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.29,14.39,#7,80,2,10.73,7800,1.38,13.16,NA,NA,10.73,NA,NA
Travis Kelce,TE,KC,NA,NA,5.73,53.37,NA,NA,0.46,NA,8.03,NA,travis-kelce-1,NumberFire,11244,0,0,NA,NA,NA,NA,NA,0,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.09,13.97,#24,88,3,10.86,7100,1.53,13.79,5600,2.46,10.86,NA,NA
Brock Bowers,TE,LV,NA,NA,6.16,62.41,NA,NA,0.25,NA,7.92,NA,brock-bowers,NumberFire,16641,0.37,1.62,NA,NA,NA,NA,NA,0.01,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,13.82,#13,90,4,11,7300,1.51,14.11,6000,2.35,11,NA,NA
Trey McBride,TE,ARI,NA,NA,5.82,61.09,NA,NA,0.27,NA,7.71,NA,trey-mcbride,NumberFire,15794,0,0,NA,NA,NA,NA,NA,0,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,13.53,#1,93,5,10.58,6900,1.53,13.53,NA,NA,10.58,NA,NA
Jonnu Smith,TE,MIA,NA,NA,4.69,52.12,NA,NA,0.31,NA,7.4,NA,jonnu-smith,NumberFire,13193,0.55,2.66,NA,NA,NA,NA,NA,0.02,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,13.11,#10,100,6,9.74,6300,1.55,12.13,4300,2.82,9.74,NA,NA
Cade Otton,TE,TB,NA,NA,4.95,48.99,NA,NA,0.36,NA,6.96,NA,cade-otton,NumberFire,15802,0,0,NA,NA,NA,NA,NA,0,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4,12.52,#31,112,7,9.45,6200,1.52,11.98,NA,NA,9.45,NA,NA
T.J. Hockenson,TE,MIN,NA,NA,4.72,47.71,NA,NA,0.32,NA,6.68,NA,t-j-hockenson,NumberFire,14138,0,0,NA,NA,NA,NA,NA,0,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.22,12.14,#23,115,8,9.01,6500,1.39,11.4,NA,NA,9.01,NA,NA
Evan Engram,TE,JAC,NA,NA,5.24,47.74,NA,NA,0.27,NA,6.49,NA,evan-engram,NumberFire,13189,0.26,1.21,NA,NA,NA,NA,NA,0.01,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1,11.88,#6,117,9,9.12,5800,1.57,11.79,NA,NA,9.12,NA,NA
Sam LaPorta,TE,DET,NA,NA,3.85,43.97,NA,NA,0.33,NA,6.38,NA,sam-laporta,NumberFire,16214,0,0,NA,NA,NA,NA,NA,0,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.02,11.74,#11,118,10,8.3,5700,1.46,10.24,4100,2.5,8.3,NA,NA
Hunter Henry,TE,NE,NA,NA,4.23,44.63,NA,NA,0.28,NA,6.13,NA,hunter-henry,NumberFire,12676,0,0,NA,NA,NA,NA,NA,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.86,11.4,#16,123,11,8.26,5100,1.62,10.38,NA,NA,8.26,NA,NA
David Njoku,TE,CLE,NA,NA,4.32,44.12,NA,NA,0.26,NA,5.92,NA,david-njoku,NumberFire,13192,0,0,NA,NA,NA,NA,NA,0,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.73,11.11,#2,129,12,8.09,6100,1.33,10.28,NA,NA,8.09,NA,NA
Mark Andrews,TE,BAL,NA,NA,3.16,37.94,NA,NA,0.31,NA,5.63,NA,mark-andrews,NumberFire,13671,0,0,NA,NA,NA,NA,NA,0,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,10.72,#5,136,13,7.21,5600,1.29,8.81,NA,NA,7.21,16,0.45
Will Dissly,TE,LAC,NA,NA,4.23,39.58,NA,NA,0.28,NA,5.63,NA,will-dissly,NumberFire,13763,0,0,NA,NA,NA,NA,NA,0,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,10.72,#21,136,13,7.71,5200,1.48,9.86,NA,NA,7.71,15,0.51
Zach Ertz,TE,WSH,NA,NA,4.16,35.5,NA,NA,0.3,NA,5.33,NA,zach-ertz-1,NumberFire,11247,0,0,NA,NA,NA,NA,NA,0,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,10.32,#12,143,15,7.43,5400,1.38,9.52,NA,NA,7.43,NA,NA
Dallas Goedert,TE,PHI,NA,NA,4.01,39.93,NA,NA,0.21,NA,5.19,NA,dallas-goedert,NumberFire,13674,0,0,NA,NA,NA,NA,NA,0,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,10.13,#25,148,16,7.2,6000,1.2,9.24,NA,NA,7.2,NA,NA
Kyle Pitts,TE,ATL,NA,NA,3.16,38.43,NA,NA,0.22,NA,5.18,NA,kyle-pitts,NumberFire,15329,0,0,NA,NA,NA,NA,NA,0,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,10.11,#9,149,17,6.76,5400,1.25,8.34,NA,NA,6.76,NA,NA
Dalton Kincaid,TE,BUF,NA,NA,3.84,36.69,NA,NA,0.24,NA,5.06,NA,dalton-kincaid,NumberFire,16213,0,0,NA,NA,NA,NA,NA,0,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,9.95,#14,151,18,6.99,5700,1.23,8.94,NA,NA,6.99,NA,NA
Juwan Johnson,TE,NO,NA,NA,2.97,34.35,NA,NA,0.24,NA,4.85,NA,juwan-johnson,NumberFire,14861,0,0,NA,NA,NA,NA,NA,0,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,9.67,#22,155,19,6.36,5300,1.2,7.86,NA,NA,6.36,NA,NA
Dalton Schultz,TE,HOU,NA,NA,3.17,32.99,NA,NA,0.23,NA,4.66,NA,dalton-schultz,NumberFire,13772,0,0,NA,NA,NA,NA,NA,0,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.09,9.41,#32,164,20,6.24,5200,1.2,7.85,NA,NA,6.24,NA,NA
Tucker Kraft,TE,GB,NA,NA,2.82,32.46,NA,NA,0.22,NA,4.55,NA,tucker-kraft,NumberFire,16222,0,0,NA,NA,NA,NA,NA,0,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.16,9.26,#8,168,21,5.96,5500,1.08,7.39,3700,2,5.96,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2.63,31.81,NA,NA,0.22,NA,4.5,NA,isaiah-likely,NumberFire,15798,0,0,NA,NA,NA,NA,NA,0,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.19,9.19,#5,171,22,5.82,5500,1.06,7.14,NA,NA,5.82,12,0.49
Cole Kmet,TE,CHI,NA,NA,3.3,32.86,NA,NA,0.18,NA,4.32,NA,cole-kmet,NumberFire,14867,0,0,NA,NA,NA,NA,NA,0,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.31,8.95,#3,174,23,6,5200,1.15,7.67,3600,2.13,6,NA,NA
Theo Johnson,TE,NYG,NA,NA,2.96,33.53,NA,NA,0.15,NA,4.21,NA,theo-johnson,NumberFire,16649,0,0,NA,NA,NA,NA,NA,0,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.38,8.8,#30,177,24,5.71,4900,1.17,7.21,2900,2.49,5.71,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,2.79,28.87,NA,NA,0.2,NA,4.04,NA,pat-freiermuth,NumberFire,15331,0,0,NA,NA,NA,NA,NA,0,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49,8.57,#29,180,25,5.46,5100,1.07,6.88,NA,NA,5.46,NA,NA
Mike Gesicki,TE,CIN,NA,NA,2.59,26.83,NA,NA,0.19,NA,3.81,NA,michael-gesicki,NumberFire,13672,0,0,NA,NA,NA,NA,NA,0,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.64,8.26,#4,187,26,5.12,5300,0.97,6.42,NA,NA,5.12,NA,NA
Luke Schoonmaker,TE,DAL,NA,NA,2.76,26.73,NA,NA,0.14,NA,3.5,NA,luke-schoonmaker,NumberFire,16221,0,0,NA,NA,NA,NA,NA,0,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.84,7.84,#18,195,27,4.87,5000,0.97,6.27,3400,1.84,4.87,NA,NA
Colby Parkinson,TE,LA,NA,NA,2.39,24.97,NA,NA,0.15,NA,3.38,NA,colby-parkinson,NumberFire,14871,0,0,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,7.68,#17,198,28,4.57,4800,0.95,5.78,NA,NA,4.57,NA,NA
Noah Fant,TE,SEA,NA,NA,2.46,26.01,NA,NA,0.12,NA,3.3,NA,noah-fant,NumberFire,14137,0,0,NA,NA,NA,NA,NA,0,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.57,#19,203,29,4.55,4900,0.93,5.78,NA,NA,4.55,NA,NA
Foster Moreau,TE,NO,NA,NA,1.92,23.92,NA,NA,0.14,NA,3.24,NA,foster-moreau,NumberFire,14239,0,0,NA,NA,NA,NA,NA,0,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.01,7.49,#22,204,30,4.17,4800,0.87,5.14,NA,NA,4.17,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,2.42,24.51,NA,NA,0.13,NA,3.22,NA,chigoziem-okonkwo,NumberFire,15889,0,0,NA,NA,NA,NA,NA,0,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.46,#28,205,31,4.4,4900,0.9,5.63,NA,NA,4.4,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,2.03,21.17,NA,NA,0.1,NA,3.13,NA,tyler-conklin,NumberFire,13675,0.65,2.96,NA,NA,NA,NA,NA,0.02,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.34,#15,209,32,4.11,4800,0.86,5.14,NA,NA,4.11,NA,NA
Noah Gray,TE,KC,NA,NA,1.92,20.06,NA,NA,0.15,NA,2.9,NA,noah-gray-1,NumberFire,15337,0,0,NA,NA,NA,NA,NA,0,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.23,7.03,#24,218,33,3.85,5200,0.74,4.82,3300,1.46,3.85,NA,NA
Brenton Strange,TE,JAC,NA,NA,1.94,19.6,NA,NA,0.12,NA,2.69,NA,brenton-strange,NumberFire,16269,0,0,NA,NA,NA,NA,NA,0,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.37,6.75,#6,223,34,3.63,4700,0.77,4.61,NA,NA,3.63,NA,NA
Austin Hooper,TE,NE,NA,NA,1.84,19.66,NA,NA,0.11,NA,2.6,NA,austin-hooper,NumberFire,12677,0,0,NA,NA,NA,NA,NA,0,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.43,6.63,#16,229,35,3.53,5000,0.71,4.46,NA,NA,3.53,NA,NA
Tanner Hudson,TE,CIN,NA,NA,1.76,16.11,NA,NA,0.12,NA,2.31,NA,tanner-hudson,NumberFire,14370,0,0,NA,NA,NA,NA,NA,0,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.61,6.23,#4,243,36,3.19,4500,0.71,4.08,NA,NA,3.19,NA,NA
Kylen Granson,TE,IND,NA,NA,1.43,16.15,NA,NA,0.09,NA,2.16,NA,kylen-granson,NumberFire,15419,0,0,NA,NA,NA,NA,NA,0,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.71,6.03,#26,246,37,2.85,4200,0.68,3.58,NA,NA,2.85,NA,NA
Michael Mayer,TE,LV,NA,NA,1.67,16.69,NA,NA,0.07,NA,2.11,NA,michael-mayer,NumberFire,16212,0,0,NA,NA,NA,NA,NA,0,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.74,5.96,#13,249,38,2.9,4400,0.66,3.75,2700,1.39,2.9,NA,NA
Jordan Akins,TE,CLE,NA,NA,1.42,15.52,NA,NA,0.08,NA,2,NA,jordan-akins,NumberFire,13753,0,0,NA,NA,NA,NA,NA,0,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,5.81,#2,253,39,2.72,4800,0.57,3.44,NA,NA,2.72,NA,NA
Josh Oliver,TE,MIN,NA,NA,1.46,13.64,NA,NA,0.11,NA,2,NA,josh-oliver,NumberFire,14209,0,0,NA,NA,NA,NA,NA,0,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.81,5.81,#23,253,39,2.73,4500,0.61,3.47,NA,NA,2.73,NA,NA
Darnell Washington,TE,PIT,NA,NA,1.4,13.91,NA,NA,0.1,NA,1.98,NA,darnell-washington,NumberFire,16216,0,0,NA,NA,NA,NA,NA,0,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83,5.79,#29,256,41,2.67,4700,0.57,3.38,NA,NA,2.67,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.66,14.18,NA,NA,0.1,NA,1.97,NA,tommy-tremble,NumberFire,15332,0,0,NA,NA,NA,NA,NA,0,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83,5.77,#27,258,42,2.83,4600,0.62,3.67,NA,NA,2.83,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,NA,1.53,14.61,NA,NA,0.08,NA,1.9,NA,ja-tavion-sanders,NumberFire,16643,0,0,NA,NA,NA,NA,NA,0,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88,5.68,#27,260,43,2.69,4600,0.58,3.46,NA,NA,2.69,NA,NA
Elijah Higgins,TE,ARI,NA,NA,1.35,13.51,NA,NA,0.08,NA,1.81,NA,elijah-higgins,NumberFire,16333,0,0,NA,NA,NA,NA,NA,0,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,5.56,#1,267,44,2.49,4700,0.53,3.17,NA,NA,2.49,NA,NA
Andrew Ogletree,TE,IND,NA,NA,1.17,12.88,NA,NA,0.08,NA,1.78,NA,andrew-ogletree,NumberFire,15916,0,0,NA,NA,NA,NA,NA,0,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.96,5.52,#26,268,45,2.33,4100,0.57,2.93,NA,NA,2.33,NA,NA
Brock Wright,TE,DET,NA,NA,0.92,9.3,NA,NA,0.08,NA,1.43,NA,brock-wright,NumberFire,15626,0,0,NA,NA,NA,NA,NA,0,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.18,5.04,#11,282,46,1.87,4500,0.42,2.33,3100,0.75,1.87,NA,NA
Jeremy Ruckert,TE,NYJ,NA,NA,1.06,10.62,NA,NA,0.06,NA,1.4,NA,jeremy-ruckert,NumberFire,15796,0,0,NA,NA,NA,NA,NA,0,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,5,#15,285,47,1.93,4300,0.45,2.47,NA,NA,1.93,NA,NA
Blake Whiteheart,TE,CLE,NA,NA,1.02,10.27,NA,NA,0.06,NA,1.37,NA,blake-whiteheart,NumberFire,16940,0,0,NA,NA,NA,NA,NA,0,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,4.96,#2,287,48,1.88,4300,0.44,2.4,NA,NA,1.88,NA,NA
Davis Allen,TE,LA,NA,NA,0.96,9.4,NA,NA,0.06,NA,1.32,NA,davis-allen,NumberFire,16219,0,0,NA,NA,NA,NA,NA,0,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,4.89,#17,289,49,1.78,4700,0.38,2.26,NA,NA,1.78,NA,NA
Cade Stover,TE,HOU,NA,NA,0.93,9.21,NA,NA,0.07,NA,1.31,NA,cade-stover,NumberFire,16642,0,0,NA,NA,NA,NA,NA,0,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.26,4.88,#32,290,50,1.79,4900,0.37,2.26,NA,NA,1.79,NA,NA
Adam Trautman,TE,DEN,NA,NA,0.89,8.29,NA,NA,0.06,NA,1.19,NA,adam-trautman,NumberFire,14870,0,0,NA,NA,NA,NA,NA,0,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34,4.72,#20,295,51,1.61,4700,0.34,2.07,NA,NA,1.61,NA,NA
Luke Farrell,TE,JAC,NA,NA,0.89,8.8,NA,NA,0.05,NA,1.19,NA,luke-farrell,NumberFire,15335,0,0,NA,NA,NA,NA,NA,0,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34,4.72,#6,295,51,1.61,4100,0.39,2.06,NA,NA,1.61,NA,NA
Dawson Knox,TE,BUF,NA,NA,0.71,6.97,NA,NA,0.06,NA,1.06,NA,dawson-knox,NumberFire,14143,0,0,NA,NA,NA,NA,NA,0,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.42,4.54,#14,299,53,1.41,5000,0.28,1.77,NA,NA,1.41,NA,NA
