player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_att,rush_yds,rush_tds,pass_att,pass_comp,pass_yds,pass_tds,pass_int,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,Rushing Yard,Receiving Yard,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points
Johnny Mundt,TE,MIN,NA,2.3,2.3,22.4,NA,NA,0.1,0,3.01,NA,13239,FleaFlicker,13940,0,0,0,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE45,0.1,22.4,7%,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,2.2,2.2,24,NA,NA,0.1,0,3,NA,16853,FleaFlicker,15797,0,0,0,NA,NA,NA,NA,NA,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE34,0.1,24,26%,NA,NA,NA,NA,NA,NA,NA,NA
Tucker Kraft,TE,GB,NA,2,2,20,NA,NA,0.1,0,2.9,NA,17675,FleaFlicker,16222,0,0,0,NA,NA,NA,NA,NA,@PHIFri 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE26,0.1,20,28%,NA,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,2,2,21.4,NA,NA,0.1,0,2.86,NA,16340,FleaFlicker,15419,0,0,0,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE40,0.1,21.4,12%,NA,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,CHI,NA,2,2,19.8,NA,NA,0.1,0,2.8,NA,12972,FleaFlicker,13236,0,0,0,NA,NA,NA,NA,NA,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,TE35,0.1,19.8,22%,NA,NA,NA,NA,NA,NA,NA,NA
Theo Johnson,TE,NYG,NA,2.2,2.2,20.3,NA,NA,0.1,0.1,2.57,NA,18475,FleaFlicker,16649,0,0,0,NA,NA,NA,NA,NA,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE37,0.1,20.3,27%,NA,NA,NA,NA,NA,NA,NA,NA
Michael Mayer,TE,LV,NA,1.8,1.8,18.7,NA,NA,0.1,0,2.47,NA,17634,FleaFlicker,16212,0,0,0,NA,NA,NA,NA,NA,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,TE30,0.1,18.7,31%,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Tavion Sanders,TE,CAR,NA,1.7,1.7,17.4,NA,NA,0.1,0,2.32,NA,18477,FleaFlicker,16643,0,0,0,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE33,0.1,17.4,32%,NA,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,MIN,NA,1.6,1.6,16.7,NA,NA,0.1,0,2.31,NA,14749,FleaFlicker,14209,0,0,0,NA,NA,NA,NA,NA,@NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,16.7,4%,NA,NA,NA,NA,NA,NA,NA,NA
Ben Sinnott,TE,WAS,NA,1.6,1.6,17.3,NA,NA,0.1,0,2.25,NA,18427,FleaFlicker,16644,0,0,0,NA,NA,NA,NA,NA,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE27,0.1,17.3,44%,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,1.9,1.9,16.9,NA,NA,0.1,0,2.23,NA,16932,FleaFlicker,15873,0,0,0,NA,NA,NA,NA,NA,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,TE41,0.1,16.9,15%,NA,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,1.4,1.4,13.9,NA,NA,0.1,0,2.17,NA,16314,FleaFlicker,15332,0,0,0,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,13.9,5%,NA,NA,NA,NA,NA,NA,NA,NA
Taysom Hill,TE,NO,NA,1.5,1.5,15.3,NA,NA,0.1,0,2.11,NA,13653,FleaFlicker,13424,0,0,0,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE15,0.1,15.3,77%,NA,NA,NA,NA,NA,NA,NA,NA
Will Dissly,TE,LAC,NA,1.5,1.5,14.7,NA,NA,0.1,0,2.07,NA,14475,FleaFlicker,13763,0,0,0,NA,NA,NA,NA,NA,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,TE42,0.1,14.7,7%,NA,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,1,1,12.2,NA,NA,0.1,0,1.94,NA,16420,FleaFlicker,15330,0,0,0,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE48,0.1,12.2,6%,NA,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,1,1,11.5,NA,NA,0.1,0,1.87,NA,12887,FleaFlicker,13246,0,0,0,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11.5,3%,NA,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,DEN,NA,1.1,1.1,11.3,NA,NA,0.1,0,1.79,NA,15575,FleaFlicker,14870,0,0,0,NA,NA,NA,NA,NA,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11.3,6%,NA,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,NO,NA,1.1,1.1,11.4,NA,NA,0.1,0,1.74,NA,14781,FleaFlicker,14239,0,0,0,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,11.4,4%,NA,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,1.2,1.2,12.7,NA,NA,0.1,0,1.68,NA,16430,FleaFlicker,15337,0,0,0,NA,NA,NA,NA,NA,BALThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,TE43,0.1,12.7,10%,NA,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,1.3,1.3,12.5,NA,NA,0.1,0,1.67,NA,13905,FleaFlicker,13676,0,0,0,NA,NA,NA,NA,NA,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,12.5,4%,NA,NA,NA,NA,NA,NA,NA,NA
Davis Allen,TE,LAR,NA,1.1,1.1,11.8,NA,NA,0.1,0,1.6,NA,17778,FleaFlicker,16219,0,0,0,NA,NA,NA,NA,NA,@DETSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,11.8,4%,NA,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,NE,NA,1.2,1.2,12.4,NA,NA,0.1,0,1.54,NA,12069,FleaFlicker,12677,0,0,0,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,12.4,7%,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,0.9,0.9,9.3,NA,NA,0.1,0,1.51,NA,16572,FleaFlicker,15626,0,0,0,NA,NA,NA,NA,NA,LARSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,9.3,1%,NA,NA,NA,NA,NA,NA,NA,NA
Tanner Hudson,TE,CIN,NA,1,1,9.3,NA,NA,0.1,0,1.41,NA,14275,FleaFlicker,14370,0,0,0,NA,NA,NA,NA,NA,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE46,0.1,9.3,7%,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Washington,TE,PIT,NA,1.1,1.1,10.1,NA,NA,0,0,1.25,NA,17639,FleaFlicker,16216,0,0,0,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0,10.1,10%,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,TE,ARI,NA,0.9,0.9,9.1,NA,NA,0.1,0,1.21,NA,17726,FleaFlicker,16333,0,0,0,NA,NA,NA,NA,NA,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,9.1,2%,NA,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,SEA,NA,0.7,0.7,7.6,NA,NA,0.1,0,1.18,NA,13377,FleaFlicker,13994,0,0,0,NA,NA,NA,NA,NA,DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,7.6,1%,NA,NA,NA,NA,NA,NA,NA,NA
Lucas Krull,TE,DEN,NA,0.8,0.8,8.1,NA,NA,0.1,0,1.17,NA,17235,FleaFlicker,15970,0,0,0,NA,NA,NA,NA,NA,@SEASun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,8.1,1%,NA,NA,NA,NA,NA,NA,NA,NA
Cade Stover,TE,HOU,NA,0.7,0.7,7.5,NA,NA,0.1,0,1.17,NA,18465,FleaFlicker,16642,0,0,0,NA,NA,NA,NA,NA,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,TE47,0.1,7.5,18%,NA,NA,NA,NA,NA,NA,NA,NA
AJ Barner,TE,SEA,NA,0.6,0.6,6.7,NA,NA,0.1,0,1.09,NA,18484,FleaFlicker,16723,0,0,0,NA,NA,NA,NA,NA,DENSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,6.7,3%,NA,NA,NA,NA,NA,NA,NA,NA
Josh Whyle,TE,TEN,NA,0.7,0.7,6.6,NA,NA,0.1,0,1.08,NA,17734,FleaFlicker,16312,0,0,0,NA,NA,NA,NA,NA,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,6.6,2%,NA,NA,NA,NA,NA,NA,NA,NA
Will Mallory,TE,IND,NA,0.8,0.8,8.4,NA,NA,0,0,1.08,NA,17730,FleaFlicker,16220,0,0,0,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,8.4,2%,NA,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,0.7,0.7,7.5,NA,NA,0.1,0,1.05,NA,13874,FleaFlicker,13678,0,0,0,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,7.5,1%,NA,NA,NA,NA,NA,NA,NA,NA
Luke Schoonmaker,TE,DAL,NA,0.7,0.7,6.3,NA,NA,0.1,0,1.05,NA,17649,FleaFlicker,16221,0,0,0,NA,NA,NA,NA,NA,@CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,6.3,11%,NA,NA,NA,NA,NA,NA,NA,NA
Drew Ogletree,TE,IND,NA,0.5,0.5,6.9,NA,NA,0.1,0,1.03,NA,16951,FleaFlicker,15916,0,0,0,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,6.9,1%,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,0.8,0.8,7.8,NA,NA,0,0,1.02,NA,16833,FleaFlicker,15796,0,0,0,NA,NA,NA,NA,NA,@SFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE49,0,7.8,4%,NA,NA,NA,NA,NA,NA,NA,NA
Stone Smartt,TE,LAC,NA,0.6,0.6,6.4,NA,NA,0.1,0,1,NA,17123,FleaFlicker,16113,0,0,0,NA,NA,NA,NA,NA,LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,6.4,0%,NA,NA,NA,NA,NA,NA,NA,NA
Erick All,TE,CIN,NA,0.6,0.6,5.8,NA,NA,0.1,0,1,NA,18474,FleaFlicker,16645,0,0,0,NA,NA,NA,NA,NA,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,TE44,0.1,5.8,16%,NA,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,0.8,0.8,6.9,NA,NA,0.1,0,0.99,NA,16971,FleaFlicker,15800,0,0,0,NA,NA,NA,NA,NA,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,6.9,2%,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,0.6,0.6,5.6,NA,NA,0.1,0,0.92,NA,14714,FleaFlicker,14146,0,0,0,NA,NA,NA,NA,NA,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,5.6,1%,NA,NA,NA,NA,NA,NA,NA,NA
Payne Durham,TE,TB,NA,0.5,0.5,5.7,NA,NA,0.1,0,0.87,NA,17768,FleaFlicker,16218,0,0,0,NA,NA,NA,NA,NA,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,5.7,1%,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,CLE,NA,0.6,0.6,6.2,NA,NA,0,0,0.86,NA,13844,FleaFlicker,13753,0,0,0,NA,NA,NA,NA,NA,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0,6.2,2%,NA,NA,NA,NA,NA,NA,NA,NA
Jaheim Bell,TE,NE,NA,0.6,0.6,6.6,NA,NA,0,0,0.84,NA,18576,FleaFlicker,16646,0,0,0,NA,NA,NA,NA,NA,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,6.6,6%,NA,NA,NA,NA,NA,NA,NA,NA
Devin Culp,TE,TB,NA,0.5,0.5,5.1,NA,NA,0.1,0,0.81,NA,18646,FleaFlicker,16796,0,0,0,NA,NA,NA,NA,NA,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,5.1,1%,NA,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WAS,NA,0.6,0.6,5.6,NA,NA,0,0,0.8,NA,16360,FleaFlicker,15344,0,0,0,NA,NA,NA,NA,NA,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,5.6,1%,NA,NA,NA,NA,NA,NA,NA,NA
Brenton Strange,TE,JAC,NA,0.5,0.5,5,NA,NA,0.1,0,0.8,NA,17626,FleaFlicker,16269,0,0,0,NA,NA,NA,NA,NA,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,5,5%,NA,NA,NA,NA,NA,NA,NA,NA
Tanner McLachlan,TE,CIN,NA,0.5,0.5,4.9,NA,NA,0.1,0,0.79,NA,18530,FleaFlicker,16765,0,0,0,NA,NA,NA,NA,NA,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,4.9,2%,NA,NA,NA,NA,NA,NA,NA,NA
Dallin Holker,TE,NO,NA,0.5,0.5,4.6,NA,NA,0.1,0,0.76,NA,18658,FleaFlicker,16807,0,0,0,NA,NA,NA,NA,NA,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,4.6,3%,NA,NA,NA,NA,NA,NA,NA,NA
Jared Wiley,TE,KC,NA,0.6,0.6,5.6,NA,NA,0,0,0.74,NA,18468,FleaFlicker,16648,0,0,0,NA,NA,NA,NA,NA,BALThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0,5.6,15%,NA,NA,NA,NA,NA,NA,NA,NA
Ross Dwelley,TE,ATL,NA,0.2,0.2,4,NA,NA,0.1,0,0.7,NA,14377,FleaFlicker,13988,0,0,0,NA,NA,NA,NA,NA,PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,0.1,4,0%,NA,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,LV,NA,0.4,0.4,3.8,NA,NA,0.1,0,0.68,NA,15644,FleaFlicker,14875,0,0,0,NA,NA,NA,NA,NA,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,3.8,2%,NA,NA,NA,NA,NA,NA,NA,NA
Sam LaPorta,TE,DET,NA,NA,5.77,62.94,NA,NA,0.61,NA,9.95,NA,sam-laporta,NumberFire,16214,0,0,0,NA,NA,NA,NA,NA,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.34,16.56,#25,66,1,12.84,15.73,12.84
Travis Kelce,TE,KC,NA,NA,6.01,62.88,NA,NA,0.52,NA,9.44,NA,travis-kelce-1,NumberFire,11244,0.13,0.63,0,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.01,15.87,#2,71,2,12.44,15.47,12.44
Dalton Kincaid,TE,BUF,NA,NA,5.67,57.78,NA,NA,0.45,NA,8.42,NA,dalton-kincaid,NumberFire,16213,0,0,0,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.35,14.49,#31,90,3,11.27,14.14,11.27
Kyle Pitts,TE,ATL,NA,NA,4.87,58.73,NA,NA,0.39,NA,8.22,NA,kyle-pitts,NumberFire,15329,0,0,0,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.22,14.22,#5,94,4,10.65,13.09,10.65
Trey McBride,TE,ARI,NA,NA,5.99,59.56,NA,NA,0.37,NA,8.1,NA,trey-mcbride,NumberFire,15794,0,0,0,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.14,14.06,#8,96,5,11.11,14.15,11.11
Mark Andrews,TE,BAL,NA,NA,4.93,57.13,NA,NA,0.39,NA,8.01,NA,mark-andrews,NumberFire,13671,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.08,13.94,#3,101,6,10.46,12.96,10.46
George Kittle,TE,SF,NA,NA,3.87,49.58,NA,NA,0.33,NA,6.91,NA,george-kittle,NumberFire,13299,0,0,0,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37,12.45,#4,120,7,8.83,10.8,8.83
Evan Engram,TE,JAC,NA,NA,5.31,48.15,NA,NA,0.36,NA,6.89,NA,evan-engram,NumberFire,13189,0,0,0,NA,NA,NA,NA,NA,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.35,12.43,#18,121,8,9.57,12.27,9.57
David Njoku,TE,CLE,NA,NA,4.07,42.82,NA,NA,0.29,NA,6.01,NA,david-njoku,NumberFire,13192,0,0,0,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,11.24,#7,134,9,8.02,10.08,8.02
Jake Ferguson,TE,DAL,NA,NA,4.28,41.39,NA,NA,0.25,NA,5.66,NA,jake-ferguson,NumberFire,15799,0,0,0,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.56,10.76,#1,141,10,7.78,9.93,7.78
Taysom Hill,TE,NO,NA,NA,1.91,18.57,NA,NA,0.13,NA,5.56,NA,taysom-hill,NumberFire,13424,3.45,20.29,0.16,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,10.63,#29,144,11,6.52,7.51,6.52
Dallas Goedert,TE,PHI,NA,NA,3.82,38.94,NA,NA,0.26,NA,5.44,NA,dallas-goedert,NumberFire,13674,0,0,0,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,10.46,#24,148,12,7.34,9.27,7.34
Brock Bowers,TE,LV,NA,NA,3.96,40.07,NA,NA,0.21,NA,5.26,NA,brock-bowers,NumberFire,16641,0,0,0,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3,10.22,#27,152,13,7.23,9.23,7.23
Dalton Schultz,TE,HOU,NA,NA,3.41,37.33,NA,NA,0.24,NA,5.14,NA,dalton-schultz,NumberFire,13772,0,0,0,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.22,10.06,#19,157,14,6.86,8.58,6.86
Luke Musgrave,TE,GB,NA,NA,3.23,32.75,NA,NA,0.22,NA,4.59,NA,luke-musgrave,NumberFire,16215,0,0,0,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.14,9.32,#23,166,15,6.21,7.84,6.21
Hunter Henry,TE,NE,NA,NA,3.07,35.1,NA,NA,0.14,NA,4.37,NA,hunter-henry,NumberFire,12676,0,0,0,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9.02,#12,170,16,5.89,7.43,5.89
Juwan Johnson,TE,NO,NA,NA,2.9,30.83,NA,NA,0.21,NA,4.36,NA,juwan-johnson,NumberFire,14861,0,0,0,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.28,9,#29,171,17,5.81,7.26,5.81
Noah Fant,TE,SEA,NA,NA,2.8,30.04,NA,NA,0.18,NA,4.1,NA,noah-fant,NumberFire,14137,0,0,0,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.45,8.65,#28,178,18,5.5,6.9,5.5
Jonnu Smith,TE,MIA,NA,NA,2.57,28.49,NA,NA,0.2,NA,4.03,NA,jonnu-smith,NumberFire,13193,0,0,0,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,8.56,#14,182,19,5.31,6.62,5.31
Chigoziem Okonkwo,TE,TEN,NA,NA,2.77,30.47,NA,NA,0.16,NA,4,NA,chigoziem-okonkwo,NumberFire,15889,0,0,0,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,8.52,#15,183,20,5.39,6.79,5.39
Isaiah Likely,TE,BAL,NA,NA,2.43,28.06,NA,NA,0.18,NA,3.89,NA,isaiah-likely,NumberFire,15798,0,0,0,NA,NA,NA,NA,NA,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.37,#3,184,21,5.1,6.32,5.1
Hayden Hurst,TE,LAC,NA,NA,3.22,26.82,NA,NA,0.18,NA,3.74,NA,hayden-hurst,NumberFire,13680,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.69,8.17,#13,186,22,5.33,6.97,5.33
Cade Otton,TE,TB,NA,NA,2.81,26.42,NA,NA,0.18,NA,3.72,NA,cade-otton,NumberFire,15802,0,0,0,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.7,8.14,#32,188,23,5.11,6.53,5.11
Tyler Conklin,TE,NYJ,NA,NA,2.88,26.99,NA,NA,0.14,NA,3.52,NA,tyler-conklin,NumberFire,13675,0,0,0,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.83,7.87,#6,195,24,4.94,6.41,4.94
Mike Gesicki,TE,CIN,NA,NA,2.53,22.92,NA,NA,0.19,NA,3.44,NA,michael-gesicki,NumberFire,13672,0,0,0,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.88,7.76,#22,196,25,4.72,5.98,4.72
Pat Freiermuth,TE,PIT,NA,NA,2.49,25.16,NA,NA,0.15,NA,3.43,NA,pat-freiermuth,NumberFire,15331,0,0,0,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,7.75,#10,197,26,4.64,5.9,4.64
Zach Ertz,TE,WSH,NA,NA,2.66,22.49,NA,NA,0.16,NA,3.23,NA,zach-ertz-1,NumberFire,11247,0,0,0,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.02,7.48,#17,201,27,4.56,5.89,4.56
Will Dissly,TE,LAC,NA,NA,2.41,23.7,NA,NA,0.14,NA,3.21,NA,will-dissly,NumberFire,13763,0,0,0,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.03,7.45,#13,205,28,4.38,5.6,4.38
Colby Parkinson,TE,LA,NA,NA,1.95,22.07,NA,NA,0.16,NA,3.16,NA,colby-parkinson,NumberFire,14871,0,0,0,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.06,7.38,#16,206,29,4.14,5.12,4.14
Kylen Granson,TE,IND,NA,NA,2.3,22.31,NA,NA,0.14,NA,3.08,NA,kylen-granson,NumberFire,15419,0,0,0,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.11,7.27,#9,210,30,4.2,5.36,4.2
