player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Ray Davis,RB,BUF,NA,2.8,12.1,NA,0.1,0.7,0.7,5,NA,NA,0,0,2.41,NA,18460,FleaFlicker,16603,NA,NA,NA,NA,NA,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB57,0.1,17.2,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRJonathon Brooks,RB,CAR,NA,0,12.6,NA,0.1,0.6,0.6,4.5,NA,NA,0,0,2.33,NA,18430,FleaFlicker,16597,NA,NA,NA,NA,NA,ATLSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB34,0.1,17.1,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Johnson,RB,BUF,NA,2.1,7.6,NA,0.1,1,1,7.8,NA,NA,0.1,0,2.18,NA,14842,FleaFlicker,14095,NA,NA,NA,NA,NA,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB73,0.1,15.4,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,2.3,9.7,NA,0.1,0.7,0.7,4.7,NA,NA,0,0,2.04,NA,16480,FleaFlicker,15255,NA,NA,NA,NA,NA,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB76,0.1,14.4,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Benson,RB,ARI,NA,3,12.7,NA,0.1,0.4,0.4,2.6,NA,NA,0,0,2.03,NA,18442,FleaFlicker,16594,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB68,0.1,15.3,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ameer Abdullah,RB,LV,NA,2.5,8.7,NA,0.1,0.9,0.9,7.2,NA,NA,0,0,2.01,NA,11207,FleaFlicker,12155,NA,NA,NA,NA,NA,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,15.9,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Goodson,RB,IND,NA,3.3,10.4,NA,0.1,0.6,0.6,4.8,NA,NA,0,0,2,NA,17175,FleaFlicker,15730,NA,NA,NA,NA,NA,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB81,0.1,15.2,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaac Guerendo,RB,SF,NA,3.6,12.1,NA,0.1,0.4,0.4,2.5,NA,NA,0,0,1.98,NA,18482,FleaFlicker,16688,NA,NA,NA,NA,NA,@SEAThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB72,0.1,14.6,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Luepke,RB,DAL,NA,1.4,5.8,NA,0,1.1,1.1,8.5,NA,NA,0.1,0,1.89,NA,18305,FleaFlicker,16391,NA,NA,NA,NA,NA,DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB100,0.1,14.3,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Emari Demercado,RB,ARI,NA,1.7,8.1,NA,0.1,0.7,0.7,5,NA,NA,0,0,1.71,NA,17978,FleaFlicker,16385,NA,NA,NA,NA,NA,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB86,0.1,13.2,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Eric Gray,RB,NYG,NA,1.7,6.8,NA,0.1,0.6,0.6,3.9,NA,NA,0,0,1.55,NA,17758,FleaFlicker,16173,NA,NA,NA,NA,NA,CINSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB88,0.1,10.7,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Ward,RB,PIT,NA,1.9,8.2,NA,0.1,0.4,0.4,2.8,NA,NA,0,0,1.5,NA,15816,FleaFlicker,15042,NA,NA,NA,NA,NA,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,11.1,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Juszczyk,RB,SF,NA,0.1,0.6,NA,0,1.2,1.2,10.2,NA,NA,0.1,0,1.48,NA,9410,FleaFlicker,11367,NA,NA,NA,NA,NA,@SEAThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,10.9,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRDKendre Miller,RB,NO,NA,1.5,6,NA,0,0.5,0.5,3.3,NA,NA,0,0,1.29,NA,17661,FleaFlicker,16171,NA,NA,NA,NA,NA,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB77,0.1,9.3,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong,RB,CLE,NA,0.5,3.3,NA,0,1,1,6.9,NA,NA,0,0,1.18,NA,16909,FleaFlicker,15733,NA,NA,NA,NA,NA,@PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB84,0,10.3,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Ernest Johnson,RB,JAC,NA,0.7,5,NA,0,0.3,0.3,2.3,NA,NA,0,0,0.83,NA,15453,FleaFlicker,14331,NA,NA,NA,NA,NA,@CHISun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB89,0,7.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy McNichols,RB,WAS,NA,0.6,3.3,NA,0,0.2,0.2,1.6,NA,NA,0,0,0.61,NA,12999,FleaFlicker,13143,NA,NA,NA,NA,NA,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB92,0,4.9,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,0.1,2.8,NA,0,0.2,0.2,1.6,NA,NA,0,0,0.56,NA,17759,FleaFlicker,16176,NA,NA,NA,NA,NA,DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB96,0,4.4,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,DEN,NA,0.1,0.6,NA,0,0.5,0.5,3.3,NA,NA,0,0,0.51,NA,11295,FleaFlicker,12325,NA,NA,NA,NA,NA,LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,3.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NE,NA,0.8,2.9,NA,0,0.2,0.2,1.2,NA,NA,0,0,0.51,NA,15936,FleaFlicker,14821,NA,NA,NA,NA,NA,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,4.2,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sione Vaki,RB,DET,NA,0,1.7,NA,0,0.2,0.2,1.5,NA,NA,0,0,0.32,NA,18489,FleaFlicker,16678,NA,NA,NA,NA,NA,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB91,0,3.2,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,0.1,1.1,NA,0,0.1,0.1,0.8,NA,NA,0,0,0.31,NA,16552,FleaFlicker,15271,NA,NA,NA,NA,NA,JACSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB71,0,1.9,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,0.4,1.7,NA,0,0.1,0.1,0.7,NA,NA,0,0,0.3,NA,18278,FleaFlicker,16166,NA,NA,NA,NA,NA,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0,2.4,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Davis,RB,NYJ,NA,0,1.5,NA,0,0.1,0.1,0.6,NA,NA,0,0,0.27,NA,18492,FleaFlicker,16752,NA,NA,NA,NA,NA,BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,RB99,0,2.1,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dylan Laube,RB,LV,NA,0.3,1.1,NA,0,0.2,0.2,1.4,NA,NA,0,0,0.25,NA,18520,FleaFlicker,16613,NA,NA,NA,NA,NA,PITSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB93,0,2.5,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,BAL,NA,17.46,78.23,NA,0.82,NA,1.74,16.74,NA,NA,0.1,NA,14.96,NA,derrick-henry,NumberFire,12626,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.74,23.18,#28,21,1,15.85,9100,1.74,16.75,8000,2.09,15.85,36,0.44
Bijan Robinson,RB,ATL,NA,16.52,72.97,NA,0.56,NA,3.86,28.47,NA,NA,0.24,NA,14.7,NA,bijan-robinson,NumberFire,16161,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.56,22.84,#29,22,2,16.65,8500,1.96,18.71,6600,2.83,16.65,29,0.57
Jordan Mason,RB,SF,NA,18.28,84.27,NA,0.71,NA,2.13,15.01,NA,NA,0.1,NA,14.57,NA,jordan-mason,NumberFire,15972,NA,NA,NA,NA,NA,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.47,22.67,#10,23,3,15.63,8900,1.76,16.82,7600,2.21,15.63,30,0.52
Saquon Barkley,RB,PHI,NA,18.35,79.07,NA,0.56,NA,2.89,17.48,NA,NA,0.14,NA,13.77,NA,saquon-barkley,NumberFire,13604,NA,NA,NA,NA,NA,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.93,21.61,#17,30,4,15.2,9200,1.65,16.72,8200,2.04,15.2,36,0.42
Josh Jacobs,RB,GB,NA,17.1,74.72,NA,0.55,NA,2.16,15.87,NA,NA,0.13,NA,13,NA,josh-jacobs,NumberFire,14073,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,20.58,#27,34,5,14.02,7600,1.84,15.21,6700,2.27,14.02,27,0.52
Najee Harris,RB,PIT,NA,20.04,80.01,NA,0.51,NA,2.47,14.67,NA,NA,0.1,NA,13,NA,najee-harris,NumberFire,15254,NA,NA,NA,NA,NA,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.42,20.58,#19,34,5,14.22,7200,1.98,15.54,5800,2.68,14.22,22,0.65
Jahmyr Gibbs,RB,DET,NA,12.99,59.27,NA,0.6,NA,3.37,23.81,NA,NA,0.19,NA,12.97,NA,jahmyr-gibbs,NumberFire,16162,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.4,20.54,#23,36,7,14.65,7800,1.88,16.4,7000,2.34,14.65,32,0.46
Chuba Hubbard,RB,CAR,NA,17.22,71.52,NA,0.43,NA,3.18,23.14,NA,NA,0.12,NA,12.63,NA,chuba-hubbard,NumberFire,15261,NA,NA,NA,NA,NA,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.17,20.09,#18,37,8,14.28,7400,1.93,15.93,6300,2.53,14.28,29,0.49
Breece Hall,RB,NYJ,NA,14.61,65.17,NA,0.35,NA,3.98,30.9,NA,NA,0.17,NA,12.49,NA,breece-hall,NumberFire,15708,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.07,19.91,#7,38,9,14.54,7500,1.94,16.64,6800,2.45,14.54,30,0.48
Tony Pollard,RB,TEN,NA,15.51,70.26,NA,0.54,NA,2.23,16.91,NA,NA,0.1,NA,12.43,NA,tony-pollard,NumberFire,14085,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.03,19.83,#25,39,10,13.53,7000,1.93,14.73,6000,2.46,13.53,27,0.5
D'Andre Swift,RB,CHI,NA,15.56,67.79,NA,0.55,NA,2.43,17.44,NA,NA,0.11,NA,12.33,NA,d-andre-swift,NumberFire,14797,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.97,19.69,#30,40,11,13.54,6900,1.96,14.84,6200,2.39,13.54,25,0.54
James Conner,RB,ARI,NA,16.82,72.26,NA,0.52,NA,1.79,12.02,NA,NA,0.07,NA,11.95,NA,james-conner,NumberFire,13146,NA,NA,NA,NA,NA,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.71,19.19,#14,41,12,12.8,8000,1.6,13.74,6800,2.02,12.8,31,0.41
James Cook,RB,BUF,NA,15.87,72.24,NA,0.36,NA,2.3,20.43,NA,NA,0.11,NA,11.89,NA,james-cook,NumberFire,15715,NA,NA,NA,NA,NA,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.67,19.11,#5,42,13,13.02,8100,1.61,14.29,7200,1.98,13.02,29,0.45
Alvin Kamara,RB,NO,NA,16,64.83,NA,0.4,NA,3.58,22.32,NA,NA,0.13,NA,11.79,NA,alvin-kamara,NumberFire,13132,NA,NA,NA,NA,NA,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.6,18.98,#24,43,14,13.59,8800,1.54,15.45,7700,2.01,13.59,40,0.34
J.K. Dobbins,RB,LAC,NA,15.27,71.75,NA,0.46,NA,2.04,12.41,NA,NA,0.07,NA,11.5,NA,j-k-dobbins,NumberFire,14800,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41,18.59,#2,45,15,12.54,6700,1.87,13.61,6200,2.2,12.54,28,0.45
David Montgomery,RB,DET,NA,13.71,56.43,NA,0.61,NA,1.49,12.16,NA,NA,0.08,NA,10.93,NA,david-montgomery,NumberFire,14071,NA,NA,NA,NA,NA,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.02,17.84,#23,47,16,11.64,7900,1.47,12.45,6500,1.92,11.64,29,0.4
Trey Sermon,RB,IND,NA,15.2,66.22,NA,0.43,NA,1.63,11.81,NA,NA,0.08,NA,10.79,NA,trey-sermon,NumberFire,15257,NA,NA,NA,NA,NA,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.93,17.65,#6,48,17,11.62,6000,1.94,12.47,6000,2.08,11.62,10,1.16
Kenneth Walker III,RB,SEA,NA,12.77,55.99,NA,0.49,NA,2.15,15.69,NA,NA,0.09,NA,10.61,NA,kenneth-walker-iii,NumberFire,15711,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.81,17.41,#15,49,18,11.68,7300,1.6,12.79,7100,1.8,11.68,31,0.38
Rhamondre Stevenson,RB,NE,NA,15.09,65.63,NA,0.36,NA,2.39,15.16,NA,NA,0.06,NA,10.29,NA,rhamondre-stevenson,NumberFire,15259,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59,16.99,#16,52,19,11.47,6800,1.69,12.84,6100,2.1,11.47,25,0.46
Jerome Ford,RB,CLE,NA,14.77,63.32,NA,0.29,NA,2.65,15.99,NA,NA,0.08,NA,10.11,NA,jerome-ford,NumberFire,15713,NA,NA,NA,NA,NA,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.47,16.75,#26,55,20,11.42,6200,1.84,12.78,5600,2.28,11.42,21,0.54
Rico Dowdle,RB,DAL,NA,13.68,57.3,NA,0.41,NA,1.81,14.71,NA,NA,0.09,NA,10.09,NA,rico-dowdle,NumberFire,14823,NA,NA,NA,NA,NA,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.46,16.72,#20,56,21,11.01,6100,1.8,11.97,5900,2.03,11.01,21,0.52
Zack Moss,RB,CIN,NA,11.19,48.65,NA,0.38,NA,2.68,19.63,NA,NA,0.13,NA,9.94,NA,zack-moss,NumberFire,14798,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.36,16.52,#13,59,22,11.25,6500,1.73,12.59,5900,2.13,11.25,22,0.51
Brian Robinson,RB,WSH,NA,13.14,55.08,NA,0.41,NA,1.77,13.89,NA,NA,0.07,NA,9.6,NA,brian-robinson,NumberFire,15716,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.13,16.07,#22,62,23,10.44,7700,1.36,11.45,6400,1.79,10.44,NA,NA
Chase Brown,RB,CIN,NA,10.81,49.32,NA,0.35,NA,2.05,15.48,NA,NA,0.12,NA,9.19,NA,chase-brown,NumberFire,16181,NA,NA,NA,NA,NA,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.85,15.53,#13,67,24,10.21,5400,1.89,11.3,6100,1.85,10.21,23,0.44
Travis Etienne,RB,JAC,NA,10.44,45.12,NA,0.33,NA,2.59,20.09,NA,NA,0.1,NA,9.09,NA,travis-etienne,NumberFire,15253,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.79,15.39,#3,70,25,10.38,7100,1.46,11.69,6400,1.83,10.38,NA,NA
Bucky Irving,RB,TB,NA,11.66,51.87,NA,0.39,NA,1.49,11.1,NA,NA,0.06,NA,8.87,NA,bucky-irving,NumberFire,16598,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.64,15.1,#8,72,26,9.6,5700,1.68,10.43,5400,1.93,9.6,18,0.53
Rachaad White,RB,TB,NA,10.48,42.19,NA,0.27,NA,3.04,23.58,NA,NA,0.13,NA,8.86,NA,rachaad-white,NumberFire,15721,NA,NA,NA,NA,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.63,15.09,#8,73,27,10.42,6300,1.65,12,5700,2.11,10.42,20,0.52
Tyrone Tracy Jr.,RB,NYG,NA,10.27,46.75,NA,0.38,NA,1.95,13.79,NA,NA,0.09,NA,8.71,NA,tyrone-tracy-jr,NumberFire,16747,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.53,14.89,#31,75,28,9.69,5800,1.67,10.75,5700,1.89,9.69,10,0.97
Javonte Williams,RB,DEN,NA,12.68,52.3,NA,0.23,NA,2.8,15.93,NA,NA,0.09,NA,8.62,NA,javonte-williams,NumberFire,15256,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.47,14.77,#4,76,29,10.06,5900,1.71,11.51,5500,2.09,10.06,21,0.48
Tyjae Spears,RB,TEN,NA,8.18,36.03,NA,0.27,NA,3.07,23.97,NA,NA,0.15,NA,8.51,NA,tyjae-spears,NumberFire,16165,NA,NA,NA,NA,NA,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,14.62,#25,77,30,10.02,5700,1.76,11.58,5100,2.27,10.02,18,0.56
Alexander Mattison,RB,LV,NA,12.07,49.69,NA,0.27,NA,1.75,13.08,NA,NA,0.07,NA,8.15,NA,alexander-mattison,NumberFire,14223,NA,NA,NA,NA,NA,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15,14.15,#9,80,31,9.03,5600,1.61,10,5300,1.89,9.03,18,0.5
Tank Bigsby,RB,JAC,NA,11.49,50.3,NA,0.4,NA,0.52,4.1,NA,NA,0.02,NA,7.69,NA,tank-bigsby,NumberFire,16164,NA,NA,NA,NA,NA,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.84,13.54,#3,85,32,7.98,6000,1.33,8.37,6000,1.4,7.98,16,0.5
Tyler Allgeier,RB,ATL,NA,9.64,42.81,NA,0.28,NA,1.13,8.28,NA,NA,0.08,NA,7.28,NA,tyler-allgeier,NumberFire,15712,NA,NA,NA,NA,NA,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.57,12.99,#29,92,33,7.85,5400,1.45,8.42,5100,1.65,7.85,16,0.49
Braelon Allen,RB,NYJ,NA,9.96,44.93,NA,0.22,NA,1.27,9.64,NA,NA,0.06,NA,7.06,NA,braelon-allen,NumberFire,16596,NA,NA,NA,NA,NA,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.42,12.7,#7,97,34,7.69,5800,1.33,8.38,5300,1.58,7.69,19,0.4
Zach Charbonnet,RB,SEA,NA,7.57,33.11,NA,0.23,NA,2.31,15.68,NA,NA,0.1,NA,6.85,NA,zach-charbonnet,NumberFire,16169,NA,NA,NA,NA,NA,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.28,12.42,#15,102,35,8.01,5600,1.43,9.17,5500,1.67,8.01,21,0.38
Joe Mixon,RB,HOU,NA,8.52,33.89,NA,0.31,NA,1.29,10.44,NA,NA,0.06,NA,6.65,NA,joe-mixon,NumberFire,13131,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14,12.16,#21,108,36,7.3,8300,0.88,7.94,6900,1.15,7.3,32,0.23
Antonio Gibson,RB,NE,NA,8.18,33.68,NA,0.2,NA,2.1,16.91,NA,NA,0.06,NA,6.4,NA,antonio-gibson,NumberFire,14852,NA,NA,NA,NA,NA,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.98,11.82,#16,112,37,7.41,5500,1.35,8.59,5300,1.62,7.41,15,0.49
Jaleel McLaughlin,RB,DEN,NA,8.31,37.11,NA,0.18,NA,2.01,12.16,NA,NA,0.06,NA,6.34,NA,jaleel-mclaughlin,NumberFire,16390,NA,NA,NA,NA,NA,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.94,11.74,#4,114,38,7.29,5200,1.4,8.34,4400,1.9,7.29,12,0.61
Austin Ekeler,RB,WSH,NA,3.98,17.35,NA,0.17,NA,3.17,24.9,NA,NA,0.17,NA,6.13,NA,austin-ekeler-1,NumberFire,13404,NA,NA,NA,NA,NA,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.79,11.47,#22,115,39,7.69,5700,1.35,9.37,5600,1.67,7.69,21,0.37
Justice Hill,RB,BAL,NA,3.97,18.08,NA,0.13,NA,2.94,23.89,NA,NA,0.2,NA,6.08,NA,justice-hill,NumberFire,14086,NA,NA,NA,NA,NA,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,11.4,#28,117,40,7.55,5500,1.37,9.08,5200,1.75,7.55,17,0.44
Gus Edwards,RB,LAC,NA,8.58,41.03,NA,0.24,NA,0.59,4.64,NA,NA,0.02,NA,6,NA,gus-edwards,NumberFire,13850,NA,NA,NA,NA,NA,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.71,11.29,#2,121,41,6.3,5100,1.24,6.66,4200,1.59,6.3,11,0.57
Emanuel Wilson,RB,GB,NA,8.18,35.19,NA,0.21,NA,1.27,9.03,NA,NA,0.08,NA,5.98,NA,emanuel-wilson,NumberFire,16432,NA,NA,NA,NA,NA,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,11.27,#27,122,42,6.6,5200,1.27,7.33,4300,1.7,6.6,13,0.51
Roschon Johnson,RB,CHI,NA,7.14,31.16,NA,0.23,NA,1.26,8.59,NA,NA,0.06,NA,5.65,NA,roschon-johnson,NumberFire,16175,NA,NA,NA,NA,NA,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47,10.83,#30,130,43,6.27,6000,1.05,6.94,5000,1.39,6.27,16,0.39
Devin Singletary,RB,NYG,NA,6.67,29.52,NA,0.24,NA,1.01,6.54,NA,NA,0.04,NA,5.21,NA,devin-singletary,NumberFire,14080,NA,NA,NA,NA,NA,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.17,10.25,#31,137,44,5.71,6100,0.94,6.26,6300,0.99,5.71,25,0.23
Dare Ogunbowale,RB,HOU,NA,5.11,20.08,NA,0.13,NA,1.96,16.13,NA,NA,0.09,NA,4.96,NA,dare-ogunbowale,NumberFire,13148,NA,NA,NA,NA,NA,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,9.91,#21,140,45,5.92,5400,1.1,6.9,4800,1.44,5.92,10,0.59
