player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,dst_int,dst_fum_recvr,dst_sacks,dst_fumbles,dst_tackles,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Dylan Laube,RB,LV,NA,0.1,0.8,NA,0,NA,0.1,0.9,NA,NA,0,0,0.2,NA,26194,FantasyPros,16613,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Shipley,RB,PHI,NA,0.2,0.9,NA,0,NA,0.1,0.7,NA,NA,0,0,0.2,NA,22930,FantasyPros,16601,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,MIN,NA,0.1,0.3,NA,0,NA,0.1,0.4,NA,NA,0,0,0.1,NA,19268,FantasyPros,14799,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Taylor Jr.,RB,SF,NA,0,0.5,NA,0,NA,0.1,0.5,NA,NA,0,0,0.1,NA,19544,FantasyPros,14817,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Henry, Derrick",RB,BAL,NA,15.6,94,NA,0.9,1.7,1.2,11,NA,NA,0.2,0,17,NA,NA,FantasySharks,12626,NA,NA,NA,NA,NA,@CLE,0.7,0.1,0.1,0,0,0.1,0.4,0,0,1,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Kyren",RB,LAR,NA,17.8,75,NA,1.1,2.8,2.1,12,NA,NA,0.1,0.2,15.7,NA,NA,FantasySharks,15710,NA,NA,NA,NA,NA,MIN,0.9,0.1,0,0,0,0,0.9,0.1,0,0,2.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Barkley, Saquon",RB,PHI,NA,16.8,88,NA,0.6,3.4,2.5,17,NA,NA,0.2,0.1,15.2,NA,NA,FantasySharks,13604,NA,NA,NA,NA,NA,@CIN,0.4,0.1,0,0,0,0.1,0.5,0.1,0,0,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Conner, James",RB,ARI,NA,17.9,84,NA,0.6,3.5,2.7,21,NA,NA,0.1,0.1,14.7,NA,NA,FantasySharks,13146,NA,NA,NA,NA,NA,@MIA,0.5,0,0.1,0,0,0,0.2,0.1,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibbs, Jahmyr",RB,DET,NA,12.5,69,NA,0.8,4,2.9,21,NA,NA,0.1,0.1,14.3,NA,NA,FantasySharks,16162,NA,NA,NA,NA,NA,TEN,0.5,0.1,0.1,0,0.1,0,0.7,0.1,0,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mixon, Joe",RB,HOU,NA,15.3,67,NA,0.6,3.6,2.7,22,NA,NA,0.3,0,14.2,NA,NA,FantasySharks,13131,NA,NA,NA,NA,NA,IND,0.5,0,0.1,0,0,0,0.7,0.1,0,0,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Walker III, Kenneth",RB,SEA,NA,15.1,64,NA,0.8,3.7,3.1,23,NA,NA,0.1,0,14.2,NA,NA,FantasySharks,15711,NA,NA,NA,NA,NA,BUF,0.4,0.1,0.2,0,0,0,0.6,0.1,0.1,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hall, Breece",RB,NYJ,NA,15,62,NA,0.4,6.5,4.8,43,NA,NA,0.2,0.1,13.9,NA,NA,FantasySharks,15708,NA,NA,NA,NA,NA,@NEP,0.2,0.1,0,0,0,0.1,0.5,0.2,0.1,0,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason, Jordan",RB,SFO,NA,15.8,81,NA,0.5,2.3,1.8,16,NA,NA,0.1,0.2,12.8,NA,NA,FantasySharks,15972,NA,NA,NA,NA,NA,DAL,0.4,0.1,0,0,0,0,0.4,0.1,0,0,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Jonathan",RB,IND,NA,15,70,NA,0.7,3,2,15,NA,NA,0.1,0.1,12.7,NA,NA,FantasySharks,14802,NA,NA,NA,NA,NA,@HOU,0.5,0,0.1,0,0,0,0.4,0.1,0,2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, David",RB,DET,NA,13.1,62,NA,0.8,2.1,1.7,16,NA,NA,0,0.1,12.5,NA,NA,FantasySharks,14071,NA,NA,NA,NA,NA,TEN,0.7,0.1,0,0,0,0,0.1,0.1,0,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, James",RB,BUF,NA,14.1,63,NA,0.4,2.8,2.3,25,NA,NA,0.2,0.1,12.4,NA,NA,FantasySharks,15715,NA,NA,NA,NA,NA,@SEA,0.3,0.1,0,0,0.1,0,0.3,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Achane, De'Von",RB,MIA,NA,13.1,61,NA,0.4,4.4,3.2,27,NA,NA,0.2,0.1,12.4,NA,NA,FantasySharks,16167,NA,NA,NA,NA,NA,ARI,0.3,0.1,0.1,0,0,0,0.6,0.1,0.1,3,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Swift, D'Andre",RB,CHI,NA,16,65,NA,0.5,3.5,2.8,25,NA,NA,0,0,12.2,NA,NA,FantasySharks,14797,NA,NA,NA,NA,NA,@WAS,0.3,0.1,0,0.1,0,0,0.1,0.1,0.1,0,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Bijan",RB,ATL,NA,13.7,64,NA,0.4,4.8,3.4,28,NA,NA,0.1,0.1,12.1,NA,NA,FantasySharks,16161,NA,NA,NA,NA,NA,@TBB,0.4,0,0,0,0,0,0.6,0.1,0.1,0.1,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,12.1,65,NA,0.7,2.3,1.7,13,NA,NA,0,0,11.8,NA,NA,FantasySharks,16164,NA,NA,NA,NA,NA,GBP,0.4,0.1,0,0,0,0.1,0.1,0.1,0,0,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hunt, Kareem",RB,KCC,NA,16,60,NA,0.7,2.3,1.7,11,NA,NA,0,0,11.5,NA,NA,FantasySharks,13138,NA,NA,NA,NA,NA,@LVR,0.7,0,0,0,0,0,0.7,0,0,0,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Aaron",RB,MIN,NA,13.9,68,NA,0.3,3.6,3,26,NA,NA,0.1,0.1,11.5,NA,NA,FantasySharks,13319,NA,NA,NA,NA,NA,@LAR,0.2,0,0,0.1,0,0,1.1,0.1,0.1,0,1.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Brian",RB,WAS,NA,13.1,56,NA,0.5,2.2,1.7,16,NA,NA,0.1,0.1,11,NA,NA,FantasySharks,15716,NA,NA,NA,NA,NA,CHI,0.5,0,0,0,0,0,0.3,0.1,0,2,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jacobs, Josh",RB,GBP,NA,17.2,74,NA,0.2,2.9,2.4,18,NA,NA,0.1,0.1,10.9,NA,NA,FantasySharks,14073,NA,NA,NA,NA,NA,@JAC,0.2,0,0,0,0,0,0.5,0.1,0,0,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobbins, J.K.",RB,LAC,NA,15.3,66,NA,0.4,3.3,2.7,17,NA,NA,0,0.1,10.8,NA,NA,FantasySharks,14800,NA,NA,NA,NA,NA,NOS,0.2,0.1,0,0,0.1,0,0.4,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Najee",RB,PIT,NA,16,66,NA,0.4,2.7,1.8,15,NA,NA,0,0,10.7,NA,NA,FantasySharks,15254,NA,NA,NA,NA,NA,NYG,0.3,0.1,0,0.1,0,0,0.2,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Rachaad",RB,TBB,NA,10.7,44,NA,0.1,5,3.8,38,NA,NA,0.3,0.1,10.5,NA,NA,FantasySharks,15721,NA,NA,NA,NA,NA,ATL,0.1,0,0,0,0,0,0.5,0.1,0.1,3,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Javonte",RB,DEN,NA,14.2,57,NA,0.3,4.9,3.7,24,NA,NA,0.1,0.1,10.1,NA,NA,FantasySharks,15256,NA,NA,NA,NA,NA,CAR,0.3,0,0,0,0,0,0.3,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hubbard, Chuba",RB,CAR,NA,14.7,65,NA,0.4,3.3,2.7,13,NA,NA,0.1,0.1,10.1,NA,NA,FantasySharks,15261,NA,NA,NA,NA,NA,@DEN,0.3,0,0,0.1,0,0,0.4,0.1,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kamara, Alvin",RB,NOS,NA,12,45,NA,0.4,5,4,25,NA,NA,0.1,0.1,10,NA,NA,FantasySharks,13132,NA,NA,NA,NA,NA,@LAC,0.4,0.1,0,0,0,0,0.4,0.1,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Chase",RB,CIN,NA,10.7,45,NA,0.5,2.8,2.3,14,NA,NA,0.2,0,9.9,NA,NA,FantasySharks,16181,NA,NA,NA,NA,NA,PHI,0.3,0,0,0.1,0,0,0.7,0.1,0,7,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pollard, Tony",RB,TEN,NA,13.1,54,NA,0.4,3.8,2.6,15,NA,NA,0,0,9.6,NA,NA,FantasySharks,14085,NA,NA,NA,NA,NA,@DET,0.2,0,0.2,0,0,0,0.5,0.1,0,0,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowdle, Rico",RB,DAL,NA,10.8,45,NA,0.2,3.5,2.7,22,NA,NA,0.2,0,9.1,NA,NA,FantasySharks,14823,NA,NA,NA,NA,NA,@SFO,0.2,0,0,0,0,0,0.3,0.1,0,1,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chubb, Nick",RB,CLE,NA,12,54,NA,0.3,3.4,2.5,16,NA,NA,0.1,0,9,NA,NA,FantasySharks,13610,NA,NA,NA,NA,NA,BAL,0.2,0,0,0,0,0,0.1,0.1,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Singletary, Devin",RB,NYG,NA,13.2,54,NA,0.4,2.7,2.1,15,NA,NA,0,0.2,8.8,NA,NA,FantasySharks,14080,NA,NA,NA,NA,NA,@PIT,0.4,0,0,0,0,0,0.1,0.1,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mattison, Alexander",RB,LVR,NA,10.1,39,NA,0.3,2.6,1.9,17,NA,NA,0.1,0.1,8,NA,NA,FantasySharks,14223,NA,NA,NA,NA,NA,KCC,0.3,0,0,0,0,0,0.2,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mostert, Raheem",RB,MIA,NA,10.3,45,NA,0.4,1.9,1.3,8,NA,NA,0,0.2,7.9,NA,NA,FantasySharks,12447,NA,NA,NA,NA,NA,ARI,0.3,0.1,0,0,0,0,0.2,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Irving, Bucky",RB,TBB,NA,9.6,44,NA,0.3,2.5,2,15,NA,NA,0,0.1,7.8,NA,NA,FantasySharks,16598,NA,NA,NA,NA,NA,ATL,0.3,0,0,0,0,0,0.2,0.1,0,10,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ekeler, Austin",RB,WAS,NA,7.8,36,NA,0.2,3.3,2.7,27,NA,NA,0,0.1,7.7,NA,NA,FantasySharks,13404,NA,NA,NA,NA,NA,CHI,0.2,0,0.1,0,0,0,0.3,0.1,0.1,24,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,10.6,50,NA,0.2,1.4,1.2,11,NA,NA,0,0,7.7,NA,NA,FantasySharks,15712,NA,NA,NA,NA,NA,@TBB,0.2,0,0,0,0,0,0.1,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stevenson, Rhamondre",RB,NEP,NA,11.3,47,NA,0.3,3.9,2.9,15,NA,NA,0,0.2,7.6,NA,NA,FantasySharks,15259,NA,NA,NA,NA,NA,NYJ,0.2,0,0,0.1,0,0,0.6,0.1,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodson, Tyler",RB,IND,NA,8,44,NA,0.2,1.4,1.3,9,NA,NA,0,0,6.5,NA,NA,FantasySharks,15730,NA,NA,NA,NA,NA,@HOU,0.2,0,0,0,0,0,0.1,0,0,5,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Roschon",RB,CHI,NA,7.5,30,NA,0.4,2.3,1.6,12,NA,NA,0,0,6.3,NA,NA,FantasySharks,16175,NA,NA,NA,NA,NA,@WAS,0.4,0,0,0,0,0,0.1,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Ray",RB,BUF,NA,7,31,NA,0.3,1.4,1.2,10,NA,NA,0,0,6.2,NA,NA,FantasySharks,16603,NA,NA,NA,NA,NA,@SEA,0.2,0.1,0,0,0,0,0.1,0,0,4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Charbonnet, Zach",RB,SEA,NA,7,29,NA,0.2,3.1,2.5,18,NA,NA,0.1,0,6.1,NA,NA,FantasySharks,16169,NA,NA,NA,NA,NA,BUF,0.1,0.1,0,0,0,0,0.1,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moss, Zack",RB,CIN,NA,7.6,27,NA,0.1,2.6,2,17,NA,NA,0.1,0.1,5.9,NA,NA,FantasySharks,14798,NA,NA,NA,NA,NA,PHI,0.1,0,0,0,0,0,0.2,0.1,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Warren, Jaylen",RB,PIT,NA,7.8,34,NA,0.1,3.2,2.6,16,NA,NA,0,0.1,5.6,NA,NA,FantasySharks,15742,NA,NA,NA,NA,NA,NYG,0,0.1,0,0,0,0,0.3,0.1,0,6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sermon, Trey",RB,IND,NA,8,38,NA,0.2,0.9,0.6,3,NA,NA,0,0,5.3,NA,NA,FantasySharks,15257,NA,NA,NA,NA,NA,@HOU,0.2,0,0,0,0,0,0.2,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Jaleel",RB,DEN,NA,6.2,27,NA,0.1,2.7,2.2,10,NA,NA,0.1,0.1,5.2,NA,NA,FantasySharks,16390,NA,NA,NA,NA,NA,CAR,0.1,0,0,0,0,0,0.4,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Justice",RB,BAL,NA,4.3,18,NA,0.1,3.1,2.1,20,NA,NA,0.2,0,5.2,NA,NA,FantasySharks,14086,NA,NA,NA,NA,NA,@CLE,0.1,0,0,0,0,0,0.4,0.1,0,11,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Elliott, Ezekiel",RB,DAL,NA,7.9,26,NA,0.1,2.3,1.7,12,NA,NA,0.1,0,4.9,NA,NA,FantasySharks,12625,NA,NA,NA,NA,NA,@SFO,0.1,0,0,0,0,0,0.3,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Dameon",RB,HOU,NA,6.9,28,NA,0.2,1.2,1,7,NA,NA,0,0,4.9,NA,NA,FantasySharks,15717,NA,NA,NA,NA,NA,IND,0.1,0.1,0,0,0,0.1,0.1,0,0,8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler, Ty",RB,MIN,NA,8.4,31,NA,0.1,1.8,1.5,10,NA,NA,0,0,4.8,NA,NA,FantasySharks,15723,NA,NA,NA,NA,NA,@LAR,0.1,0,0,0,0,0,0.4,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gibson, Antonio",RB,NEP,NA,6.4,27,NA,0.1,2.3,1.8,17,NA,NA,0,0,4.8,NA,NA,FantasySharks,14852,NA,NA,NA,NA,NA,NYJ,0,0,0,0,0,0,0.2,0.1,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Emanuel",RB,GBP,NA,4.7,25,NA,0,1.5,0.9,9,NA,NA,0.1,0,4.1,NA,NA,FantasySharks,16432,NA,NA,NA,NA,NA,@JAC,0,0,0,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Herbert, Khalil",RB,CHI,NA,6,27,NA,0.2,1.3,0.9,4,NA,NA,0,0,4.1,NA,NA,FantasySharks,15271,NA,NA,NA,NA,NA,@WAS,0.1,0,0,0,0,0,0.2,0,0,4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Guerendo, Isaac",RB,SFO,NA,4.8,29,NA,0.1,1.3,0.9,8,NA,NA,0,0,4.1,NA,NA,FantasySharks,16688,NA,NA,NA,NA,NA,DAL,0,0,0,0,0,0,0.2,0,0,9,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Sean",RB,TBB,NA,3.3,20,NA,0.1,0.8,0.7,9,NA,NA,0.1,0,4.1,NA,NA,FantasySharks,16166,NA,NA,NA,NA,NA,ATL,0.1,0,0,0,0,0,0,0,0,22,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Braelon",RB,NYJ,NA,5.8,21,NA,0.1,2.2,1.5,11,NA,NA,0.1,0,4,NA,NA,FantasySharks,16596,NA,NA,NA,NA,NA,@NEP,0,0,0.1,0,0,0,0.1,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tracy, Tyrone",RB,NYG,NA,5.6,24,NA,0.1,2,1.5,11,NA,NA,0,0,3.9,NA,NA,FantasySharks,16747,NA,NA,NA,NA,NA,@PIT,0.1,0,0,0,0,0,0.1,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Ty",RB,BUF,NA,2.6,11,NA,0.1,1,0.8,8,NA,NA,0.2,0,3.8,NA,NA,FantasySharks,14095,NA,NA,NA,NA,NA,@SEA,0.1,0,0,0,0,0,0.4,0,0,12,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gainwell, Kenneth",RB,PHI,NA,4.9,23,NA,0.1,2,1.5,10,NA,NA,0,0,3.7,NA,NA,FantasySharks,15255,NA,NA,NA,NA,NA,@CIN,0,0,0,0,0,0,0.1,0,0,7,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Zamir",RB,LVR,NA,7.8,30,NA,0,1.5,1.1,8,NA,NA,0,0.3,3.6,NA,NA,FantasySharks,15714,NA,NA,NA,NA,NA,KCC,0,0,0,0,0,0,0.1,0,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vidal, Kimani",RB,LAC,NA,5.8,18,NA,0,1,0.8,9,NA,NA,0.1,0,3.6,NA,NA,FantasySharks,16757,NA,NA,NA,NA,NA,NOS,0,0,0,0,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Demercado, Emari",RB,ARI,NA,3.7,22,NA,0.1,1.9,1.5,9,NA,NA,0,0,3.4,NA,NA,FantasySharks,16385,NA,NA,NA,NA,NA,@MIA,0,0,0,0,0,0,0.2,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut, Julius",RB,TEN,NA,5,18,NA,0.1,1.9,1.6,9,NA,NA,0,0,3.3,NA,NA,FantasySharks,15965,NA,NA,NA,NA,NA,@DET,0.1,0,0,0,0,0,0.1,0,0,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Samaje",RB,KCC,NA,2.5,9,NA,0.1,2.1,1.6,16,NA,NA,0,0,3.2,NA,NA,FantasySharks,13133,NA,NA,NA,NA,NA,@LVR,0.1,0,0,0,0,0,0.2,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, D'Ernest",RB,JAC,NA,4.9,21,NA,0,1.5,1.1,11,NA,NA,0,0,3.2,NA,NA,FantasySharks,14331,NA,NA,NA,NA,NA,GBP,0,0,0,0,0,0,0.2,0,0,6,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,4.9,18,NA,0.1,1.9,1.4,8,NA,NA,0,0,3,NA,NA,FantasySharks,14079,NA,NA,NA,NA,NA,@DEN,0.1,0,0,0,0,0,0.3,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Akers, Cam",RB,MIN,NA,5,17,NA,0.1,1.3,0.9,5,NA,NA,0.1,0,2.9,NA,NA,FantasySharks,14799,NA,NA,NA,NA,NA,@LAR,0.1,0,0,0,0,0,0.3,0,0,20,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jamaal",RB,NOS,NA,4.9,17,NA,0.1,1.1,0.9,4,NA,NA,0,0,2.8,NA,NA,FantasySharks,13139,NA,NA,NA,NA,NA,@LAC,0,0.1,0,0,0,0,0.1,0,0,11,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lloyd, MarShawn",RB,GBP,NA,5.1,21,NA,0,1.2,0.7,3,NA,NA,0,0,2.7,NA,NA,FantasySharks,16604,NA,NA,NA,NA,NA,@JAC,0,0,0,0,0,0,0.2,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juszczyk, Kyle",RB,SFO,NA,0.4,1,NA,0.1,2.3,1.6,13,NA,NA,0.1,0,2.5,NA,NA,FantasySharks,11367,NA,NA,NA,NA,NA,DAL,0.1,0,0,0,0,0,0.4,0.1,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luepke, Hunter",RB,DAL,NA,0.4,1,NA,0.2,0.9,0.6,12,NA,NA,0,0,2.4,NA,NA,FantasySharks,16391,NA,NA,NA,NA,NA,@SFO,0.2,0,0,0,0,0,0,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
