player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
"Davis, Derius",WR,LAC,NA,1,0.7,3,NA,NA,0,NA,3,NA,0,0,0.7,NA,NA,FantasySharks,16299,TEN,0.2,0,0,0,0,0,0,13,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,0.9,0.5,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,13862,@LAR,0.2,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Jha'Quan",WR,TEN,NA,2.1,0.9,6,NA,NA,0,NA,0,NA,0,0,0.6,NA,NA,FantasySharks,16758,@LAC,0.3,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Malik",WR,MIA,NA,1.1,0.6,4,NA,NA,0,NA,1,NA,0,0,0.5,NA,NA,FantasySharks,16684,@LAR,0.2,0,0,0,0,0,0,9,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Charlie",WR,CIN,NA,0.7,0.5,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,16203,@BAL,0.1,0,0,0,0,0,0,8,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Flournoy, Ryan",WR,DAL,NA,1.5,0.6,8,NA,NA,0,NA,0,NA,0,0.2,0.5,NA,NA,FantasySharks,16778,PHI,0.1,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,NOS,NA,1.5,0.6,5,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,13793,ATL,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Marsette, Ihmir",WR,NYG,NA,0.5,0.4,2,NA,NA,0,NA,2,NA,0,0,0.5,NA,NA,FantasySharks,15434,@CAR,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Carter, DeAndre",WR,CHI,NA,1,0.6,4,NA,NA,0,NA,1,NA,0,0,0.5,NA,NA,FantasySharks,12394,NEP,0.3,0,0,0,0,0,0,37,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,WAS,NA,0.7,0.5,4,NA,NA,0,NA,0,NA,0,0,0.5,NA,NA,FantasySharks,12184,PIT,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vele, Devaughn",WR,DEN,NA,0.9,0.9,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16788,@KCC,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Covey, Britain",WR,PHI,NA,1.3,0.7,4,NA,NA,0,NA,0.1,NA,0,0,0.4,NA,NA,FantasySharks,15772,@DAL,0.2,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dubose, Grant",WR,MIA,NA,0.8,0.4,4,NA,NA,0,NA,0,NA,0,0,0.4,NA,NA,FantasySharks,16374,@LAR,0.1,0,0,0,0,0,0,6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,JAC,NA,0.5,0.3,3,NA,NA,0,NA,1,NA,0,0,0.4,NA,NA,FantasySharks,14847,MIN,0.1,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Skowronek, Ben",WR,PIT,NA,0.5,0.3,3,NA,NA,0,NA,-0.1,NA,0,0,0.3,NA,NA,FantasySharks,15491,@WAS,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jackson, Jermaine",WR,NOS,NA,1.7,0.3,3,NA,NA,0,NA,0,NA,0,0,0.3,NA,NA,FantasySharks,16964,ATL,0.1,0,0,0,0,0,0,18,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallace, Tylan",WR,BAL,NA,0.2,0.2,2,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15285,CIN,0,0,0,0,0,0,0,5,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Eskridge, Dee",WR,MIA,NA,0.3,0.1,1,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,15302,@LAR,0.1,0,0,0,0,0,0,18,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Isaiah",WR,DET,NA,0.8,0.3,1,NA,NA,0,NA,0,NA,0,0,0.2,NA,NA,FantasySharks,16630,@HOU,0.1,0,0,0,0,0,0,15,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowell, Colton",WR,TEN,NA,0.4,0.1,1,NA,NA,0,NA,0.1,NA,0,0,0.1,NA,NA,FantasySharks,16354,@LAC,0.1,0,0,0,0,0,0,15,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pascal, Zach",WR,ARI,NA,0.8,0.2,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,13488,NYJ,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sexton, Mathew",WR,KCC,NA,0.8,0.1,1,NA,NA,0,NA,-0.1,NA,0,0,0.1,NA,NA,FantasySharks,15540,DEN,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ford-Wheaton, Bryce",WR,NYG,NA,0.9,0.1,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16379,@CAR,0,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Johnny",WR,PHI,NA,0.6,0.2,2,NA,NA,0,NA,0,NA,0,0.1,0.1,NA,NA,FantasySharks,16625,@DAL,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,7.36,101.22,NA,NA,0.61,0,0,NA,0,NA,13.72,NA,justin-jefferson,NumberFire,14836,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.78,21.66,#31,39,1,17.4,9500,1.83,24.12,8800,2.74,17.4,35,0.5,NA
Ja'Marr Chase,WR,CIN,NA,NA,7.11,96.11,NA,NA,0.59,0.11,0.54,NA,0.01,NA,13.2,NA,ja-marr-chase,NumberFire,15281,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.44,20.96,#25,42,2,16.76,9100,1.84,20.36,8400,2.42,16.76,32,0.52,NA
Tyreek Hill,WR,MIA,NA,NA,5.95,82.75,NA,NA,0.54,0.52,3.14,NA,0.03,NA,11.99,NA,tyreek-hill,NumberFire,12801,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.66,19.32,#20,50,3,14.96,8400,1.78,17.96,7500,2.39,14.96,28,0.53,NA
Nico Collins,WR,HOU,NA,NA,6.1,91.06,NA,NA,0.45,0,0,NA,0,NA,11.79,NA,nico-collins,NumberFire,15290,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.53,19.05,#6,51,4,14.84,8800,1.69,17.91,7900,2.27,14.84,NA,NA,NA
Puka Nacua,WR,LA,NA,NA,5.7,77.09,NA,NA,0.43,0.96,4.97,NA,0.05,NA,11.09,NA,puka-nacua,NumberFire,16211,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.08,18.1,#14,53,5,13.9,8000,1.74,16.78,7100,2.36,13.9,34,0.41,NA
Deebo Samuel,WR,SF,NA,NA,4.55,63.06,NA,NA,0.43,1.82,9.73,NA,0.12,NA,10.49,NA,deebo-samuel,NumberFire,14136,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.69,17.29,#29,56,6,12.79,8300,1.54,15.11,NA,NA,12.79,NA,NA,NA
Cooper Kupp,WR,LA,NA,NA,6,68.87,NA,NA,0.51,0.55,2.82,NA,0.03,NA,10.39,NA,cooper-kupp,NumberFire,13164,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.62,17.16,#14,57,7,13.37,8600,1.55,16.4,7700,2.13,13.37,29,0.46,NA
Amon-Ra St. Brown,WR,DET,NA,NA,5.89,72.24,NA,NA,0.5,0,0,NA,0,NA,10.21,NA,amon-ra-st-brown,NumberFire,15287,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51,16.91,#11,58,8,13.15,9000,1.46,16.11,8100,1.99,13.15,33,0.4,NA
George Pickens,WR,PIT,NA,NA,5.15,76.51,NA,NA,0.44,0,0,NA,0,NA,10.21,NA,george-pickens,NumberFire,15762,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.51,16.91,#26,58,8,12.77,7000,1.82,15.4,6800,2.26,12.77,24,0.53,NA
Malik Nabers,WR,NYG,NA,NA,6.75,72.56,NA,NA,0.43,0.29,1.6,NA,0.02,NA,10.08,NA,malik-nabers,NumberFire,16615,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.42,16.74,#32,61,10,13.45,8700,1.55,16.86,7600,2.22,13.45,36,0.37,NA
Zay Flowers,WR,BAL,NA,NA,4.95,67.19,NA,NA,0.49,0.34,2.04,NA,0.02,NA,10.01,NA,zay-flowers,NumberFire,16190,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,16.64,#24,62,11,12.46,7700,1.62,14.94,7200,2.08,12.46,31,0.4,NA
Davante Adams,WR,NYJ,NA,NA,5.48,63.09,NA,NA,0.59,0,0,NA,0,NA,9.85,NA,davante-adams,NumberFire,11675,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.27,16.43,#27,64,12,12.59,7600,1.66,15.34,7000,2.19,12.59,27,0.47,NA
Garrett Wilson,WR,NYJ,NA,NA,5.63,65.15,NA,NA,0.42,0,0,NA,0,NA,8.96,NA,garrett-wilson,NumberFire,15753,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.7,15.22,#27,68,13,11.75,7900,1.49,14.63,7200,2.03,11.75,32,0.37,NA
Darnell Mooney,WR,ATL,NA,NA,4.75,63.04,NA,NA,0.43,0,0,NA,0,NA,8.92,NA,darnell-mooney,NumberFire,14974,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.67,15.17,#17,69,14,11.28,7500,1.5,13.65,6500,2.1,11.28,24,0.47,NA
Terry McLaurin,WR,WSH,NA,NA,4.97,66.38,NA,NA,0.36,0,0,NA,0,NA,8.79,NA,terry-mclaurin,NumberFire,14109,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,14.99,#4,70,15,11.24,7800,1.44,13.76,7300,1.88,11.24,31,0.36,NA
DeVonta Smith,WR,PHI,NA,NA,5.12,66,NA,NA,0.34,0,0,NA,0,NA,8.59,NA,devonta-smith,NumberFire,15282,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.46,14.72,#30,73,16,11.16,8500,1.31,13.75,7800,1.76,11.16,28,0.4,NA
Khalil Shakir,WR,BUF,NA,NA,4.69,62.04,NA,NA,0.39,0,0,NA,0,NA,8.5,NA,khalil-shakir,NumberFire,15761,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,14.6,#16,75,17,10.85,6200,1.75,13.22,6000,2.2,10.85,24,0.45,NA
Tank Dell,WR,HOU,NA,NA,4.74,61.91,NA,NA,0.37,0,0,NA,0,NA,8.39,NA,tank-dell,NumberFire,16204,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.33,14.45,#6,76,18,10.76,7200,1.49,13.15,7400,1.78,10.76,22,0.49,NA
DeAndre Hopkins,WR,KC,NA,NA,4.83,58.76,NA,NA,0.39,0,0,NA,0,NA,8.19,NA,deandre-hopkins-1,NumberFire,11232,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2,14.18,#3,78,19,10.57,6000,1.76,13.03,5300,2.46,10.57,17,0.62,NA
Jaylen Waddle,WR,MIA,NA,NA,4.36,58.1,NA,NA,0.32,0,0,NA,0,NA,7.72,NA,jaylen-waddle,NumberFire,15284,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.89,13.55,#20,80,20,9.91,6000,1.65,12.1,5600,2.16,9.91,20,0.5,NA
Brian Thomas Jr.,WR,JAC,NA,NA,3.81,56.59,NA,NA,0.3,0.26,1.36,NA,0.01,NA,7.63,NA,brian-thomas-jr,NumberFire,16618,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83,13.43,#2,81,21,9.56,7300,1.31,11.48,6600,1.74,9.56,27,0.35,NA
Josh Downs,WR,IND,NA,NA,5.29,56.09,NA,NA,0.33,0,0,NA,0,NA,7.6,NA,josh-downs,NumberFire,16187,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.81,13.39,#8,82,22,10.23,7100,1.44,12.89,6200,2.08,10.23,22,0.47,NA
D.J. Moore,WR,CHI,NA,NA,4.43,52.51,NA,NA,0.3,0.46,2.61,NA,0.02,NA,7.4,NA,d-j-moore-1,NumberFire,13635,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.69,13.11,#28,83,23,9.63,6500,1.48,11.86,6300,1.88,9.63,23,0.42,NA
Calvin Ridley,WR,TEN,NA,NA,3.97,54.61,NA,NA,0.25,0.29,1.76,NA,0.01,NA,7.19,NA,calvin-ridley,NumberFire,13629,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.55,12.83,#1,86,24,9.14,5800,1.58,11.16,5700,1.96,9.14,21,0.44,NA
Ladd McConkey,WR,LAC,NA,NA,4.49,52.6,NA,NA,0.32,0,0,NA,0,NA,7.17,NA,ladd-mcconkey,NumberFire,16627,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.54,12.8,#10,87,25,9.39,6300,1.49,11.66,5900,1.98,9.39,25,0.38,NA
Jalen McMillan,WR,TB,NA,NA,3.95,51.18,NA,NA,0.3,0.25,1.39,NA,0.01,NA,7.1,NA,jalen-mcmillan,NumberFire,16628,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.49,12.71,#13,88,26,9.05,6100,1.48,11.06,4200,2.63,9.05,12,0.75,NA
Keenan Allen,WR,CHI,NA,NA,4.55,50.17,NA,NA,0.31,0,0,NA,0,NA,6.85,NA,keenan-allen-1,NumberFire,11222,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33,12.37,#28,90,27,9.09,6000,1.52,11.41,5400,2.11,9.09,20,0.45,NA
Marvin Harrison Jr.,WR,ARI,NA,NA,3.6,51.18,NA,NA,0.29,0,0,NA,0,NA,6.82,NA,marvin-harrison-jr,NumberFire,16614,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.31,12.33,#15,92,28,8.64,6800,1.27,10.46,6400,1.63,8.64,22,0.39,NA
Courtland Sutton,WR,DEN,NA,NA,4.35,53.1,NA,NA,0.23,0,0,NA,0,NA,6.63,NA,courtland-sutton,NumberFire,13630,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.19,12.07,#7,96,29,8.81,6600,1.33,11.02,5600,1.97,8.81,23,0.38,NA
Rome Odunze,WR,CHI,NA,NA,3.36,46.29,NA,NA,0.26,0.31,1.7,NA,0.01,NA,6.4,NA,rome-odunze,NumberFire,16616,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.04,11.76,#28,98,30,8.08,5900,1.37,9.78,5200,1.88,8.08,19,0.43,NA
Jameson Williams,WR,DET,NA,NA,2.73,44.16,NA,NA,0.27,0.29,1.51,NA,0.02,NA,6.26,NA,jameson-williams,NumberFire,15756,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.95,11.57,#11,101,31,7.65,6300,1.21,9.04,5900,1.53,7.65,11,0.7,NA
Jordan Addison,WR,MIN,NA,NA,3.44,40.89,NA,NA,0.31,0.26,1.44,NA,0.02,NA,6.22,NA,jordan-addison,NumberFire,16186,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.92,11.52,#31,103,32,7.93,6600,1.2,9.66,5300,1.82,7.93,20,0.4,NA
Michael Pittman Jr.,WR,IND,NA,NA,4.62,45.73,NA,NA,0.26,0,0,NA,0,NA,6.04,NA,michael-pittman-jr,NumberFire,14842,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,11.28,#8,105,33,8.36,6200,1.35,10.72,6000,1.79,8.36,18,0.46,NA
Xavier Legette,WR,CAR,NA,NA,3.71,44.33,NA,NA,0.22,0.27,1.52,NA,0.02,NA,6.03,NA,xavier-legette,NumberFire,16639,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8,11.26,#22,106,34,7.86,5900,1.33,9.74,5700,1.71,7.86,17,0.46,NA
Wan'Dale Robinson,WR,NYG,NA,NA,4.76,41.31,NA,NA,0.26,0.29,1.62,NA,0.02,NA,5.97,NA,wan-dale-robinson,NumberFire,15757,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.76,11.18,#32,108,35,8.35,5700,1.46,10.74,5500,1.95,8.35,23,0.36,NA
Jauan Jennings,WR,SF,NA,NA,3.18,40.67,NA,NA,0.31,0,0,NA,0,NA,5.91,NA,jauan-jennings,NumberFire,14860,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.72,11.1,#29,109,36,7.48,5800,1.29,9.1,5200,1.75,7.48,24,0.31,NA
Darius Slayton,WR,NYG,NA,NA,3.29,45.09,NA,NA,0.22,0,0,NA,0,NA,5.75,NA,darius-slayton,NumberFire,14122,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.62,10.88,#32,110,37,7.39,5900,1.25,9.09,4800,1.89,7.39,18,0.41,NA
CeeDee Lamb,WR,DAL,NA,NA,3.39,41.84,NA,NA,0.18,0.51,2.97,NA,0.03,NA,5.72,NA,ceedee-lamb,NumberFire,14832,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6,10.84,#12,111,38,7.38,9200,0.8,9.11,8600,1.06,7.38,33,0.22,NA
Noah Brown,WR,WSH,NA,NA,3.03,42.13,NA,NA,0.23,0,0,NA,0,NA,5.6,NA,noah-brown,NumberFire,13172,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.52,10.68,#4,115,39,7.11,5300,1.34,8.63,4300,2.01,7.11,17,0.42,NA
Cedrick Wilson,WR,NO,NA,NA,3.42,41.02,NA,NA,0.26,0,0,NA,0,NA,5.58,NA,cedrick-wilson,NumberFire,13652,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,10.65,#18,116,40,7.31,5500,1.33,9.06,4600,1.97,7.31,NA,NA,NA
Brandin Cooks,WR,DAL,NA,NA,3.37,41.86,NA,NA,0.19,0.26,1.47,NA,0.02,NA,5.58,NA,brandin-cooks,NumberFire,11674,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.51,10.65,#12,116,40,7.28,5000,1.46,8.97,5000,1.79,7.28,NA,NA,NA
Trey Palmer,WR,TB,NA,NA,3.21,41.44,NA,NA,0.24,0,0,NA,0,NA,5.55,NA,trey-palmer,NumberFire,16199,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.49,10.61,#13,118,42,7.13,5300,1.35,8.77,4000,2.19,7.13,12,0.59,NA
Ray-Ray McCloud,WR,ATL,NA,NA,3.38,37.11,NA,NA,0.26,0.55,3.02,NA,0.04,NA,5.47,NA,ray-ray-mccloud,NumberFire,13641,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,10.51,#17,119,43,7.18,5900,1.22,9.04,NA,NA,7.18,15,0.48,NA
Rashod Bateman,WR,BAL,NA,NA,2.65,38.93,NA,NA,0.26,0,0,NA,0,NA,5.47,NA,rashod-bateman,NumberFire,15293,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.43,10.51,#24,119,43,6.78,5400,1.26,8.11,4300,1.89,6.78,17,0.4,NA
Gabriel Davis,WR,JAC,NA,NA,2.67,38.68,NA,NA,0.27,0,0,NA,0,NA,5.44,NA,gabriel-davis,NumberFire,14845,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.42,10.46,#2,121,45,6.78,5600,1.21,8.15,5000,1.63,6.78,NA,NA,NA
Sterling Shepard,WR,TB,NA,NA,3.22,38.07,NA,NA,0.22,0.25,1.4,NA,0.01,NA,5.32,NA,sterling-shepard,NumberFire,12658,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.34,10.3,#13,122,46,6.94,5700,1.22,8.56,4100,2.09,6.94,13,0.53,NA
Xavier Worthy,WR,KC,NA,NA,3.01,34.67,NA,NA,0.23,0.3,1.54,NA,0.02,NA,5.1,NA,xavier-worthy,NumberFire,16620,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.19,10.01,#3,124,47,6.61,6900,0.96,8.13,6100,1.33,6.61,22,0.3,NA
Drake London,WR,ATL,NA,NA,2.87,36.08,NA,NA,0.25,0,0,NA,0,NA,5.08,NA,drake-london,NumberFire,15751,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,9.98,#17,126,48,6.52,7800,0.84,7.98,6700,1.19,6.52,30,0.22,NA
Demario Douglas,WR,NE,NA,NA,3.56,41.42,NA,NA,0.17,0,0,NA,0,NA,5.08,NA,demario-douglas,NumberFire,16342,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.18,9.98,#5,126,48,6.88,5100,1.35,8.7,4400,1.98,6.88,17,0.4,NA
Tee Higgins,WR,CIN,NA,NA,2.77,36.43,NA,NA,0.22,0,0,NA,0,NA,4.98,NA,tee-higgins,NumberFire,14835,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.12,9.84,#25,130,50,6.37,7400,0.86,7.75,6400,1.21,6.37,29,0.22,NA
Diontae Johnson,WR,BAL,NA,NA,2.66,33.92,NA,NA,0.27,0,0,NA,0,NA,4.97,NA,diontae-johnson,NumberFire,14208,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.11,9.83,#24,131,51,6.32,6500,0.97,7.67,5800,1.32,6.32,22,0.29,NA
Quentin Johnston,WR,LAC,NA,NA,2.94,34.63,NA,NA,0.21,0.29,1.53,NA,0.01,NA,4.95,NA,quentin-johnston,NumberFire,16188,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1,9.8,#10,132,52,6.41,5900,1.09,7.89,4900,1.61,6.41,19,0.34,NA
Jalen Coker,WR,CAR,NA,NA,2.96,38.53,NA,NA,0.17,0,0,NA,0,NA,4.86,NA,jalen-coker,NumberFire,16809,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04,9.68,#22,136,53,6.33,5500,1.15,7.83,3800,2.06,6.33,15,0.42,NA
Andrei Iosivas,WR,CIN,NA,NA,2.78,32.84,NA,NA,0.25,0,0,NA,0,NA,4.8,NA,andrei-iosivas,NumberFire,16207,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,9.6,#25,138,54,6.17,6000,1.03,7.57,3900,1.94,6.17,11,0.56,NA
A.J. Brown,WR,PHI,NA,NA,2.58,35.2,NA,NA,0.21,0,0,NA,0,NA,4.75,NA,a-j-brown,NumberFire,14104,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,9.53,#30,139,55,6.03,8900,0.68,7.35,8200,0.9,6.03,31,0.19,NA
Mason Tipton,WR,NO,NA,NA,3.02,33.99,NA,NA,0.23,0,0,NA,0,NA,4.75,NA,mason-tipton,NumberFire,16858,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.03,9.53,#18,139,55,6.29,5700,1.1,7.81,4500,1.74,6.29,10,0.63,NA
Jalen Tolbert,WR,DAL,NA,NA,2.86,34.34,NA,NA,0.18,0,0,NA,0,NA,4.49,NA,jalen-tolbert,NumberFire,15788,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.2,9.18,#12,143,57,5.92,6400,0.93,7.37,5100,1.45,5.92,18,0.33,NA
Alec Pierce,WR,IND,NA,NA,2.35,33.18,NA,NA,0.18,0,0,NA,0,NA,4.38,NA,alec-pierce,NumberFire,15768,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.27,9.03,#8,144,58,5.57,5300,1.05,6.76,4900,1.38,5.57,12,0.46,NA
Josh Palmer,WR,LAC,NA,NA,2.52,32.08,NA,NA,0.16,0,0,NA,0,NA,4.18,NA,josh-palmer,NumberFire,15319,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.4,8.76,#10,149,59,5.41,5800,0.93,6.69,4800,1.39,5.41,NA,NA,NA
Mike Williams,WR,NYJ,NA,NA,2.14,29.68,NA,NA,0.18,0,0,NA,0,NA,4.03,NA,mike-williams,NumberFire,13154,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.5,8.56,#27,152,60,5.12,5000,1.02,6.19,4100,1.51,5.12,10,0.51,NA
Chris Olave,WR,NO,NA,NA,2.55,30.58,NA,NA,0.17,0,0,NA,0,NA,4.02,NA,chris-olave,NumberFire,15754,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,8.55,#18,153,61,5.33,7000,0.76,6.63,6100,1.09,5.33,21,0.25,NA
Michael Wilson,WR,ARI,NA,NA,2.36,29.79,NA,NA,0.17,0,0,NA,0,NA,4,NA,michael-wilson,NumberFire,16206,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.52,8.52,#15,155,62,5.16,5500,0.94,6.36,4600,1.38,5.16,14,0.37,NA
Amari Cooper,WR,BUF,NA,NA,1.81,26.74,NA,NA,0.2,0,0,NA,0,NA,3.89,NA,amari-cooper,NumberFire,12175,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.37,#16,158,63,4.76,6700,0.71,5.67,5800,0.98,4.76,24,0.2,NA
Demarcus Robinson,WR,LA,NA,NA,2.11,26.17,NA,NA,0.18,0,0,NA,0,NA,3.67,NA,demarcus-robinson,NumberFire,12785,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.73,8.07,#14,160,64,4.69,5500,0.85,5.78,5100,1.13,4.69,17,0.28,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,2.09,28.46,NA,NA,0.13,0,0,NA,0,NA,3.59,NA,nick-westbrook-ikhine,NumberFire,15109,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,7.96,#1,161,65,4.65,5400,0.86,5.71,3800,1.5,4.65,16,0.29,NA
