player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,rush_tds,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,pass_yds,return_tds
"Boutte, Kayshon",WR,NEP,NA,5.6,3.4,45,NA,NA,0.2,NA,0,NA,0,5.8,NA,NA,FantasySharks,16193,0,LAC,0.3,0,0,0.1,0,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooks, Brandin",WR,DAL,NA,4.8,2.6,30,NA,NA,0.4,NA,1,NA,0,5.6,NA,NA,FantasySharks,11674,0,@PHI,0.7,0.3,0,0.1,0,0,0,2,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vele, Devaughn",WR,DEN,NA,4.8,3.3,42,NA,NA,0.2,NA,0.1,NA,0,5.6,NA,NA,FantasySharks,16788,0,@CIN,0.5,0.2,0,0,0,0,0,1,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Douglas, Demario",WR,NEP,NA,7.2,4.9,44,NA,NA,0.1,NA,1,NA,0,5.5,NA,NA,FantasySharks,16342,0,LAC,0.7,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Legette, Xavier",WR,CAR,NA,5.5,3,35,NA,NA,0.3,NA,1,NA,0,5.3,NA,NA,FantasySharks,16639,0,@TBB,0.8,0.2,0.1,0,0,0,0,4,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeudy, Jerry",WR,CLE,NA,5,3,40,NA,NA,0.2,NA,0,NA,0,5.2,NA,NA,FantasySharks,14833,0,MIA,0.6,0.1,0,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Demarcus",WR,LAR,NA,3.8,1.8,28,NA,NA,0.4,NA,0,NA,0,5.2,NA,NA,FantasySharks,12785,0,ARI,0.7,0.3,0.1,0.1,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coleman, Keon",WR,BUF,NA,4.7,2.5,42,NA,NA,0.1,NA,0,NA,0,5.2,NA,NA,FantasySharks,16617,0,NYJ,0.7,0.1,0,0,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Iosivas, Andrei",WR,CIN,NA,4,2.2,28,NA,NA,0.4,NA,0.1,NA,0,5.1,NA,NA,FantasySharks,16207,0,DEN,0.7,0.3,0.1,0,0,0,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Odunze, Rome",WR,CHI,NA,6.1,3.1,41,NA,NA,0.2,NA,1,NA,0.1,5,NA,NA,FantasySharks,16616,0,SEA,1.2,0.1,0.1,0,0,0,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Michael",WR,ARI,NA,4.9,2.8,36,NA,NA,0.2,NA,0,NA,0,5,NA,NA,FantasySharks,16206,0,@LAR,0.5,0.1,0,0,0,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Coker, Jalen",WR,CAR,NA,5.7,2.8,38,NA,NA,0.2,NA,1,NA,0,4.9,NA,NA,FantasySharks,16809,0,@TBB,0.7,0,0,0,0,0,0.1,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lockett, Tyler",WR,SEA,NA,5.3,3.2,39,NA,NA,0.1,NA,0,NA,0,4.8,NA,NA,FantasySharks,12187,0,@CHI,0.6,0.1,0,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Joshua",WR,LAC,NA,5,2.8,41,NA,NA,0.1,NA,0,NA,0,4.8,NA,NA,FantasySharks,15319,0,@NEP,0.5,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wicks, Dontayvion",WR,GBP,NA,4.5,2.2,27,NA,NA,0.3,NA,0,NA,0,4.7,NA,NA,FantasySharks,16195,0,@MIN,0.7,0.1,0.1,0,0.1,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Parker",WR,JAC,NA,5,3.1,39,NA,NA,0.1,NA,0,NA,0,4.7,NA,NA,FantasySharks,16192,0,TEN,0.6,0,0.1,0,0,0,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tillman, Cedric",WR,CLE,NA,6.6,3.4,40,NA,NA,0.1,NA,0.1,NA,0.1,4.7,NA,NA,FantasySharks,16191,0,MIA,0.6,0,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Valdes-Scantling, Marquez",WR,NOS,NA,3.7,1.8,32,NA,NA,0.2,NA,1,NA,0,4.6,NA,NA,FantasySharks,13793,0,LVR,0,0,0,0.1,0,0,0.1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolbert, Jalen",WR,DAL,NA,3.8,2,24,NA,NA,0.4,NA,0,NA,0,4.5,NA,NA,FantasySharks,15788,0,@PHI,0.6,0.2,0.2,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hutchinson, Xavier",WR,HOU,NA,5.3,3.2,39,NA,NA,0.1,NA,1,NA,0,4.5,NA,NA,FantasySharks,16201,0,BAL,0.6,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pierce, Alec",WR,IND,NA,3.9,1.7,32,NA,NA,0.2,NA,0,NA,0,4.4,NA,NA,FantasySharks,15768,0,@NYG,0.4,0.1,0.1,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,CLE,NA,6.7,3.8,37,NA,NA,0.1,NA,0.1,NA,0,4.2,NA,NA,FantasySharks,15288,0,MIA,0.5,0,0,0,0.1,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazard, Allen",WR,NYJ,NA,4.5,2.3,27,NA,NA,0.2,NA,0,NA,0,4.1,NA,NA,FantasySharks,13632,0,@BUF,0.7,0.1,0.1,0,0,0,0.1,7,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCloud, Ray-Ray",WR,ATL,NA,4.6,3.2,34,NA,NA,0.1,NA,3,NA,0.1,4,NA,NA,FantasySharks,13641,0,@WAS,0.3,0,0.1,0,0,0,0,20,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Wan'Dale",WR,NYG,NA,6.7,4,33,NA,NA,0.1,NA,1,NA,0,4,NA,NA,FantasySharks,15757,0,IND,0.8,0.1,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hollins, Mack",WR,BUF,NA,3.2,1.7,18,NA,NA,0.3,NA,0,NA,0,3.9,NA,NA,FantasySharks,13289,0,NYJ,0.5,0.2,0,0.1,0,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slayton, Darius",WR,NYG,NA,4,2.1,30,NA,NA,0.1,NA,1,NA,0,3.6,NA,NA,FantasySharks,14122,0,IND,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Dyami",WR,WAS,NA,4.1,2.7,30,NA,NA,0.1,NA,1,NA,0.1,3.6,NA,NA,FantasySharks,15292,0,ATL,0.2,0,0,0,0,0.1,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, David",WR,CAR,NA,4.1,2.2,25,NA,NA,0.2,NA,0,NA,0,3.5,NA,NA,FantasySharks,13348,0,@TBB,0.8,0,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepard, Sterling",WR,TBB,NA,3.9,2.3,24,NA,NA,0.1,NA,3,NA,0,3.2,NA,NA,FantasySharks,12658,0,CAR,0.5,0.1,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mims, Marvin",WR,DEN,NA,3.1,2,24,NA,NA,0.1,NA,3,NA,0,3.2,NA,NA,FantasySharks,16189,0,@CIN,0.3,0,0,0,0,0,0,8,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Franklin, Troy",WR,DEN,NA,4.1,2.3,22,NA,NA,0.2,NA,1,NA,0,3.2,NA,NA,FantasySharks,16619,0,@CIN,0.8,0.2,0,0,0,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Velus",WR,CAR,NA,3.3,1.9,23,NA,NA,0.1,NA,0,NA,0,3.2,NA,NA,FantasySharks,15767,0,@TBB,0.3,0.1,0.1,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Means, Bub",WR,NOS,NA,3.4,2,26,NA,NA,0.1,NA,0,NA,0,3.1,NA,NA,FantasySharks,16751,0,LVR,0.2,0,0.1,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Cedrick",WR,NOS,NA,3.2,1.9,27,NA,NA,0.1,NA,0,NA,0,3.1,NA,NA,FantasySharks,13652,0,LVR,0.2,0,0,0,0,0,0,1,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourne, Kendrick",WR,NEP,NA,3.5,2.2,23,NA,NA,0.1,NA,0,NA,0,3.1,NA,NA,FantasySharks,13418,0,LAC,0.3,0.1,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Atwell, Tutu",WR,LAR,NA,3.2,2,28,NA,NA,0,NA,0,NA,0,3,NA,NA,FantasySharks,15301,0,ARI,0.2,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Van",WR,PIT,NA,3,1.6,20,NA,NA,0.2,NA,0,NA,0,3,NA,NA,FantasySharks,14858,0,KCC,0.5,0.1,0.1,0,0,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wallace, Tylan",WR,BAL,NA,2.2,1.4,21,NA,NA,0.1,NA,0.1,NA,0,2.9,NA,NA,FantasySharks,15285,0,@HOU,0.1,0,0,0.1,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nailor, Jalen",WR,MIN,NA,2.3,1.3,16,NA,NA,0.2,NA,-0.1,NA,0,2.9,NA,NA,FantasySharks,15786,0,GBP,0.3,0.2,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Zaccheaus, Olamide",WR,WAS,NA,3.9,2.6,26,NA,NA,0,NA,1,NA,0,2.9,NA,NA,FantasySharks,14592,0,ATL,0.7,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turpin, KaVontae",WR,DAL,NA,2.6,1.4,19,NA,NA,0.1,NA,6,NA,0,2.9,NA,NA,FantasySharks,15981,0,@PHI,0.4,0,0,0,0,0,0.1,43,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,TEN,NA,4.1,2.6,28,NA,NA,0,NA,0,NA,0,2.9,NA,NA,FantasySharks,12650,0,@JAC,0.5,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watson, Justin",WR,KCC,NA,2.5,1.5,19,NA,NA,0.1,NA,0,NA,0,2.6,NA,NA,FantasySharks,13776,0,@PIT,0.2,0.1,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dortch, Greg",WR,ARI,NA,3.1,1.9,19,NA,NA,0.1,NA,2,NA,0.1,2.6,NA,NA,FantasySharks,14108,0,@LAR,0.3,0.1,0,0,0,0,0,14,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patrick, Tim",WR,DET,NA,2.1,1.5,22,NA,NA,0.1,NA,0.1,NA,0,2.5,NA,NA,FantasySharks,13377,0,@SFO,0.4,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hodge, KhaDarel",WR,ATL,NA,1.6,1.2,20,NA,NA,0.1,NA,0,NA,0,2.5,NA,NA,FantasySharks,13963,0,@WAS,0,0,0,0,0,0.1,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Humphrey, Lil'Jordan",WR,DEN,NA,3.1,1.9,19,NA,NA,0.1,NA,0,NA,0,2.4,NA,NA,FantasySharks,14118,0,@CIN,0.4,0,0,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Washington, Malik",WR,MIA,NA,3.5,2.4,20,NA,NA,0,NA,1,NA,0,2.3,NA,NA,FantasySharks,16684,0,@CLE,0.3,0,0,0,0,0,0,30,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Crowder, Jamison",WR,WAS,NA,2.5,1.8,15,NA,NA,0.1,NA,0,NA,0,2.1,NA,NA,FantasySharks,12184,0,ATL,0.4,0.1,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Heath, Malik",WR,GBP,NA,1.6,1.3,10,NA,NA,0.2,NA,0,NA,0,2.1,NA,NA,FantasySharks,16413,0,@MIN,0.4,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pearsall, Ricky",WR,SFO,NA,3,1.6,18,NA,NA,0,NA,0,NA,0,2.1,NA,NA,FantasySharks,16622,0,DET,0.5,0,0,0,0,0,0,2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Raymond, Kalif",WR,DET,NA,1.7,1.1,14,NA,NA,0.1,NA,1,NA,0,2,NA,NA,FantasySharks,13066,0,@SFO,0.2,0.1,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Mike",WR,PIT,NA,2.4,1.4,17,NA,NA,0.1,NA,0,NA,0,2,NA,NA,FantasySharks,13154,0,KCC,0.2,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,1.9,1,11,NA,NA,0.1,NA,-0.1,NA,0,1.9,NA,NA,FantasySharks,13156,0,@PIT,0.4,0.1,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Austin, Kevin",WR,NOS,NA,3.2,1.5,16,NA,NA,0,NA,1,NA,0,1.9,NA,NA,FantasySharks,15765,0,LVR,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Melton, Bo",WR,GBP,NA,2.3,1,13,NA,NA,0,NA,4,NA,0,1.9,NA,NA,FantasySharks,15785,0,@MIN,0.2,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Marshall, Terrace",WR,LVR,NA,2.6,1.4,14,NA,NA,0,NA,1,NA,0,1.7,NA,NA,FantasySharks,15308,0,@NOS,0.3,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,HOU,NA,2.9,1.6,16,NA,NA,0,NA,1,NA,0,1.7,NA,NA,FantasySharks,11228,0,BAL,0.3,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Curtis",WR,BUF,NA,2.9,1.6,15,NA,NA,0,NA,1,NA,0,1.7,NA,NA,FantasySharks,13157,0,NYJ,0.3,0,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Turner, DJ",WR,LVR,NA,1.9,0.9,9,NA,NA,0,NA,2,NA,0,1.7,NA,NA,FantasySharks,15995,0.1,@NOS,0.3,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Adonai",WR,IND,NA,3,1.2,17,NA,NA,0,NA,0,NA,0.1,1.6,NA,NA,FantasySharks,16626,0,@NYG,0.5,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Johnny",WR,PHI,NA,0.8,0.5,3,NA,NA,0.2,NA,0,NA,0.1,1.6,NA,NA,FantasySharks,16625,0,DAL,0.2,0.2,0,0,0,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Palmer, Trey",WR,TBB,NA,2.2,1.1,13,NA,NA,0,NA,1,NA,0,1.6,NA,NA,FantasySharks,16199,0,CAR,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Zay",WR,ARI,NA,3.6,1.9,15,NA,NA,0,NA,0,NA,0,1.5,NA,NA,FantasySharks,13176,0,@LAR,0.4,0,0,0,0,0,0,2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McCaffrey, Luke",WR,WAS,NA,2.7,1.7,15,NA,NA,0,NA,0,NA,0,1.5,NA,NA,FantasySharks,16635,0,ATL,0.3,0,0,0,0,0,0,36,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Josh",WR,JAC,NA,2.5,1.3,13,NA,NA,0,NA,-0.6,NA,0,1.5,NA,NA,FantasySharks,13168,0,TEN,0.4,0,0,0,0,0,0,5,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dotson, Jahan",WR,PHI,NA,2.1,1.1,12,NA,NA,0,NA,0,NA,0,1.4,NA,NA,FantasySharks,15755,0,DAL,0.2,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jarrett, Rakim",WR,TBB,NA,1.3,0.9,13,NA,NA,0,NA,0,NA,0,1.4,NA,NA,FantasySharks,16198,0,CAR,0.3,0,0,0,0,0,0,16,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gipson, Xavier",WR,NYJ,NA,1.8,0.8,9,NA,NA,0.1,NA,1,NA,0,1.4,NA,NA,FantasySharks,16416,0,@BUF,0.2,0,0,0,0,0,0,32,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sherfield, Trent",WR,MIN,NA,1,0.7,7,NA,NA,0.1,NA,0,NA,0,1.3,NA,NA,FantasySharks,13893,0,GBP,0.1,0,0.1,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks, Jalen",WR,DAL,NA,2.1,0.8,10,NA,NA,0.1,NA,0,NA,0,1.3,NA,NA,FantasySharks,16364,0,@PHI,0.2,0,0.1,0,0,0,0,8,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,LAC,NA,2.2,1.3,12,NA,NA,0,NA,1,NA,0.1,1.3,NA,NA,FantasySharks,13668,0,@NEP,0.1,0,0,0,0,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Oliver, Bryce",WR,TEN,NA,1.7,1,11,NA,NA,0,NA,0,NA,0,1.2,NA,NA,FantasySharks,16975,0,@JAC,0.3,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Ryan",WR,TBB,NA,1.4,0.6,6,NA,NA,0.1,NA,0,NA,0,1.1,NA,NA,FantasySharks,16958,0,CAR,0.2,0.1,0,0,0,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bobo, Jake",WR,SEA,NA,1.5,1,9,NA,NA,0,NA,0,NA,0,1.1,NA,NA,FantasySharks,16393,0,@CHI,0.1,0,0,0,0,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metchie, John",WR,HOU,NA,2.1,1,9,NA,NA,0,NA,0,NA,0,1,NA,NA,FantasySharks,15759,0,BAL,0.4,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Jermaine",WR,CIN,NA,1.4,0.4,8,NA,NA,0,NA,0,NA,0,0.9,NA,NA,FantasySharks,16632,0,DEN,0.3,0,0,0,0,0,0,29,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tipton, Mason",WR,NOS,NA,2.2,1.2,9,NA,NA,0,NA,0,NA,0,0.9,NA,NA,FantasySharks,16858,0,LVR,0.1,0,0,0,0,0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Polk, Ja'Lynn",WR,NEP,NA,2.6,0.8,7,NA,NA,0,NA,0.1,NA,0,0.9,NA,NA,FantasySharks,16631,0,LAC,0.3,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pettis, Dante",WR,NOS,NA,2.5,0.6,7,NA,NA,0,NA,0,NA,0,0.8,NA,NA,FantasySharks,13634,0,LVR,0.1,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Tyler",WR,LAR,NA,1.2,0.7,7,NA,NA,0,NA,0,NA,0,0.8,NA,NA,FantasySharks,14864,0,ARI,0.3,0,0,0,0,0,0,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cracraft, River",WR,MIA,NA,1.8,0.9,8,NA,NA,0,NA,0,NA,0,0.8,NA,NA,FantasySharks,13862,0,@CLE,0.3,0,0,0,0,0,0,11,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mingo, Jonathan",WR,DAL,NA,2.3,0.7,6,NA,NA,0,NA,3,NA,0,0.8,NA,NA,FantasySharks,16197,0,@PHI,0.2,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,DET,NA,1,0.6,7,NA,NA,0,NA,0.1,NA,0,0.8,NA,NA,FantasySharks,11678,0,@SFO,0.1,0,0,0,0,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,WAS,NA,0.7,0.3,3,NA,NA,0.1,NA,0,NA,0,0.8,NA,NA,FantasySharks,14977,0,ATL,0.1,0,0,0.1,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Powell, Brandon",WR,MIN,NA,1,0.6,7,NA,NA,0,NA,0,NA,0,0.7,NA,NA,FantasySharks,13910,0,GBP,0.1,0,0,0,0,0,0,2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hyatt, Jalin",WR,NYG,NA,1.9,0.9,7,NA,NA,0,NA,0.1,NA,0,0.7,NA,NA,FantasySharks,16183,0,IND,0,0,0,0,0,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Derius",WR,LAC,NA,1.3,0.9,5,NA,NA,0,NA,3,NA,0,0.7,NA,NA,FantasySharks,16299,0,@NEP,0.1,0,0,0,0,0,0,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,1,0.6,5,NA,NA,0,NA,1,NA,0,0.7,NA,NA,FantasySharks,14113,0,@PIT,0.2,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Duvernay, Devin",WR,JAC,NA,1.2,0.8,7,NA,NA,0,NA,0,NA,0,0.7,NA,NA,FantasySharks,14847,0,TEN,0.1,0,0,0,0,0,0,20,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Michael",WR,CLE,NA,2.7,0.8,7,NA,NA,0,NA,0,NA,0,0.7,NA,NA,FantasySharks,15792,0,MIA,0.3,0,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Marquise",WR,KCC,NA,1.2,0.5,5,NA,NA,0,NA,1,NA,0,0.6,NA,NA,FantasySharks,14105,0,@PIT,0.2,0,0,0,0,0,0,9,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Tyler",WR,CHI,NA,1,0.5,5,NA,NA,0,NA,1,NA,0,0.6,NA,NA,FantasySharks,16205,0,SEA,0.2,0,0,0,0,0,0,30,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
