player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,curr_site_pts,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
"Heinicke, Taylor",QB,LAC,NA,7.1,3.8,47,NA,0.3,0.3,NA,0.9,5,NA,0.1,0.1,4.1,NA,NA,FantasySharks,12476,@CAR,0.2,0,0,0,0,0.1,0.9,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DeVito, Tommy",QB,NYG,NA,7.6,4.7,42,NA,0.3,0.1,NA,1,6,NA,0,0.1,3.7,NA,NA,FantasySharks,16441,@WAS,0.1,0.1,0,0,0,0,1.6,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bagent, Tyson",QB,CHI,NA,7.6,5.1,43,NA,0.1,0.3,NA,0.8,4,NA,0.2,0.2,3.7,NA,NA,FantasySharks,16384,@HOU,0.1,0,0,0,0,0,0.3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Trubisky, Mitchell",QB,BUF,NA,7.2,4.6,50,NA,0.3,0.4,NA,1.4,1,NA,0,0.1,3.5,NA,NA,FantasySharks,13115,@MIA,0.1,0.1,0.1,0,0,0,0.3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Tyrod",QB,NYJ,NA,6.1,3.8,31,NA,0.3,0.1,NA,1.5,9,NA,0,0.1,3.3,NA,NA,FantasySharks,10413,@TEN,0.2,0.1,0,0,0,0,0.8,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mills, Davis",QB,HOU,NA,6.7,3.8,38,NA,0.2,0.1,NA,0.7,2,NA,0,0,3.1,NA,NA,FantasySharks,15252,CHI,0.1,0.1,0,0,0,0,0.4,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Mac",QB,JAC,NA,7,4.7,43,NA,0.2,0.2,NA,0.9,2,NA,0,0,3,NA,NA,FantasySharks,15241,CLE,0.1,0.1,0,0,0,0,0.5,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mullens, Nick",QB,MIN,NA,6.1,4.1,50,NA,0.1,0.2,NA,0.8,2,NA,0,0,2.9,NA,NA,FantasySharks,13968,SFO,0.1,0,0,0,0,0,0.1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pickett, Kenny",QB,PHI,NA,6.4,3.8,37,NA,0.1,0.1,NA,0.9,1,NA,0,0,2.2,NA,NA,FantasySharks,15692,ATL,0,0,0,0,0,0,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson, Skylar",QB,MIA,NA,5.2,3.1,27,NA,0.1,0.2,NA,1.5,0,NA,0,0.1,1.5,NA,NA,FantasySharks,15699,BUF,0.1,0,0,0,0,0.1,0.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thompson-Robinson, Dorian",QB,CLE,NA,4.9,2.7,22,NA,0.1,0.1,NA,0.6,1,NA,0,0,1.4,NA,NA,FantasySharks,16158,@JAC,0,0,0,0,0,0,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dalton, Andy",QB,CAR,NA,2.7,1.7,20,NA,0.1,0,NA,0.4,0,NA,0,0,1.4,NA,NA,FantasySharks,10313,LAC,0,0,0,0,0,0,0.2,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Zach",QB,DEN,NA,4.4,2.5,25,NA,0,0.1,NA,0.5,3,NA,0,0.2,1.3,NA,NA,FantasySharks,15239,PIT,0,0,0,0,0,0,1.2,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stidham, Jarrett",QB,DEN,NA,2.4,1.4,15,NA,0.1,0.1,NA,0.5,3,NA,0,0.1,1.2,NA,NA,FantasySharks,14063,PIT,0.1,0,0,0,0,0,0.3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Josh",QB,BAL,NA,1,0.7,6,NA,0.2,0,NA,0.6,0,NA,0,0,1.2,NA,NA,FantasySharks,9207,LVR,0.1,0.2,0,0,0,0,0.1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dobbs, Joshua",QB,SFO,NA,2.5,1.5,14,NA,0.1,0.2,NA,0.7,1,NA,0,0,1.1,NA,NA,FantasySharks,13119,@MIN,0,0.1,0,0,0,0,0.5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tune, Clayton",QB,ARI,NA,3.7,2.2,12,NA,0,0.3,NA,0.9,3,NA,0.1,0.1,1,NA,NA,FantasySharks,16160,LAR,0,0,0,0,0,0,0.7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Driskel, Jeff",QB,WAS,NA,1.6,1.1,11,NA,0.1,0,NA,0.6,2,NA,0,0,0.9,NA,NA,FantasySharks,12623,NYG,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lock, Drew",QB,NYG,NA,2.9,1.6,11,NA,0,0,NA,0.3,2,NA,0,0,0.8,NA,NA,FantasySharks,14057,@WAS,0,0,0,0,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Willis, Malik",QB,GBP,NA,1.4,0.8,12,NA,0,0,NA,0.7,2,NA,0,0.1,0.7,NA,NA,FantasySharks,15694,IND,0,0,0,0,0,0,0.6,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rypien, Brett",QB,MIN,NA,2.8,1.8,20,NA,0,0.2,NA,0.4,1,NA,0,0.1,0.7,NA,NA,FantasySharks,14065,SFO,0,0,0,0,0,0,0.3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Penix Jr., Michael",QB,ATL,NA,2.1,1.4,12,NA,0,0.1,NA,0.4,2,NA,0,0.1,0.6,NA,NA,FantasySharks,16583,@PHI,0,0,0,0,0,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bennett, Stetson",QB,LAR,NA,2.3,1.2,9,NA,0,0,NA,0.3,0,NA,0,0,0.5,NA,NA,FantasySharks,16153,@ARI,0,0,0,0,0,0,0.2,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ehlinger, Sam",QB,IND,NA,0.8,0.5,4,NA,0.1,0,NA,0.1,1,NA,0,0,0.5,NA,NA,FantasySharks,15250,@GBP,0.1,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Stick, Easton",QB,LAC,NA,1.3,0.8,10,NA,0,0,NA,0.1,1,NA,0,0.1,0.5,NA,NA,FantasySharks,14069,@CAR,0,0,0,0,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Maye, Drake",QB,NEP,NA,3,1.8,12,NA,0,0.3,NA,0.2,1,NA,0,0,0.4,NA,NA,FantasySharks,16580,SEA,0,0,0,0,0,0,0.3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lance, Trey",QB,DAL,NA,2,1,8,NA,0,0,NA,0,0,NA,0,0,0.4,NA,NA,FantasySharks,15240,NOS,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rush, Cooper",QB,DAL,NA,2,1.3,11,NA,0,0.1,NA,1.1,-0.7,NA,0,0,0.4,NA,NA,FantasySharks,13124,NOS,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKee, Tanner",QB,PHI,NA,0.5,0.2,2,NA,0,0,NA,0.1,0,NA,0,0,0.1,NA,NA,FantasySharks,15702,ATL,0,0,0,0,0,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,33.1,21.4,240.1,NA,2,0.8,105.6,8.2,37.5,NA,0.7,NA,25.67,NA,15581,FleaFlicker,14783,ATLMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,QB3,21/33,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,30.9,19.9,230,NA,2,0.7,109,10.1,58.1,NA,0.3,NA,25.43,NA,13775,FleaFlicker,13593,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,QB4,19/30,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Allen,QB,BUF,NA,34.6,22.7,250.4,NA,2,0.9,106.3,6.7,35.6,NA,0.6,NA,25.42,NA,13761,FleaFlicker,13589,@MIAW 31-10,NA,NA,NA,NA,NA,NA,NA,NA,2,25.42,QB1,22/34,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Mahomes,QB,KC,NA,36.7,24.4,277.9,NA,2,0.5,108.2,4.3,22.3,NA,0.1,NA,23.39,NA,12894,FleaFlicker,13116,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,QB2,24/36,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dak Prescott,QB,DAL,NA,35.2,23.2,258.8,NA,2,0.8,106.6,2.6,11.7,NA,0.1,NA,22.71,NA,12159,FleaFlicker,12620,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,QB10,23/35,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Stafford,QB,LAR,NA,36.8,24,272.5,NA,2,0.9,105.3,1.4,4.2,NA,0.1,NA,22.25,NA,6038,FleaFlicker,9431,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,QB16,23/36,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jared Goff,QB,DET,NA,34.6,23.2,263.3,NA,2,0.8,110.3,1.5,4.4,NA,0.1,NA,22.04,NA,12102,FleaFlicker,12611,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,QB14,23/34,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Stroud,QB,HOU,NA,34.9,22.8,271.9,NA,2,0.5,108.8,2.9,11.7,NA,0.1,NA,21.96,NA,17589,FleaFlicker,16150,CHISun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,QB5,22/34,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Rodgers,QB,NYJ,NA,32.5,21.9,233.4,NA,2,0.4,107.9,1.8,6.3,NA,0.1,NA,21.5,NA,3452,FleaFlicker,7836,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,QB21,21/32,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Burrow,QB,CIN,NA,35.5,23.6,257.5,NA,2,0.5,106.5,3.7,12.6,NA,0.1,NA,21.25,NA,15532,FleaFlicker,14777,@KCSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,QB9,23/35,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTTua Tagovailoa,QB,MIA,NA,35.1,23.9,275.8,NA,2,0.8,108.6,2.5,7,NA,0.1,NA,20.77,NA,15533,FleaFlicker,14778,BUFL 10-31,NA,NA,NA,NA,NA,NA,NA,NA,6,20.77,QB30,23/35,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Baker Mayfield,QB,TB,NA,35.7,23.1,263.2,NA,2,0.9,107.2,3.1,11.1,NA,0.1,NA,20.53,NA,13758,FleaFlicker,13590,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB18,23/35,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Purdy,QB,SF,NA,31.7,21.4,252.3,NA,2,0.8,113.9,2.5,9.5,NA,0.1,NA,20.2,NA,17045,FleaFlicker,15698,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,QB12,21/31,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Daniels,QB,WAS,NA,30.4,19,209.6,NA,1,0.8,92.2,9.3,48.7,NA,0.5,NA,20.07,NA,18372,FleaFlicker,16581,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,QB8,18/30,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyler Murray,QB,ARI,NA,34,22.7,240.2,NA,1,0.5,95.2,6.4,35,NA,0.3,NA,19.83,NA,14664,FleaFlicker,14056,LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB7,22/34,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Anthony Richardson,QB,IND,NA,30.7,19.1,210.2,NA,1,0.7,95.1,8,42.2,NA,0.5,NA,19.57,NA,17586,FleaFlicker,16152,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,QB6,19/30,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,ATL,NA,34.8,22.8,248.9,NA,2,0.8,106,1.9,5.6,NA,0.1,NA,19.33,NA,8625,FleaFlicker,10700,@PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,QB20,22/34,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,PIT,NA,28.4,17.5,191.1,NA,1,0.8,93,9.2,51,NA,0.4,NA,18.56,NA,16262,FleaFlicker,15238,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,QB23,17/28,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Daniel Jones,QB,NYG,NA,33,21.2,218.9,NA,1,0.8,92.7,5.9,28.8,NA,0.2,NA,16.91,NA,14668,FleaFlicker,14059,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB27,21/33,38%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Caleb Williams,QB,CHI,NA,33.7,21.4,229,NA,1,0.6,94,4.4,19.1,NA,0.2,NA,16.76,NA,18383,FleaFlicker,16579,@HOUSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,QB13,21/33,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trevor Lawrence,QB,JAC,NA,34.7,21.9,236.7,NA,1,0.8,92.3,3.7,17.2,NA,0.2,NA,16.31,NA,16242,FleaFlicker,15237,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,QB11,21/34,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Herbert,QB,LAC,NA,33,21.3,229.9,NA,1,0.5,97,3.8,13.9,NA,0.1,NA,16.24,NA,15516,FleaFlicker,14779,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,QB17,21/32,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deshaun Watson,QB,CLE,NA,33.3,20.1,210.8,NA,1,0.8,89.2,5.8,26.3,NA,0.2,NA,16.15,NA,12919,FleaFlicker,13113,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,QB25,20/33,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Geno Smith,QB,SEA,NA,33.2,21.7,235.9,NA,1,0.8,94.9,4,14,NA,0.1,NA,15.96,NA,9372,FleaFlicker,11150,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,QB19,21/33,71%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Darnold,QB,MIN,NA,34.8,21.8,231.9,NA,1,0.9,91.7,2.8,9.2,NA,0.1,NA,14.57,NA,13770,FleaFlicker,13592,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,QB22,21/34,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Willis,QB,GB,NA,32.2,19.7,180,NA,1,0.9,85.4,5.8,28.4,NA,0.2,NA,14.42,NA,16845,FleaFlicker,15694,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,QB41,19/32,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Will Levis,QB,TEN,NA,32.4,20,217.5,NA,1,0.9,90.2,3.8,12.9,NA,0.1,NA,14.4,NA,17623,FleaFlicker,16149,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,QB26,19/32,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jacoby Brissett,QB,NE,NA,31.1,19.9,207.9,NA,1,0.8,91.7,4.1,14.9,NA,0.1,NA,14.35,NA,12079,FleaFlicker,12616,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,QB34,19/31,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gardner Minshew,QB,LV,NA,33.7,20.9,223.4,NA,1,0.9,90.8,2.6,9.8,NA,0.1,NA,14.33,NA,14860,FleaFlicker,14067,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,QB33,20/33,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Carr,QB,NO,NA,34.6,22.5,234.5,NA,1,0.8,94.5,1.5,5,NA,0,NA,14.33,NA,10315,FleaFlicker,11644,@DALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,QB24,22/34,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,32.2,19.9,204.2,NA,1,0.8,88.5,3.5,15.2,NA,0.1,NA,14.31,NA,17602,FleaFlicker,16148,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,QB29,19/32,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bo Nix,QB,DEN,NA,31.7,19.4,180,NA,1,0.9,88.1,5,20.3,NA,0.2,NA,13.89,NA,18362,FleaFlicker,16582,PITSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,QB28,19/31,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Flacco,QB,IND,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,5336,FleaFlicker,9064,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,QB39,0/0,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Johnson,QB,BAL,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,5479,FleaFlicker,9207,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,0/0,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Dalton,QB,CAR,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,7404,FleaFlicker,10313,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,0/0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyrod Taylor,QB,NYJ,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,7592,FleaFlicker,10413,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,0/0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Russell Wilson,QB,PIT,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,8598,FleaFlicker,10703,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,QB32,0/0,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,CLE,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,11183,FleaFlicker,12140,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,QB35,0/0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,QB,LAC,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,11615,FleaFlicker,12476,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,0/0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Carson Wentz,QB,KC,NA,0,0,0,NA,0,0,0,0,0,NA,0,NA,0,NA,12032,FleaFlicker,12610,CINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,0/0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,30.92,19.94,218.6,NA,1.48,0.69,NA,8.73,39.7,NA,0.7,NA,21.09,NA,jalen-hurts,NumberFire,14783,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.26,28.92,#9,1,1,21.74,8600,2.53,22,7200,3.06,21.74,32,0.68
Lamar Jackson,QB,BAL,NA,29.66,19.81,223.76,NA,1.44,0.64,NA,10.38,60.97,NA,0.36,NA,21.07,NA,lamar-jackson,NumberFire,13593,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.24,28.9,#13,2,2,21.75,8800,2.47,22.09,7700,2.87,21.75,36,0.6
Josh Allen,QB,BUF,NA,35.34,23.26,260.55,NA,1.58,0.85,NA,7.1,34.42,NA,0.46,NA,20.88,NA,josh-allen,NumberFire,13589,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.06,28.7,#10,3,3,21.71,9300,2.33,21.95,8000,2.74,21.71,38,0.57
Patrick Mahomes,QB,KC,NA,35.18,23.47,262.27,NA,1.98,0.64,NA,4.68,21.46,NA,0.2,NA,20.31,NA,patrick-mahomes,NumberFire,13116,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12.52,28.1,#16,4,4,20.96,8700,2.41,21.1,7000,3.01,20.96,33,0.64
Kyler Murray,QB,ARI,NA,31.72,20.6,221.84,NA,1.46,0.65,NA,6.45,34.73,NA,0.43,NA,18.86,NA,kyler-murray,NumberFire,14056,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.14,26.58,#26,5,5,19.5,8000,2.44,19.86,6600,3.01,19.5,29,0.67
C.J. Stroud,QB,HOU,NA,34.37,22.42,270.07,NA,1.84,0.55,NA,2.78,12.08,NA,0.11,NA,18.67,NA,c-j-stroud,NumberFire,16150,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.96,26.38,#5,6,6,19.18,8200,2.34,19.38,7300,2.65,19.18,29,0.66
Jayden Daniels,QB,WSH,NA,31.53,19.9,213.13,NA,1.27,0.73,NA,8.86,45.39,NA,0.49,NA,18.59,NA,jayden-daniels,NumberFire,16581,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.89,26.29,#21,7,7,19.35,7900,2.45,19.91,6200,3.21,19.35,32,0.6
Dak Prescott,QB,DAL,NA,35.3,22.69,250.51,NA,1.99,0.74,NA,2.45,11.17,NA,0.1,NA,17.99,NA,dak-prescott,NumberFire,12620,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.32,25.66,#4,8,8,18.72,7700,2.43,18.9,6700,2.82,18.72,30,0.62
Anthony Richardson,QB,IND,NA,30.1,19.14,219.8,NA,1.24,0.62,NA,7.53,39.49,NA,0.33,NA,17.87,NA,anthony-richardson,NumberFire,16152,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.21,25.53,#22,9,9,18.46,8500,2.17,18.8,6800,2.76,18.46,33,0.56
Jared Goff,QB,DET,NA,34.33,22.92,257.24,NA,2.05,0.67,NA,1.29,4.66,NA,0.07,NA,17.73,NA,jared-goff,NumberFire,12611,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.07,25.39,#27,10,10,18.43,7800,2.36,18.63,6400,2.91,18.43,27,0.68
Baker Mayfield,QB,TB,NA,36.01,23.33,270.19,NA,1.67,0.79,NA,2.92,11.63,NA,0.11,NA,17.43,NA,baker-mayfield,NumberFire,13590,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.79,25.07,#19,11,11,18.18,7400,2.46,18.4,5900,3.12,18.18,31,0.59
Tua Tagovailoa,QB,MIA,NA,34.84,23.58,267.32,NA,1.76,0.73,NA,2,8.12,NA,0.09,NA,17.27,NA,tua-tagovailoa,NumberFire,14778,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64,24.9,#17,12,12,17.97,8100,2.22,18.21,6600,2.76,17.97,27,0.67
