player,pos,team,games,pass_att,pass_comp,pass_yds,pass_yds_g,pass_tds,pass_int,pass_rate,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,pass_09_tds,pass_1019_tds,pass_2029_tds,pass_3039_tds,pass_4049_tds,pass_50_tds,sacks,scoring_opp,bye,draft_rank,pass_comp_pct,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Will Levis,QB,TEN,NA,30.5,19.1,211.4,NA,1,0.8,95.3,5.3,19.4,NA,0.1,NA,15.17,NA,17623,FleaFlicker,16149,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,QB28,19/30,50%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kirk Cousins,QB,ATL,NA,34.6,21.8,245.1,NA,1,0.8,93.4,1.9,4.8,NA,0.1,NA,15.01,NA,8625,FleaFlicker,10700,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,2,QB21,21/34,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tommy DeVito,QB,NYG,NA,29,19.1,199.2,NA,1,0.8,96.8,4.9,20.7,NA,0.1,NA,14.83,NA,18099,FleaFlicker,16441,@DALThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB31,19/29,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Rush,QB,DAL,NA,35.4,22.6,233.9,NA,1,0.8,91.7,2.2,9.4,NA,0.1,NA,14.77,NA,13143,FleaFlicker,13124,NYGThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB30,22/35,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameis Winston,QB,CLE,NA,33.1,20.3,233,NA,1,1,92,2.9,10.4,NA,0,NA,14.71,NA,11183,FleaFlicker,12140,@DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,QB22,20/33,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryce Young,QB,CAR,NA,31.6,20.3,198,NA,1,0.8,93.2,3.1,14.6,NA,0.1,NA,14.12,NA,17602,FleaFlicker,16148,TBSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,1,QB29,20/31,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Allen,QB,SF,NA,15,9.6,104,NA,1,0.3,110.1,1.4,6.2,NA,0,NA,11.36,NA,12232,FleaFlicker,12621,@BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,9/14,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Fields,QB,PIT,NA,0.6,0.3,4.3,NA,0,0,0.6,0.6,4.2,NA,0.1,NA,0.95,NA,16262,FleaFlicker,15238,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,9,QB33,0/0,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Lance,QB,DAL,NA,0.5,0.3,3.6,NA,0,0,0.5,0.4,2.1,NA,0,NA,0.47,NA,16259,FleaFlicker,15240,NYGThu 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,7,QB38,0/0,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jimmy Garoppolo,QB,LAR,NA,0.3,0.2,2.5,NA,0,0,0.3,0,0,NA,0,NA,0.19,NA,10311,FleaFlicker,11760,@NOSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0/0,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Mullens,QB,MIN,NA,0.3,0.2,2.5,NA,0,0,0.3,0,0,NA,0,NA,0.19,NA,13194,FleaFlicker,13968,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0/0,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Taylor Heinicke,QB,LAC,NA,0.3,0.2,2.5,NA,0,0,0.3,0,0,NA,0,NA,0.18,NA,11615,FleaFlicker,12476,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0/0,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sam Howell,QB,SEA,NA,0.4,0.2,2.4,NA,0,0,0.4,0,0,NA,0,NA,0.18,NA,16987,FleaFlicker,15693,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0/0,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marcus Mariota,QB,WAS,NA,0.3,0.2,2.2,NA,0,0,0.3,0,0,NA,0,NA,0.17,NA,11184,FleaFlicker,12141,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0/0,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,29.95,19.57,242.63,NA,1.72,0.59,NA,8.67,51.3,NA,0.27,NA,21.83,NA,lamar-jackson,NumberFire,13593,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.97,29.69,#5,1,1,22.41,8700,2.58,22.63,NA,NA,22.41,37,0.61
Josh Allen,QB,BUF,NA,31.46,20.12,226.86,NA,1.52,0.74,NA,8.14,42.7,NA,0.65,NA,21.49,NA,josh-allen,NumberFire,13589,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.65,29.33,#14,2,2,22.26,9000,2.47,22.48,NA,NA,22.26,NA,NA
Jalen Hurts,QB,PHI,NA,29.32,19.85,226.26,NA,1.26,0.62,NA,9.41,43.39,NA,0.68,NA,20.81,NA,jalen-hurts,NumberFire,14783,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13,28.62,#25,3,3,21.47,9200,2.33,21.73,NA,NA,21.47,NA,NA
Joe Burrow,QB,CIN,NA,34.99,23.23,261.69,NA,1.82,0.63,NA,4.26,19.32,NA,0.16,NA,19.19,NA,joe-burrow,NumberFire,14777,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.46,26.92,#4,4,4,19.79,8300,2.38,19.95,NA,NA,19.79,NA,NA
Jayden Daniels,QB,WSH,NA,29.75,19.84,217.49,NA,1.46,0.62,NA,7.69,36.37,NA,0.39,NA,18.98,NA,jayden-daniels,NumberFire,16581,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.26,26.7,#12,5,5,19.6,8800,2.23,19.8,NA,NA,19.6,NA,NA
Patrick Mahomes,QB,KC,NA,32.05,22.05,228.29,NA,1.78,0.69,NA,4.85,23.13,NA,0.2,NA,18.26,NA,patrick-mahomes,NumberFire,13116,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.57,25.95,#24,6,6,18.93,8600,2.2,19.05,6800,2.8,18.93,NA,NA
Sam Darnold,QB,MIN,NA,33.97,23.05,262.72,NA,1.73,1,NA,3.92,17.04,NA,0.23,NA,18.05,NA,sam-darnold,NumberFire,13592,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.38,25.72,#23,7,7,19.03,7200,2.64,19.32,NA,NA,19.03,NA,NA
Jared Goff,QB,DET,NA,31.21,21.55,259.39,NA,1.91,0.6,NA,1.97,7.53,NA,0.09,NA,17.79,NA,jared-goff,NumberFire,12611,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.13,25.45,#11,8,8,18.37,8200,2.24,18.59,6500,2.86,18.37,NA,NA
Justin Herbert,QB,LAC,NA,31.92,21.22,228.13,NA,1.56,0.51,NA,5.1,22.98,NA,0.25,NA,17.79,NA,justin-herbert,NumberFire,14779,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.13,25.45,#21,8,8,18.29,7900,2.32,18.52,NA,NA,18.29,30,0.61
Baker Mayfield,QB,TB,NA,33.42,23.48,242.95,NA,1.85,0.77,NA,3.74,14.83,NA,0.16,NA,17.61,NA,baker-mayfield,NumberFire,13590,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.96,25.26,#31,10,10,18.39,8500,2.16,18.64,NA,NA,18.39,NA,NA
Bo Nix,QB,DEN,NA,30.83,19.83,208.81,NA,1.45,0.64,NA,6.52,29.45,NA,0.29,NA,17.28,NA,bo-nix,NumberFire,16582,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.65,24.91,#20,12,11,17.88,8200,2.18,18.09,NA,NA,17.88,NA,NA
Jordan Love,QB,GB,NA,32.13,20.17,250.16,NA,1.76,0.75,NA,2.93,12.98,NA,0.13,NA,17.27,NA,jordan-love,NumberFire,14782,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.64,24.9,#8,13,12,18.03,7500,2.4,18.25,6300,2.9,18.03,NA,NA
Anthony Richardson,QB,IND,NA,28.87,16.35,208.98,NA,1.2,0.65,NA,8.7,37.63,NA,0.39,NA,17.19,NA,anthony-richardson,NumberFire,16152,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.56,24.82,#26,14,13,17.85,7800,2.29,18.28,NA,NA,17.85,NA,NA
C.J. Stroud,QB,HOU,NA,32.47,21.41,252.2,NA,1.52,0.63,NA,3.58,16.69,NA,0.16,NA,17.16,NA,c-j-stroud,NumberFire,16150,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.54,24.78,#32,15,14,17.83,8000,2.23,18.05,NA,NA,17.83,NA,NA
Brock Purdy,QB,SF,NA,31.97,21.42,257.94,NA,1.26,0.73,NA,4.72,21.65,NA,0.15,NA,16.61,NA,brock-purdy,NumberFire,15698,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.02,24.2,#7,17,15,17.35,8100,2.14,17.57,NA,NA,17.35,NA,NA
Matthew Stafford,QB,LA,NA,33.84,22.19,256.08,NA,1.57,0.75,NA,1.86,7.54,NA,0.08,NA,16.08,NA,matthew-stafford,NumberFire,9431,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.52,23.64,#17,18,16,16.83,7400,2.27,16.97,NA,NA,16.83,NA,NA
Drake Maye,QB,NE,NA,31.15,20.89,223.66,NA,1.2,0.7,NA,5.43,25.99,NA,0.21,NA,15.73,NA,drake-maye,NumberFire,16580,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.19,23.27,#16,20,17,16.41,6800,2.41,16.7,NA,NA,16.41,NA,NA
Derek Carr,QB,NO,NA,31.92,21.98,255.96,NA,1.52,0.62,NA,1.43,5.58,NA,0.05,NA,15.72,NA,derek-carr,NumberFire,11644,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.18,23.26,#22,21,18,16.36,7300,2.24,16.51,NA,NA,16.36,NA,NA
Kyler Murray,QB,ARI,NA,29.36,19.63,214.03,NA,1.08,0.58,NA,5.27,26.9,NA,0.28,NA,15.64,NA,kyler-murray,NumberFire,14056,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.11,23.17,#1,22,19,16.15,7700,2.1,16.45,NA,NA,16.15,NA,NA
Russell Wilson,QB,PIT,NA,29.96,19.52,220.75,NA,1.38,0.53,NA,3.8,19.31,NA,0.12,NA,15.6,NA,russell-wilson,NumberFire,10703,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.07,23.13,#29,23,20,16.13,7500,2.15,16.34,NA,NA,16.13,NA,NA
Caleb Williams,QB,CHI,NA,33.1,20.7,218.58,NA,1.13,0.68,NA,5.81,28.08,NA,0.2,NA,15.54,NA,caleb-williams,NumberFire,16579,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.01,23.07,#3,25,21,16.21,7200,2.25,16.45,5300,3.1,16.21,NA,NA
Kirk Cousins,QB,ATL,NA,32.42,21.48,240.45,NA,1.6,0.66,NA,1.63,6.51,NA,0.09,NA,15.35,NA,kirk-cousins,NumberFire,10700,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.83,22.87,#9,27,22,16.01,6900,2.32,16.33,NA,NA,16.01,NA,NA
Will Levis,QB,TEN,NA,29.04,19.13,205.94,NA,1.2,0.66,NA,6.65,30.16,NA,0.22,NA,15.23,NA,will-levis,NumberFire,16149,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.72,22.74,#28,28,23,15.89,6700,2.37,16.34,NA,NA,15.89,NA,NA
Geno Smith,QB,SEA,NA,33.42,22.12,241.53,NA,1.25,0.93,NA,3.86,17.92,NA,0.16,NA,15.19,NA,geno-smith-1,NumberFire,11150,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68,22.7,#19,29,24,16.12,7600,2.12,16.35,NA,NA,16.12,NA,NA
Tua Tagovailoa,QB,MIA,NA,32.61,22.64,246.76,NA,1.48,0.71,NA,2.08,9.04,NA,0.06,NA,15.19,NA,tua-tagovailoa,NumberFire,14778,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.68,22.7,#10,29,24,15.88,8000,1.99,16.16,6000,2.69,15.88,NA,NA
Cooper Rush,QB,DAL,NA,33.42,21.4,228.8,NA,1.16,0.71,NA,3.49,16.1,NA,0.13,NA,14.45,NA,cooper-rush,NumberFire,13124,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.99,21.91,#18,36,26,15.11,6900,2.19,15.34,4800,3.2,15.11,NA,NA
Tommy DeVito,QB,NYG,NA,27.89,18.33,200.25,NA,0.88,0.59,NA,6.95,32.74,NA,0.22,NA,14.45,NA,tommy-devito,NumberFire,16441,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.99,21.91,#30,36,26,15.03,6700,2.24,15.32,4500,3.4,15.03,NA,NA
Aaron Rodgers,QB,NYJ,NA,31.94,20.69,218.91,NA,1.31,0.41,NA,1.31,6.25,NA,0.05,NA,13.91,NA,aaron-rodgers,NumberFire,7836,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49,21.33,#15,40,28,14.35,7000,2.05,14.48,NA,NA,14.35,NA,NA
Bryce Young,QB,CAR,NA,30.94,19.71,194.69,NA,1.14,0.67,NA,3.35,15.74,NA,0.17,NA,13.25,NA,bryce-young,NumberFire,16148,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.87,20.63,#27,43,29,13.95,6600,2.11,14.15,NA,NA,13.95,NA,NA
Jameis Winston,QB,CLE,NA,32.63,20.38,224.97,NA,1.14,1.14,NA,2.7,11.62,NA,0.07,NA,12.53,NA,jameis-winston,NumberFire,12140,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.21,19.85,#2,45,30,13.68,7200,1.9,13.89,NA,NA,13.68,NA,NA
Aidan O'Connell,QB,LV,NA,33.23,21.27,214.34,NA,0.92,0.71,NA,2.48,11.05,NA,0.07,NA,12.15,NA,aidan-o-connell,NumberFire,16159,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86,19.44,#13,49,31,12.83,6000,2.14,12.99,4800,2.71,12.83,NA,NA
Trevor Lawrence,QB,JAC,NA,15.66,9.37,106.37,NA,0.61,0.35,NA,2.57,12.14,NA,0.12,NA,7.64,NA,trevor-lawrence,NumberFire,15237,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.78,14.5,#6,94,32,7.98,7100,1.12,8.15,NA,NA,7.98,NA,NA
Mac Jones,QB,JAC,NA,15.54,9.65,96.18,NA,0.52,0.4,NA,1.54,6.88,NA,0.06,NA,6.04,NA,mac-jones,NumberFire,15241,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.61,12.69,#6,125,33,6.44,6400,1.01,6.53,NA,NA,6.44,NA,NA
Jimmy Garoppolo,QB,LA,NA,0.69,0.45,5.27,NA,0.04,0.02,NA,0,0,NA,0,NA,0.32,NA,jimmy-garoppolo,NumberFire,11760,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61,5.25,#17,342,34,0.35,6000,0.06,0.35,NA,NA,0.35,NA,NA
Nick Mullens,QB,MIN,NA,0.71,0.47,5.3,NA,0.04,0.02,NA,0,0,NA,0,NA,0.32,NA,nick-mullens,NumberFire,13968,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.61,5.25,#23,342,34,0.35,6000,0.06,0.35,NA,NA,0.35,NA,NA
Carson Wentz,QB,KC,NA,0.64,0.41,4.29,NA,0.03,0.01,NA,0,0,NA,0,NA,0.28,NA,carson-wentz,NumberFire,12610,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.18,#24,350,36,0.28,6000,0.05,0.28,4300,0.07,0.28,NA,NA
Davis Mills,QB,HOU,NA,0.69,0.43,4.87,NA,0.03,0.02,NA,0,0,NA,0,NA,0.28,NA,davis-mills,NumberFire,15252,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.18,#32,350,36,0.29,6000,0.05,0.29,NA,NA,0.29,NA,NA
Andy Dalton,QB,CAR,NA,0.64,0.43,4.57,NA,0.03,0.02,NA,0,0,NA,0,NA,0.27,NA,andy-dalton,NumberFire,10313,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.16,#27,353,38,0.28,6000,0.05,0.28,NA,NA,0.28,NA,NA
Taylor Heinicke,QB,LAC,NA,0.65,0.41,4.54,NA,0.03,0.02,NA,0,0,NA,0,NA,0.27,NA,taylor-heinicke,NumberFire,12476,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.16,#21,353,38,0.28,6000,0.05,0.28,NA,NA,0.28,20,0.01
Jake Browning,QB,CIN,NA,0.7,0.47,5.04,NA,0.02,0.02,NA,0,0,NA,0,NA,0.27,NA,jake-browning,NumberFire,14358,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.16,#4,353,38,0.26,6000,0.04,0.26,NA,NA,0.26,NA,NA
Marcus Mariota,QB,WSH,NA,0.61,0.39,4.29,NA,0.03,0.02,NA,0,0,NA,0,NA,0.26,NA,marcus-mariota,NumberFire,12141,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.14,#12,359,41,0.27,6000,0.05,0.27,NA,NA,0.27,NA,NA
Justin Fields,QB,PIT,NA,0.61,0.39,4.36,NA,0.03,0.01,NA,0,0,NA,0,NA,0.25,NA,justin-fields,NumberFire,15238,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.12,#29,360,42,0.28,6000,0.05,0.28,NA,NA,0.28,NA,NA
Kyle Trask,QB,TB,NA,0.68,0.43,4.4,NA,0.03,0.01,NA,0,0,NA,0,NA,0.25,NA,kyle-trask,NumberFire,15242,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.12,#31,360,42,0.29,6000,0.05,0.29,NA,NA,0.29,NA,NA
Joe Flacco,QB,IND,NA,0.59,0.39,4.23,NA,0.02,0.01,NA,0,0,NA,0,NA,0.24,NA,joe-flacco,NumberFire,9064,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.1,#26,362,44,0.24,6000,0.04,0.24,NA,NA,0.24,NA,NA
Mason Rudolph,QB,TEN,NA,0.65,0.42,4.44,NA,0.02,0.01,NA,0,0,NA,0,NA,0.24,NA,mason-rudolph,NumberFire,13595,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.1,#28,362,44,0.25,6000,0.04,0.25,NA,NA,0.25,NA,NA
Trey Lance,QB,DAL,NA,0.67,0.42,4.63,NA,0.02,0.01,NA,0,0,NA,0,NA,0.24,NA,trey-lance,NumberFire,15240,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.1,#18,362,44,0.26,6000,0.04,0.26,4300,0.06,0.26,NA,NA
Hendon Hooker,QB,DET,NA,0.63,0.39,4.19,NA,0.02,0.01,NA,0,0,NA,0,NA,0.24,NA,hendon-hooker,NumberFire,16151,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.1,#11,362,44,0.24,6000,0.04,0.24,4000,0.06,0.24,NA,NA
Tyrod Taylor,QB,NYJ,NA,0.64,0.42,4.55,NA,0.02,0.01,NA,0,0,NA,0,NA,0.23,NA,tyrod-taylor,NumberFire,10413,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.08,#15,367,48,0.25,6000,0.04,0.25,NA,NA,0.25,NA,NA
Jacoby Brissett,QB,NE,NA,0.63,0.41,4.48,NA,0.02,0.01,NA,0,0,NA,0,NA,0.23,NA,jacoby-brissett,NumberFire,12616,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.08,#16,367,48,0.25,6000,0.04,0.25,NA,NA,0.25,NA,NA
Mitchell Trubisky,QB,BUF,NA,0.63,0.41,4.25,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,mitchell-trubisky,NumberFire,13115,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.08,#14,367,48,0.23,6000,0.04,0.23,NA,NA,0.23,NA,NA
Sam Howell,QB,SEA,NA,0.69,0.41,4.38,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,sam-howell,NumberFire,15693,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.08,#19,367,48,0.24,6000,0.04,0.24,NA,NA,0.24,NA,NA
Tyson Bagent,QB,CHI,NA,0.7,0.45,4.51,NA,0.02,0.02,NA,0,0,NA,0,NA,0.23,NA,tyson-bagent,NumberFire,16384,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.08,#3,367,48,0.24,6000,0.04,0.24,4000,0.06,0.24,NA,NA
Jake Haener,QB,NO,NA,0.63,0.4,4.34,NA,0.02,0.01,NA,0,0,NA,0,NA,0.23,NA,jake-haener,NumberFire,16156,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.62,5.08,#22,367,48,0.24,6000,0.04,0.24,NA,NA,0.24,NA,NA
Malik Willis,QB,GB,NA,0.61,0.38,4.1,NA,0.02,0.01,NA,0,0,NA,0,NA,0.22,NA,malik-willis,NumberFire,15694,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.07,#8,375,54,0.23,6000,0.04,0.23,4000,0.06,0.23,NA,NA
Michael Penix Jr.,QB,ATL,NA,0.65,0.41,4.09,NA,0.02,0.01,NA,0,0,NA,0,NA,0.22,NA,michael-penix-jr,NumberFire,16583,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.07,#9,375,54,0.23,6000,0.04,0.23,NA,NA,0.23,NA,NA
Josh Johnson,QB,BAL,NA,0.6,0.37,3.86,NA,0.02,0.02,NA,0,0,NA,0,NA,0.21,NA,josh-johnson,NumberFire,9207,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.05,#5,377,56,0.21,6000,0.04,0.21,NA,NA,0.21,20,0.01
Drew Lock,QB,NYG,NA,0.62,0.38,4.51,NA,0.02,0.01,NA,0,0,NA,0,NA,0.21,NA,drew-lock,NumberFire,14057,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.05,#30,377,56,0.25,6400,0.04,0.25,4500,0.06,0.25,NA,NA
Desmond Ridder,QB,LV,NA,0.66,0.42,4.63,NA,0.01,0.01,NA,0,0,NA,0,NA,0.21,NA,desmond-ridder,NumberFire,15697,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.05,#13,377,56,0.22,6500,0.03,0.22,4800,0.05,0.22,NA,NA
Brandon Allen,QB,SF,NA,0.65,0.4,4.14,NA,0.02,0.01,NA,0,0,NA,0,NA,0.2,NA,brandon-allen,NumberFire,12621,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.03,#7,382,59,0.24,6500,0.04,0.24,NA,NA,0.24,NA,NA
Zach Wilson,QB,DEN,NA,0.59,0.37,3.99,NA,0.02,0.01,NA,0,0,NA,0,NA,0.2,NA,zach-wilson,NumberFire,15239,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.03,#20,382,59,0.23,6000,0.04,0.23,NA,NA,0.23,NA,NA
Kenny Pickett,QB,PHI,NA,0.61,0.39,4.21,NA,0.02,0.01,NA,0,0,NA,0,NA,0.2,NA,kenny-pickett,NumberFire,15692,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.03,#25,382,59,0.24,6000,0.04,0.24,NA,NA,0.24,NA,NA
Skylar Thompson,QB,MIA,NA,0.65,0.41,4.16,NA,0.02,0.01,NA,0,0,NA,0,NA,0.2,NA,skylar-thompson,NumberFire,15699,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.03,#10,382,59,0.24,6000,0.04,0.24,4000,0.06,0.24,NA,NA
Clayton Tune,QB,ARI,NA,0.58,0.36,3.68,NA,0.02,0.01,NA,0,0,NA,0,NA,0.19,NA,clayton-tune,NumberFire,16160,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,5.01,#1,386,63,0.22,6000,0.04,0.22,NA,NA,0.22,NA,NA
Dorian Thompson-Robinson,QB,CLE,NA,0.67,0.4,3.82,NA,0.01,0.02,NA,0,0,NA,0,NA,0.18,NA,dorian-thompson-robinson,NumberFire,16158,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-4.63,4.99,#2,387,64,0.17,6000,0.03,0.17,NA,NA,0.17,NA,NA
Josh Allen,QB,BUF,NA,NA,NA,255.83,NA,1.71,0.82,NA,NA,33.76,NA,0.55,0.25,21.61,NA,2560955,NFL,13589,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Lamar Jackson,QB,BAL,NA,NA,NA,223.24,NA,1.59,0.7,NA,NA,56.37,NA,0.3,0.19,20.95,NA,2560757,NFL,13593,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Hurts,QB,PHI,NA,NA,NA,218.19,NA,1.39,0.66,NA,NA,39.26,NA,0.6,0.18,20.13,NA,2564832,NFL,14783,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
