player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
"Boykin, Miles",WR,PIT,NA,0.4,0.2,0,NA,NA,0,NA,1,NA,0,0,0.1,NA,NA,FantasySharks,14125,CLE,0.1,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Derius",WR,LAC,NA,0.2,0,0,NA,NA,0,NA,1,NA,0,0,0.1,NA,NA,FantasySharks,16299,@TEN,0,0,0,0,0,0,0,30,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowell, Colton",WR,TEN,NA,0.4,0.1,0,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,16354,LAC,0.1,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Slater, Matt",WR,NEP,NA,0,0,1,NA,NA,0,NA,0,NA,0,0,0.1,NA,NA,FantasySharks,9200,MIA,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,6,6,89.3,NA,NA,1,0.1,1.5,NA,0,0.1,15.08,NA,14694,FleaFlicker,14104,MINThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR5,1,90.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,6,6,81.2,NA,NA,1,0.5,1.8,NA,0,0.1,14.14,NA,16250,FleaFlicker,15281,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR2,1,83,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,4.9,4.9,66.3,NA,NA,1,0,0.2,NA,0,0.1,12.48,NA,14706,FleaFlicker,14102,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR18,1,66.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,7,7,95.3,NA,NA,0.3,0.2,0.8,NA,0,0,11.73,NA,15540,FleaFlicker,14836,@PHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR1,0.4,96,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,6.5,6.5,80.7,NA,NA,0.4,0.6,3.9,NA,0,0,11.22,NA,12197,FleaFlicker,12801,@NESun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR3,0.5,84.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,6.4,6.4,85.5,NA,NA,0.4,0.1,0.9,NA,0,0,11.02,NA,11329,FleaFlicker,12186,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR4,0.4,86.4,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,3.2,3.2,45.6,NA,NA,1,0.2,0,NA,0,0,10.56,NA,16821,FleaFlicker,15755,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR29,1,45.6,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,6,6,77.1,NA,NA,0.5,0,0,NA,0,0.1,10.47,NA,16253,FleaFlicker,15282,MINThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR13,0.5,77.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,5.3,5.3,75,NA,NA,0.5,0,0,NA,0,0.1,10,NA,16824,FleaFlicker,15754,@CARMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR11,0.5,75,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,7.9,7.9,92.8,NA,NA,0.1,0.3,0.3,NA,0,0.1,9.75,NA,16798,FleaFlicker,15753,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR9,0.1,93.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,6.7,6.7,74,NA,NA,0.4,0.1,0.5,NA,0,0.1,9.69,NA,9380,FleaFlicker,11222,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR21,0.4,74.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,5.3,5.3,75.3,NA,NA,0.3,0.2,1.1,NA,0,0.1,9.38,NA,16236,FleaFlicker,15284,@NESun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR10,0.3,76.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,6.5,6.5,71.7,NA,NA,0.4,0,0,NA,0,0,9.33,NA,10295,FleaFlicker,11675,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR7,0.4,71.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Williams,WR,LAC,NA,4.8,4.8,74.6,NA,NA,0.3,0,0.1,NA,0,0,9.21,NA,12890,FleaFlicker,13154,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR25,0.3,74.6,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,5.7,5.7,77.1,NA,NA,0.2,0.4,2.8,NA,0,0,8.87,NA,13764,FleaFlicker,13635,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR19,0.2,79.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,5,5,63.5,NA,NA,0.4,0.1,0.3,NA,0,0,8.78,NA,11177,FleaFlicker,12175,@PITMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR16,0.4,63.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAC,NA,5.2,5.2,68.1,NA,NA,0.3,0.2,0.9,NA,0,0,8.76,NA,13776,FleaFlicker,13629,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR17,0.3,68.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.3,4.3,56.6,NA,NA,0.1,2.4,15,NA,0.2,0.1,8.54,NA,14702,FleaFlicker,14136,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR15,0.3,71.6,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,6.4,6.4,67,NA,NA,0.2,0.5,4.8,NA,0,0,8.48,NA,16373,FleaFlicker,15287,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR8,0.2,71.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,4.8,4.8,63.5,NA,NA,0.3,0.3,2.4,NA,0,0,8.43,NA,15531,FleaFlicker,14840,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR22,0.3,66,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,4.9,4.9,65,NA,NA,0.3,0.1,0.5,NA,0,0,8.33,NA,15585,FleaFlicker,14835,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR12,0.3,65.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,5.3,5.3,61,NA,NA,0.3,0.1,0.1,NA,0,0,8.08,NA,11242,FleaFlicker,12187,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR27,0.3,61.1,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTChristian Watson,WR,GB,NA,4.1,4.1,59.3,NA,NA,0.1,0.5,5.6,NA,0.1,0,7.81,NA,16896,FleaFlicker,15789,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR20,0.2,64.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,5,5,65.7,NA,NA,0.1,0.5,3.5,NA,0,0,7.72,NA,15523,FleaFlicker,14832,NYJSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR6,0.1,69.2,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,3.2,3.2,52.3,NA,NA,0.4,0,0,NA,0,0,7.59,NA,15627,FleaFlicker,14845,LVSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR35,0.4,52.3,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,4.7,4.7,56.9,NA,NA,0.3,0.3,1.6,NA,0,0,7.45,NA,17595,FleaFlicker,16190,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR42,0.3,58.5,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
IRCooper Kupp,WR,LAR,NA,5.6,5.6,63,NA,NA,0.1,0.2,1.2,NA,0,0,7.3,NA,12970,FleaFlicker,13164,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR14,0.2,64.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,5.5,5.5,62.2,NA,NA,0.1,0.1,0.5,NA,0,0.1,7.01,NA,12926,FleaFlicker,13163,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR32,0.1,62.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,4.6,4.6,54.9,NA,NA,0.2,0.2,1.5,NA,0,0,7,NA,17606,FleaFlicker,16185,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR40,0.2,56.4,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,1.2,1.2,7.5,NA,NA,1,0.5,2,NA,0,0,6.89,NA,16854,FleaFlicker,15766,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR45,1,9.5,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,5.4,5.4,61.9,NA,NA,0.1,0,0.3,NA,0,0.1,6.88,NA,9311,FleaFlicker,11232,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR23,0.1,62.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,3.9,3.9,54.1,NA,NA,0.2,0,0.1,NA,0,0,6.86,NA,10252,FleaFlicker,11671,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR28,0.2,54.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.7,4.7,63,NA,NA,0.1,0.1,0.9,NA,0,0,6.83,NA,14746,FleaFlicker,14109,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR24,0.1,63.9,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJerry Jeudy,WR,DEN,NA,4.3,4.3,62.6,NA,NA,0,0.1,1.1,NA,0,0,6.61,NA,15544,FleaFlicker,14833,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR34,0,63.7,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,4.4,4.4,52.1,NA,NA,0.2,0.2,1.4,NA,0,0,6.5,NA,17779,FleaFlicker,16211,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR94,0.2,53.6,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,5.2,5.2,55.5,NA,NA,0.1,0.3,1.9,NA,0,0,6.43,NA,13806,FleaFlicker,13633,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR30,0.1,57.4,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,3.1,3.1,54.4,NA,NA,0,0.5,5.3,NA,0.1,0.1,6.33,NA,17243,FleaFlicker,16080,@CARMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR72,0.1,59.8,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,4.4,4.4,51.5,NA,NA,0.2,0.2,1.4,NA,0,0,6.31,NA,17593,FleaFlicker,16188,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR49,0.2,52.9,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,4.1,4.1,49,NA,NA,0.1,0.5,3.5,NA,0.1,0,6.27,NA,16265,FleaFlicker,15288,@PITMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR44,0.2,52.5,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,5.1,5.1,55,NA,NA,0.2,0,0,NA,0,0.2,6.12,NA,16823,FleaFlicker,15751,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR26,0.2,55,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,4,4,55.2,NA,NA,0,0.2,1.4,NA,0.1,0,6.02,NA,16859,FleaFlicker,15762,CLEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR33,0.1,56.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,4.2,4.2,47.5,NA,NA,0.2,0.2,1.2,NA,0,0,5.95,NA,15658,FleaFlicker,14974,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR56,0.2,48.6,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,4.2,4.2,49.4,NA,NA,0.1,0.2,1.3,NA,0,0,5.91,NA,17613,FleaFlicker,16186,@PHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR38,0.1,50.8,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4.3,4.3,56.5,NA,NA,0,0.1,0.4,NA,0,0,5.87,NA,13795,FleaFlicker,13630,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR39,0,56.9,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,5.2,5.2,56.3,NA,NA,0,0,0,NA,0,0,5.81,NA,12096,FleaFlicker,12652,@CARMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR47,0,56.3,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,4.7,4.7,48.2,NA,NA,0.1,0.1,0.8,NA,0,0,5.76,NA,14661,FleaFlicker,14105,NYGSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR36,0.1,49,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,NE,NA,5.1,5.1,48.8,NA,NA,0.1,0.1,0.2,NA,0,0.1,5.6,NA,12950,FleaFlicker,13156,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR50,0.1,49,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,2.7,2.7,46.7,NA,NA,0,0.8,2.6,NA,0.1,0,5.53,NA,16326,FleaFlicker,15301,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR110,0.1,49.3,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDiontae Johnson,WR,PIT,NA,5.2,5.2,51.7,NA,NA,0.1,0.2,1.7,NA,0,0.1,5.5,NA,14754,FleaFlicker,14208,CLEMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR31,0.1,53.3,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,4.1,4.1,47.5,NA,NA,0.1,0.2,1.2,NA,0,0,5.47,NA,17631,FleaFlicker,16189,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR65,0.1,48.8,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,3.4,3.4,44.5,NA,NA,0.1,0.5,5.6,NA,0,0,5.43,NA,16803,FleaFlicker,15752,LACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR43,0.1,50.1,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,3.7,3.7,44,NA,NA,0.1,0.1,1.1,NA,0,0,5.4,NA,14059,FleaFlicker,13632,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR52,0.1,45.1,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,LAR,NA,3.3,3.3,43.3,NA,NA,0.2,0.1,0.9,NA,0,0,5.38,NA,15564,FleaFlicker,14858,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR63,0.2,44.2,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,4.6,4.6,49.3,NA,NA,0,0.2,1.9,NA,0,0,5.26,NA,15603,FleaFlicker,14842,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR37,0,51.2,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,4.7,4.7,50,NA,NA,0.1,0.1,0.1,NA,0,0.1,5.23,NA,14949,FleaFlicker,14127,@BUFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR53,0.1,50.1,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,4,4,51.6,NA,NA,0,0,0,NA,0,0,5.16,NA,16281,FleaFlicker,15290,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR51,0,51.6,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,4.6,4.6,47.2,NA,NA,0.1,0.2,0.5,NA,0,0,5.09,NA,12937,FleaFlicker,13176,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR60,0.1,47.7,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,3.4,3.4,45.4,NA,NA,0,0.3,2.6,NA,0,0,5,NA,13364,FleaFlicker,13418,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR97,0,48,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odell Beckham,WR,BAL,NA,3.8,3.8,46.3,NA,NA,0,0.1,1.7,NA,0,0,4.94,NA,10243,FleaFlicker,11679,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR54,0,48,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,3.9,3.9,44,NA,NA,0,0.2,1.1,NA,0,0,4.75,NA,17633,FleaFlicker,16194,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR77,0.1,45.1,43%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,4.6,4.6,45,NA,NA,0.1,0,0,NA,0,0.1,4.69,NA,16248,FleaFlicker,15293,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR46,0.1,45,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,3.8,3.8,43.6,NA,NA,0,0.2,1.1,NA,0,0,4.65,NA,17674,FleaFlicker,16184,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR73,0,44.6,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,4.3,4.3,42.3,NA,NA,0.1,0.1,0.8,NA,0,0.1,4.55,NA,16941,FleaFlicker,15779,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR55,0.1,43.1,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTDeVante Parker,WR,NE,NA,3.3,3.3,41.9,NA,NA,0,0,0,NA,0,0,4.37,NA,11170,FleaFlicker,12176,MIASun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR75,0,41.9,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,3,3,43.7,NA,NA,0,0.1,0.3,NA,0,0,4.36,NA,13952,FleaFlicker,13793,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR71,0,44,41%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,4.1,4.1,41.5,NA,NA,0,0.1,1,NA,0,0,4.33,NA,12051,FleaFlicker,12650,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR57,0,42.5,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,3.7,3.7,41.7,NA,NA,0,0.2,1,NA,0,0,4.27,NA,17656,FleaFlicker,16197,NOMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR66,0,42.7,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,3.9,3.9,32.6,NA,NA,0.1,0.5,4.1,NA,0.1,0.1,4.23,NA,16251,FleaFlicker,15289,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR48,0.1,36.6,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,3.7,3.7,41,NA,NA,0,0.1,0.9,NA,0,0,4.19,NA,10242,FleaFlicker,11674,NYJSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR41,0,41.9,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,3.2,3.2,37.1,NA,NA,0.1,0.1,0.3,NA,0,0,4.08,NA,9891,FleaFlicker,11938,NOMon 7:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR59,0.1,37.4,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,2.9,2.9,40.7,NA,NA,0,0,0,NA,0,0.1,3.97,NA,15642,FleaFlicker,14857,@PITMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR64,0,40.8,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,LAC,NA,3.6,3.6,38.4,NA,NA,0,0.1,0.3,NA,0,0,3.93,NA,16292,FleaFlicker,15319,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR82,0,38.7,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
SUSJameson Williams,WR,DET,NA,3.4,3.4,37.9,NA,NA,0,0.1,0.9,NA,0,0,3.88,NA,16830,FleaFlicker,15756,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR58,0,38.8,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,3.7,3.7,41.2,NA,NA,0,0,0,NA,0,0.2,3.8,NA,15625,FleaFlicker,14849,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR74,0,41.2,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,2.7,2.7,38.1,NA,NA,0,0.1,0,NA,0,0,3.73,NA,14833,FleaFlicker,14122,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR76,0,38.1,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
