player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,return_tds,pass_comp,pass_att,pass_yds,pass_tds,pass_int
Jauan Jennings,WR,SF,NA,NA,0.95,11.28,NA,NA,0.07,0,0,NA,0,NA,1.55,NA,jauan-jennings,NumberFire,14860,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.11,5.21,#17,272,118,1.98,2.48,1.98,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,0.98,10.79,NA,NA,0.08,0,0,NA,0,NA,1.51,NA,jalen-tolbert,NumberFire,15788,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13,5.15,#15,274,119,2.03,2.53,2.03,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,ARI,NA,NA,0.94,12.2,NA,NA,0.05,0,0,NA,0,NA,1.51,NA,zach-pascal,NumberFire,13488,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.13,5.15,#26,274,119,1.97,2.45,1.97,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,NA,0.91,11.68,NA,NA,0.06,0,0,NA,0,NA,1.49,NA,malik-heath,NumberFire,16413,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.12,#4,276,121,1.94,2.42,1.94,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,0.8,9.06,NA,NA,0.06,0.3,1.67,NA,0.02,NA,1.47,NA,kavontae-turpin,NumberFire,15981,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.1,#15,278,122,1.89,2.32,1.89,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,NA,0.78,7.38,NA,NA,0.06,0.52,2.51,NA,0.02,NA,1.41,NA,jamal-agnew,NumberFire,13308,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.2,5.02,#23,281,123,1.8,2.22,1.8,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,NA,0.85,10,NA,NA,0.06,0,0,NA,0,NA,1.3,NA,kayshon-boutte,NumberFire,16193,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27,4.87,#30,282,124,1.75,2.19,1.75,NA,NA,NA,NA,NA,NA
Dareke Young,WR,SEA,NA,NA,0.76,9.84,NA,NA,0.05,0,0,NA,0,NA,1.25,NA,dareke-young,NumberFire,15941,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.3,4.8,#16,285,125,1.64,2.03,1.64,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,NA,0.76,9.14,NA,NA,0.04,0,0,NA,0,NA,1.17,NA,quez-watkins,NumberFire,14992,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.69,#24,286,126,1.51,1.9,1.51,NA,NA,NA,NA,NA,NA
Gunner Olszewski,WR,PIT,NA,NA,0.78,9.37,NA,NA,0.05,0,0,NA,0,NA,1.17,NA,gunner-olszewski,NumberFire,14555,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.35,4.69,#2,286,126,1.57,1.99,1.57,NA,NA,NA,NA,NA,NA
Mecole Hardman,WR,NYJ,NA,NA,0.6,7.53,NA,NA,0.03,0,0,NA,0,NA,0.93,NA,mecole-hardman,NumberFire,14113,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.37,#1,295,128,1.21,1.52,1.21,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,0.59,6.53,NA,NA,0.04,0,0,NA,0,NA,0.86,NA,jalin-hyatt,NumberFire,16183,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.55,4.27,#9,297,129,1.19,1.48,1.19,NA,NA,NA,NA,NA,NA
Justyn Ross,WR,KC,NA,NA,0.47,5.76,NA,NA,0.04,0,0,NA,0,NA,0.8,NA,justyn-ross,NumberFire,15763,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.19,#5,301,130,1.03,1.28,1.03,NA,NA,NA,NA,NA,NA
Erik Ezukanma,WR,MIA,NA,NA,0.31,3.77,NA,NA,0.02,0.25,1.52,NA,0.02,NA,0.78,NA,erik-ezukanma,NumberFire,15780,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.16,#10,303,131,0.9,1.07,0.9,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,0.44,5.4,NA,NA,0.03,0,0,NA,0,NA,0.74,NA,khalil-shakir,NumberFire,15761,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.63,4.11,#29,305,132,0.94,1.16,0.94,NA,NA,NA,NA,NA,NA
Cody Thompson,WR,SEA,NA,NA,0.44,5.61,NA,NA,0.03,0,0,NA,0,NA,0.72,NA,cody-thompson,NumberFire,14321,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.08,#16,307,133,0.94,1.17,0.94,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,NA,0.45,5.1,NA,NA,0.03,0,0,NA,0,NA,0.71,NA,trenton-irwin,NumberFire,14551,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.65,4.07,#3,308,134,0.92,1.14,0.92,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,NA,0.44,5.07,NA,NA,0.03,0,0,NA,0,NA,0.69,NA,david-bell,NumberFire,15758,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.66,4.04,#27,309,135,0.91,1.13,0.91,NA,NA,NA,NA,NA,NA
John Metchie III,WR,HOU,NA,NA,0.4,4.82,NA,NA,0.03,0,0,NA,0,NA,0.63,NA,john-metchie-iii,NumberFire,15759,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.7,3.96,#11,314,136,0.86,1.06,0.86,NA,NA,NA,NA,NA,NA
Keelan Cole,WR,LV,NA,NA,0.39,4.92,NA,NA,0.02,0,0,NA,0,NA,0.62,NA,keelan-cole,NumberFire,13412,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.95,#20,315,137,0.79,0.99,0.79,NA,NA,NA,NA,NA,NA
Miles Boykin,WR,PIT,NA,NA,0.38,4.71,NA,NA,0.02,0,0,NA,0,NA,0.61,NA,miles-boykin,NumberFire,14125,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.71,3.93,#2,316,138,0.76,0.96,0.76,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,NA,0.34,4.37,NA,NA,0.03,0,0,NA,0,NA,0.6,NA,nelson-agholor,NumberFire,12181,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.72,3.92,#14,317,139,0.79,0.96,0.79,NA,NA,NA,NA,NA,NA
Rakim Jarrett,WR,TB,NA,NA,0.21,2.68,NA,NA,0.01,0.26,1.59,NA,0.01,NA,0.58,NA,rakim-jarrett,NumberFire,16198,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.89,#25,319,140,0.63,0.75,0.63,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,0.41,4.63,NA,NA,0.02,0,0,NA,0,NA,0.57,NA,greg-dortch,NumberFire,14108,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,3.88,#26,321,141,0.77,0.98,0.77,NA,NA,NA,NA,NA,NA
Khadarel Hodge,WR,ATL,NA,NA,0.32,4.27,NA,NA,0.02,0,0,NA,0,NA,0.56,NA,khadarel-hodge,NumberFire,13963,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,3.87,#13,324,142,0.71,0.87,0.71,NA,NA,NA,NA,NA,NA
Lawrence Cager,WR,NYG,NA,NA,0.39,4.26,NA,NA,0.02,0,0,NA,0,NA,0.55,NA,lawrence-cager,NumberFire,15041,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.75,3.85,#9,326,143,0.72,0.93,0.72,NA,NA,NA,NA,NA,NA
Scotty Miller,WR,ATL,NA,NA,0.32,4.11,NA,NA,0.02,0,0,NA,0,NA,0.54,NA,scotty-miller,NumberFire,14280,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.76,3.84,#13,328,144,0.69,0.85,0.69,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,BAL,NA,NA,0.38,3.78,NA,NA,0.02,0,0,NA,0,NA,0.52,NA,devin-duvernay,NumberFire,14847,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.77,3.81,#14,329,145,0.69,0.88,0.69,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,IND,NA,NA,0.36,3.72,NA,NA,0.03,0,0,NA,0,NA,0.51,NA,isaiah-mckenzie-1,NumberFire,13313,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.78,3.8,#18,330,146,0.71,0.9,0.71,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,0.23,2.93,NA,NA,0.02,0,0,NA,0,NA,0.38,NA,derius-davis,NumberFire,16299,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.86,3.62,#22,350,147,0.53,0.64,0.53,NA,NA,NA,NA,NA,NA
Dezmon Patmon,WR,BUF,NA,NA,0.22,2.75,NA,NA,0.02,0,0,NA,0,NA,0.37,NA,dezmon-patmon,NumberFire,14998,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,3.61,#29,355,148,0.51,0.62,0.51,NA,NA,NA,NA,NA,NA
Isaiah Coulter,WR,BUF,NA,NA,0.23,2.78,NA,NA,0.02,0,0,NA,0,NA,0.37,NA,isaiah-coulter,NumberFire,14972,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,3.61,#29,355,148,0.51,0.63,0.51,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,BUF,NA,NA,0.22,2.66,NA,NA,0.02,0,0,NA,0,NA,0.37,NA,trent-sherfield,NumberFire,13893,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,3.61,#29,355,148,0.5,0.61,0.5,NA,NA,NA,NA,NA,NA
Trinity Benson,WR,DET,NA,NA,0.2,2.65,NA,NA,0.02,0,0,NA,0,NA,0.36,NA,trinity-benson,NumberFire,14499,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#31,363,151,0.49,0.59,0.49,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,NA,0.22,2.57,NA,NA,0.02,0,0,NA,0,NA,0.36,NA,cedrick-wilson,NumberFire,13652,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#10,363,151,0.49,0.6,0.49,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,NA,0.23,2.67,NA,NA,0.01,0,0,NA,0,NA,0.35,NA,jalen-nailor,NumberFire,15786,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#8,367,153,0.44,0.56,0.44,NA,NA,NA,NA,NA,NA
Tim Jones,WR,JAC,NA,NA,0.22,2.57,NA,NA,0.02,0,0,NA,0,NA,0.35,NA,tim-jones,NumberFire,16005,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.58,#23,367,153,0.49,0.6,0.49,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,0.2,2.53,NA,NA,0.01,0,0,NA,0,NA,0.32,NA,xavier-hutchinson,NumberFire,16201,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.54,#11,377,155,0.41,0.51,0.41,NA,NA,NA,NA,NA,NA
Tre'Quan Smith,WR,NO,NA,NA,0.2,2.4,NA,NA,0.01,0,0,NA,0,NA,0.32,NA,tre-quan-smith,NumberFire,13645,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.54,#21,377,155,0.4,0.5,0.4,NA,NA,NA,NA,NA,NA
Danny Gray,WR,SF,NA,NA,0.19,2.29,NA,NA,0.01,0,0,NA,0,NA,0.31,NA,danny-gray,NumberFire,15782,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#17,383,157,0.38,0.48,0.38,NA,NA,NA,NA,NA,NA
Marquez Stevenson,WR,CAR,NA,NA,0.19,2.39,NA,NA,0.01,0,0,NA,0,NA,0.3,NA,marquez-stevenson,NumberFire,15317,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#12,385,158,0.39,0.49,0.39,NA,NA,NA,NA,NA,NA
Ihmir Smith-Marsette,WR,CAR,NA,NA,0.19,2.36,NA,NA,0.01,0,0,NA,0,NA,0.3,NA,ihmir-smith-marsette,NumberFire,15434,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#12,385,158,0.39,0.49,0.39,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,WSH,NA,NA,0.19,2.39,NA,NA,0.01,0,0,NA,0,NA,0.3,NA,byron-pringle,NumberFire,13863,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#28,385,158,0.39,0.49,0.39,NA,NA,NA,NA,NA,NA
Keith Kirkwood,WR,NO,NA,NA,0.19,2.27,NA,NA,0.01,0,0,NA,0,NA,0.3,NA,keith-kirkwood,NumberFire,13882,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#21,385,158,0.38,0.48,0.38,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,MIN,NA,NA,0.23,2.19,NA,NA,0.01,0,0,NA,0,NA,0.3,NA,brandon-powell,NumberFire,13910,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#8,385,158,0.39,0.51,0.39,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,LA,NA,NA,0.21,2.19,NA,NA,0.01,0,0,NA,0,NA,0.3,NA,demarcus-robinson,NumberFire,12785,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.52,#6,385,158,0.38,0.49,0.38,NA,NA,NA,NA,NA,NA
Michael Woods II,WR,CLE,NA,NA,0.17,2.18,NA,NA,0.01,0,0,NA,0,NA,0.29,NA,michael-woods-ii,NumberFire,15792,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#27,395,164,0.36,0.45,0.36,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,PHI,NA,NA,0.19,2.26,NA,NA,0.01,0,0,NA,0,NA,0.29,NA,olamide-zaccheaus,NumberFire,14592,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#24,395,164,0.38,0.48,0.38,NA,NA,NA,NA,NA,NA
Matt Slater,WR,NE,NA,NA,0.19,2.26,NA,NA,0.01,0,0,NA,0,NA,0.29,NA,matt-slater,NumberFire,9200,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.92,3.5,#30,395,164,0.36,0.47,0.36,NA,NA,NA,NA,NA,NA
Josh Ali,WR,ATL,NA,NA,0.17,2.12,NA,NA,0.01,0,0,NA,0,NA,0.28,NA,josh-ali,NumberFire,16141,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#13,402,167,0.36,0.44,0.36,NA,NA,NA,NA,NA,NA
Tylan Wallace,WR,BAL,NA,NA,0.18,2.09,NA,NA,0.01,0,0,NA,0,NA,0.28,NA,tylan-wallace,NumberFire,15285,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#14,402,167,0.36,0.45,0.36,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,WSH,NA,NA,0.18,2.18,NA,NA,0.01,0,0,NA,0,NA,0.28,NA,dyami-brown,NumberFire,15292,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#28,402,167,0.37,0.46,0.37,NA,NA,NA,NA,NA,NA
Dax Milne,WR,WSH,NA,NA,0.19,2.12,NA,NA,0.01,0,0,NA,0,NA,0.27,NA,dax-milne,NumberFire,15326,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.48,#28,409,170,0.37,0.46,0.37,NA,NA,NA,NA,NA,NA
Equanimeous St. Brown,WR,CHI,NA,NA,0.15,1.95,NA,NA,0.01,0,0,NA,0,NA,0.26,NA,equanimeous-st-brown,NumberFire,13637,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.94,3.46,#19,412,171,0.33,0.41,0.33,NA,NA,NA,NA,NA,NA
Velus Jones,WR,CHI,NA,NA,0.15,1.86,NA,NA,0.01,0,0,NA,0,NA,0.25,NA,velus-jones,NumberFire,15767,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#19,416,172,0.32,0.4,0.32,NA,NA,NA,NA,NA,NA
Joe Reed,WR,CHI,NA,NA,0.15,1.84,NA,NA,0.01,0,0,NA,0,NA,0.25,NA,joe-reed,NumberFire,14862,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#19,416,172,0.32,0.39,0.32,NA,NA,NA,NA,NA,NA
Ray-Ray McCloud,WR,SF,NA,NA,0.19,1.81,NA,NA,0.01,0,0,NA,0,NA,0.25,NA,ray-ray-mccloud,NumberFire,13641,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.45,#17,416,172,0.32,0.42,0.32,NA,NA,NA,NA,NA,NA
Jamison Crowder,WR,WSH,NA,NA,0.19,1.8,NA,NA,0.01,0,0,NA,0,NA,0.24,NA,jamison-crowder,NumberFire,12184,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.95,3.43,#28,422,175,0.34,0.43,0.34,NA,NA,NA,NA,NA,NA
Trent Taylor,WR,CHI,NA,NA,0.15,1.55,NA,NA,0.01,0,0,NA,0,NA,0.21,NA,trent-taylor,NumberFire,13316,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,3.39,#19,425,176,0.29,0.37,0.29,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,8.1,107.07,NA,NA,0.62,NA,1.5,NA,0.01,NA,22.74,NA,2556214,NFL,12801,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Jefferson,WR,MIN,NA,NA,6.46,85.65,NA,NA,0.49,NA,1.14,NA,0.01,NA,18.14,NA,2564556,NFL,14836,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.69,81.62,NA,NA,0.39,NA,3.02,NA,0.03,NA,17.67,NA,2566073,NFL,15287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,NA,6.78,76,NA,NA,0.45,NA,0.59,NA,NA,NA,17.14,NA,2540154,NFL,11222,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.5,76.23,NA,NA,0.46,NA,1.92,NA,0.01,NA,17.14,NA,2565941,NFL,15281,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,NA,6.25,81.54,NA,NA,0.45,NA,0.06,NA,NA,NA,17.11,NA,2567973,NFL,15754,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,NA,5.7,78.12,NA,NA,0.54,NA,0.61,NA,NA,NA,16.81,NA,2543495,NFL,11675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,5.44,79.56,NA,NA,0.46,NA,1.99,NA,0.02,NA,16.48,NA,2563848,NFL,14832,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAX,NA,NA,5.96,74.24,NA,NA,0.46,NA,0.26,NA,NA,NA,16.17,NA,2560854,NFL,13629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stefon Diggs,WR,BUF,NA,NA,5.45,75.39,NA,NA,0.5,NA,0.46,NA,NA,NA,16.04,NA,2552608,NFL,12186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,NA,5.36,70.28,NA,NA,0.49,NA,0.15,NA,NA,NA,15.34,NA,2562685,NFL,14102,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,5.47,66.43,NA,NA,0.49,NA,0.8,NA,NA,NA,15.13,NA,2562492,NFL,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LA,NA,NA,5.24,74.88,NA,NA,0.32,NA,0.54,NA,NA,NA,14.76,NA,2570026,NFL,16211,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,NA,4.88,70.64,NA,NA,0.43,NA,0.19,NA,NA,NA,14.54,NA,2562238,NFL,14104,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,NA,4.37,71.62,NA,NA,0.49,NA,0.16,NA,NA,NA,14.49,NA,2565093,NFL,14840,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,NA,5.32,64.29,NA,NA,0.44,NA,0.59,NA,NA,NA,14.45,NA,2556370,NFL,12652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,5.8,67.43,NA,NA,0.29,NA,0.97,NA,0.01,NA,14.44,NA,2558105,NFL,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,NA,4.82,68.73,NA,NA,0.39,NA,2.23,NA,NA,NA,14.26,NA,2563896,NFL,14833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Williams,WR,LAC,NA,NA,5.1,67.84,NA,NA,0.38,NA,0.11,NA,NA,NA,14.18,NA,2558846,NFL,13154,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,4.64,68.01,NA,NA,0.38,NA,1.95,NA,NA,NA,13.92,NA,2566292,NFL,15284,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,NA,4.64,57.52,NA,NA,0.29,NA,12.95,NA,0.05,0.04,13.65,NA,2562721,NFL,14136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,NA,4.12,66.81,NA,NA,0.43,NA,2.13,NA,NA,NA,13.59,NA,2543468,NFL,11671,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.85,62.71,NA,NA,0.41,NA,0.05,NA,NA,NA,13.59,NA,2566409,NFL,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
