team,dst_int,dst_safety,dst_sacks,dst_tackles,dst_fum_rec,dst_fum_force,dst_td,dst_pts_allowed,dst_pts_allowed_g,dst_pass_yds_allowed,dst_rush_yds_allowed,dst_yds_allowed,dst_avg_yds_allowed,site_pts,site_fppg,data_src,id,src_id,pos,player,dst_fum_recvr,dst_fumbles,dst_yds_against,dst_pts_against,opp,bye,draft_rank,idp_solo,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Cincinnati Bengals,0.92,0.05,2.22,NA,0.62,NA,0.17,19.38,NA,NA,NA,NA,NA,6.6,NA,NFL,0506,100006,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Washington Commanders DEF  View News,0.87,0.04,2.71,NA,0.54,NA,0.14,23.77,NA,NA,NA,NA,NA,6.57,NA,NFL,0520,100032,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
San Francisco 49ers DEF  View News,0.98,0.03,2.15,NA,0.62,NA,0.15,19.79,NA,NA,NA,NA,NA,6.55,NA,NFL,0530,100029,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
New York Jets DEF  View News,0.76,0.04,2.72,NA,0.59,NA,0.15,22.78,NA,NA,NA,NA,NA,6.52,NA,NFL,0505,100024,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
New England Patriots DEF  View News,0.69,0.04,2.77,NA,0.59,NA,0.15,18.7,NA,NA,NA,NA,NA,6.49,NA,NFL,0504,100021,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Tennessee Titans DEF  View News,0.77,0.03,2.71,NA,0.58,NA,0.15,21.98,NA,NA,NA,NA,NA,6.49,NA,NFL,0508,100012,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Atlanta Falcons DEF  View News,0.84,0.02,2.18,NA,0.69,NA,0.16,21.39,NA,NA,NA,NA,NA,6.48,NA,NFL,0526,100001,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Minnesota Vikings DEF  View News,0.99,0.03,2.25,NA,0.56,NA,0.14,20.71,NA,NA,NA,NA,NA,6.43,NA,NFL,0524,100020,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Carolina Panthers DEF  View News,0.88,0.03,2.18,NA,0.63,NA,0.17,22.33,NA,NA,NA,NA,NA,6.4,NA,NFL,0527,100004,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Indianapolis Colts,0.98,0.03,2.24,NA,0.58,NA,0.14,22.28,NA,NA,NA,NA,NA,6.38,NA,NFL,0502,100014,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
Jacksonville Jaguars DEF  View News,0.74,0.03,2.1,NA,0.67,NA,0.16,22.47,NA,NA,NA,NA,NA,6.18,NA,NFL,0509,100015,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Arizona Cardinals DEF  View News,0.81,0.04,2.21,NA,0.54,NA,0.16,24.27,NA,NA,NA,NA,NA,6.13,NA,NFL,0519,100026,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Detroit Lions DEF  View News,0.76,0.03,2.17,NA,0.63,NA,0.16,24.63,NA,NA,NA,NA,NA,6.03,NA,NFL,0522,100010,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Houston Texans,0.71,0.03,2.14,NA,0.57,NA,0.15,24.7,NA,NA,NA,NA,NA,5.78,NA,NFL,0532,100013,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.02
New York Giants DEF  View News,0.74,0.02,1.94,NA,0.63,NA,0.15,29.57,NA,NA,NA,NA,NA,5.68,NA,NFL,0517,100023,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Denver Broncos,0.74,0.02,1.81,NA,0.55,NA,0.16,26.39,NA,NA,NA,NA,NA,5.63,NA,NFL,0511,100009,DST,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
