player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds
Garrett Wilson,WR,NYJ,NA,NA,5.5,71.3,NA,NA,0.3,0,0.3,NA,0,0,9.1,NA,23072,FantasyPros,15753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,NA,5.5,68,NA,NA,0.4,0,0.3,NA,0,0,9,NA,17268,FantasyPros,13633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,NA,5,65.7,NA,NA,0.4,0.1,0.7,NA,0,0,8.9,NA,11606,FantasyPros,11232,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,NA,5.3,63.1,NA,NA,0.4,0,0,NA,0,0,8.9,NA,13971,FantasyPros,12187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,NA,4.4,67.1,NA,NA,0.3,0.1,0.7,NA,0,0,8.8,NA,17265,FantasyPros,13635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,NA,4.2,66,NA,NA,0.3,0,0,NA,0,0,8.6,NA,13894,FantasyPros,12175,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,NA,4.6,62.5,NA,NA,0.4,0,0.1,NA,0,0,8.3,NA,18466,FantasyPros,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,NA,5.9,62.7,NA,NA,0.3,0,0.1,NA,0,0,8.2,NA,13429,FantasyPros,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,NA,4.6,58.4,NA,NA,0.4,0,0.1,NA,0,0,7.9,NA,18226,FantasyPros,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,NA,4.6,54.7,NA,NA,0.4,0,0.3,NA,0,0,7.9,NA,23107,FantasyPros,16186,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,4.2,52.9,NA,NA,0.4,0,0.1,NA,0,0,7.8,NA,17253,FantasyPros,13630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,NA,4,57.2,NA,NA,0.3,0,0.6,NA,0,0,7.8,NA,19201,FantasyPros,14833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,NA,4.6,59.1,NA,NA,0.3,0,0,NA,0,0,7.7,NA,19222,FantasyPros,15282,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,NA,4.7,57.2,NA,NA,0.3,0.1,0.9,NA,0,0,7.5,NA,22916,FantasyPros,16190,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,NA,3.6,53.4,NA,NA,0.4,0,0,NA,0,0,7.4,NA,20130,FantasyPros,15290,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,5.1,57,NA,NA,0.3,0,0.3,NA,0,0,7.4,NA,16406,FantasyPros,13163,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAC,NA,NA,3.9,50.8,NA,NA,0.3,0.2,1.4,NA,0,0,7.2,NA,17258,FantasyPros,13629,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,NA,3.6,46.7,NA,NA,0.3,0.4,2.5,NA,0,0,7,NA,12122,FantasyPros,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,NA,3.5,54,NA,NA,0.2,0,0.2,NA,0,0,6.8,NA,22963,FantasyPros,15762,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,NA,4.4,55.1,NA,NA,0.2,0,0.1,NA,0,0,6.8,NA,18615,FantasyPros,14208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,3.2,47.8,NA,NA,0.3,0.1,0.9,NA,0,0,6.7,NA,23886,FantasyPros,15789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,NA,4,47.4,NA,NA,0.3,0.1,0.6,NA,0,0,6.7,NA,23113,FantasyPros,16194,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,NA,3.3,46.1,NA,NA,0.3,0,0.1,NA,0,0,6.6,NA,19398,FantasyPros,14845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,4.8,47.5,NA,NA,0.3,0,0.2,NA,0,0,6.4,NA,15547,FantasyPros,12650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,4.2,47.6,NA,NA,0.2,0.1,0.8,NA,0,0,6.3,NA,18598,FantasyPros,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,3.9,46.3,NA,NA,0.3,0,0.1,NA,0,0,6.2,NA,23070,FantasyPros,16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,NA,3.2,44.3,NA,NA,0.3,0.1,0.6,NA,0,0,6.1,NA,23020,FantasyPros,16184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,HOU,NA,NA,2.9,42.5,NA,NA,0.3,0,0.2,NA,0,0,6.1,NA,16443,FantasyPros,13172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,NA,3.2,43.2,NA,NA,0.3,0,0,NA,0,0,6,NA,23101,FantasyPros,15755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,3.3,39.1,NA,NA,0.3,0,0,NA,0,0,5.6,NA,23794,FantasyPros,15779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,NA,2.7,35,NA,NA,0.2,1,5.4,NA,0,0,5.6,NA,20126,FantasyPros,15301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,NA,3.5,36.9,NA,NA,0.2,0.8,3.4,NA,0,0,5.6,NA,16434,FantasyPros,13157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,NA,3,40.6,NA,NA,0.2,0,0,NA,0,0,5.4,NA,25333,FantasyPros,16206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,3.2,37.1,NA,NA,0.2,0.1,0.8,NA,0,0,5.1,NA,23123,FantasyPros,16188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,NA,2.9,36.7,NA,NA,0.2,0.3,2.4,NA,0,0,5,NA,20114,FantasyPros,15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,NA,3.3,31.5,NA,NA,0.2,1.5,8.5,NA,0,0,4.9,NA,19796,FantasyPros,15283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,NA,2.9,34.1,NA,NA,0.2,0,0.1,NA,0,0,4.9,NA,11610,FantasyPros,11228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,NA,3,35.1,NA,NA,0.2,0,0.1,NA,0,0,4.8,NA,18726,FantasyPros,14551,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odell Beckham Jr.,WR,BAL,NA,NA,2.5,34.4,NA,NA,0.2,0,0.1,NA,0,0,4.8,NA,12127,FantasyPros,11679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,2.6,38.7,NA,NA,0.2,0,0.1,NA,0,0,4.8,NA,18706,FantasyPros,14122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Guyton,WR,LAC,NA,NA,2.3,33.7,NA,NA,0.2,0,0.3,NA,0,0,4.7,NA,18941,FantasyPros,14337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,2.8,36,NA,NA,0.2,0,0.1,NA,0,0,4.7,NA,17301,FantasyPros,13632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,NA,3,32.3,NA,NA,0.2,0,0,NA,0,0,4.6,NA,16431,FantasyPros,13176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,NA,2.5,34.8,NA,NA,0.2,0,0.3,NA,0,0,4.6,NA,19810,FantasyPros,14974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,3.1,34.1,NA,NA,0.1,0.7,3.3,NA,0,0,4.5,NA,22985,FantasyPros,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,NA,2.7,35.1,NA,NA,0.2,0,0.2,NA,0,0,4.5,NA,19794,FantasyPros,15293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,1.9,31.3,NA,NA,0.2,0,0,NA,0,0,4.3,NA,17528,FantasyPros,13793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,NA,2.5,31.8,NA,NA,0.2,0,0.1,NA,0,0,4.2,NA,25331,FantasyPros,16199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,NA,2.7,34.5,NA,NA,0.1,0,0,NA,0,0,4.2,NA,23030,FantasyPros,16197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,NA,2,29.3,NA,NA,0.2,0,0,NA,0,0,4.2,NA,16439,FantasyPros,13168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,2.5,30.9,NA,NA,0.2,0,0,NA,0,0,4,NA,23748,FantasyPros,15761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Chark Jr.,WR,CAR,NA,NA,1.9,29.3,NA,NA,0.2,0,0,NA,0,0,3.9,NA,17292,FantasyPros,13668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,NA,2.5,26.8,NA,NA,0.2,0,0.2,NA,0,0,3.7,NA,19708,FantasyPros,14977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,NA,2.1,27.7,NA,NA,0.1,0.1,1.2,NA,0,0,3.7,NA,22905,FantasyPros,15752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,NA,2,25.8,NA,NA,0.2,0,0.1,NA,0,0,3.7,NA,17259,FantasyPros,13646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,NA,2.2,25.8,NA,NA,0.2,0.1,0.5,NA,0,0,3.6,NA,23905,FantasyPros,15766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims Jr.,WR,DEN,NA,NA,1.6,20.9,NA,NA,0.2,0.5,3,NA,0,0,3.4,NA,23080,FantasyPros,16189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,1.7,23.8,NA,NA,0.2,0,0.2,NA,0,0,3.3,NA,23677,FantasyPros,15756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,NA,1.7,24.1,NA,NA,0.2,0,0.2,NA,0,0,3.3,NA,24354,FantasyPros,16195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mecole Hardman Jr.,WR,KC,NA,NA,1.4,17.1,NA,NA,0.1,0.7,3.4,NA,0,0,2.8,NA,18587,FantasyPros,14113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,NA,1.4,20.7,NA,NA,0.1,0,0,NA,0,0,2.8,NA,17603,FantasyPros,13776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,1.7,19.4,NA,NA,0.1,0,0.1,NA,0,0,2.8,NA,23770,FantasyPros,15788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,MIA,NA,NA,1.6,19.3,NA,NA,0.1,0,0,NA,0,0,2.8,NA,17262,FantasyPros,13652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,1.5,19.6,NA,NA,0.1,0.1,1.2,NA,0,0,2.8,NA,16081,FantasyPros,13066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,PHI,NA,NA,1.7,18.8,NA,NA,0.1,0,0.4,NA,0,0,2.6,NA,9867,FantasyPros,10271,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,1.6,20,NA,NA,0.1,0,0,NA,0,0,2.6,NA,19747,FantasyPros,15109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Philips,WR,TEN,NA,NA,1.7,19.9,NA,NA,0.1,0,0,NA,0,0,2.6,NA,23896,FantasyPros,15901,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,1.4,19.4,NA,NA,0.1,0,0,NA,0,0,2.6,NA,19590,FantasyPros,14860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,1.5,20.2,NA,NA,0.1,0,0,NA,0,0,2.5,NA,25251,FantasyPros,16183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Gipson,WR,NYJ,NA,NA,1.4,15.8,NA,NA,0.1,0.5,3.5,NA,0,0,2.5,NA,25758,FantasyPros,16416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,NA,1.5,18.6,NA,NA,0.1,0,0,NA,0,0,2.5,NA,19375,FantasyPros,14849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,PHI,NA,NA,1.6,18.2,NA,NA,0.1,0,0.1,NA,0,0,2.4,NA,18864,FantasyPros,14592,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,NA,1.2,12.8,NA,NA,0.1,0.9,3.8,NA,0,0,2.3,NA,20119,FantasyPros,15289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,NA,1.7,17.6,NA,NA,0.1,0.1,0.4,NA,0,0,2.2,NA,18345,FantasyPros,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,MIA,NA,NA,1.5,15.4,NA,NA,0.1,0,0.2,NA,0,0,2.2,NA,17289,FantasyPros,13638,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,NA,1.1,12.3,NA,NA,0.1,0.2,3.3,NA,0,0,2.2,NA,25334,FantasyPros,16299,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,NA,1.2,15.9,NA,NA,0.1,0,0,NA,0,0,2.1,NA,13969,FantasyPros,12181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin III,WR,PIT,NA,NA,1,11.4,NA,NA,0.1,0.9,4.1,NA,0,0,2.1,NA,23739,FantasyPros,15777,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall Jr.,WR,CAR,NA,NA,1.2,16.2,NA,NA,0.1,0,0,NA,0,0,2,NA,23242,FantasyPros,15308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equanimeous St. Brown,WR,CHI,NA,NA,1,14.5,NA,NA,0.1,0,0.5,NA,0,0,2,NA,17307,FantasyPros,13637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,MIN,NA,NA,1.4,13.3,NA,NA,0.1,0.3,2,NA,0,0,2,NA,17793,FantasyPros,13910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Bobo,WR,SEA,NA,NA,1.2,14.3,NA,NA,0.1,0,0.3,NA,0,0,2,NA,25339,FantasyPros,16393,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deven Thompkins,WR,TB,NA,NA,1.3,13.4,NA,NA,0.1,0.5,2.4,NA,0,0,2,NA,24134,FantasyPros,15977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,DET,NA,NA,1,14.1,NA,NA,0.1,0,0.1,NA,0,0,2,NA,19298,FantasyPros,14857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,NA,0.8,11,NA,NA,0.1,0.7,3.8,NA,0,0,1.9,NA,25337,FantasyPros,16287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laviska Shenault Jr.,WR,CAR,NA,NA,0.8,8.9,NA,NA,0,1.2,6.4,NA,0,0,1.9,NA,19221,FantasyPros,14838,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Scott,WR,CHI,NA,NA,1,12.4,NA,NA,0.1,0.4,2.7,NA,0,0,1.9,NA,25442,FantasyPros,16205,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamison Crowder,WR,WAS,NA,NA,1.2,12.7,NA,NA,0.1,0.3,1,NA,0,0,1.9,NA,13976,FantasyPros,12184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Goodwin,WR,CLE,NA,NA,0.8,11.4,NA,NA,0.1,0.5,2.7,NA,0,0,1.8,NA,11599,FantasyPros,11239,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,WAS,NA,NA,0.8,11.1,NA,NA,0.1,0.1,0.6,NA,0,0,1.6,NA,20113,FantasyPros,15292,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,NYG,NA,NA,1.1,13,NA,NA,0,0,0.1,NA,0,0,1.6,NA,18463,FantasyPros,14112,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
