player,team,rush_att,rush_yds,rush_tds,rec,rec_yds,rec_tds,fumbles_lost,site_pts,src_id,data_src,pos,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_tgt,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Darrynton Evans,CHI,10.56,42.12,0.37,1.21,7.54,0.04,NA,7.27,darrynton-evans,NumberFire,RB,14808,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.56,12.98,#30,84,30,7.91,4800,1.65,8.59,4000,2.15,7.91,13,0.61,NA,NA
Jordan Mason,SF,8.87,35.77,0.32,1.34,9.4,0.08,NA,6.81,jordan-mason,NumberFire,RB,15972,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.25,12.37,#19,93,32,7.51,5800,1.29,8.23,5300,1.55,7.51,19,0.4,NA,NA
Latavius Murray,BUF,9.32,39.4,0.28,1.07,6.46,0.04,NA,6.43,latavius-murray,NumberFire,RB,11390,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,11.86,#12,98,33,6.98,5600,1.25,7.56,4400,1.72,6.98,13,0.54,NA,NA
Elijah Mitchell,SF,9.02,38.11,0.26,1.06,7.05,0.05,NA,6.39,elijah-mitchell,NumberFire,RB,15263,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.97,11.81,#19,100,34,6.93,6200,1.12,7.46,5100,1.46,6.93,15,0.46,NA,NA
Craig Reynolds,DET,8.47,33.37,0.24,1.1,8.96,0.06,NA,5.99,craig-reynolds,NumberFire,RB,14727,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7,11.28,#4,105,35,6.52,5600,1.16,7.1,4900,1.45,6.52,13,0.5,NA,NA
Jaleel McLaughlin,DEN,7.57,31.88,0.21,1.53,10.97,0.07,NA,5.94,jaleel-mclaughlin,NumberFire,RB,16390,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.67,11.21,#21,106,36,6.65,5100,1.3,7.46,5000,1.49,6.65,15,0.44,NA,NA
Ke'Shawn Vaughn,TB,8.85,35.05,0.25,1.11,7.04,0.05,NA,5.9,ke-shawn-vaughn,NumberFire,RB,14810,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.64,11.16,#15,107,37,6.42,5600,1.15,7.05,4400,1.6,6.42,10,0.64,NA,NA
Royce Freeman,LA,9.43,36.87,0.25,0.55,3.73,0.04,NA,5.76,royce-freeman,NumberFire,RB,13617,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.54,10.98,#6,108,38,6.04,4100,1.47,6.34,4000,1.59,6.04,NA,NA,NA,NA
A.J. Dillon,GB,6.94,29.41,0.23,1.21,10.04,0.06,NA,5.63,aj-dillon,NumberFire,RB,14805,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.46,10.8,#32,110,39,6.25,6400,0.98,6.88,5300,1.3,6.25,16,0.39,NA,NA
Justice Hill,BAL,7.79,32.42,0.23,1.14,6.35,0.04,NA,5.35,justice-hill,NumberFire,RB,14086,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.27,10.43,#10,120,40,5.91,5400,1.09,6.56,4600,1.43,5.91,12,0.49,NA,NA
Darrell Henderson,LA,6.73,28.63,0.19,0.89,6.6,0.05,NA,4.99,darrell-henderson,NumberFire,RB,14087,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,9.95,#6,122,41,5.41,NA,NA,5.85,NA,NA,5.41,NA,NA,NA,NA
Samaje Perine,DEN,3.24,13.28,0.08,2.5,20.98,0.12,NA,4.59,samaje-perine,NumberFire,RB,13133,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.24,9.42,#21,127,42,5.82,4800,1.21,7.1,4500,1.58,5.82,12,0.49,NA,NA
Cam Akers,MIN,5.94,23.42,0.13,1.38,10.71,0.05,NA,4.43,cam-akers,NumberFire,RB,14799,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.35,9.21,#5,130,43,5.14,5500,0.93,5.85,4600,1.27,5.14,11,0.47,NA,NA
Antonio Gibson,WSH,3.42,14.7,0.1,2.37,17.19,0.09,NA,4.22,antonio-gibson,NumberFire,RB,14852,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.49,8.93,#16,133,44,5.39,5300,1.02,6.64,4700,1.41,5.39,14,0.39,NA,NA
Zach Evans,LA,5.39,21.38,0.17,0.97,7.01,0.07,NA,4.19,zach-evans,NumberFire,RB,16163,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.51,8.89,#6,135,45,4.66,4800,0.97,5.2,4000,1.3,4.66,10,0.47,NA,NA
Kenneth Gainwell,PHI,4.86,19.52,0.18,1.25,8.48,0.05,NA,4.08,kenneth-gainwell,NumberFire,RB,15255,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.59,8.75,#25,139,46,4.69,4900,0.96,5.37,4500,1.19,4.69,13,0.36,NA,NA
Jamaal Williams,NO,6.04,24.13,0.2,0.58,3.77,0.02,NA,4.06,jamaal-williams,NumberFire,RB,13139,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.6,8.72,#2,141,47,4.32,5500,0.79,4.65,4800,0.97,4.32,14,0.31,NA,NA
Zach Charbonnet,SEA,4.34,18.01,0.13,1.58,10.1,0.08,NA,4.03,zach-charbonnet,NumberFire,RB,16169,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.62,8.68,#31,142,48,4.8,4700,1.02,5.62,4300,1.31,4.8,14,0.34,NA,NA
Damien Williams,ARI,4.99,20.27,0.18,0.82,6.07,0.03,NA,3.88,damien-williams,NumberFire,RB,11886,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.72,8.48,#18,145,49,4.26,5200,0.82,4.69,4000,1.17,4.26,13,0.33,NA,NA
Salvon Ahmed,MIA,4.38,17.12,0.14,1.04,7.26,0.05,NA,3.6,salvon-ahmed,NumberFire,RB,14811,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.91,8.11,#22,152,50,4.08,5100,0.8,4.61,4600,1,4.08,10,0.41,NA,NA
Jerick McKinnon,KC,1.05,4.49,0.03,2.33,19.8,0.15,NA,3.49,jerick-mckinnon,NumberFire,RB,11761,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.98,7.96,#23,154,51,4.65,NA,NA,5.83,NA,NA,4.65,12,0.39,NA,NA
Joshua Kelley,LAC,5.37,21.09,0.11,0.54,3.74,0.02,NA,3.25,joshua-kelley,NumberFire,RB,14807,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.14,7.64,#6,163,52,3.49,NA,NA,3.78,NA,NA,3.49,12,0.29,NA,NA
Clyde Edwards-Helaire,KC,3.16,13.8,0.09,0.98,7.46,0.06,NA,3.01,clyde-edwards-helaire,NumberFire,RB,14803,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.31,7.33,#23,170,53,3.52,NA,NA,4.01,NA,NA,3.52,12,0.29,NA,NA
Kendre Miller,NO,3.45,13.3,0.11,0.88,5.97,0.04,NA,2.77,kendre-miller,NumberFire,RB,16171,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.47,7.01,#2,182,54,3.21,4600,0.7,3.68,4300,0.86,3.21,11,0.29,NA,NA
Matt Breida,NYG,3.61,16,0.07,0.82,6.35,0.03,NA,2.74,matt-breida,NumberFire,RB,13378,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.49,6.97,#26,183,55,3.17,5800,0.55,3.62,4800,0.75,3.17,10,0.32,NA,NA
Zamir White,LV,3.71,15.37,0.1,0.47,3.24,0.02,NA,2.5,zamir-white,NumberFire,RB,15714,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.65,6.65,#29,187,56,2.76,4600,0.6,3.02,4700,0.64,2.76,10,0.28,NA,NA
Cordarrelle Patterson,ATL,1.88,8.58,0.06,0.9,6.91,0.04,NA,2.15,cordarrelle-patterson-1,NumberFire,RB,11225,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.88,6.18,#11,191,57,2.58,4400,0.59,3.04,4000,0.76,2.58,10,0.26,NA,NA
Jeff Wilson,MIA,2.43,10.4,0.08,0.66,4.95,0.03,NA,2.13,jeff-wilson,NumberFire,RB,14017,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.9,6.16,#22,192,58,2.49,5500,0.45,2.84,4000,0.71,2.49,12,0.21,NA,NA
Tank Bigsby,JAC,3.24,13.06,0.07,0.49,3.01,0.02,NA,2.09,tank-bigsby,NumberFire,RB,16164,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.92,6.1,#8,195,59,2.33,4500,0.52,2.61,4200,0.62,2.33,10,0.23,NA,NA
Emari Demercado,ARI,2.77,10.96,0.1,0.45,3.25,0.01,NA,2.06,emari-demercado,NumberFire,RB,16385,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.94,6.06,#18,196,60,2.27,4900,0.46,2.51,4800,0.52,2.27,10,0.23,NA,NA
Isaiah Spiller,LAC,3.07,12.05,0.08,0.26,1.81,0.01,NA,1.91,isaiah-spiller,NumberFire,RB,15709,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.05,5.87,#6,204,61,2.02,NA,NA,2.17,NA,NA,2.02,10,0.2,NA,NA
Kyle Juszczyk,SF,1.07,4.14,0.04,0.8,7.71,0.05,NA,1.67,kyle-juszczyk,NumberFire,RB,11367,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,5.55,#19,213,62,2.07,4100,0.5,2.5,4000,0.63,2.07,10,0.21,NA,NA
Chris Rodriguez Jr.,WSH,2.33,9.59,0.07,0.22,1.54,0.01,NA,1.57,chris-rodriguez-jr,NumberFire,RB,16174,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.27,5.41,#16,215,63,1.66,4500,0.37,1.79,4000,0.45,1.66,12,0.14,NA,NA
Boston Scott,PHI,1.77,7.11,0.08,0.37,2.65,0.02,NA,1.55,boston-scott,NumberFire,RB,13814,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,5.39,#25,216,64,1.74,4600,0.38,1.94,4000,0.49,1.74,10,0.17,NA,NA
Ameer Abdullah,LV,1.37,5.52,0.04,0.55,4.3,0.02,NA,1.32,ameer-abdullah,NumberFire,RB,12155,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,5.08,#29,235,65,1.58,4500,0.35,1.87,4000,0.47,1.58,10,0.16,NA,NA
D'Ernest Johnson,JAC,1.62,6.75,0.04,0.47,3.05,0.02,NA,1.32,d-ernest-johnson,NumberFire,RB,14331,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.44,5.08,#8,235,65,1.56,4200,0.37,1.8,4000,0.45,1.56,10,0.16,NA,NA
Myles Gaskin,MIN,1.75,6.86,0.05,0.22,1.63,0.02,NA,1.21,myles-gaskin,NumberFire,RB,14081,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52,4.94,#5,240,67,1.36,NA,NA,1.48,NA,NA,1.36,NA,NA,NA,NA
DeeJay Dallas,SEA,1.09,4.4,0.04,0.52,3.38,0.03,NA,1.2,deejay-dallas,NumberFire,RB,14815,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.52,4.92,#31,243,68,1.44,4200,0.34,1.71,4000,0.43,1.44,10,0.14,NA,NA
Ty Montgomery,NE,0.55,2.32,0.01,0.86,5.82,0.03,NA,1.07,ty-montgomery,NumberFire,RB,12261,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.61,4.75,#9,245,69,1.46,4300,0.34,1.9,NA,NA,1.46,NA,NA,NA,NA
C.J. Ham,MIN,0.24,0.9,0.01,0.53,4.55,0.02,NA,0.72,c-j-ham-1,NumberFire,RB,12923,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.85,4.29,#5,255,70,0.99,4200,0.24,1.26,4000,0.32,0.99,10,0.1,NA,NA
Eric Gray,NYG,0.9,3.51,0.02,0.19,1.34,0.01,NA,0.65,eric-gray,NumberFire,RB,16173,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,4.19,#26,260,71,0.74,5400,0.14,0.85,4000,0.21,0.74,10,0.07,NA,NA
Patrick Taylor,GB,0.54,2.19,0.02,0.23,1.69,0.01,NA,0.59,patrick-taylor,NumberFire,RB,14817,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,4.11,#32,265,72,0.68,4600,0.15,0.8,NA,NA,0.68,NA,NA,NA,NA
Jason Cabinda,DET,0.26,1.02,0.01,0.36,2.67,0.02,NA,0.53,jason-cabinda,NumberFire,RB,13906,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.97,4.03,#4,268,73,0.73,4100,0.18,0.91,4000,0.23,0.73,10,0.07,NA,NA
Ty Chandler,MIN,0.48,1.82,0.01,0.26,1.95,0.01,NA,0.51,ty-chandler,NumberFire,RB,15723,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,4.01,#5,272,74,0.63,4400,0.14,0.76,4000,0.19,0.63,10,0.06,NA,NA
Khari Blasingame,CHI,0.31,1.23,0.01,0.4,2.49,0.01,NA,0.5,khari-blasingame,NumberFire,RB,14552,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.99,3.99,#30,273,75,0.67,4300,0.16,0.88,4000,0.22,0.67,10,0.07,NA,NA
Patrick Ricard,BAL,0.31,1.23,0.01,0.32,1.94,0.02,NA,0.47,patrick-ricard,NumberFire,RB,13455,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.01,3.95,#10,274,76,0.66,4100,0.16,0.82,4000,0.21,0.66,10,0.07,NA,NA
Alec Ingold,MIA,0.24,0.94,0.01,0.26,1.99,0.01,NA,0.42,alec-ingold,NumberFire,RB,14420,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#22,275,77,0.54,4200,0.13,0.67,4000,0.17,0.54,10,0.05,NA,NA
Emanuel Wilson,GB,0.27,1.1,0.01,0.23,1.71,0.01,NA,0.42,emanuel-wilson,NumberFire,RB,16432,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.89,#32,275,77,0.52,4200,0.12,0.63,4000,0.16,0.52,10,0.05,NA,NA
Tyrion Davis-Price,SF,0.31,1.18,0.01,0.22,1.55,0.01,NA,0.41,tyrion-davis-price,NumberFire,RB,15746,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#19,277,79,0.5,5000,0.1,0.61,4000,0.15,0.5,10,0.05,NA,NA
Michael Burton,DEN,0.27,1.07,0.01,0.22,1.65,0.01,NA,0.41,michael-burton,NumberFire,RB,12325,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.05,3.87,#21,277,79,0.5,4000,0.13,0.61,4000,0.15,0.5,10,0.05,NA,NA
Pierre Strong Jr.,CLE,0.31,1.26,0.01,0.21,1.45,0.01,NA,0.39,pierre-strong-jr,NumberFire,RB,15733,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.07,3.85,#17,280,81,0.5,4500,0.11,0.6,4200,0.14,0.5,10,0.05,NA,NA
Trey Sermon,IND,0.3,1.2,0.01,0.21,1.45,0.01,NA,0.36,trey-sermon,NumberFire,RB,15257,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.09,3.81,#1,281,82,0.49,4200,0.12,0.6,4000,0.15,0.49,10,0.05,NA,NA
Sean Tucker,TB,0.28,1.08,0.01,0.23,1.44,0.01,NA,0.36,sean-tucker,NumberFire,RB,16166,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.09,3.81,#15,281,82,0.49,4700,0.1,0.6,4300,0.14,0.49,10,0.05,NA,NA
Keith Smith,ATL,0.31,1.24,0.01,0.2,1.26,0.01,NA,0.35,keith-smith-1,NumberFire,RB,12040,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#11,285,84,0.47,4200,0.11,0.57,4000,0.14,0.47,10,0.05,NA,NA
Gary Brightwell,NYG,0.3,1.18,0.01,0.19,1.38,0.01,NA,0.35,gary-brightwell,NumberFire,RB,15462,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.1,3.8,#26,285,84,0.47,4900,0.1,0.57,4000,0.14,0.47,10,0.05,NA,NA
Jakob Johnson,LV,0,0,0,0.22,1.56,0.01,NA,0.21,jakob-johnson,NumberFire,RB,14359,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.19,3.61,#29,306,86,0.33,4000,0.08,0.44,4000,0.11,0.33,10,0.03,NA,NA
James Robinson,GB,0.27,1.18,0.01,0,0,0,NA,0.18,james-robinson,NumberFire,RB,14813,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-3.21,3.57,#32,307,87,0.18,NA,NA,0.18,NA,NA,0.18,NA,NA,NA,NA
Christian McCaffrey,SF,NA,60.43,0.51,4.03,38.04,0.22,0.03,18.2,2557997,NFL,RB,13130,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,LAC,NA,57.05,0.5,4.18,35.78,0.12,0.03,17.12,2559169,NFL,RB,13404,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,LV,NA,72.6,0.51,3.33,28.73,0.12,0.06,17.12,2562377,NFL,RB,14073,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker III,SEA,NA,74.55,0.81,1.87,16.41,0.09,NA,16.37,2568282,NFL,RB,15711,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,PHI,NA,54.01,0.39,3.94,31.39,0.16,NA,15.84,2563965,NFL,RB,14797,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03
Alvin Kamara,NO,NA,51.01,0.34,4.11,35.48,0.14,0.05,15.54,2558019,NFL,RB,13132,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,KC,NA,72.89,0.6,2.33,19.12,0.08,0.1,15.41,2567808,NFL,RB,15749,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Taylor,IND,NA,72.88,0.47,2.92,23.13,0.04,0.15,15.28,2564148,NFL,RB,14802,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,MIA,NA,57.67,0.53,2.88,21.55,0.16,0.1,14.74,2553728,NFL,RB,12447,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,JAX,NA,71.26,0.4,2.79,22.1,0.05,0.13,14.71,2566157,NFL,RB,15253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.07
Saquon Barkley,NYG,NA,64.84,0.44,3.07,18.81,0.1,0.03,14.62,2560968,NFL,RB,13604,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,WAS,NA,65.34,0.53,1.55,15.24,0.08,NA,13.35,2568348,NFL,RB,15716,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Alexander Mattison,MIN,NA,55.41,0.31,2.69,25.54,0.13,0.06,13.31,2562682,NFL,RB,14223,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,NE,NA,53.34,0.37,2.88,21.4,0.11,0.03,13.17,2566343,NFL,RB,15259,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,TB,NA,54.29,0.31,3.16,22.77,0.09,0.07,13.13,2568315,NFL,RB,15721,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,CHI,NA,76.99,0.53,0.89,8.1,0.05,0.05,12.86,2557994,NFL,RB,13134,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.04
Bijan Robinson,ATL,NA,47.51,0.28,3.09,24.49,0.14,0.09,12.65,2569558,NFL,RB,16161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
James Cook,BUF,NA,58.86,0.32,2.37,19.82,0.1,0.08,12.62,2567328,NFL,RB,15715,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Aaron Jones,GB,NA,38.98,0.28,3.01,28.32,0.18,0.02,12.46,2558116,NFL,RB,13319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,DEN,NA,52.66,0.38,2.21,16.94,0.08,0.09,11.77,2566049,NFL,RB,15256,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Jerome Ford,CLE,NA,57.46,0.25,2.02,18.77,0.13,0.12,11.7,2567469,NFL,RB,15713,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.01
Najee Harris,PIT,NA,55.42,0.38,1.7,12.05,0.09,0.03,11.21,2566448,NFL,RB,15254,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
