player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Devin Singletary,RB,HOU,NA,8,30,NA,0.1,NA,1,8,NA,NA,0,NA,4.4,NA,16699,FFToday,14080,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaontay Ingram,RB,ARI,NA,6,24,NA,0.1,NA,1,11,NA,NA,0,NA,4.1,NA,18107,FFToday,15734,WAS,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,LAC,NA,8,33,NA,0,NA,1,8,NA,NA,0,NA,4.1,NA,17136,FFToday,14807,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sean Tucker,RB,TB,NA,7,28,NA,0.1,NA,1,7,NA,NA,0,NA,4.1,NA,18709,FFToday,16166,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,6,23,NA,0,NA,2,11,NA,NA,0.1,NA,4,NA,17578,FFToday,15255,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,6,23,NA,0.1,NA,1,10,NA,NA,0,NA,3.9,NA,18659,FFToday,16165,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,4,17,NA,0.1,NA,1,8,NA,NA,0.1,NA,3.7,NA,18039,FFToday,15723,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zamir White,RB,LV,NA,6,24,NA,0.1,NA,1,6,NA,NA,0,NA,3.6,NA,18241,FFToday,15714,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,4,17,NA,0,NA,2,10,NA,NA,0,NA,2.7,NA,18075,FFToday,15713,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Roschon Johnson,RB,CHI,NA,3,16,NA,0,NA,1,10,NA,NA,0,NA,2.6,NA,18559,FFToday,16175,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deuce Vaughn,RB,DAL,NA,2,9,NA,0,NA,2,11,NA,NA,0.1,NA,2.6,NA,18682,FFToday,16176,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matt Breida,RB,NYG,NA,4,16,NA,0,NA,1,8,NA,NA,0,NA,2.4,NA,14903,FFToday,13378,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Edmonds,RB,TB,NA,4,17,NA,0.1,NA,0,0,NA,NA,0,NA,2.3,NA,16133,FFToday,13726,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Carter,RB,NYJ,NA,3,11,NA,0,NA,2,11,NA,NA,0,NA,2.2,NA,17531,FFToday,15258,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rico Dowdle,RB,DAL,NA,4,18,NA,0,NA,0,4,NA,NA,0,NA,2.2,NA,17262,FFToday,14823,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaleel McLaughlin,RB,DEN,NA,4,17,NA,0,NA,1,5,NA,NA,0,NA,2.2,NA,18717,FFToday,16390,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,4,15,NA,0,NA,0,0,NA,NA,0,NA,1.5,NA,17070,FFToday,14803,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Pierre Strong Jr.,RB,CLE,NA,2,10,NA,0,NA,0,0,NA,NA,0,NA,1,NA,18210,FFToday,15733,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,BAL,NA,2,8,NA,0,NA,0,0,NA,NA,0,NA,0.8,NA,16598,FFToday,14086,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Chubb,RB,CLE,NA,17.9,88.9,NA,0.6,1.9,1.9,16.1,NA,NA,0.1,0.1,14.54,NA,13802,FleaFlicker,13610,CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB2,0.7,105,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,16.5,77.8,NA,0.6,3,3,23.3,NA,NA,0.1,0.1,14.25,NA,17603,FleaFlicker,16161,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB3,0.7,101.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,DAL,NA,15.1,76.6,NA,0.6,3,3,24.9,NA,NA,0.1,0.1,14.25,NA,14759,FleaFlicker,14085,@NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB6,0.7,101.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,LAC,NA,12.1,52.6,NA,0.6,5,5,39,NA,NA,0.3,0.1,14.15,NA,13325,FleaFlicker,13404,MIASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB4,0.9,91.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,TEN,NA,20.6,88.2,NA,0.6,1.9,1.9,16.5,NA,NA,0.1,0.1,14.09,NA,12042,FleaFlicker,12626,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB5,0.6,104.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,13.6,60,NA,0.4,4.5,4.5,38.7,NA,NA,0.2,0,13.69,NA,12892,FleaFlicker,13130,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB1,0.7,98.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,LV,NA,17.4,77.3,NA,0.6,2.5,2.5,19.3,NA,NA,0.1,0.1,13.46,NA,14673,FleaFlicker,14073,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB8,0.7,96.6,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,NYG,NA,16.3,70.9,NA,0.5,3.5,3.5,25.6,NA,NA,0.1,0.1,12.97,NA,13778,FleaFlicker,13604,DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB7,0.6,96.5,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,CIN,NA,14.6,62.5,NA,0.5,3.1,3.1,22.3,NA,NA,0.1,0.1,12.04,NA,12975,FleaFlicker,13131,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB9,0.6,84.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,15.1,69.5,NA,0.6,1.6,1.6,11.5,NA,NA,0.1,0,11.98,NA,16890,FleaFlicker,15711,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB14,0.7,81,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alexander Mattison,RB,MIN,NA,14.9,63.4,NA,0.5,2.1,2.1,15.7,NA,NA,0.1,0.1,11.73,NA,14700,FleaFlicker,14223,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB20,0.7,79.1,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,14.2,70.9,NA,0.4,2.4,2.4,18.6,NA,NA,0.1,0.1,11.67,NA,16241,FleaFlicker,15253,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB12,0.5,89.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Aaron Jones,RB,GB,NA,12.8,61.2,NA,0.3,3.2,3.2,25.1,NA,NA,0.2,0.1,11.59,NA,13111,FleaFlicker,13319,@CHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB15,0.5,86.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rhamondre Stevenson,RB,NE,NA,13.4,63.9,NA,0.4,3.4,3.4,24,NA,NA,0.1,0.1,11.57,NA,16339,FleaFlicker,15259,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB10,0.5,87.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
J.K. Dobbins,RB,BAL,NA,12.5,64.2,NA,0.5,1.9,1.9,12.4,NA,NA,0.1,0,11.48,NA,15555,FleaFlicker,14800,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB17,0.6,76.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,14.9,59.9,NA,0.4,2.8,2.8,20,NA,NA,0.1,0.1,10.97,NA,12951,FleaFlicker,13146,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB22,0.5,79.8,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cam Akers,RB,LAR,NA,15.2,67.5,NA,0.4,1.7,1.7,14.7,NA,NA,0.1,0.1,10.75,NA,15563,FleaFlicker,14799,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB21,0.5,82.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,CAR,NA,14.5,67.7,NA,0.4,1.8,1.8,13.5,NA,NA,0.1,0.1,10.64,NA,14745,FleaFlicker,14079,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB19,0.4,81.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NO,NA,15.4,59.7,NA,0.5,1.7,1.7,11,NA,NA,0.1,0.1,10.47,NA,13040,FleaFlicker,13139,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB36,0.6,70.8,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,16.6,65.5,NA,0.3,2.5,2.5,15.7,NA,NA,0.1,0.1,10.46,NA,16914,FleaFlicker,15717,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB16,0.4,81.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,10.2,45.1,NA,0.4,3.2,3.2,25.6,NA,NA,0.1,0.1,10.21,NA,17612,FleaFlicker,16162,@KCW 21-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB13,0.5,70.7,93%,10.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,12.6,60.9,NA,0.4,1.5,1.5,13.6,NA,NA,0.1,0.1,10.15,NA,17029,FleaFlicker,15749,DETL 20-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB27,0.5,74.4,94%,10.15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,15.6,58.2,NA,0.4,2.2,2.2,15.8,NA,NA,0.1,0.1,10.14,NA,16246,FleaFlicker,15254,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB11,0.5,74,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,12.6,61.1,NA,0.3,1.9,1.9,14.5,NA,NA,0.1,0.1,10.1,NA,11455,FleaFlicker,12447,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB39,0.5,75.6,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,13.3,53.2,NA,0.3,3.3,3.3,23.8,NA,NA,0.1,0.2,10.02,NA,16882,FleaFlicker,15721,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB28,0.4,77,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,12.4,50.2,NA,0.4,2.3,2.3,19.4,NA,NA,0.1,0.1,9.68,NA,14716,FleaFlicker,14071,@KCW 21-20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB23,0.5,69.5,95%,9.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,WAS,NA,15.5,65.5,NA,0.4,0.9,0.9,6.1,NA,NA,0.1,0,9.6,NA,16875,FleaFlicker,15716,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB32,0.4,71.7,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,11.8,59.4,NA,0.3,1.4,1.4,10.6,NA,NA,0.1,0,9.44,NA,16552,FleaFlicker,15271,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB31,0.4,69.9,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,11.3,51.6,NA,0.3,2.3,2.3,17,NA,NA,0.1,0.1,9.16,NA,16839,FleaFlicker,15715,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB24,0.4,68.7,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dalvin Cook,RB,NYJ,NA,13.3,54.6,NA,0.3,2,2,14.3,NA,NA,0.1,0.1,8.97,NA,12929,FleaFlicker,13128,BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB30,0.4,68.9,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,10,46.5,NA,0.3,2.3,2.3,16,NA,NA,0.1,0.1,8.41,NA,16282,FleaFlicker,15256,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB26,0.4,62.5,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Samaje Perine,RB,DEN,NA,10.9,44.8,NA,0.3,1.8,1.8,15.7,NA,NA,0.1,0,8.31,NA,13011,FleaFlicker,13133,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB37,0.4,60.5,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,PHI,NA,7.6,35.5,NA,0.2,2.8,2.8,22,NA,NA,0.1,0,7.97,NA,15601,FleaFlicker,14797,@NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB33,0.4,57.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deon Jackson,RB,IND,NA,11.2,44.8,NA,0.2,2,2,15.9,NA,NA,0.1,0.1,7.79,NA,16681,FleaFlicker,15277,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB70,0.3,60.7,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,WAS,NA,9.7,38.4,NA,0.3,2.3,2.3,17.9,NA,NA,0.1,0.1,7.73,NA,15591,FleaFlicker,14852,ARISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB35,0.4,56.3,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,GB,NA,10,43.5,NA,0.3,1.6,1.6,13.1,NA,NA,0,0,7.64,NA,15568,FleaFlicker,14805,@CHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB34,0.3,56.6,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,9.1,40.4,NA,0.2,1.7,1.7,15,NA,NA,0.1,0.1,7.28,NA,16834,FleaFlicker,15708,BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB18,0.3,55.4,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerick McKinnon,RB,KC,NA,4.8,19.8,NA,0.1,3.2,3.2,27.5,NA,NA,0.2,0,6.99,NA,10310,FleaFlicker,11761,DETL 20-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB46,0.4,47.3,78%,6.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,9.7,42.5,NA,0.2,0.8,0.8,6,NA,NA,0,0,6.21,NA,16993,FleaFlicker,15712,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB43,0.2,48.5,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,NE,NA,9.3,33.8,NA,0.2,1.1,1.1,7.4,NA,NA,0,0,5.62,NA,12025,FleaFlicker,12625,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB47,0.3,41.2,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashaad Penny,RB,PHI,NA,9.5,40.7,NA,0.2,0.3,0.3,2.3,NA,NA,0,0,5.56,NA,13772,FleaFlicker,13608,@NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB40,0.2,43,80%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,7.4,30.1,NA,0.1,1.6,1.6,13.4,NA,NA,0,0,5.47,NA,17137,FleaFlicker,15742,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB42,0.2,43.5,73%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,7.9,30.5,NA,0.2,1.2,1.2,10.5,NA,NA,0.1,0.1,5.44,NA,17667,FleaFlicker,16169,LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB38,0.2,41,82%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Evan Hull,RB,IND,NA,8.3,30.2,NA,0.1,1.5,1.5,12.5,NA,NA,0.1,0.1,5.37,NA,17728,FleaFlicker,16180,JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB65,0.2,42.8,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Mitchell,RB,SF,NA,8.5,35,NA,0.2,0.8,0.8,5.9,NA,NA,0.1,0,5.33,NA,13728,FleaFlicker,15263,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB41,0.2,40.9,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gus Edwards,RB,BAL,NA,7.8,36.8,NA,0.2,0.2,0.2,2.9,NA,NA,0,0.1,4.97,NA,14191,FleaFlicker,13850,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB52,0.2,39.7,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,HOU,NA,6.8,29.5,NA,0.1,1.4,1.4,10.7,NA,NA,0,0.1,4.82,NA,14736,FleaFlicker,14080,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB50,0.1,40.2,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Gainwell,RB,PHI,NA,5.8,25.5,NA,0.2,1.3,1.3,11.4,NA,NA,0,0,4.79,NA,16480,FleaFlicker,15255,@NESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB49,0.2,36.9,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,6.3,26.4,NA,0.1,1.3,1.3,10.4,NA,NA,0.1,0.1,4.78,NA,17617,FleaFlicker,16167,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB45,0.2,36.8,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Damien Harris,RB,BUF,NA,7.3,30.9,NA,0.1,1.1,1.1,7.1,NA,NA,0,0,4.77,NA,14712,FleaFlicker,14075,@NYJMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB44,0.2,38,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Bigsby,RB,JAC,NA,6.8,27.3,NA,0.2,1.1,1.1,8.4,NA,NA,0,0.1,4.67,NA,17625,FleaFlicker,16164,@INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB48,0.2,35.7,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CHI,NA,7.7,34,NA,0.2,0.3,0.3,3,NA,NA,0,0,4.65,NA,12987,FleaFlicker,13134,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB54,0.2,37,62%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,7.1,29.7,NA,0.1,0.9,0.9,8.9,NA,NA,0,0.1,4.6,NA,16361,FleaFlicker,15261,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB53,0.1,38.6,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,6.8,24.4,NA,0.2,0.8,0.8,6.9,NA,NA,0,0,4.18,NA,17020,FleaFlicker,15723,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB62,0.2,31.2,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,5.9,22.3,NA,0.1,1.4,1.4,10,NA,NA,0,0,3.97,NA,17004,FleaFlicker,15710,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB66,0.1,32.3,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Clyde Edwards-Helaire,RB,KC,NA,4.7,18.9,NA,0.1,0.8,0.8,7.7,NA,NA,0.1,0,3.7,NA,15539,FleaFlicker,14803,DETL 20-21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB59,0.2,26.6,44%,3.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Kelley,RB,LAC,NA,6.2,23.2,NA,0.1,0.8,0.8,7,NA,NA,0,0.1,3.69,NA,15622,FleaFlicker,14807,MIASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB61,0.1,30.2,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
