player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
"Brightwell, Gary",RB,NYG,NA,1.3,4,NA,0,0.6,0.4,4,NA,NA,0,0,0.9,NA,NA,FantasySharks,15462,@NOS,0,0,0,0,0,0,0,0,0,14,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Trayveon",RB,CIN,NA,1.2,6,NA,0,0.7,0.6,2,NA,NA,0,0,0.9,NA,NA,FantasySharks,14076,MIN,0,0,0,0,0,0,0.1,0,0,19,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Deuce",RB,DAL,NA,2.4,4,NA,0,0.9,0.7,4,NA,NA,0,0,0.9,NA,NA,FantasySharks,16176,@BUF,0,0,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spiller, Isaiah",RB,LAC,NA,2.9,7,NA,0,0.5,0.4,2,NA,NA,0,0,0.9,NA,NA,FantasySharks,15709,@LVR,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas, DeeJay",RB,SEA,NA,1.1,5,NA,0,0.7,0.6,3,NA,NA,0,0,0.8,NA,NA,FantasySharks,14815,PHI,0,0,0,0,0,0,0.1,0,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolden, Brandon",RB,LVR,NA,1.6,7,NA,0,0.4,0.3,1,NA,NA,0,0,0.8,NA,NA,FantasySharks,10932,LAC,0,0,0,0,0,0,0,0,0,6,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abanikanda, Israel",RB,NYJ,NA,2.7,6,NA,0,0.8,0.4,2,NA,NA,0,0,0.7,NA,NA,FantasySharks,16168,@MIA,0,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Keith",RB,ATL,NA,0.2,1,NA,0,0.5,0.5,5,NA,NA,0,0,0.6,NA,NA,FantasySharks,12040,@CAR,0,0,0,0,0,0,0.1,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Ke'Shawn",RB,TBB,NA,1.3,4,NA,0,0.3,0.2,1,NA,NA,0,0,0.5,NA,NA,FantasySharks,14810,@GBP,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Kevin",RB,NEP,NA,1.1,3,NA,0,0,0,0,NA,NA,0,0,0.5,NA,NA,FantasySharks,15719,KCC,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boone, Mike",RB,HOU,NA,1,3,NA,0,0.6,0.4,2,NA,NA,0,0,0.5,NA,NA,FantasySharks,13868,@TEN,0,0,0,0,0,0,0.2,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bawden, Nick",RB,NYJ,NA,0.3,1,NA,0,0.2,0.2,1,NA,NA,0,0,0.5,NA,NA,FantasySharks,13838,@MIA,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ingold, Alec",RB,MIA,NA,0.4,0,NA,0,1.3,0.9,4,NA,NA,0,0,0.5,NA,NA,FantasySharks,14420,NYJ,0,0,0,0,0,0,0.2,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks, Chris",RB,MIA,NA,0.9,4,NA,0,0.3,0.2,1,NA,NA,0,0,0.5,NA,NA,FantasySharks,16387,NYJ,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homer, Travis",RB,CHI,NA,0.6,2,NA,0,0.7,0.2,2,NA,NA,0,0,0.4,NA,NA,FantasySharks,14083,@CLE,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nwangwu, Kene",RB,MIN,NA,0.8,2,NA,0,0.4,0.3,2,NA,NA,0,0,0.4,NA,NA,FantasySharks,15414,@CIN,0,0,0,0,0,0,0,0,0,43,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, Ty",RB,NEP,NA,0.5,1,NA,0,1.1,0.4,3,NA,NA,0,0,0.4,NA,NA,FantasySharks,12261,KCC,0,0,0,0,0,0,0.1,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McFarland, Anthony",RB,PIT,NA,0.5,3,NA,0,0.2,0.2,1,NA,NA,0,0,0.4,NA,NA,FantasySharks,14804,@IND,0,0,0,0,0,0,0.1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Igwebuike, Godwin",RB,PIT,NA,0.4,1,NA,0,0.2,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,14011,@IND,0,0,0,0,0,0,0.1,0,0,38,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Sean",RB,TBB,NA,2.5,3,NA,0,0.2,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,16166,@GBP,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut, Julius",RB,TEN,NA,0.2,0,NA,0,0.3,0.3,3,NA,NA,0,0,0.3,NA,NA,FantasySharks,15965,HOU,0,0,0,0,0,0,0,0,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corbin, Jashaun",RB,NYG,NA,0.5,1,NA,0,0.4,0.3,2,NA,NA,0,0,0.3,NA,NA,FantasySharks,15729,@NOS,0,0,0,0,0,0,0,0,0,7,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricard, Patrick",RB,BAL,NA,0.2,0,NA,0,0.3,0.3,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,13455,@JAC,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodson, Tyler",RB,IND,NA,0.5,1,NA,0,0.6,0.3,1,NA,NA,0,0,0.2,NA,NA,FantasySharks,15730,PIT,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Damien",RB,ARI,NA,0.5,2,NA,0,0.1,0.1,0,NA,NA,0,0,0.2,NA,NA,FantasySharks,11886,SFO,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gilliam, Reggie",RB,BUF,NA,0,0,NA,0,0.2,0.2,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,15103,DAL,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hasty, JaMycal",RB,NEP,NA,0.2,1,NA,0,0.5,0.1,1,NA,NA,0,0,0.2,NA,NA,FantasySharks,14821,KCC,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Michael",RB,DEN,NA,0.8,1,NA,0,0.2,0.2,0,NA,NA,0,0,0.2,NA,NA,FantasySharks,12325,@DET,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Chris",RB,CIN,NA,0,0,NA,0,0,0,0,NA,NA,0,0,0.2,NA,NA,FantasySharks,15275,MIN,0,0,0,0,0,0,0,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prentice, Adam",RB,NOS,NA,0.2,0,NA,0,0.3,0.3,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15650,NYG,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,18.7,84.7,NA,0.9,4.4,4.4,40.1,NA,NA,0.3,0.1,19.34,NA,12892,FleaFlicker,13130,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB1,1.2,124.8,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,21.3,90.7,NA,0.7,2.5,2.5,21.8,NA,NA,0.1,0,15.91,NA,17004,FleaFlicker,15710,WASSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB4,0.8,112.5,90%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,15.9,63,NA,0.5,4.6,4.6,35.7,NA,NA,0.2,0.1,13.71,NA,12965,FleaFlicker,13132,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB8,0.7,98.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,CIN,NA,18.1,70,NA,0.6,2.8,2.8,20.8,NA,NA,0.1,0,13.16,NA,12975,FleaFlicker,13131,MINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB19,0.7,90.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,17.4,71.1,NA,0.5,3.3,3.3,25.2,NA,NA,0.1,0.1,12.97,NA,16882,FleaFlicker,15721,@GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB11,0.6,96.2,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Saquon Barkley,RB,NYG,NA,17.8,75.8,NA,0.3,3.2,3.2,25.4,NA,NA,0.1,0.1,12.92,NA,13778,FleaFlicker,13604,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB9,0.5,101.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,15.9,67.6,NA,0.4,3.1,3.1,26.8,NA,NA,0.2,0.1,12.72,NA,17603,FleaFlicker,16161,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB3,0.6,94.4,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Pollard,RB,DAL,NA,14.3,63.6,NA,0.4,3.5,3.5,25.7,NA,NA,0.1,0.1,12.41,NA,14759,FleaFlicker,14085,@BUFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB7,0.6,89.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTIsiah Pacheco,RB,KC,NA,16.3,66,NA,0.5,2.7,2.7,19.9,NA,NA,0.1,0.1,12.03,NA,17029,FleaFlicker,15749,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB17,0.6,85.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,14.7,62.9,NA,0.4,3.1,3.1,25.7,NA,NA,0.1,0.1,11.9,NA,16241,FleaFlicker,15253,BALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB2,0.5,88.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derrick Henry,RB,TEN,NA,16.7,68.2,NA,0.5,1.8,1.8,15.1,NA,NA,0.1,0.1,11.69,NA,12042,FleaFlicker,12626,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB10,0.6,83.2,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,10.6,55.7,NA,0.4,3.8,3.8,28,NA,NA,0.1,0,11.55,NA,17612,FleaFlicker,16162,DENSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB6,0.5,83.7,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breece Hall,RB,NYJ,NA,14.1,55.4,NA,0.3,4.2,4.2,35.1,NA,NA,0.1,0,11.37,NA,16834,FleaFlicker,15708,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB18,0.4,90.5,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,LV,NA,19.9,67.4,NA,0.4,2.3,2.3,17.7,NA,NA,0.1,0.1,11.27,NA,14673,FleaFlicker,14073,LACThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB12,0.5,85.1,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Javonte Williams,RB,DEN,NA,14.9,61.6,NA,0.3,3,3,22.6,NA,NA,0.1,0.1,11.22,NA,16282,FleaFlicker,15256,@DETSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB13,0.5,84.2,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,14.2,63.8,NA,0.5,1.4,1.4,11.4,NA,NA,0.1,0.1,10.96,NA,14716,FleaFlicker,14071,DENSat 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,RB14,0.6,75.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,LAC,NA,12.2,51.4,NA,0.4,3.1,3.1,26.6,NA,NA,0.1,0.1,10.75,NA,13325,FleaFlicker,13404,@LVThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB16,0.5,77.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,13.2,62.6,NA,0.5,1.4,1.4,10.7,NA,NA,0.1,0.1,10.69,NA,11455,FleaFlicker,12447,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB22,0.6,73.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,IND,NA,18.3,61.9,NA,0.5,1.7,1.7,12.4,NA,NA,0.1,0.1,10.57,NA,15548,FleaFlicker,14798,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB15,0.5,74.3,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chuba Hubbard,RB,CAR,NA,16.5,66.1,NA,0.4,1.9,1.9,14.5,NA,NA,0.1,0,10.56,NA,16361,FleaFlicker,15261,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB29,0.4,80.6,77%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ezekiel Elliott,RB,NE,NA,18.4,64,NA,0.3,2.6,2.6,18.3,NA,NA,0.1,0.1,10.47,NA,12025,FleaFlicker,12625,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB30,0.4,82.3,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Cook,RB,BUF,NA,11.2,54.4,NA,0.3,2.9,2.9,26,NA,NA,0.1,0.1,10.38,NA,16839,FleaFlicker,15715,DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB20,0.4,80.4,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brian Robinson,RB,WAS,NA,13.1,56.7,NA,0.3,2.3,2.3,21.9,NA,NA,0.1,0.1,10.32,NA,16875,FleaFlicker,15716,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB24,0.4,78.6,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Conner,RB,ARI,NA,14,58.3,NA,0.4,2.1,2.1,14,NA,NA,0.1,0,10.21,NA,12951,FleaFlicker,13146,SFSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB25,0.5,72.3,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Najee Harris,RB,PIT,NA,13.9,57.9,NA,0.4,2.1,2.1,13.4,NA,NA,0.1,0,9.75,NA,16246,FleaFlicker,15254,@INDSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB31,0.5,71.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTAaron Jones,RB,GB,NA,11.2,42.7,NA,0.3,3.2,3.2,29.6,NA,NA,0.2,0.1,9.75,NA,13111,FleaFlicker,13319,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB40,0.4,72.3,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
De'Von Achane,RB,MIA,NA,10.9,48.5,NA,0.4,2.5,2.5,18.2,NA,NA,0.1,0.1,9.73,NA,17617,FleaFlicker,16167,NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB5,0.5,66.7,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
AJ Dillon,RB,GB,NA,14,51.4,NA,0.3,1.9,1.9,16.2,NA,NA,0.1,0,9.1,NA,15568,FleaFlicker,14805,TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB35,0.4,67.6,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Andre Swift,RB,PHI,NA,12.9,48.2,NA,0.3,2.3,2.3,16,NA,NA,0.1,0,8.86,NA,15601,FleaFlicker,14797,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB21,0.4,64.2,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Warren,RB,PIT,NA,10.6,48.3,NA,0.3,2.7,2.7,19.2,NA,NA,0.1,0.1,8.85,NA,17137,FleaFlicker,15742,@INDSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,RB27,0.4,67.5,85%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerome Ford,RB,CLE,NA,12.7,50.4,NA,0.3,2.4,2.4,18.2,NA,NA,0.1,0.1,8.84,NA,16974,FleaFlicker,15713,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB23,0.3,68.6,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Singletary,RB,HOU,NA,12.1,52.2,NA,0.3,1.8,1.8,14.1,NA,NA,0.1,0.1,8.81,NA,14736,FleaFlicker,14080,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB33,0.4,66.3,83%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenneth Walker,RB,SEA,NA,12.6,46.7,NA,0.4,1.9,1.9,14,NA,NA,0.1,0,8.59,NA,16890,FleaFlicker,15711,PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB26,0.4,60.6,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ty Chandler,RB,MIN,NA,10.2,43.7,NA,0.3,1.7,1.7,12.6,NA,NA,0.1,0,7.47,NA,17020,FleaFlicker,15723,@CINSat 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB37,0.3,56.3,42%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Charbonnet,RB,SEA,NA,7.8,39,NA,0.3,1.9,1.9,13.5,NA,NA,0.1,0,7.23,NA,17667,FleaFlicker,16169,PHIMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB36,0.3,52.5,75%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keaton Mitchell,RB,BAL,NA,8.7,38.1,NA,0.3,1.4,1.4,11.6,NA,NA,0.1,0,7.17,NA,18174,FleaFlicker,16178,@JACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB34,0.4,49.7,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gus Edwards,RB,BAL,NA,9.4,38.1,NA,0.4,0.8,0.8,6.7,NA,NA,0,0,7.01,NA,14191,FleaFlicker,13850,@JACSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB32,0.4,44.9,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kareem Hunt,RB,CLE,NA,11,42.4,NA,0.3,0.9,0.9,6,NA,NA,0,0,6.91,NA,12934,FleaFlicker,13138,CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,RB46,0.3,48.5,67%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Allgeier,RB,ATL,NA,9.8,41.7,NA,0.3,0.6,0.6,4.1,NA,NA,0,0,6.3,NA,16993,FleaFlicker,15712,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB43,0.3,45.8,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamaal Williams,RB,NO,NA,8.1,35.7,NA,0.2,1.1,1.1,7.5,NA,NA,0,0,6.1,NA,13040,FleaFlicker,13139,NYGSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB61,0.3,43.2,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyjae Spears,RB,TEN,NA,6,25.2,NA,0.2,2.9,2.9,20.6,NA,NA,0.1,0,6.02,NA,17624,FleaFlicker,16165,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB42,0.2,45.8,57%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dameon Pierce,RB,HOU,NA,11.3,38.8,NA,0.2,0.7,0.7,4.9,NA,NA,0,0,5.91,NA,16914,FleaFlicker,15717,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB48,0.3,43.7,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerick McKinnon,RB,KC,NA,4.5,17.9,NA,0.1,2.9,2.9,23.7,NA,NA,0.2,0,5.88,NA,10310,FleaFlicker,11761,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,RB60,0.3,41.6,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Antonio Gibson,RB,WAS,NA,4.2,21.6,NA,0.1,2.9,2.9,23.1,NA,NA,0.1,0,5.83,NA,15591,FleaFlicker,14852,@LARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,RB47,0.2,44.7,72%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D'Onta Foreman,RB,CHI,NA,9.2,35.8,NA,0.2,1,1,7.2,NA,NA,0,0,5.78,NA,12987,FleaFlicker,13134,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB39,0.3,43,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTJonathan Taylor,RB,IND,NA,0,34.6,NA,0.2,1.1,1.1,8.7,NA,NA,0,0.1,5.75,NA,15604,FleaFlicker,14802,PITSat 4:30 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB28,0.3,43.3,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Herbert,RB,CHI,NA,5.3,30.2,NA,0.2,1.4,1.4,11.7,NA,NA,0.1,0,5.63,NA,16552,FleaFlicker,15271,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,RB44,0.2,41.8,76%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
OUTRhamondre Stevenson,RB,NE,NA,0,30.8,NA,0.2,1.4,1.4,10.4,NA,NA,0,0,5.6,NA,16339,FleaFlicker,15259,KCSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,RB58,0.3,41.2,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Miles Sanders,RB,CAR,NA,8.3,35.7,NA,0.2,1.2,1.2,8.6,NA,NA,0,0.1,5.51,NA,14745,FleaFlicker,14079,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,RB49,0.2,44.2,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
