player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,curr_site_pts,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Kadarius Toney,WR,KC,NA,3.1,3.1,33,NA,NA,0.2,0.7,5,NA,0,0,5.44,NA,16251,FleaFlicker,15289,DENW 19-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR73,0.3,38,56%,5.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,2.9,2.9,39.6,NA,NA,0.2,0,0,NA,0,0,5.44,NA,13029,FleaFlicker,13168,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR61,0.2,39.6,61%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,3.1,3.1,28.9,NA,NA,0.1,2.1,12,NA,0.1,0,5.23,NA,16327,FleaFlicker,15283,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR88,0.2,41,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,2.9,2.9,38,NA,NA,0.2,0,0.1,NA,0,0,5.22,NA,15658,FleaFlicker,14974,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR71,0.2,38.1,54%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,3.7,3.7,40.7,NA,NA,0.1,1,3.6,NA,0,0,5.21,NA,16869,FleaFlicker,15757,@BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR77,0.1,44.3,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,3,3,39.1,NA,NA,0.2,0.2,1.8,NA,0,0,5.19,NA,17243,FleaFlicker,16080,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR51,0.2,40.9,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,3.5,3.5,40,NA,NA,0.2,0,0.2,NA,0,0,5.12,NA,17606,FleaFlicker,16185,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR45,0.2,40.2,70%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,2.8,2.8,36.3,NA,NA,0.2,0,0.2,NA,0,0,4.99,NA,17671,FleaFlicker,16206,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR70,0.2,36.5,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odell Beckham,WR,BAL,NA,2.6,2.6,34,NA,NA,0.3,0,0.2,NA,0,0,4.96,NA,10243,FleaFlicker,11679,@TENSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR74,0.3,34.1,58%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,3,3,36.4,NA,NA,0.2,0,0.1,NA,0,0,4.93,NA,17593,FleaFlicker,16188,DALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR47,0.2,36.5,65%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,MIN,NA,2.8,2.8,31.7,NA,NA,0.2,0.1,1.3,NA,0,0,4.64,NA,14297,FleaFlicker,13910,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.2,33,10%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,2.5,2.5,36.8,NA,NA,0.1,0,0.1,NA,0,0,4.48,NA,14833,FleaFlicker,14122,@BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR66,0.1,36.8,25%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,2.3,2.3,28.5,NA,NA,0.2,0.4,2.2,NA,0,0,4.41,NA,16854,FleaFlicker,15766,DENW 19-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR69,0.2,30.7,58%,4.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,2.3,2.3,30.1,NA,NA,0.1,0.1,1.8,NA,0,0,4.19,NA,12441,FleaFlicker,13066,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR89,0.2,31.9,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,2.4,2.4,31.2,NA,NA,0.2,0,0,NA,0,0,4.06,NA,16192,FleaFlicker,15109,BALSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR109,0.2,31.3,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Donovan Peoples-Jones,WR,CLE,NA,2.4,2.4,32.1,NA,NA,0.1,0,0,NA,0,0,3.95,NA,15642,FleaFlicker,14857,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR82,0.1,32.1,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,1.7,1.7,27.1,NA,NA,0.2,0,0,NA,0,0,3.89,NA,13952,FleaFlicker,13793,DENW 19-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR76,0.2,27.2,30%,3.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,2.1,2.1,27.6,NA,NA,0.2,0,0.1,NA,0,0,3.83,NA,11178,FleaFlicker,12181,@TENSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR93,0.2,27.7,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,MIA,NA,2.1,2.1,23.8,NA,NA,0.2,0.1,0.8,NA,0,0,3.56,NA,13909,FleaFlicker,13638,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR103,0.2,24.7,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,1.7,1.7,23.5,NA,NA,0.1,0.4,2.3,NA,0,0,3.5,NA,17631,FleaFlicker,16189,@KCL 8-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR49,0.2,25.8,51%,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,1.4,1.4,24,NA,NA,0.2,0,0,NA,0,0,3.46,NA,13851,FleaFlicker,13776,DENW 19-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR86,0.2,24,11%,3.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,1.9,1.9,26.9,NA,NA,0.1,0,0,NA,0,0,3.4,NA,16842,FleaFlicker,15768,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR84,0.1,27,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Laviska Shenault,WR,CAR,NA,1.1,1.1,11.3,NA,NA,0.1,3.1,13,NA,0.1,0,3.19,NA,15558,FleaFlicker,14838,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,24.3,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Johnson,WR,DEN,NA,1.8,1.8,21.8,NA,NA,0.2,0,0.1,NA,0,0,3.13,NA,17347,FleaFlicker,15987,@KCL 8-19,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR110,0.2,21.9,13%,3.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,ATL,NA,1.6,1.6,22.4,NA,NA,0.1,0,0.2,NA,0,0,3.08,NA,13008,FleaFlicker,13289,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR97,0.1,22.6,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,1.9,1.9,22.6,NA,NA,0.1,0,0,NA,0,0,3.08,NA,15625,FleaFlicker,14849,@BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR80,0.1,22.6,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,2.2,2.2,23.4,NA,NA,0.1,0,0,NA,0,0,2.98,NA,14836,FleaFlicker,14123,NESun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR90,0.1,23.4,24%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,1.8,1.8,22.1,NA,NA,0.1,0,0.1,NA,0,0,2.97,NA,17767,FleaFlicker,16199,DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR105,0.1,22.1,20%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,TEN,NA,1.6,1.6,22.3,NA,NA,0.1,0,0.1,NA,0,0,2.86,NA,12153,FleaFlicker,12773,BALSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,22.4,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deonte Harty,WR,BUF,NA,1.6,1.6,18.6,NA,NA,0.1,0.3,2.4,NA,0,0,2.85,NA,15154,FleaFlicker,14558,NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR99,0.1,21,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,HOU,NA,1.9,1.9,21.9,NA,NA,0.1,0,0.3,NA,0,0,2.84,NA,13120,FleaFlicker,13172,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,22.1,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,1.8,1.8,21.9,NA,NA,0.1,0,0,NA,0,0,2.77,NA,16248,FleaFlicker,15293,@TENSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR85,0.1,21.9,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,1.4,1.4,18,NA,NA,0.1,0,0,NA,0,0,2.68,NA,13915,FleaFlicker,13652,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,18.1,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deven Thompkins,WR,TB,NA,1.6,1.6,19.1,NA,NA,0.1,0.2,1.5,NA,0,0,2.64,NA,17499,FleaFlicker,15977,DETSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,20.6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,1.6,1.6,19.5,NA,NA,0.1,0.1,0.9,NA,0,0,2.54,NA,16830,FleaFlicker,15756,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR48,0.1,20.4,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Philips,WR,TEN,NA,1.6,1.6,20,NA,NA,0.1,0,0.1,NA,0,0,2.52,NA,16956,FleaFlicker,15901,BALSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,20,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kayshon Boutte,WR,NE,NA,1.5,1.5,17.9,NA,NA,0.1,0,0.1,NA,0,0,2.38,NA,17725,FleaFlicker,16193,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR101,0.1,17.9,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie,WR,HOU,NA,1.4,1.4,17.1,NA,NA,0.1,0,0.1,NA,0,0,2.3,NA,16849,FleaFlicker,15759,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR106,0.1,17.2,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,1.3,1.3,13.9,NA,NA,0.1,0.4,2.9,NA,0,0,2.26,NA,13024,FleaFlicker,13308,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,16.8,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,1.2,1.2,16.3,NA,NA,0.1,0,0,NA,0,0,2.21,NA,15751,FleaFlicker,14860,@CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,16.3,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,NYG,NA,1.7,1.7,18.4,NA,NA,0.1,0,0.1,NA,0,0,2.19,NA,14692,FleaFlicker,14112,@BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR94,0.1,18.5,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Randall Cobb,WR,NYJ,NA,1.4,1.4,16.3,NA,NA,0.1,0,0,NA,0,0,2.15,NA,7401,FleaFlicker,10308,PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,16.3,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,1.1,1.1,14.3,NA,NA,0.1,0,0.1,NA,0,0,2.02,NA,16947,FleaFlicker,15761,NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,14.4,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
N'Keal Harry,WR,MIN,NA,1,1,13.1,NA,NA,0.1,0,0,NA,0,0,1.87,NA,14662,FleaFlicker,14101,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,13.1,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Jones,WR,JAC,NA,1.2,1.2,13.9,NA,NA,0.1,0,0,NA,0,0,1.85,NA,16691,FleaFlicker,16005,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,13.9,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,1.2,1.2,13.7,NA,NA,0.1,0,0.1,NA,0,0,1.84,NA,14930,FleaFlicker,14551,SEASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR111,0.1,13.8,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,PHI,NA,1.1,1.1,13.9,NA,NA,0.1,0,0,NA,0,0,1.79,NA,15107,FleaFlicker,14592,@NYJSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,0.1,14,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,BUF,NA,1,1,12.7,NA,NA,0.1,0,0,NA,0,0,1.73,NA,14106,FleaFlicker,13893,NYGSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR108,0.1,12.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,1.2,1.2,13.5,NA,NA,0.1,0,0.4,NA,0,0,1.73,NA,16835,FleaFlicker,15787,@LVSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,13.9,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,0.7,0.7,8.4,NA,NA,0.1,0.6,3.7,NA,0,0,1.67,NA,17697,FleaFlicker,16299,DALMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,12.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Jones,WR,DET,NA,1,1,12,NA,NA,0.1,0,0,NA,0,0,1.66,NA,8429,FleaFlicker,10738,@TBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,12,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Scott,WR,CHI,NA,0.8,0.8,10.7,NA,NA,0.1,0.1,1.3,NA,0,0,1.59,NA,17715,FleaFlicker,16205,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,12,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dyami Brown,WR,WAS,NA,0.8,0.8,11.5,NA,NA,0.1,0,0.1,NA,0,0,1.44,NA,16309,FleaFlicker,15292,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,11.6,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justyn Ross,WR,KC,NA,0.7,0.7,8.7,NA,NA,0.1,0,0.1,NA,0,0,1.35,NA,17266,FleaFlicker,15763,DENW 19-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR92,0.1,8.7,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,IND,NA,0.9,0.9,9.8,NA,NA,0.1,0.2,0.8,NA,0,0,1.34,NA,13080,FleaFlicker,13313,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,10.6,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zach Pascal,WR,ARI,NA,0.8,0.8,9.3,NA,NA,0.1,0,0,NA,0,0,1.27,NA,13333,FleaFlicker,13488,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,9.3,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall,WR,CAR,NA,0.8,0.8,9.5,NA,NA,0.1,0,0,NA,0,0,1.25,NA,16313,FleaFlicker,15308,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR96,0.1,9.5,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,0.8,0.8,10,NA,NA,0,0,0.1,NA,0,0,1.16,NA,17648,FleaFlicker,16183,@BUFSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR79,0,10.1,31%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Velus Jones,WR,CHI,NA,0.5,0.5,6.1,NA,NA,0,0.2,2.6,NA,0,0,1.15,NA,16898,FleaFlicker,15767,MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,8.7,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamison Crowder,WR,WAS,NA,0.8,0.8,8.4,NA,NA,0.1,0,0.1,NA,0,0,1.15,NA,11398,FleaFlicker,12184,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,8.5,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,WAS,NA,0.6,0.6,8.3,NA,NA,0,0,0,NA,0,0,1.05,NA,14328,FleaFlicker,13863,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0,8.3,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chase Claypool,WR,MIA,NA,0.6,0.6,7.2,NA,NA,0.1,0,0.3,NA,0,0,1.05,NA,15597,FleaFlicker,14841,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR98,0.1,7.5,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,0.6,0.6,7.6,NA,NA,0.1,0,0,NA,0,0,1.04,NA,16872,FleaFlicker,15788,@LACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,7.6,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,ATL,NA,0.4,0.4,6.2,NA,NA,0.1,0,0.1,NA,0,0,0.99,NA,15564,FleaFlicker,14858,WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR87,0.1,6.2,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,NA,6.91,103.06,NA,NA,0.85,0.56,3.29,NA,0.02,NA,15.86,NA,tyreek-hill,NumberFire,12801,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.17,24.55,#27,17,1,19.29,9800,1.97,25.77,9300,2.77,19.29,36,0.54,NA
Keenan Allen,WR,LAC,NA,NA,7.41,92.87,NA,NA,0.64,0,0,NA,0,NA,13.06,NA,keenan-allen-1,NumberFire,11222,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,20.77,#5,39,2,16.77,9000,1.86,20.52,8400,2.44,16.77,30,0.56,NA
Cooper Kupp,WR,LA,NA,NA,7.18,80.38,NA,NA,0.7,0.68,3.92,NA,0.03,NA,12.72,NA,cooper-kupp,NumberFire,13164,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.13,20.31,#31,42,3,16.34,8700,1.88,19.97,9000,2.22,16.34,28,0.58,NA
Stefon Diggs,WR,BUF,NA,NA,6.31,82.03,NA,NA,0.68,0,0,NA,0,NA,12.26,NA,stefon-diggs,NumberFire,12186,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.83,19.69,#15,45,4,15.4,9000,1.71,18.58,8800,2.11,15.4,32,0.48,NA
Ja'Marr Chase,WR,CIN,NA,NA,6.97,86.63,NA,NA,0.6,0,0,NA,0,NA,12.18,NA,ja-marr-chase,NumberFire,15281,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.78,19.58,#18,46,5,15.63,9300,1.68,19.18,8300,2.31,15.63,31,0.5,NA
Davante Adams,WR,LV,NA,NA,5.57,80.15,NA,NA,0.55,0,0,NA,0,NA,11.32,NA,davante-adams,NumberFire,11675,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.23,18.41,#10,53,6,14.08,8300,1.7,16.89,8100,2.09,14.08,30,0.47,NA
CeeDee Lamb,WR,DAL,NA,NA,5.67,74.37,NA,NA,0.53,0.28,1.65,NA,0.01,NA,10.82,NA,ceedee-lamb,NumberFire,14832,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.9,17.74,#20,58,7,13.66,7600,1.8,16.51,7400,2.23,13.66,30,0.46,NA
Puka Nacua,WR,LA,NA,NA,5.94,70.58,NA,NA,0.52,0.27,1.57,NA,0.01,NA,10.37,NA,puka-nacua,NumberFire,16211,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.61,17.13,#31,62,8,13.31,7900,1.68,16.32,8000,2.04,13.31,28,0.48,NA
A.J. Brown,WR,PHI,NA,NA,5.4,76.99,NA,NA,0.45,0,0,NA,0,NA,10.34,NA,a-j-brown,NumberFire,14104,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59,17.09,#14,63,9,13.06,8200,1.59,15.79,7800,2.02,13.06,27,0.48,NA
Amon-Ra St. Brown,WR,DET,NA,NA,6.35,75.3,NA,NA,0.43,0.29,1.6,NA,0.01,NA,10.32,NA,amon-ra-st-brown,NumberFire,15287,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.58,17.06,#8,64,10,13.49,7800,1.73,16.68,7700,2.17,13.49,26,0.52,NA
Calvin Ridley,WR,JAC,NA,NA,5.62,68.78,NA,NA,0.43,0.54,2.89,NA,0.02,NA,9.81,NA,calvin-ridley,NumberFire,13629,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.25,16.37,#17,66,11,12.62,7000,1.8,15.47,6700,2.31,12.62,17,0.74,NA
Jaylen Waddle,WR,MIA,NA,NA,4.36,67.5,NA,NA,0.41,0.28,1.58,NA,0.01,NA,9.4,NA,jaylen-waddle,NumberFire,15284,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.98,15.82,#27,69,12,11.55,6800,1.7,13.77,7600,1.81,11.55,19,0.61,NA
DeAndre Hopkins,WR,TEN,NA,NA,5.89,73.42,NA,NA,0.36,0,0,NA,0,NA,9.37,NA,deandre-hopkins-1,NumberFire,11232,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96,15.78,#2,70,13,12.31,6900,1.78,15.33,6000,2.56,12.31,16,0.77,NA
