player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds,two_pts
"Gainwell, Kenneth",RB,PHI,NA,10,43,NA,0.4,2.3,1.9,12,NA,NA,0,0.1,7.9,NA,NA,FantasySharks,15255,@DAL,0.2,0.2,0,0,0,0,0.1,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allgeier, Tyler",RB,ATL,NA,12,50,NA,0.3,1.3,1,7,NA,NA,0,0,7.7,NA,NA,FantasySharks,15712,TBB,0.3,0,0,0,0,0,0.1,0,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Keaton",RB,BAL,NA,10,45,NA,0.3,1.2,0.9,11,NA,NA,0,0.1,7.4,NA,NA,FantasySharks,16178,LAR,0,0.1,0,0.1,0.1,0,0.3,0.1,0,2,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Roschon",RB,CHI,NA,10,40,NA,0.3,2.2,1.5,7,NA,NA,0,0,6.5,NA,NA,FantasySharks,16175,DET,0.2,0.1,0,0,0,0,0.2,0,0,3,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sanders, Miles",RB,CAR,NA,10.5,40,NA,0.1,2.9,1.9,11,NA,NA,0,0.1,5.5,NA,NA,FantasySharks,14079,@NOS,0.1,0,0,0,0,0,0.2,0,0,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Murray, Latavius",RB,BUF,NA,6.9,29,NA,0.2,2.1,1.5,8,NA,NA,0,0,5.1,NA,NA,FantasySharks,11390,@KCC,0.2,0,0,0,0,0,0.3,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Jamaal",RB,NOS,NA,8.4,32,NA,0.3,1.2,0.9,4,NA,NA,0,0.1,5,NA,NA,FantasySharks,13139,CAR,0.3,0,0,0,0,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dowdle, Rico",RB,DAL,NA,7,30,NA,0.1,1.1,0.8,5,NA,NA,0.1,0,4.8,NA,NA,FantasySharks,14823,PHI,0.1,0,0,0,0,0,0.3,0,0,4,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKinnon, Jerick",RB,KCC,NA,2.7,9,NA,0,2.9,2.2,19,NA,NA,0.3,0,4.7,NA,NA,FantasySharks,11761,BUF,0,0,0,0,0,0,0.6,0.1,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Perine, Samaje",RB,DEN,NA,3.3,17,NA,0.1,3.1,2.5,22,NA,NA,0,0.1,4.6,NA,NA,FantasySharks,13133,@LAC,0.1,0,0,0,0,0,0.3,0.1,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaughlin, Jaleel",RB,DEN,NA,5,23,NA,0.1,2.4,2,10,NA,NA,0.1,0,4.2,NA,NA,FantasySharks,16390,@LAC,0.1,0,0,0,0,0,0.4,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Montgomery, Ty",RB,NEP,NA,6.9,27,NA,0.1,2.1,1.4,8,NA,NA,0,0.1,4.1,NA,NA,FantasySharks,12261,@PIT,0.1,0,0,0,0,0,0.1,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Freeman, Royce",RB,LAR,NA,7.3,32,NA,0.1,0.5,0.3,2,NA,NA,0,0.1,4,NA,NA,FantasySharks,13617,@BAL,0,0,0.1,0,0,0,0.1,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chandler, Ty",RB,MIN,NA,6.3,22,NA,0.1,2.2,1.7,9,NA,NA,0,0,3.9,NA,NA,FantasySharks,15723,@LVR,0.1,0,0,0,0,0,0.4,0,0,1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mitchell, Elijah",RB,SFO,NA,6.4,29,NA,0.1,0.8,0.5,2,NA,NA,0,0,3.8,NA,NA,FantasySharks,15263,SEA,0.1,0,0,0,0,0,0.2,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Justice",RB,BAL,NA,5.6,26,NA,0.1,1.6,1.2,6,NA,NA,0,0.1,3.8,NA,NA,FantasySharks,14086,LAR,0.1,0.1,0,0,0,0,0.1,0,0,2,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mason, Jordan",RB,SFO,NA,4.6,24,NA,0.2,0.3,0.1,1,NA,NA,0,0,3.7,NA,NA,FantasySharks,15972,SEA,0.1,0,0.1,0,0,0,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Wilson, Jeffery",RB,MIA,NA,4.7,21,NA,0.1,1.9,1.4,11,NA,NA,0,0,3.7,NA,NA,FantasySharks,14017,TEN,0.1,0,0,0,0,0,0.1,0,0,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sermon, Trey",RB,IND,NA,6,26,NA,0,1.9,1.4,10,NA,NA,0,0,3.6,NA,NA,FantasySharks,15257,@CIN,0,0,0,0,0,0,0.2,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kelley, Joshua",RB,LAC,NA,6.2,25,NA,0.1,1.4,0.8,4,NA,NA,0,0,3.6,NA,NA,FantasySharks,14807,DEN,0.1,0,0,0,0.1,0,0.1,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Fournette, Leonard",RB,BUF,NA,4.4,15,NA,0.1,2.4,2,13,NA,NA,0,0,3.5,NA,NA,FantasySharks,13129,@KCC,0.1,0,0,0,0,0,0.2,0.1,0,10,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cook, Dalvin",RB,NYJ,NA,6.2,23,NA,0.1,1.9,1.2,7,NA,NA,0,0.2,3.1,NA,NA,FantasySharks,13128,HOU,0,0,0,0,0,0,0.2,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Patterson, Cordarrelle",RB,ATL,NA,4.9,21,NA,0.1,1.3,0.8,4,NA,NA,0,0,3.1,NA,NA,FantasySharks,11225,TBB,0.1,0,0,0,0,0,0.1,0,0,18,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Rivers, Ronnie",RB,LAR,NA,4.7,20,NA,0.1,0.5,0.4,2,NA,NA,0,0,2.9,NA,NA,FantasySharks,15726,@BAL,0.1,0,0.1,0,0,0,0.1,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Harris, Damien",RB,BUF,NA,3.9,17,NA,0.1,1.1,0.8,7,NA,NA,0,0.1,2.8,NA,NA,FantasySharks,14075,@KCC,0.1,0,0,0,0,0,0.1,0,0,2,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Reynolds, Craig",RB,DET,NA,3.8,14,NA,0.1,0.9,0.7,7,NA,NA,0,0,2.6,NA,NA,FantasySharks,14727,@CHI,0.1,0,0,0,0,0,0,0,0,12,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Juszczyk, Kyle",RB,SFO,NA,1.5,5,NA,0,1,0.9,7,NA,NA,0.2,0,2.5,NA,NA,FantasySharks,11367,SEA,0,0,0,0,0,0,0.2,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Strong Jr., Pierre",RB,CLE,NA,3.4,16,NA,0.1,0.5,0.4,4,NA,NA,0,0,2.4,NA,NA,FantasySharks,15733,JAC,0.1,0,0,0,0,0,0,0,0,18,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Miller, Kendre",RB,NOS,NA,4.4,13,NA,0,1.3,1.2,10,NA,NA,0,0,2.3,NA,NA,FantasySharks,16171,CAR,0,0,0,0,0,0,0.1,0,0,0.1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards-Helaire, Clyde",RB,KCC,NA,3.6,13,NA,0.1,1,0.7,4,NA,NA,0,0,2.2,NA,NA,FantasySharks,14803,BUF,0.1,0,0,0,0,0,0.1,0,0,3,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Ty",RB,BUF,NA,2.9,11,NA,0.1,0.9,0.5,5,NA,NA,0,0,2.2,NA,NA,FantasySharks,14095,@KCC,0,0,0,0,0,0,0.1,0,0,15,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Breida, Matt",RB,NYG,NA,3.5,11,NA,0.1,1.4,1.1,6,NA,NA,0,0,2.2,NA,NA,FantasySharks,13378,GBP,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Scott, Boston",RB,PHI,NA,2.4,10,NA,0.1,0.5,0.4,4,NA,NA,0,0,2,NA,NA,FantasySharks,13814,@DAL,0.1,0,0,0,0,0,0,0,0,20,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bigsby, Tank",RB,JAC,NA,4.1,11,NA,0.1,0.8,0.4,2,NA,NA,0,0.1,1.9,NA,NA,FantasySharks,16164,@CLE,0.1,0,0,0,0,0,0,0,0,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Blackshear, Raheem",RB,CAR,NA,1.7,6,NA,0.1,0.8,0.7,6,NA,NA,0,0,1.8,NA,NA,FantasySharks,15973,@NOS,0.1,0,0,0,0,0,0,0,0,32,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Luepke, Hunter",RB,DAL,NA,0.5,1,NA,0.3,0,0,0,NA,NA,0,0,1.8,NA,NA,FantasySharks,16391,PHI,0.3,0,0,0,0,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ogunbowale, Dare",RB,HOU,NA,3.2,10,NA,0,1.1,0.8,4,NA,NA,0,0,1.6,NA,NA,FantasySharks,13148,@NYJ,0,0,0,0,0,0,0.1,0,0,3,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ham, C.J.",RB,MIN,NA,0.3,0,NA,0.2,1.6,1.2,6,NA,NA,0,0,1.5,NA,NA,FantasySharks,12923,@LVR,0.2,0,0,0,0,0,0.2,0,0,5,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Whyte, Kerrith",RB,GBP,NA,2.5,13,NA,0,0.7,0.5,2,NA,NA,0,0,1.5,NA,NA,FantasySharks,14289,@NYG,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edmonds, Chase",RB,TBB,NA,3.6,11,NA,0,1.3,0.8,4,NA,NA,0,0,1.4,NA,NA,FantasySharks,13726,@ATL,0,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, D'Ernest",RB,JAC,NA,1.8,5,NA,0,0.9,0.5,9,NA,NA,0,0,1.4,NA,NA,FantasySharks,14331,@CLE,0,0,0,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Trayveon",RB,CIN,NA,1.7,8,NA,0,1,0.7,4,NA,NA,0,0,1.3,NA,NA,FantasySharks,14076,IND,0,0,0,0,0,0,0.1,0,0,27,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Taylor, Patrick",RB,GBP,NA,2,9,NA,0,1.2,0.6,4,NA,NA,0,0,1.3,NA,NA,FantasySharks,14817,@NYG,0,0,0,0,0,0,0.1,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gordon, Melvin",RB,BAL,NA,1.5,6,NA,0,0.9,0.6,7,NA,NA,0,0,1.3,NA,NA,FantasySharks,12151,LAR,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Chase",RB,CIN,NA,1.7,10,NA,0,0.5,0.4,2,NA,NA,0,0,1.1,NA,NA,FantasySharks,16181,IND,0,0,0,0,0,0,0.2,0,0,12,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"White, Zamir",RB,LVR,NA,1.6,5,NA,0,0.9,0.8,6,NA,NA,0,0.1,1,NA,NA,FantasySharks,15714,MIN,0,0,0,0,0,0,0.1,0,0,4,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Deuce",RB,DAL,NA,2.3,5,NA,0,0.8,0.7,4,NA,NA,0,0,0.9,NA,NA,FantasySharks,16176,PHI,0,0,0,0,0,0,0,0,0,2,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dallas, DeeJay",RB,SEA,NA,1.3,6,NA,0,0.7,0.6,4,NA,NA,0,0,0.9,NA,NA,FantasySharks,14815,@SFO,0,0,0,0,0,0,0.1,0,0,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brightwell, Gary",RB,NYG,NA,1.2,3,NA,0,0.6,0.4,4,NA,NA,0,0,0.9,NA,NA,FantasySharks,15462,GBP,0,0,0,0,0,0,0,0,0,13,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abdullah, Ameer",RB,LVR,NA,0.4,2,NA,0,1.3,0.9,6,NA,NA,0,0,0.9,NA,NA,FantasySharks,12155,MIN,0,0,0,0,0,0,0.2,0,0,10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Abanikanda, Israel",RB,NYJ,NA,2.7,7,NA,0,1,0.5,2,NA,NA,0,0.1,0.8,NA,NA,FantasySharks,16168,HOU,0,0,0,0,0,0,0.1,0,0,1,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bolden, Brandon",RB,LVR,NA,1.3,6,NA,0,0.3,0.3,1,NA,NA,0,0,0.7,NA,NA,FantasySharks,10932,MIN,0,0,0,0,0,0,0,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Spiller, Isaiah",RB,LAC,NA,2.2,4,NA,0,0.6,0.5,2,NA,NA,0,0,0.6,NA,NA,FantasySharks,15709,DEN,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Vaughn, Ke'Shawn",RB,TBB,NA,1.5,5,NA,0,0.4,0.3,1,NA,NA,0,0,0.6,NA,NA,FantasySharks,14810,@ATL,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ingold, Alec",RB,MIA,NA,0.5,1,NA,0,1.3,0.8,4,NA,NA,0,0,0.6,NA,NA,FantasySharks,14420,TEN,0,0,0,0,0,0,0.2,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, Keith",RB,ATL,NA,0.2,1,NA,0,0.5,0.5,5,NA,NA,0,0,0.6,NA,NA,FantasySharks,12040,TBB,0,0,0,0,0,0,0.1,0,0,5,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gilliam, Reggie",RB,BUF,NA,0,0,NA,0,0.7,0.6,5,NA,NA,0,0,0.5,NA,NA,FantasySharks,15103,@KCC,0,0,0,0,0,0,0.1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boone, Mike",RB,HOU,NA,0.7,3,NA,0,0.6,0.3,3,NA,NA,0,0,0.5,NA,NA,FantasySharks,13868,@NYJ,0,0,0,0,0,0,0.2,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bawden, Nick",RB,NYJ,NA,0.1,0.1,NA,0.1,0.3,0.3,2,NA,NA,0,0,0.5,NA,NA,FantasySharks,13838,HOU,0.1,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Nwangwu, Kene",RB,MIN,NA,0.7,2,NA,0,0.4,0.4,2,NA,NA,0,0,0.5,NA,NA,FantasySharks,15414,@LVR,0,0,0,0,0,0,0,0,0,45,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brooks, Chris",RB,MIA,NA,0.9,4,NA,0,0.3,0.2,1,NA,NA,0,0,0.4,NA,NA,FantasySharks,16387,TEN,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Corbin, Jashaun",RB,NYG,NA,0.8,2,NA,0,0.5,0.5,2,NA,NA,0,0,0.4,NA,NA,FantasySharks,15729,GBP,0,0,0,0,0,0,0,0,0,9,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ricard, Patrick",RB,BAL,NA,0.2,0,NA,0,0.3,0.3,3,NA,NA,0,0,0.4,NA,NA,FantasySharks,13455,LAR,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Homer, Travis",RB,CHI,NA,0.6,2,NA,0,0.9,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,14083,DET,0,0,0,0,0,0,0,0,0,0,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hasty, JaMycal",RB,NEP,NA,0.4,2,NA,0,0.8,0.3,2,NA,NA,0,0,0.3,NA,NA,FantasySharks,14821,@PIT,0,0,0,0,0,0,0.1,0,0,11,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tucker, Sean",RB,TBB,NA,2.2,3,NA,0,0.2,0.2,0,NA,NA,0,0,0.3,NA,NA,FantasySharks,16166,@ATL,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Igwebuike, Godwin",RB,PIT,NA,0.3,1,NA,0,0.2,0.2,1,NA,NA,0,0,0.3,NA,NA,FantasySharks,14011,NEP,0,0,0,0,0,0,0.1,0,0,31,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chestnut, Julius",RB,TEN,NA,0.2,0,NA,0,0.3,0.2,2,NA,NA,0,0,0.3,NA,NA,FantasySharks,15965,@MIA,0,0,0,0,0,0,0.1,0,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Goodson, Tyler",RB,IND,NA,0.5,1,NA,0,0.6,0.2,2,NA,NA,0,0,0.2,NA,NA,FantasySharks,15730,@CIN,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Chris",RB,CIN,NA,0.1,0,NA,0,0,0,0,NA,NA,0,0,0.2,NA,NA,FantasySharks,15275,IND,0,0,0,0,0,0,0,0,0,22,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McFarland, Anthony",RB,PIT,NA,0.2,1,NA,0,0.1,0.1,1,NA,NA,0,0,0.2,NA,NA,FantasySharks,14804,NEP,0,0,0,0,0,0,0.1,0,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Burton, Michael",RB,DEN,NA,0.9,1,NA,0,0.1,0.1,0,NA,NA,0,0,0.1,NA,NA,FantasySharks,12325,@LAC,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Prentice, Adam",RB,NOS,NA,0.2,0,NA,0,0.3,0.3,1,NA,NA,0,0,0.1,NA,NA,FantasySharks,15650,CAR,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian McCaffrey,RB,SF,NA,17,80,NA,0.7,NA,4,33,NA,NA,0.3,NA,17.3,NA,15950,FFToday,13130,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyren Williams,RB,LAR,NA,19,75,NA,0.5,NA,4,25,NA,NA,0.1,NA,13.6,NA,18245,FFToday,15710,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Raheem Mostert,RB,MIA,NA,12,62,NA,0.6,NA,3,24,NA,NA,0.2,NA,13.4,NA,14679,FFToday,12447,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alvin Kamara,RB,NO,NA,15,63,NA,0.3,NA,6,46,NA,NA,0.1,NA,13.3,NA,15924,FFToday,13132,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Jacobs,RB,LV,NA,19,73,NA,0.5,NA,3,22,NA,NA,0,NA,12.5,NA,16611,FFToday,14073,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joe Mixon,RB,CIN,NA,15,63,NA,0.4,NA,4,30,NA,NA,0.1,NA,12.3,NA,15961,FFToday,13131,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bijan Robinson,RB,ATL,NA,14,71,NA,0.3,NA,4,27,NA,NA,0.1,NA,12.2,NA,18630,FFToday,16161,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Etienne,RB,JAC,NA,15,65,NA,0.3,NA,5,32,NA,NA,0.1,NA,12.1,NA,17561,FFToday,15253,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isiah Pacheco,RB,KC,NA,16,71,NA,0.4,NA,3,20,NA,NA,0.1,NA,12.1,NA,18172,FFToday,15749,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rachaad White,RB,TB,NA,16,55,NA,0.3,NA,4,36,NA,NA,0.2,NA,12.1,NA,18240,FFToday,15721,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devon Achane,RB,MIA,NA,10,52,NA,0.5,NA,2,19,NA,NA,0.3,NA,11.9,NA,18452,FFToday,16167,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zack Moss,RB,IND,NA,18,72,NA,0.3,NA,3,23,NA,NA,0.1,NA,11.9,NA,17161,FFToday,14798,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Montgomery,RB,DET,NA,15,66,NA,0.5,NA,1,12,NA,NA,0.1,NA,11.4,NA,16658,FFToday,14071,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahmyr Gibbs,RB,DET,NA,11,53,NA,0.3,NA,5,35,NA,NA,0.1,NA,11.2,NA,18522,FFToday,16162,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Austin Ekeler,RB,LAC,NA,13,50,NA,0.3,NA,4,31,NA,NA,0.2,NA,11.1,NA,14936,FFToday,13404,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
