player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Keenan Allen,WR,LAC,NA,7.2,7.2,85.4,NA,NA,0.4,0,0.3,NA,0,0,11.19,NA,9380,FleaFlicker,11222,DETSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR8,0.5,85.8,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.4,4.4,59.6,NA,NA,0.3,2.9,15,NA,0.1,0.1,9.98,NA,14702,FleaFlicker,14136,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR24,0.4,74.6,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,5.5,5.5,73.1,NA,NA,0.4,0.1,0.6,NA,0,0,9.82,NA,9311,FleaFlicker,11232,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR30,0.4,73.6,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,5,5,75.3,NA,NA,0.4,0,0,NA,0,0,9.81,NA,15531,FleaFlicker,14840,@JACSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR10,0.4,75.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.9,4.9,66.3,NA,NA,0.5,0,0,NA,0,0,9.29,NA,10252,FleaFlicker,11671,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR19,0.5,66.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,6.3,6.3,69.2,NA,NA,0.4,0,0.1,NA,0,0,9.23,NA,9891,FleaFlicker,11938,@CHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR27,0.4,69.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tee Higgins,WR,CIN,NA,5,5,65.4,NA,NA,0.4,0,0,NA,0,0,9.14,NA,15585,FleaFlicker,14835,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR28,0.4,65.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,4.7,4.7,64.3,NA,NA,0.4,0,0,NA,0,0,9.01,NA,14706,FleaFlicker,14102,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR17,0.4,64.3,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,5.2,5.2,68.8,NA,NA,0.3,0.2,1,NA,0,0,8.96,NA,16798,FleaFlicker,15753,@LVSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR20,0.3,69.8,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,5.8,5.8,67.4,NA,NA,0.4,0,0.1,NA,0,0,8.91,NA,15603,FleaFlicker,14842,@NESun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR21,0.4,67.5,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,4.3,4.3,59.6,NA,NA,0.3,1.5,6.7,NA,0,0,8.85,NA,17627,FleaFlicker,16204,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR37,0.4,66.3,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,4.6,4.6,66.7,NA,NA,0.4,0,0,NA,0,0,8.79,NA,16281,FleaFlicker,15290,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR25,0.4,66.8,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,5,5,65.9,NA,NA,0.3,0,0,NA,0,0,8.59,NA,16824,FleaFlicker,15754,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR13,0.3,65.9,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,5.6,5.6,65.6,NA,NA,0.3,0,0.2,NA,0,0,8.5,NA,13806,FleaFlicker,13633,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR22,0.3,65.8,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Moore,WR,CHI,NA,4.7,4.7,65.4,NA,NA,0.3,0,0.1,NA,0,0,8.44,NA,13764,FleaFlicker,13635,CARThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR16,0.3,65.5,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.7,4.7,64.2,NA,NA,0.3,0,0.1,NA,0,0,8.41,NA,14746,FleaFlicker,14109,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR32,0.3,64.3,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAC,NA,4.6,4.6,60,NA,NA,0.4,0.3,1.7,NA,0,0,8.39,NA,13776,FleaFlicker,13629,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR31,0.4,61.6,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Davante Adams,WR,LV,NA,5.1,5.1,63.1,NA,NA,0.3,0,0,NA,0,0,8.37,NA,10295,FleaFlicker,11675,NYJSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR9,0.3,63.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,4.8,4.8,66.1,NA,NA,0.3,0,0,NA,0,0,8.31,NA,11177,FleaFlicker,12175,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR18,0.3,66.2,96%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,4.8,4.8,58.9,NA,NA,0.4,0,0,NA,0,0,8.28,NA,11242,FleaFlicker,12187,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR36,0.4,58.9,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,5,5,60,NA,NA,0.4,0,0.1,NA,0,0,8.11,NA,14661,FleaFlicker,14105,ATLSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR34,0.4,60.1,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,5.1,5.1,59.5,NA,NA,0.3,0.1,0.6,NA,0,0,7.99,NA,12926,FleaFlicker,13163,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR38,0.3,60.1,92%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,5,5,61.1,NA,NA,0.3,0,0.4,NA,0,0,7.95,NA,14754,FleaFlicker,14208,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR29,0.3,61.5,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,3.9,3.9,59.5,NA,NA,0.3,0,0.5,NA,0,0,7.94,NA,16859,FleaFlicker,15762,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR26,0.3,60.1,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jordan Addison,WR,MIN,NA,4.6,4.6,56.8,NA,NA,0.4,0,0.3,NA,0,0,7.81,NA,17613,FleaFlicker,16186,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR33,0.4,57.1,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4.4,4.4,54.5,NA,NA,0.4,0,0,NA,0,0,7.67,NA,13795,FleaFlicker,13630,@BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR44,0.4,54.5,88%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,3.9,3.9,55.4,NA,NA,0.3,0,0.5,NA,0,0,7.45,NA,15544,FleaFlicker,14833,@BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR46,0.3,55.9,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,3.4,3.4,49.2,NA,NA,0.4,0,0.1,NA,0,0,7.23,NA,15627,FleaFlicker,14845,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR39,0.4,49.2,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demario Douglas,WR,NE,NA,4.1,4.1,49.9,NA,NA,0.2,0.6,4.2,NA,0,0,6.85,NA,17724,FleaFlicker,16342,INDSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR61,0.2,54,45%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Flowers,WR,BAL,NA,4.5,4.5,51.3,NA,NA,0.2,0.5,2.5,NA,0,0,6.82,NA,17595,FleaFlicker,16190,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR23,0.2,53.8,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,4,4,51.9,NA,NA,0.3,0,0,NA,0,0,6.75,NA,16823,FleaFlicker,15751,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR35,0.3,51.9,87%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,3.8,3.8,49.9,NA,NA,0.3,0,0,NA,0,0,6.51,NA,16821,FleaFlicker,15755,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR48,0.3,49.9,79%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,4.4,4.4,48.6,NA,NA,0.3,0.1,0.6,NA,0,0,6.42,NA,14949,FleaFlicker,14127,NYJSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR41,0.3,49.2,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,3.3,3.3,47.4,NA,NA,0.2,0.4,2.4,NA,0,0,6.38,NA,16896,FleaFlicker,15789,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR40,0.2,49.8,84%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,4.1,4.1,42,NA,NA,0.3,0.1,0.8,NA,0,0,6.05,NA,12051,FleaFlicker,12650,HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR60,0.3,42.8,69%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,4,4,45.9,NA,NA,0.2,0,0,NA,0,0,5.99,NA,12096,FleaFlicker,12652,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR52,0.2,45.9,81%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,2.6,2.6,39.9,NA,NA,0.2,0.9,3.9,NA,0,0,5.72,NA,17243,FleaFlicker,16080,@MINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR47,0.2,43.7,66%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,3.3,3.3,36.5,NA,NA,0.3,0,0,NA,0,0,5.51,NA,12937,FleaFlicker,13176,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR53,0.3,36.5,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,3.4,3.4,40.8,NA,NA,0.2,0,0,NA,0,0,5.48,NA,17606,FleaFlicker,16185,WASSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR42,0.2,40.8,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,2.9,2.9,35,NA,NA,0.2,0.4,2.3,NA,0,0,5.31,NA,10242,FleaFlicker,11674,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR70,0.3,37.3,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,3.1,3.1,38.2,NA,NA,0.2,0,0,NA,0,0,5.28,NA,16941,FleaFlicker,15779,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR50,0.2,38.2,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,3.6,3.6,38.9,NA,NA,0.1,0.9,3.1,NA,0,0,5.12,NA,16869,FleaFlicker,15757,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR69,0.2,42.1,33%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,2.8,2.8,41.2,NA,NA,0.2,0,0.1,NA,0,0,5.04,NA,14833,FleaFlicker,14122,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR77,0.2,41.3,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,2.8,2.8,37.3,NA,NA,0.2,0.2,1.3,NA,0,0,5.02,NA,17674,FleaFlicker,16184,@PITSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR51,0.2,38.6,49%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,2.9,2.9,38.2,NA,NA,0.2,0,0.3,NA,0,0,5.01,NA,17593,FleaFlicker,16188,DETSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR62,0.2,38.5,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odell Beckham,WR,BAL,NA,2.8,2.8,36,NA,NA,0.2,0,0.1,NA,0,0,4.97,NA,10243,FleaFlicker,11679,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR63,0.2,36,55%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,3.2,3.2,37.5,NA,NA,0.1,0.3,2.1,NA,0,0,4.94,NA,16265,FleaFlicker,15288,@BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR59,0.2,39.6,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,3,3,28.9,NA,NA,0.2,1.9,9.5,NA,0,0,4.94,NA,16327,FleaFlicker,15283,ATLSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR86,0.2,38.4,44%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,HOU,NA,2.5,2.5,36.5,NA,NA,0.2,0,0.2,NA,0,0,4.9,NA,13120,FleaFlicker,13172,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.2,36.8,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,3.1,3.1,39.7,NA,NA,0.2,0,0.1,NA,0,0,4.89,NA,17656,FleaFlicker,16197,@CHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR66,0.2,39.7,35%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,2.6,2.6,35.4,NA,NA,0.2,0,0.1,NA,0,0,4.83,NA,17671,FleaFlicker,16206,ATLSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR68,0.2,35.5,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,2.8,2.8,35.7,NA,NA,0.2,0,0,NA,0,0,4.79,NA,16947,FleaFlicker,15761,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR73,0.2,35.7,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,2.8,2.8,35.4,NA,NA,0.2,0,0.1,NA,0,0,4.66,NA,14059,FleaFlicker,13632,@LVSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR80,0.2,35.5,52%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,2.7,2.7,35,NA,NA,0.2,0.2,1.1,NA,0,0,4.61,NA,15658,FleaFlicker,14974,CARThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR72,0.2,36.1,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,3,3,29.8,NA,NA,0.2,0.4,4,NA,0,0,4.59,NA,12930,FleaFlicker,13157,@SEASun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR58,0.2,33.8,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,2.5,2.5,31.3,NA,NA,0.2,0,0,NA,0,0,4.49,NA,13788,FleaFlicker,13646,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR65,0.2,31.3,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terrace Marshall,WR,CAR,NA,2.9,2.9,35.6,NA,NA,0.1,0,0,NA,0,0,4.44,NA,16313,FleaFlicker,15308,@CHIThu 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR110,0.1,35.6,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,MIN,NA,2.8,2.8,28.2,NA,NA,0.2,0.6,4.4,NA,0,0,4.42,NA,14297,FleaFlicker,13910,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.2,32.6,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,2.4,2.4,31.6,NA,NA,0.2,0,0.1,NA,0,0,4.39,NA,17767,FleaFlicker,16199,TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,WR94,0.2,31.8,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,2.3,2.3,33.6,NA,NA,0.2,0,0,NA,0,0,4.34,NA,16842,FleaFlicker,15768,@NESun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR87,0.2,33.6,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,2,2,29.7,NA,NA,0.2,0,0.1,NA,0,0,4.21,NA,13029,FleaFlicker,13168,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR54,0.2,29.7,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,2.3,2.3,30.2,NA,NA,0.2,0,0,NA,0,0,4.2,NA,16192,FleaFlicker,15109,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR107,0.2,30.2,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,NE,NA,3.1,3.1,32,NA,NA,0.2,0,0,NA,0,0,4.12,NA,12950,FleaFlicker,13156,INDSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR81,0.2,32.1,51%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,2.3,2.3,29.9,NA,NA,0.2,0,0.1,NA,0,0,4.02,NA,17622,FleaFlicker,16187,@NESun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR45,0.2,30,60%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,2.2,2.2,28.2,NA,NA,0.1,0,0,NA,0,0,3.7,NA,11170,FleaFlicker,12176,INDSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR82,0.1,28.3,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Guyton,WR,LAC,NA,1.8,1.8,26.9,NA,NA,0.2,0,0.4,NA,0,0,3.66,NA,15260,FleaFlicker,14337,DETSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.2,27.2,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,1.8,1.8,23.5,NA,NA,0.2,0.5,2.4,NA,0,0,3.65,NA,17631,FleaFlicker,16189,@BUFMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR56,0.2,25.9,40%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,ATL,NA,1.7,1.7,25.8,NA,NA,0.1,0,0.2,NA,0,0,3.48,NA,15564,FleaFlicker,14858,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR85,0.1,26,22%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,2.2,2.2,26.5,NA,NA,0.1,0,0.5,NA,0,0,3.43,NA,16248,FleaFlicker,15293,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR74,0.1,26.9,47%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,2,2,28.1,NA,NA,0.1,0,0,NA,0,0,3.43,NA,17648,FleaFlicker,16183,@DALSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR64,0.1,28.1,30%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Philips,WR,TEN,NA,1.9,1.9,23.7,NA,NA,0.1,0,0,NA,0,0,3.13,NA,16956,FleaFlicker,15901,@TBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,23.7,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,1.8,1.8,23.4,NA,NA,0.1,0,0.2,NA,0,0,3.06,NA,16830,FleaFlicker,15756,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR55,0.1,23.6,64%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,1.6,1.6,20.1,NA,NA,0.1,0.3,2.2,NA,0,0,2.93,NA,12441,FleaFlicker,13066,@LACSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR90,0.1,22.3,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,IND,NA,2,2,20.2,NA,NA,0.1,0.3,1.6,NA,0,0,2.86,NA,13080,FleaFlicker,13313,@NESun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,21.8,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,1.8,1.8,20,NA,NA,0.1,0,0.1,NA,0,0,2.79,NA,9338,FleaFlicker,11228,@CINSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR78,0.1,20,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,PIT,NA,1.9,1.9,19.4,NA,NA,0.1,0,0,NA,0,0,2.7,NA,10305,FleaFlicker,11678,GBSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR96,0.1,19.4,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Reagor,WR,NE,NA,1.5,1.5,19.8,NA,NA,0.1,0,0.4,NA,0,0,2.7,NA,15528,FleaFlicker,14839,INDSun 9:30 AM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,20.2,5%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derius Davis,WR,LAC,NA,1.1,1.1,13.1,NA,NA,0.1,0.7,4.8,NA,0,0,2.49,NA,17697,FleaFlicker,16299,DETSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,0.1,17.9,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
