player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,rush_att,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value
Geoff Swaim,TE,ARI,NA,0.6,0.6,4.7,NA,NA,0.1,0,0.77,NA,11287,FleaFlicker,12378,CINSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,4,NA,0.1,4.7,0%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,0.5,0.5,4.7,NA,NA,0.1,0,0.77,NA,16572,FleaFlicker,15626,CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,9,NA,0.1,4.7,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drew Sample,TE,CIN,NA,0.5,0.5,4.5,NA,NA,0,0,0.69,NA,14714,FleaFlicker,14146,@ARISun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,0,4.5,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jeremy Ruckert,TE,NYJ,NA,0.4,0.4,4.5,NA,NA,0,0,0.69,NA,16833,FleaFlicker,15796,@DENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,7,NA,0,4.5,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Travis Kelce,TE,KC,NA,NA,6.95,81.04,NA,NA,0.8,NA,12.85,NA,travis-kelce-1,NumberFire,11244,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,5.22,20.48,#19,38,1,16.34,NA,NA,19.84,NA,NA,16.34,33,0.5
T.J. Hockenson,TE,MIN,NA,NA,5.42,51.45,NA,NA,0.47,NA,7.9,NA,t-j-hockenson,NumberFire,14138,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,2.01,13.79,#11,77,2,10.62,NA,NA,13.37,NA,NA,10.62,23,0.46
Mark Andrews,TE,BAL,NA,NA,4.94,53.27,NA,NA,0.39,NA,7.62,NA,mark-andrews,NumberFire,13671,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,1.83,13.41,#10,85,3,10.1,NA,NA,12.6,NA,NA,10.1,18,0.56
Sam LaPorta,TE,DET,NA,NA,3.91,44.24,NA,NA,0.36,NA,6.61,NA,sam-laporta,NumberFire,16214,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,1.17,12.05,#22,97,4,8.54,NA,NA,10.5,NA,NA,8.54,19,0.45
Dallas Goedert,TE,PHI,NA,NA,4,45.24,NA,NA,0.31,NA,6.34,NA,dallas-goedert,NumberFire,13674,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,1,11.68,#17,105,5,8.34,NA,NA,10.37,NA,NA,8.34,13,0.64
George Kittle,TE,SF,NA,NA,3.97,44.46,NA,NA,0.27,NA,6.04,NA,george-kittle,NumberFire,13299,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.8,11.28,#5,111,6,8.01,NA,NA,10.03,NA,NA,8.01,16,0.5
Darren Waller,TE,NYG,NA,NA,4.21,44.95,NA,NA,0.24,NA,5.92,NA,darren-waller,NumberFire,12263,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.73,11.11,#20,114,7,8.02,6200,1.29,10.15,5200,1.95,8.02,18,0.45
Kyle Pitts,TE,ATL,NA,NA,2.99,39.2,NA,NA,0.22,NA,5.24,NA,kyle-pitts,NumberFire,15329,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.29,10.19,#24,127,8,6.74,NA,NA,8.24,NA,NA,6.74,11,0.61
Zach Ertz,TE,ARI,NA,NA,4.07,37.12,NA,NA,0.23,NA,5.1,NA,zach-ertz-1,NumberFire,11247,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.19,10.01,#27,132,9,7.15,NA,NA,9.18,NA,NA,7.15,15,0.48
Evan Engram,TE,JAC,NA,NA,4.1,37.49,NA,NA,0.22,NA,5,NA,evan-engram,NumberFire,13189,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.13,9.87,#1,134,10,7.06,NA,NA,9.15,NA,NA,7.06,17,0.42
Dalton Kincaid,TE,BUF,NA,NA,3.21,33.25,NA,NA,0.26,NA,4.89,NA,dalton-kincaid,NumberFire,16213,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.06,9.72,#7,135,11,6.49,NA,NA,8.11,NA,NA,6.49,17,0.38
Dalton Schultz,TE,HOU,NA,NA,3.41,34.01,NA,NA,0.24,NA,4.83,NA,dalton-schultz,NumberFire,13772,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.02,9.64,#18,137,12,6.53,NA,NA,8.25,NA,NA,6.53,15,0.44
Dawson Knox,TE,BUF,NA,NA,2.82,31.86,NA,NA,0.28,NA,4.82,NA,dawson-knox,NumberFire,14143,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,0.01,9.63,#7,138,13,6.26,NA,NA,7.69,NA,NA,6.26,18,0.35
Logan Thomas,TE,WSH,NA,NA,3.18,28.85,NA,NA,0.26,NA,4.67,NA,logan-thomas,NumberFire,11647,CHI,NA,NA,NA,NA,NA,NA,NA,1.36,0.01,NA,NA,0.28,NA,NA,NA,NA,NA,-0.08,9.42,#31,142,14,6.23,5000,1.25,7.83,3200,2.45,6.23,13,0.48
Cole Kmet,TE,CHI,NA,NA,3.09,32.59,NA,NA,0.22,NA,4.57,NA,cole-kmet,NumberFire,14867,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-0.15,9.29,#9,143,15,6.1,4900,1.24,7.67,4600,1.67,6.1,17,0.36
Hunter Henry,TE,NE,NA,NA,2.99,31.8,NA,NA,0.22,NA,4.48,NA,hunter-henry,NumberFire,12676,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-0.21,9.17,#15,149,16,6,NA,NA,7.5,NA,NA,6,16,0.38
Chigoziem Okonkwo,TE,TEN,NA,NA,2.77,32.46,NA,NA,0.19,NA,4.4,NA,chigoziem-okonkwo,NumberFire,15889,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-0.26,9.06,#16,152,17,5.77,NA,NA,7.17,NA,NA,5.77,10,0.58
Tyler Higbee,TE,LA,NA,NA,3.43,29.62,NA,NA,0.24,NA,4.4,NA,tyler-higbee,NumberFire,12678,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-0.26,9.06,#26,152,17,6.12,NA,NA,7.84,NA,NA,6.12,16,0.38
Taysom Hill,TE,NO,NA,NA,1.22,12,NA,NA,0.09,NA,4.34,NA,taysom-hill,NumberFire,13424,NE,NA,NA,NA,NA,NA,NA,NA,16.33,0.17,NA,NA,3.47,NA,NA,NA,NA,NA,-0.3,8.98,#4,157,19,4.9,NA,NA,5.56,NA,NA,4.9,20,0.25
Luke Musgrave,TE,GB,NA,NA,2.7,28.18,NA,NA,0.21,NA,4.09,NA,luke-musgrave,NumberFire,16215,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-0.46,8.64,#29,162,20,5.43,NA,NA,6.79,NA,NA,5.43,15,0.36
Jake Ferguson,TE,DAL,NA,NA,3.07,28.46,NA,NA,0.2,NA,4.05,NA,jake-ferguson,NumberFire,15799,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-0.49,8.59,#12,163,21,5.58,NA,NA,7.13,NA,NA,5.58,12,0.47
Tyler Conklin,TE,NYJ,NA,NA,2.73,27.6,NA,NA,0.18,NA,3.78,NA,tyler-conklin,NumberFire,13675,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-0.66,8.22,#32,170,22,5.17,NA,NA,6.56,NA,NA,5.17,10,0.52
Darnell Washington,TE,PIT,NA,NA,2.81,26.62,NA,NA,0.15,NA,3.55,NA,darnell-washington,NumberFire,16216,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-0.81,7.91,#2,175,23,4.95,NA,NA,6.37,NA,NA,4.95,10,0.5
Hayden Hurst,TE,CAR,NA,NA,2.72,24.1,NA,NA,0.16,NA,3.33,NA,hayden-hurst,NumberFire,13680,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-0.95,7.61,#6,181,24,4.71,NA,NA,6.09,NA,NA,4.71,15,0.31
Jonnu Smith,TE,ATL,NA,NA,2.17,21.87,NA,NA,0.17,NA,3.18,NA,jonnu-smith,NumberFire,13193,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.05,7.41,#24,184,25,4.25,NA,NA,5.36,NA,NA,4.25,12,0.35
Austin Hooper,TE,LV,NA,NA,2.13,21.56,NA,NA,0.15,NA,3.07,NA,austin-hooper,NumberFire,12677,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.12,7.26,#28,186,26,4.12,NA,NA,5.19,NA,NA,4.12,10,0.41
Adam Trautman,TE,DEN,NA,NA,1.84,19.8,NA,NA,0.16,NA,2.94,NA,adam-trautman,NumberFire,14870,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.2,7.08,#13,188,27,3.84,NA,NA,4.77,NA,NA,3.84,12,0.32
Connor Heyward,TE,PIT,NA,NA,1.9,18.35,NA,NA,0.1,NA,2.44,NA,connor-heyward,NumberFire,15800,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.53,6.41,#2,202,28,3.37,NA,NA,4.33,NA,NA,3.37,10,0.34
Kylen Granson,TE,IND,NA,NA,1.55,16.63,NA,NA,0.11,NA,2.32,NA,kylen-granson,NumberFire,15419,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.61,6.25,#25,204,29,3.08,NA,NA,3.86,NA,NA,3.08,10,0.31
Durham Smythe,TE,MIA,NA,NA,1.47,14.95,NA,NA,0.12,NA,2.23,NA,durham-smythe,NumberFire,13676,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.67,6.13,#14,210,30,2.95,NA,NA,3.69,NA,NA,2.95,10,0.3
Irv Smith Jr.,TE,CIN,NA,NA,1.61,14.51,NA,NA,0.13,NA,2.21,NA,irv-smith-jr,NumberFire,14141,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.68,6.1,#30,211,31,3.02,NA,NA,3.83,NA,NA,3.02,10,0.3
Mike Gesicki,TE,NE,NA,NA,1.63,15.83,NA,NA,0.1,NA,2.21,NA,michael-gesicki,NumberFire,13672,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.68,6.1,#15,211,31,3,NA,NA,3.81,NA,NA,3,10,0.3
Tanner Hudson,TE,CIN,NA,NA,1.46,15.03,NA,NA,0.11,NA,2.18,NA,tanner-hudson,NumberFire,14370,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.7,6.06,#30,213,33,2.87,NA,NA,3.61,NA,NA,2.87,10,0.29
Noah Gray,TE,KC,NA,NA,1.32,13.97,NA,NA,0.13,NA,2.17,NA,noah-gray-1,NumberFire,15337,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.7,6.04,#19,214,34,2.84,NA,NA,3.5,NA,NA,2.84,10,0.28
Trey McBride,TE,ARI,NA,NA,1.48,15.28,NA,NA,0.08,NA,2.02,NA,trey-mcbride,NumberFire,15794,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.8,5.84,#27,218,35,2.73,NA,NA,3.48,NA,NA,2.73,12,0.23
Jelani Woods,TE,IND,NA,NA,1.14,13.3,NA,NA,0.09,NA,1.85,NA,jelani-woods,NumberFire,15840,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.91,5.61,#25,223,36,2.42,NA,NA,3,NA,NA,2.42,10,0.24
Juwan Johnson,TE,NO,NA,NA,1.17,12.31,NA,NA,0.09,NA,1.8,NA,juwan-johnson,NumberFire,14861,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-1.94,5.54,#4,224,37,2.36,NA,NA,2.94,NA,NA,2.36,10,0.24
Mitchell Wilcox,TE,CIN,NA,NA,1.13,10.57,NA,NA,0.09,NA,1.57,NA,mitchell-wilcox,NumberFire,15563,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.09,5.23,#30,230,38,2.14,NA,NA,2.72,NA,NA,2.14,10,0.21
Andrew Ogletree,TE,IND,NA,NA,0.87,9.85,NA,NA,0.07,NA,1.38,NA,andrew-ogletree,NumberFire,15916,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.22,4.98,#25,237,39,1.84,NA,NA,2.28,NA,NA,1.84,10,0.18
Daniel Bellinger,TE,NYG,NA,NA,1.07,9.43,NA,NA,0.06,NA,1.32,NA,daniel-bellinger,NumberFire,15873,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.25,4.89,#20,242,40,1.82,4400,0.41,2.36,2500,0.94,1.82,10,0.18
Luke Schoonmaker,TE,DAL,NA,NA,0.93,8.74,NA,NA,0.06,NA,1.25,NA,luke-schoonmaker,NumberFire,16221,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.3,4.8,#12,244,41,1.7,NA,NA,2.16,NA,NA,1.7,10,0.17
Josh Whyle,TE,TEN,NA,NA,0.82,8.93,NA,NA,0.06,NA,1.24,NA,josh-whyle,NumberFire,16312,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.31,4.79,#16,245,42,1.66,NA,NA,2.07,NA,NA,1.66,10,0.17
Chris Manhertz,TE,DEN,NA,NA,0.75,8.04,NA,NA,0.07,NA,1.21,NA,chris-manhertz,NumberFire,12955,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.33,4.75,#13,248,43,1.6,NA,NA,1.97,NA,NA,1.6,10,0.16
John Bates,TE,WSH,NA,NA,0.8,8,NA,NA,0.06,NA,1.17,NA,john-bates,NumberFire,15344,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.35,4.69,#31,249,44,1.54,4600,0.33,1.95,2700,0.72,1.54,10,0.15
Robert Tonyan,TE,CHI,NA,NA,0.83,7.9,NA,NA,0.06,NA,1.17,NA,robert-tonyan,NumberFire,13427,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.35,4.69,#9,249,44,1.57,4200,0.37,1.98,2500,0.79,1.57,10,0.16
Jimmy Graham,TE,NO,NA,NA,0.66,6.49,NA,NA,0.07,NA,1.05,NA,jimmy-graham,NumberFire,9925,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.43,4.53,#4,256,46,1.4,NA,NA,1.73,NA,NA,1.4,10,0.14
C.J. Uzomah,TE,NYJ,NA,NA,0.69,7.26,NA,NA,0.05,NA,1.03,NA,c-j-uzomah,NumberFire,12317,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.44,4.5,#32,257,47,1.37,NA,NA,1.72,NA,NA,1.37,10,0.14
Ian Thomas,TE,CAR,NA,NA,0.76,7.35,NA,NA,0.04,NA,0.99,NA,ian-thomas,NumberFire,13678,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.47,4.45,#6,261,48,1.36,NA,NA,1.74,NA,NA,1.36,10,0.14
Foster Moreau,TE,NO,NA,NA,0.61,6.84,NA,NA,0.05,NA,0.96,NA,foster-moreau,NumberFire,14239,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.49,4.41,#4,262,49,1.29,NA,NA,1.59,NA,NA,1.29,10,0.13
Josiah Deguara,TE,GB,NA,NA,0.67,6.45,NA,NA,0.05,NA,0.95,NA,josiah-deguara,NumberFire,14876,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.49,4.39,#29,263,50,1.28,NA,NA,1.62,NA,NA,1.28,10,0.13
Jeremy Ruckert,TE,NYJ,NA,NA,0.58,6.29,NA,NA,0.04,NA,0.88,NA,jeremy-ruckert,NumberFire,15796,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.54,4.3,#32,268,51,1.16,NA,NA,1.45,NA,NA,1.16,10,0.12
Mo Alie-Cox,TE,IND,NA,NA,0.47,6.22,NA,NA,0.04,NA,0.85,NA,mo-alie-cox,NumberFire,13246,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.56,4.26,#25,269,52,1.1,NA,NA,1.33,NA,NA,1.1,10,0.11
Geoff Swaim,TE,ARI,NA,NA,0.7,5.81,NA,NA,0.04,NA,0.81,NA,geoff-swaim,NumberFire,12378,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.59,4.21,#27,274,53,1.17,NA,NA,1.52,NA,NA,1.17,10,0.12
Josh Oliver,TE,MIN,NA,NA,0.48,4.36,NA,NA,0.04,NA,0.69,NA,josh-oliver,NumberFire,14209,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.66,4.04,#11,281,54,0.92,NA,NA,1.16,NA,NA,0.92,10,0.09
Brycen Hopkins,TE,LA,NA,NA,0.47,4.53,NA,NA,0.04,NA,0.67,NA,brycen-hopkins,NumberFire,14868,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.68,4.02,#26,282,55,0.93,NA,NA,1.16,NA,NA,0.93,10,0.09
Drew Sample,TE,CIN,NA,NA,0.5,4.38,NA,NA,0.04,NA,0.66,NA,drew-sample,NumberFire,14146,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.68,4,#30,283,56,0.93,NA,NA,1.18,NA,NA,0.93,10,0.09
Michael Mayer,TE,LV,NA,NA,0.44,4.52,NA,NA,0.03,NA,0.64,NA,michael-mayer,NumberFire,16212,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.7,3.98,#28,285,57,0.85,NA,NA,1.07,NA,NA,0.85,10,0.09
Luke Farrell,TE,JAC,NA,NA,0.48,4.27,NA,NA,0.03,NA,0.59,NA,luke-farrell,NumberFire,15335,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.73,3.91,#1,291,58,0.85,NA,NA,1.09,NA,NA,0.85,10,0.09
MyCole Pruitt,TE,ATL,NA,NA,0.37,3.78,NA,NA,0.03,NA,0.56,NA,mycole-pruitt,NumberFire,12309,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.75,3.87,#24,292,59,0.74,NA,NA,0.93,NA,NA,0.74,10,0.07
Isaiah Likely,TE,BAL,NA,NA,0.38,3.78,NA,NA,0.03,NA,0.53,NA,isaiah-likely,NumberFire,15798,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.77,3.83,#10,294,60,0.75,NA,NA,0.94,NA,NA,0.75,10,0.08
Pharaoh Brown,TE,NE,NA,NA,0.4,3.69,NA,NA,0.02,NA,0.51,NA,pharaoh-brown,NumberFire,13994,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.78,3.8,#15,295,61,0.69,NA,NA,0.89,NA,NA,0.69,10,0.07
Marcedes Lewis,TE,CHI,NA,NA,0.31,3.18,NA,NA,0.03,NA,0.47,NA,marcedes-lewis,NumberFire,8269,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.81,3.75,#9,298,62,0.65,4100,0.16,0.81,2500,0.32,0.65,10,0.07
Blake Bell,TE,KC,NA,NA,0.26,2.73,NA,NA,0.02,NA,0.42,NA,blake-bell,NumberFire,12213,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.84,3.68,#19,308,63,0.52,NA,NA,0.65,NA,NA,0.52,10,0.05
Julian Hill,TE,MIA,NA,NA,0.24,2.57,NA,NA,0.02,NA,0.39,NA,julian-hill,NumberFire,16425,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.86,3.64,#14,318,64,0.5,NA,NA,0.62,NA,NA,0.5,10,0.05
Tyler Kroft,TE,MIA,NA,NA,0.24,2.52,NA,NA,0.02,NA,0.39,NA,tyler-kroft,NumberFire,12212,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.86,3.64,#14,318,64,0.49,NA,NA,0.61,NA,NA,0.49,10,0.05
Quintin Morris,TE,BUF,NA,NA,0.25,2.6,NA,NA,0.02,NA,0.38,NA,quintin-morris,NumberFire,15341,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.86,3.62,#7,325,66,0.51,NA,NA,0.63,NA,NA,0.51,10,0.05
Brock Wright,TE,DET,NA,NA,0.22,2.42,NA,NA,0.02,NA,0.37,NA,brock-wright,NumberFire,15626,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.87,3.61,#22,327,67,0.47,NA,NA,0.58,NA,NA,0.47,10,0.05
Eric Saubert,TE,MIA,NA,NA,0.24,2.43,NA,NA,0.02,NA,0.37,NA,eric-saubert,NumberFire,13315,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.87,3.61,#14,327,67,0.48,NA,NA,0.6,NA,NA,0.48,NA,NA
James Mitchell,TE,DET,NA,NA,0.22,2.39,NA,NA,0.02,NA,0.36,NA,james-mitchell,NumberFire,15909,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.88,3.6,#22,332,69,0.47,NA,NA,0.58,NA,NA,0.47,10,0.05
Johnny Mundt,TE,MIN,NA,NA,0.25,2.25,NA,NA,0.02,NA,0.35,NA,johnny-mundt,NumberFire,13940,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.88,3.58,#11,336,70,0.47,NA,NA,0.6,NA,NA,0.47,10,0.05
Nate Adkins,TE,DEN,NA,NA,0.22,2.28,NA,NA,0.02,NA,0.34,NA,nate-adkins,NumberFire,16474,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.89,3.57,#13,337,71,0.46,NA,NA,0.57,NA,NA,0.46,10,0.05
Teagan Quitoriano,TE,HOU,NA,NA,0.22,2.42,NA,NA,0.02,NA,0.34,NA,teagan-quitoriano,NumberFire,15905,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.89,3.57,#18,337,71,0.47,NA,NA,0.58,NA,NA,0.47,10,0.05
Cole Turner,TE,WSH,NA,NA,0.22,2.22,NA,NA,0.02,NA,0.33,NA,cole-turner,NumberFire,15803,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.9,3.56,#31,340,73,0.45,4500,0.1,0.56,2500,0.22,0.45,10,0.05
Tucker Kraft,TE,GB,NA,NA,0.22,2.17,NA,NA,0.02,NA,0.32,NA,tucker-kraft,NumberFire,16222,LV,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.9,3.54,#29,345,74,0.45,NA,NA,0.56,NA,NA,0.45,10,0.05
Brevin Jordan,TE,HOU,NA,NA,0.22,2.25,NA,NA,0.02,NA,0.32,NA,brevin-jordan,NumberFire,15330,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.9,3.54,#18,345,74,0.46,NA,NA,0.57,NA,NA,0.46,10,0.05
Jack Stoll,TE,PHI,NA,NA,0.22,2.13,NA,NA,0.02,NA,0.32,NA,jack-stoll,NumberFire,15541,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.9,3.54,#17,345,74,0.44,NA,NA,0.55,NA,NA,0.44,10,0.04
Will Mallory,TE,IND,NA,NA,0.19,2.2,NA,NA,0.01,NA,0.31,NA,will-mallory,NumberFire,16220,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.91,3.53,#25,348,77,0.38,NA,NA,0.47,NA,NA,0.38,10,0.04
Peyton Hendershot,TE,DAL,NA,NA,0.23,2.19,NA,NA,0.02,NA,0.31,NA,peyton-hendershot,NumberFire,16000,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.91,3.53,#12,348,77,0.45,NA,NA,0.57,NA,NA,0.45,10,0.05
Trevon Wesco,TE,TEN,NA,NA,0.2,2.25,NA,NA,0.01,NA,0.31,NA,trevon-wesco,NumberFire,14231,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,0,NA,NA,NA,NA,NA,-2.91,3.53,#16,348,77,0.39,NA,NA,0.49,NA,NA,0.39,10,0.04
