player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds
Terry McLaurin,WR,WAS,NA,NA,4.4,57.9,NA,NA,0.3,0,0,NA,0,0,7.3,NA,18466,FantasyPros,14109,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,NA,4.9,54.6,NA,NA,0.3,0,0.1,NA,0,0,7.1,NA,13429,FantasyPros,11938,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,HOU,NA,NA,3.4,52.1,NA,NA,0.3,0,0.1,NA,0,0,6.9,NA,16443,FantasyPros,13172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,4.1,55,NA,NA,0.2,0,0,NA,0,0,6.9,NA,23163,FantasyPros,15751,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,3.2,44.2,NA,NA,0.4,0.5,2.4,NA,0,0,6.9,NA,23886,FantasyPros,15789,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,NA,4,50.5,NA,NA,0.3,0,0.1,NA,0,0,6.8,NA,18615,FantasyPros,14208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gabe Davis,WR,BUF,NA,NA,2.8,46.5,NA,NA,0.3,0,0.1,NA,0,0,6.7,NA,19398,FantasyPros,14845,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demario Douglas,WR,NE,NA,NA,4.3,52.6,NA,NA,0.2,0.4,2.2,NA,0,0,6.7,NA,25304,FantasyPros,16342,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,NA,3.4,48.9,NA,NA,0.3,0,0.2,NA,0,0,6.6,NA,19201,FantasyPros,14833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakobi Meyers,WR,LV,NA,NA,4.1,47.1,NA,NA,0.3,0.1,1,NA,0,0,6.6,NA,18598,FantasyPros,14127,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,NA,3.1,44.2,NA,NA,0.4,0,0,NA,0,0,6.5,NA,17253,FantasyPros,13630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,NA,4.6,46.7,NA,NA,0.2,0.5,3.2,NA,0,0,6.5,NA,16434,FantasyPros,13157,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,NA,3.6,40.7,NA,NA,0.3,1.2,6.2,NA,0,0,6.5,NA,23020,FantasyPros,16184,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashid Shaheed,WR,NO,NA,NA,3.3,46.6,NA,NA,0.2,0.5,2.6,NA,0,0,6.3,NA,24687,FantasyPros,16080,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,LAC,NA,NA,3.7,49.4,NA,NA,0.2,0,0.1,NA,0,0,6.3,NA,22845,FantasyPros,15319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,NA,3.1,40.8,NA,NA,0.3,0.4,1.9,NA,0,0,6.3,NA,12122,FantasyPros,11674,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,NA,3.5,43.7,NA,NA,0.3,0,0.3,NA,0,0,5.9,NA,18226,FantasyPros,14105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Odell Beckham Jr.,WR,BAL,NA,NA,2.7,41.3,NA,NA,0.3,0,0.2,NA,0,0,5.9,NA,12127,FantasyPros,11679,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,3.3,41,NA,NA,0.3,0,0,NA,0,0,5.9,NA,23794,FantasyPros,15779,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,3.7,41.2,NA,NA,0.3,0,0,NA,0,0,5.6,NA,23070,FantasyPros,16185,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,LAR,NA,NA,2.8,36.9,NA,NA,0.3,0.1,0.8,NA,0,0,5.5,NA,15665,FantasyPros,12785,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,NA,3.2,43.1,NA,NA,0.2,0,0,NA,0,0,5.4,NA,13897,FantasyPros,12176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,NA,2.7,41.4,NA,NA,0.2,0,0,NA,0,0,5.3,NA,18706,FantasyPros,14122,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,NA,3.1,38.3,NA,NA,0.2,0,0.1,NA,0,0,5.2,NA,16431,FantasyPros,13176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,NA,3,36.6,NA,NA,0.2,0,0.1,NA,0,0,5.1,NA,19708,FantasyPros,14977,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,NA,3.5,37.6,NA,NA,0.2,0.6,3.1,NA,0,0,5.1,NA,22985,FantasyPros,15757,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,NA,3.2,41,NA,NA,0.2,0,0,NA,0,0,5,NA,23030,FantasyPros,16197,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DJ Chark Jr.,WR,CAR,NA,NA,2.4,37.3,NA,NA,0.2,0,0,NA,0,0,5,NA,17292,FantasyPros,13668,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,2.5,35.1,NA,NA,0.2,0.1,1,NA,0,0,4.9,NA,23677,FantasyPros,15756,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,3.3,36.5,NA,NA,0.2,0,0.5,NA,0,0,4.8,NA,15547,FantasyPros,12650,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,3.3,36.3,NA,NA,0.2,0,0.2,NA,0,0,4.8,NA,24706,FantasyPros,16187,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashod Bateman,WR,BAL,NA,NA,2.8,35,NA,NA,0.2,0,0.5,NA,0,0,4.7,NA,19794,FantasyPros,15293,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,NA,2.3,32.9,NA,NA,0.2,0.5,3,NA,0,0,4.5,NA,22905,FantasyPros,15752,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,NA,2.7,33.5,NA,NA,0.2,0.1,0.8,NA,0,0,4.4,NA,20114,FantasyPros,15288,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,NA,2.8,33.3,NA,NA,0.2,0,0,NA,0,0,4.3,NA,23101,FantasyPros,15755,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2.3,32.4,NA,NA,0.2,0,0,NA,0,0,4.3,NA,23791,FantasyPros,15768,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darnell Mooney,WR,CHI,NA,NA,2.4,32.8,NA,NA,0.2,0,0.2,NA,0,0,4.3,NA,19810,FantasyPros,14974,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,NA,2.3,30.2,NA,NA,0.2,0.3,1.8,NA,0,0,4.2,NA,11610,FantasyPros,11228,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,NA,2.1,28.8,NA,NA,0.2,0,0.3,NA,0,0,4.1,NA,16439,FantasyPros,13168,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parker Washington,WR,JAC,NA,NA,2.5,30.3,NA,NA,0.2,0,0.1,NA,0,0,4.1,NA,23106,FantasyPros,16192,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalin Hyatt,WR,NYG,NA,NA,2.2,32.2,NA,NA,0.2,0,0.1,NA,0,0,4.1,NA,25251,FantasyPros,16183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Wilson,WR,ARI,NA,NA,2.3,30.5,NA,NA,0.2,0,0,NA,0,0,4.1,NA,25333,FantasyPros,16206,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,2.3,30,NA,NA,0.2,0.3,1.1,NA,0,0,4.1,NA,23123,FantasyPros,16188,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,NA,2.1,29.7,NA,NA,0.2,0,0,NA,0,0,3.9,NA,17603,FantasyPros,13776,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,TEN,NA,NA,2.1,28.5,NA,NA,0.1,0.1,0.8,NA,0,0,3.8,NA,15654,FantasyPros,12773,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,NA,2.2,26.3,NA,NA,0.2,0.1,1.1,NA,0,0,3.7,NA,25331,FantasyPros,16199,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims Jr.,WR,DEN,NA,NA,1.6,22.5,NA,NA,0.2,0.4,3.1,NA,0,0,3.6,NA,23080,FantasyPros,16189,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson Jr.,WR,MIA,NA,NA,2.2,26.5,NA,NA,0.2,0,0.1,NA,0,0,3.5,NA,17262,FantasyPros,13652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khalil Shakir,WR,BUF,NA,NA,1.8,26.4,NA,NA,0.1,0,0.1,NA,0,0,3.5,NA,23748,FantasyPros,15761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,NA,1.7,22.3,NA,NA,0.2,0,0,NA,0,0,3.4,NA,17259,FantasyPros,13646,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dontayvion Wicks,WR,GB,NA,NA,1.7,23.9,NA,NA,0.1,0,0.1,NA,0,0,3.3,NA,24354,FantasyPros,16195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,1.4,23.1,NA,NA,0.1,0,0,NA,0,0,3.2,NA,17528,FantasyPros,13793,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,NA,2,23.7,NA,NA,0.1,0,0.4,NA,0,0,3.1,NA,25287,FantasyPros,16191,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,NA,1.7,17.8,NA,NA,0.1,1,5.7,NA,0,0,3.1,NA,19796,FantasyPros,15283,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Hunter Renfrow,WR,LV,NA,NA,2.3,24,NA,NA,0.1,0,0.1,NA,0,0,3,NA,18345,FantasyPros,14123,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tre Tucker,WR,LV,NA,NA,1.4,19.2,NA,NA,0.1,0.5,2.8,NA,0,0,3,NA,25337,FantasyPros,16287,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,1.9,21.5,NA,NA,0.1,0.1,1,NA,0,0,2.9,NA,18585,FantasyPros,14108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson II,WR,PIT,NA,NA,2.1,21.6,NA,NA,0.1,0,0,NA,0,0,2.9,NA,12126,FantasyPros,11678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,NA,1.6,16.4,NA,NA,0.1,0.7,4.6,NA,0,0,2.8,NA,20119,FantasyPros,15289,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,NE,NA,NA,2.2,22.8,NA,NA,0.1,0,0,NA,0,0,2.8,NA,16427,FantasyPros,13156,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Gipson,WR,NYJ,NA,NA,1.7,20.6,NA,NA,0.1,0.4,2.2,NA,0,0,2.8,NA,25758,FantasyPros,16416,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,BAL,NA,NA,1.5,19.6,NA,NA,0.1,0,0,NA,0,0,2.7,NA,13969,FantasyPros,12181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,1.4,18.9,NA,NA,0.1,0,0,NA,0,0,2.7,NA,19590,FantasyPros,14860,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Thomas,WR,NO,NA,NA,1.5,19.1,NA,NA,0.1,0,0.1,NA,0,0,2.7,NA,15528,FantasyPros,12652,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Montgomery,WR,IND,NA,NA,1.5,18,NA,NA,0.1,0,0,NA,0,0,2.5,NA,18984,FantasyPros,14486,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James Jr.,WR,KC,NA,NA,1.5,18.9,NA,NA,0.1,0,0.1,NA,0,0,2.5,NA,17303,FantasyPros,13724,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,ATL,NA,NA,1.2,18.2,NA,NA,0.1,0,0.2,NA,0,0,2.4,NA,19483,FantasyPros,14858,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,MIN,NA,NA,1.5,16.4,NA,NA,0.1,0.2,1.4,NA,0,0,2.4,NA,17793,FantasyPros,13910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,1.2,16.3,NA,NA,0.1,0,0,NA,0,0,2.3,NA,23770,FantasyPros,15788,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Higgins,WR,ARI,NA,NA,1.4,14.4,NA,NA,0.1,0,0.3,NA,0,0,2.2,NA,23119,FantasyPros,16333,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.T. Perry,WR,NO,NA,NA,1.3,16.1,NA,NA,0.1,0,0.1,NA,0,0,2.1,NA,24353,FantasyPros,16196,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,1.2,15.2,NA,NA,0.1,0.1,1,NA,0,0,2.1,NA,16081,FantasyPros,13066,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,NA,1,13.2,NA,NA,0.1,0,0.6,NA,0,0,1.9,NA,20126,FantasyPros,15301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Johnson,WR,DEN,NA,NA,1,13.6,NA,NA,0.1,0,0,NA,0,0,1.9,NA,24233,FantasyPros,15987,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ihmir Smith-Marsette,WR,CAR,NA,NA,0.7,8.4,NA,NA,0,1.1,6.4,NA,0,0,1.8,NA,20116,FantasyPros,15434,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamal Agnew,WR,JAC,NA,NA,1,11.4,NA,NA,0.1,0.5,2.2,NA,0,0,1.8,NA,16666,FantasyPros,13308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jason Brownlee,WR,NYJ,NA,NA,1.2,13.3,NA,NA,0.1,0,0.1,NA,0,0,1.7,NA,25754,FantasyPros,16423,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Lazard,WR,NYJ,NA,NA,1.1,14,NA,NA,0.1,0,0.1,NA,0,0,1.7,NA,17301,FantasyPros,13632,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,0.7,8.3,NA,NA,0.1,0.6,3.4,NA,0,0,1.7,NA,18520,FantasyPros,15981,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Hutchinson,WR,HOU,NA,NA,0.8,10.9,NA,NA,0.1,0.3,1.6,NA,0,0,1.7,NA,25332,FantasyPros,16201,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Guyton,WR,LAC,NA,NA,0.9,13.1,NA,NA,0.1,0,0.1,NA,0,0,1.7,NA,18941,FantasyPros,14337,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,NA,0.9,10.9,NA,NA,0.1,0,0.2,NA,0,0,1.6,NA,19715,FantasyPros,14992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Jones,WR,JAC,NA,NA,1,11.8,NA,NA,0.1,0,0,NA,0,0,1.6,NA,23438,FantasyPros,16005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Malik Heath,WR,GB,NA,NA,1,11.1,NA,NA,0.1,0,0,NA,0,0,1.6,NA,25668,FantasyPros,16413,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Chosen,WR,MIA,NA,NA,1,11.3,NA,NA,0.1,0,0,NA,0,0,1.5,NA,15688,FantasyPros,12930,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
John Metchie III,WR,HOU,NA,NA,0.9,11.5,NA,NA,0.1,0,0,NA,0,0,1.5,NA,22895,FantasyPros,15759,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyquan Thornton,WR,NE,NA,NA,0.9,10.5,NA,NA,0,0.4,2,NA,0,0,1.5,NA,22913,FantasyPros,15787,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Moore,WR,TB,NA,NA,0.9,10.7,NA,NA,0.1,0,0.1,NA,0,0,1.5,NA,16757,FantasyPros,13348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrei Iosivas,WR,CIN,NA,NA,1,10.7,NA,NA,0.1,0,0,NA,0,0,1.5,NA,25335,FantasyPros,16207,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Reagor,WR,NE,NA,NA,0.8,11.1,NA,NA,0.1,0,0.1,NA,0,0,1.4,NA,19219,FantasyPros,14839,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah Hodgins,WR,NYG,NA,NA,0.9,10.1,NA,NA,0.1,0,0,NA,0,0,1.4,NA,19375,FantasyPros,14849,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
