player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,return_tds
Terry McLaurin,WR,WAS,NA,NA,5,65,NA,NA,0.3,0,0,NA,0,NA,8.3,NA,16648,FFToday,14109,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,NA,5,65,NA,NA,0.3,0,0,NA,0,NA,8.3,NA,18605,FFToday,16211,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,NA,5,65,NA,NA,0.3,0,0,NA,0,NA,8.3,NA,18248,FFToday,15753,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,5,64,NA,NA,0.3,0,0,NA,0,NA,8.2,NA,17533,FFToday,15281,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,NA,5,62,NA,NA,0.3,0,0,NA,0,NA,8,NA,16650,FFToday,14102,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,NA,5,60,NA,NA,0.3,0,0,NA,0,NA,7.8,NA,13167,FFToday,11232,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,NA,5,60,NA,NA,0.3,0,0,NA,0,NA,7.8,NA,15932,FFToday,13164,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rashee Rice,WR,KC,NA,NA,5,60,NA,NA,0.3,0,0,NA,0,NA,7.8,NA,18624,FFToday,16194,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAC,NA,NA,5,60,NA,NA,0.3,0,0,NA,0,NA,7.8,NA,16129,FFToday,13629,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,NA,6,60,NA,NA,0.3,0,0,NA,0,NA,7.8,NA,14449,FFToday,11938,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquise Brown,WR,ARI,NA,NA,5,57,NA,NA,0.3,0,0,NA,0,NA,7.5,NA,16529,FFToday,14105,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandin Cooks,WR,DAL,NA,NA,4,57,NA,NA,0.3,0,0,NA,0,NA,7.5,NA,14153,FFToday,11674,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Lockett,WR,SEA,NA,NA,5,57,NA,NA,0.3,0,0,NA,0,NA,7.5,NA,15237,FFToday,12187,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Diontae Johnson,WR,PIT,NA,NA,4,56,NA,NA,0.2,0,0,NA,0,NA,6.8,NA,16616,FFToday,14208,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Godwin,WR,TB,NA,NA,4,55,NA,NA,0.2,0,0,NA,0,NA,6.7,NA,15881,FFToday,13163,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Elijah Moore,WR,CLE,NA,NA,4,55,NA,NA,0.2,0,0,NA,0,NA,6.7,NA,17653,FFToday,15288,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Drake London,WR,ATL,NA,NA,4,52,NA,NA,0.2,0,0,NA,0,NA,6.4,NA,18137,FFToday,15751,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jahan Dotson,WR,WAS,NA,NA,4,51,NA,NA,0.2,0,0,NA,0,NA,6.3,NA,18057,FFToday,15755,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Downs,WR,IND,NA,NA,4,51,NA,NA,0.2,0,0,NA,0,NA,6.3,NA,18508,FFToday,16187,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,NA,4,44,NA,NA,0.3,0,0,NA,0,NA,6.2,NA,18058,FFToday,15779,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVante Parker,WR,NE,NA,NA,4,47,NA,NA,0.1,0,0,NA,0,NA,5.3,NA,15271,FFToday,12176,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaxon Smith-Njigba,WR,SEA,NA,NA,3,41,NA,NA,0.2,0,0,NA,0,NA,5.3,NA,18656,FFToday,16185,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Boyd,WR,CIN,NA,NA,4,40,NA,NA,0.2,0,0,NA,0,NA,5.2,NA,15519,FFToday,12650,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
George Pickens,WR,PIT,NA,NA,3,40,NA,NA,0.2,0,0,NA,0,NA,5.2,NA,18179,FFToday,15762,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,NA,3,39,NA,NA,0.2,0,0,NA,0,NA,5.1,NA,18237,FFToday,15789,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tutu Atwell,WR,LAR,NA,NA,3,38,NA,NA,0.2,0,0,NA,0,NA,5,NA,17502,FFToday,15301,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Curtis Samuel,WR,WAS,NA,NA,4,44,NA,NA,0.1,0,0,NA,0,NA,5,NA,15994,FFToday,13157,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jerry Jeudy,WR,DEN,NA,NA,3,42,NA,NA,0.1,0,0,NA,0,NA,4.8,NA,17127,FFToday,14833,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Rondale Moore,WR,ARI,NA,NA,4,37,NA,NA,0.1,1,5,NA,0,NA,4.8,NA,17654,FFToday,15283,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jayden Reed,WR,GB,NA,NA,3,35,NA,NA,0.2,0,0,NA,0,NA,4.7,NA,18622,FFToday,16184,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Mingo,WR,CAR,NA,NA,4,40,NA,NA,0.1,0,0,NA,0,NA,4.6,NA,18597,FFToday,16197,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robert Woods,WR,HOU,NA,NA,3,39,NA,NA,0.1,0,0,NA,0,NA,4.5,NA,13459,FFToday,11228,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.T. Perry,WR,NO,NA,NA,3,38,NA,NA,0.1,0,0,NA,0,NA,4.4,NA,18617,FFToday,16196,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,4,37,NA,NA,0.1,0,0,NA,0,NA,4.3,NA,16889,FFToday,14108,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kadarius Toney,WR,KC,NA,NA,2,17,NA,NA,0.2,2,8,NA,0.1,NA,4.3,NA,17728,FFToday,15289,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JuJu Smith-Schuster,WR,NE,NA,NA,3,36,NA,NA,0.1,0,0,NA,0,NA,4.2,NA,16004,FFToday,13156,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,3,30,NA,NA,0.2,0,0,NA,0,NA,4.2,NA,17281,FFToday,15109,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Guyton,WR,LAC,NA,NA,3,35,NA,NA,0.1,0,0,NA,0,NA,4.1,NA,16892,FFToday,14337,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justin Watson,WR,KC,NA,NA,3,33,NA,NA,0.1,0,0,NA,0,NA,3.9,NA,16238,FFToday,13776,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jameson Williams,WR,DET,NA,NA,3,33,NA,NA,0.1,0,0,NA,0,NA,3.9,NA,18242,FFToday,15756,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
D.J. Chark,WR,CAR,NA,NA,2,31,NA,NA,0.1,0,0,NA,0,NA,3.7,NA,16145,FFToday,13668,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Valdes-Scantling,WR,KC,NA,NA,2,25,NA,NA,0.2,0,0,NA,0,NA,3.7,NA,16270,FFToday,13793,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quentin Johnston,WR,LAC,NA,NA,2,30,NA,NA,0.1,0,0,NA,0,NA,3.6,NA,18561,FFToday,16188,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Irwin,WR,CIN,NA,NA,2,23,NA,NA,0.2,0,0,NA,0,NA,3.5,NA,17397,FFToday,14551,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,NA,2,25,NA,NA,0.1,0,0,NA,0,NA,3.1,NA,18158,FFToday,15766,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Gallup,WR,DAL,NA,NA,2,21,NA,NA,0.1,0,0,NA,0,NA,2.7,NA,16280,FFToday,13646,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,NA,2,21,NA,NA,0.1,0,0,NA,0,NA,2.7,NA,14879,FFToday,13066,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,NA,2,20,NA,NA,0.1,0,0,NA,0,NA,2.6,NA,15922,FFToday,13176,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trey Palmer,WR,TB,NA,NA,2,20,NA,NA,0.1,0,0,NA,0,NA,2.6,NA,18613,FFToday,16199,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marvin Mims,WR,DEN,NA,NA,1,18,NA,NA,0.1,0,0,NA,0,NA,2.4,NA,18596,FFToday,16189,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Josh Reynolds,WR,DET,NA,NA,1,18,NA,NA,0.1,0,0,NA,0,NA,2.4,NA,15985,FFToday,13168,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Van Jefferson,WR,ATL,NA,NA,1,17,NA,NA,0.1,0,0,NA,0,NA,2.3,NA,17124,FFToday,14858,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Moore,WR,TEN,NA,NA,2,23,NA,NA,0,0,0,NA,0,NA,2.3,NA,15663,FFToday,12773,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Pierce,WR,IND,NA,NA,2,22,NA,NA,0,0,0,NA,0,NA,2.2,NA,18181,FFToday,15768,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedric Tillman,WR,CLE,NA,NA,1,19,NA,NA,0,0,0,NA,0,NA,1.9,NA,18670,FFToday,16191,LAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Austin,WR,PIT,NA,NA,1,8,NA,NA,0,1,6,NA,0,NA,1.4,NA,18008,FFToday,15777,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Xavier Gipson,WR,NYJ,NA,NA,1,14,NA,NA,0,0,0,NA,0,NA,1.4,NA,18747,FFToday,16416,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,NA,1,13,NA,NA,0,0,0,NA,0,NA,1.3,NA,17126,FFToday,14860,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,PHI,NA,NA,1,7,NA,NA,0.1,0,0,NA,0,NA,1.3,NA,11860,FFToday,10271,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Allen Robinson,WR,PIT,NA,NA,1,12,NA,NA,0,0,0,NA,0,NA,1.2,NA,14298,FFToday,11678,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,LAR,NA,NA,1,12,NA,NA,0,0,0,NA,0,NA,1.2,NA,15694,FFToday,12785,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,NA,1,10,NA,NA,0,0,0,NA,0,NA,1,NA,18029,FFToday,15752,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,IND,NA,NA,1,10,NA,NA,0,0,0,NA,0,NA,1,NA,15954,FFToday,13313,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyreek Hill,WR,MIA,NA,7.5,7.5,106.6,NA,NA,1,0.3,1.5,NA,0,0,16.79,NA,12197,FleaFlicker,12801,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR1,1,108.1,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
CeeDee Lamb,WR,DAL,NA,6.9,6.9,90.9,NA,NA,1,0.4,3.5,NA,0,0,15.48,NA,15523,FleaFlicker,14832,SEAW 41-35,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,15.48,WR3,1,94.4,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
A.J. Brown,WR,PHI,NA,6,6,85.6,NA,NA,1,0,0.1,NA,0,0,14.5,NA,14694,FleaFlicker,14104,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR2,1,85.7,99%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Evans,WR,TB,NA,4.8,4.8,68.5,NA,NA,1,0,0,NA,0,0,12.81,NA,10252,FleaFlicker,11671,CARSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR9,1,68.5,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keenan Allen,WR,LAC,NA,7.6,7.6,89.2,NA,NA,0.5,0,0.1,NA,0,0.1,11.78,NA,9380,FleaFlicker,11222,@NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR6,0.5,89.3,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amon-Ra St.,WR,WR,NA,7.1,7.1,85.5,NA,NA,0.4,0.2,1.4,NA,0,0,11.33,NA,16373,FleaFlicker,15287,@NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR5,0.5,86.9,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tank Dell,WR,HOU,NA,4.9,4.9,71.9,NA,NA,0.5,1.5,7.1,NA,0,0,10.82,NA,17627,FleaFlicker,16204,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR18,0.5,79,86%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Aiyuk,WR,SF,NA,4.8,4.8,78.6,NA,NA,0.5,0,0.1,NA,0,0,10.51,NA,15531,FleaFlicker,14840,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR7,0.5,78.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaylen Waddle,WR,MIA,NA,5.1,5.1,71.8,NA,NA,0.4,0.2,1,NA,0,0,9.7,NA,16236,FleaFlicker,15284,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR12,0.4,72.7,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deebo Samuel,WR,SF,NA,4.4,4.4,59,NA,NA,0.3,2.5,12,NA,0.1,0.1,9.52,NA,14702,FleaFlicker,14136,@PHISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR20,0.4,71,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nico Collins,WR,HOU,NA,5,5,70.1,NA,NA,0.4,0,0,NA,0,0,9.43,NA,16281,FleaFlicker,15290,DENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR23,0.4,70.1,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Pittman,WR,IND,NA,6.3,6.3,71.6,NA,NA,0.3,0,0.1,NA,0,0,9.14,NA,15603,FleaFlicker,14842,@TENSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR15,0.3,71.8,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ja'Marr Chase,WR,CIN,NA,5.5,5.5,68.7,NA,NA,0.4,0.1,1.1,NA,0,0,9.07,NA,16250,FleaFlicker,15281,@JACMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR14,0.4,69.7,98%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeVonta Smith,WR,PHI,NA,5.2,5.2,67.9,NA,NA,0.3,0,0,NA,0,0,8.85,NA,16253,FleaFlicker,15282,SFSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR10,0.3,68,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DK Metcalf,WR,SEA,NA,4.9,4.9,67.3,NA,NA,0.4,0,0,NA,0,0,8.83,NA,14706,FleaFlicker,14102,@DALL 35-41,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,8.83,WR21,0.4,67.4,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Kirk,WR,JAC,NA,5.4,5.4,66.7,NA,NA,0.3,0,0.1,NA,0,0,8.61,NA,13806,FleaFlicker,13633,CINMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR26,0.3,66.9,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Calvin Ridley,WR,JAC,NA,4.4,4.4,59.6,NA,NA,0.4,0.2,1.1,NA,0,0,8.43,NA,13776,FleaFlicker,13629,CINMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR24,0.4,60.6,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Puka Nacua,WR,LAR,NA,4.9,4.9,64.2,NA,NA,0.3,0.1,0.7,NA,0,0,8.41,NA,17779,FleaFlicker,16211,CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR16,0.3,65,89%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DeAndre Hopkins,WR,TEN,NA,4.7,4.7,61.1,NA,NA,0.4,0.1,0.6,NA,0,0,8.39,NA,9311,FleaFlicker,11232,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR28,0.4,61.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Courtland Sutton,WR,DEN,NA,4.5,4.5,57.5,NA,NA,0.4,0,0,NA,0,0,8.33,NA,13795,FleaFlicker,13630,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,WR36,0.4,57.5,91%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Chris Olave,WR,NO,NA,4.8,4.8,65.7,NA,NA,0.3,0,0,NA,0,0,8.31,NA,16824,FleaFlicker,15754,DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,WR19,0.3,65.7,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Garrett Wilson,WR,NYJ,NA,5.3,5.3,64.4,NA,NA,0.3,0,0.1,NA,0,0,8.19,NA,16798,FleaFlicker,15753,ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR22,0.3,64.5,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LAR,NA,4.9,4.9,60.9,NA,NA,0.3,0.1,1,NA,0,0,8.17,NA,12970,FleaFlicker,13164,CLESun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,WR17,0.3,62,97%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Cooper,WR,CLE,NA,4.5,4.5,62.1,NA,NA,0.3,0,0,NA,0,0,7.85,NA,11177,FleaFlicker,12175,@LARSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,NA,WR27,0.3,62.2,95%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Adam Thielen,WR,CAR,NA,5.6,5.6,59.7,NA,NA,0.3,0,0.2,NA,0,0,7.85,NA,9891,FleaFlicker,11938,@TBSun 4:05 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,WR30,0.3,59.9,93%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Terry McLaurin,WR,WAS,NA,4.8,4.8,61.3,NA,NA,0.3,0,0.1,NA,0,0,7.78,NA,14746,FleaFlicker,14109,MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,WR29,0.3,61.4,94%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
