player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,rush_yds,rush_tds,return_yds,scoring_opp,bye,draft_rank,rush_att,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,pass_yds,pass_tds,pass_comp,pass_att,pass_int
Dalton Schultz,TE,DAL,NA,NA,3.6,42.04,NA,NA,0.28,NA,5.86,NA,dalton-schultz,NumberFire,13772,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.69,11.03,#16,127,6,7.66,NA,NA,9.48,NA,NA,7.66,NA,NA,NA,NA,NA,NA,NA
Cole Kmet,TE,CHI,NA,NA,3.47,40.06,NA,NA,0.31,NA,5.81,NA,cole-kmet,NumberFire,14867,DET,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.65,10.97,#32,128,7,7.58,NA,NA,9.34,NA,NA,7.58,NA,NA,NA,NA,NA,NA,NA
Evan Engram,TE,JAC,NA,NA,3.96,41.39,NA,NA,0.26,NA,5.67,NA,evan-engram,NumberFire,13189,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.56,10.78,#26,134,8,7.64,NA,NA,9.65,NA,NA,7.64,NA,NA,NA,NA,NA,NA,NA
Pat Freiermuth,TE,PIT,NA,NA,4.34,43.48,NA,NA,0.22,NA,5.63,NA,pat-freiermuth,NumberFire,15331,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.54,10.72,#11,136,9,7.82,NA,NA,10.01,NA,NA,7.82,NA,NA,NA,NA,NA,NA,NA
Dawson Knox,TE,BUF,NA,NA,3.24,36.19,NA,NA,0.3,NA,5.4,NA,dawson-knox,NumberFire,14143,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.39,10.41,#10,143,10,7.02,NA,NA,8.66,NA,NA,7.02,NA,NA,NA,NA,NA,NA,NA
Dallas Goedert,TE,PHI,NA,NA,3.43,38.59,NA,NA,0.25,NA,5.34,NA,dallas-goedert,NumberFire,13674,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.35,10.33,#15,146,11,7.03,NA,NA,8.78,NA,NA,7.03,NA,NA,NA,NA,NA,NA,NA
David Njoku,TE,CLE,NA,NA,3.36,37.24,NA,NA,0.21,NA,4.96,NA,david-njoku,NumberFire,13192,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,0.1,9.82,#7,152,12,6.66,NA,NA,8.35,NA,NA,6.66,NA,NA,NA,NA,NA,NA,NA
Darren Waller,TE,LV,NA,NA,3.53,39.49,NA,NA,0.14,NA,4.75,NA,darren-waller,NumberFire,12263,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.03,9.53,#2,155,13,6.53,NA,NA,8.32,NA,NA,6.53,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,TE,NO,NA,NA,3.29,33.9,NA,NA,0.21,NA,4.67,NA,juwan-johnson,NumberFire,14861,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.08,9.42,#9,157,14,6.3,NA,NA,7.95,NA,NA,6.3,NA,NA,NA,NA,NA,NA,NA
Noah Fant,TE,SEA,NA,NA,3.43,34.35,NA,NA,0.18,NA,4.52,NA,noah-fant,NumberFire,14137,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.18,9.22,#3,167,15,6.25,NA,NA,7.97,NA,NA,6.25,NA,NA,NA,NA,NA,NA,NA
Logan Thomas,TE,WSH,NA,NA,3.34,29.2,NA,NA,0.24,NA,4.34,NA,logan-thomas,NumberFire,11647,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.3,8.98,#22,172,16,6.03,NA,NA,7.71,NA,NA,6.03,NA,NA,NA,NA,NA,NA,NA
Tyler Conklin,TE,NYJ,NA,NA,2.87,30.29,NA,NA,0.21,NA,4.25,NA,tyler-conklin,NumberFire,13675,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.36,8.86,#28,175,17,5.68,NA,NA,7.15,NA,NA,5.68,NA,NA,NA,NA,NA,NA,NA
Chigoziem Okonkwo,TE,TEN,NA,NA,2.56,27.66,NA,NA,0.11,NA,4.22,NA,chigoziem-okonkwo,NumberFire,15889,DAL,NA,NA,NA,NA,NA,NA,NA,1.47,0.11,NA,NA,NA,NA,0.28,NA,NA,NA,-0.38,8.82,#4,176,18,5.51,NA,NA,6.8,NA,NA,5.51,NA,NA,NA,NA,NA,NA,NA
Robert Tonyan,TE,GB,NA,NA,2.28,22.03,NA,NA,0.23,NA,3.57,NA,robert-tonyan,NumberFire,13427,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.8,7.94,#20,193,19,4.72,NA,NA,5.86,NA,NA,4.72,NA,NA,NA,NA,NA,NA,NA
Gerald Everett,TE,LAC,NA,NA,2.59,25.35,NA,NA,0.17,NA,3.55,NA,gerald-everett,NumberFire,13236,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.81,7.91,#13,194,20,4.83,NA,NA,6.15,NA,NA,4.83,NA,NA,NA,NA,NA,NA,NA
Jordan Akins,TE,HOU,NA,NA,2.36,26.27,NA,NA,0.14,NA,3.43,NA,jordan-akins,NumberFire,13753,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.89,7.75,#25,199,21,4.61,NA,NA,5.81,NA,NA,4.61,NA,NA,NA,NA,NA,NA,NA
Hayden Hurst,TE,CIN,NA,NA,2.77,22.06,NA,NA,0.21,NA,3.42,NA,hayden-hurst,NumberFire,13680,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.89,7.73,#6,201,22,4.83,NA,NA,6.24,NA,NA,4.83,NA,NA,NA,NA,NA,NA,NA
Trey McBride,TE,ARI,NA,NA,2.76,25.78,NA,NA,0.12,NA,3.29,NA,trey-mcbride,NumberFire,15794,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-0.98,7.56,#30,204,23,4.66,NA,NA,6.06,NA,NA,4.66,NA,NA,NA,NA,NA,NA,NA
Jelani Woods,TE,IND,NA,NA,2.45,24.29,NA,NA,0.13,NA,3.16,NA,jelani-woods,NumberFire,15840,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.06,7.38,#27,206,24,4.39,NA,NA,5.64,NA,NA,4.39,NA,NA,NA,NA,NA,NA,NA
Isaiah Likely,TE,BAL,NA,NA,2.58,23.08,NA,NA,0.12,NA,2.99,NA,isaiah-likely,NumberFire,15798,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.17,7.15,#12,207,25,4.32,NA,NA,5.62,NA,NA,4.32,NA,NA,NA,NA,NA,NA,NA
Austin Hooper,TE,TEN,NA,NA,2.41,23.31,NA,NA,0.11,NA,2.98,NA,austin-hooper,NumberFire,12677,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.18,7.14,#4,208,26,4.2,NA,NA,5.4,NA,NA,4.2,NA,NA,NA,NA,NA,NA,NA
Daniel Bellinger,TE,NYG,NA,NA,2.28,20.97,NA,NA,0.14,NA,2.94,NA,daniel-bellinger,NumberFire,15873,IND,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.2,7.08,#14,210,27,4.06,NA,NA,5.21,NA,NA,4.06,NA,NA,NA,NA,NA,NA,NA
Brycen Hopkins,TE,LA,NA,NA,2,21.87,NA,NA,0.12,NA,2.92,NA,brycen-hopkins,NumberFire,14868,LAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.22,7.06,#17,211,28,3.89,NA,NA,4.9,NA,NA,3.89,NA,NA,NA,NA,NA,NA,NA
Cade Otton,TE,TB,NA,NA,1.95,18.23,NA,NA,0.13,NA,2.59,NA,cade-otton,NumberFire,15802,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.43,6.61,#18,221,29,3.56,NA,NA,4.54,NA,NA,3.56,NA,NA,NA,NA,NA,NA,NA
Greg Dulcich,TE,DEN,NA,NA,1.5,17.54,NA,NA,0.09,NA,2.3,NA,greg-dulcich,NumberFire,15797,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.62,6.22,#24,227,30,3.04,NA,NA,3.79,NA,NA,3.04,NA,NA,NA,NA,NA,NA,NA
Colby Parkinson,TE,SEA,NA,NA,1.71,17.61,NA,NA,0.09,NA,2.29,NA,colby-parkinson,NumberFire,14871,NYJ,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.63,6.21,#3,229,31,3.14,NA,NA,4,NA,NA,3.14,NA,NA,NA,NA,NA,NA,NA
Maxx Williams,TE,ARI,NA,NA,1.83,17.27,NA,NA,0.08,NA,2.19,NA,maxx-williams,NumberFire,12206,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.69,6.07,#30,232,32,3.1,NA,NA,4.03,NA,NA,3.1,NA,NA,NA,NA,NA,NA,NA
Ian Thomas,TE,CAR,NA,NA,1.7,15.52,NA,NA,0.1,NA,2.15,NA,ian-thomas,NumberFire,13678,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.72,6.02,#5,234,33,2.98,NA,NA,3.84,NA,NA,2.98,NA,NA,NA,NA,NA,NA,NA
Irv Smith Jr.,TE,MIN,NA,NA,1.48,13.95,NA,NA,0.11,NA,2.06,NA,irv-smith-jr,NumberFire,14141,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.78,5.9,#19,237,34,2.78,NA,NA,3.53,NA,NA,2.78,NA,NA,NA,NA,NA,NA,NA
Parker Hesse,TE,ATL,NA,NA,1.39,14.04,NA,NA,0.1,NA,2.02,NA,parker-hesse,NumberFire,15564,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.8,5.84,#23,238,35,2.68,NA,NA,3.38,NA,NA,2.68,NA,NA,NA,NA,NA,NA,NA
Tommy Tremble,TE,CAR,NA,NA,1.51,14.38,NA,NA,0.1,NA,2,NA,tommy-tremble,NumberFire,15332,TB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.81,5.81,#5,239,36,2.77,NA,NA,3.54,NA,NA,2.77,NA,NA,NA,NA,NA,NA,NA
Anthony Firkser,TE,ATL,NA,NA,1.42,14.02,NA,NA,0.1,NA,2,NA,anthony-firkser,NumberFire,13919,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.81,5.81,#23,239,36,2.69,NA,NA,3.41,NA,NA,2.69,NA,NA,NA,NA,NA,NA,NA
Kylen Granson,TE,IND,NA,NA,1.58,14.79,NA,NA,0.08,NA,1.92,NA,kylen-granson,NumberFire,15419,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.87,5.71,#27,243,38,2.73,NA,NA,3.53,NA,NA,2.73,NA,NA,NA,NA,NA,NA,NA
Harrison Bryant,TE,CLE,NA,NA,1.48,14.13,NA,NA,0.08,NA,1.9,NA,harrison-bryant,NumberFire,14875,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.88,5.68,#7,244,39,2.61,NA,NA,3.36,NA,NA,2.61,NA,NA,NA,NA,NA,NA,NA
Mo Alie-Cox,TE,IND,NA,NA,1.31,14.89,NA,NA,0.07,NA,1.89,NA,mo-alie-cox,NumberFire,13246,NYG,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.89,5.67,#27,246,40,2.54,NA,NA,3.21,NA,NA,2.54,NA,NA,NA,NA,NA,NA,NA
MyCole Pruitt,TE,ATL,NA,NA,1.22,12.35,NA,NA,0.1,NA,1.84,NA,mycole-pruitt,NumberFire,12309,ARI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.92,5.6,#23,251,41,2.43,NA,NA,3.05,NA,NA,2.43,NA,NA,NA,NA,NA,NA,NA
Teagan Quitoriano,TE,HOU,NA,NA,1.27,13.4,NA,NA,0.08,NA,1.83,NA,teagan-quitoriano,NumberFire,15905,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.92,5.58,#25,252,42,2.44,NA,NA,3.08,NA,NA,2.44,NA,NA,NA,NA,NA,NA,NA
Eric Saubert,TE,DEN,NA,NA,1.32,13.48,NA,NA,0.08,NA,1.81,NA,eric-saubert,NumberFire,13315,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.94,5.56,#24,254,43,2.47,NA,NA,3.14,NA,NA,2.47,NA,NA,NA,NA,NA,NA,NA
Josh Oliver,TE,BAL,NA,NA,1.59,13.74,NA,NA,0.07,NA,1.79,NA,josh-oliver,NumberFire,14209,PIT,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.95,5.53,#12,256,44,2.57,NA,NA,3.37,NA,NA,2.57,NA,NA,NA,NA,NA,NA,NA
Brevin Jordan,TE,HOU,NA,NA,1.26,12.96,NA,NA,0.08,NA,1.78,NA,brevin-jordan,NumberFire,15330,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.96,5.52,#25,257,45,2.39,NA,NA,3.03,NA,NA,2.39,NA,NA,NA,NA,NA,NA,NA
Hunter Henry,TE,NE,NA,NA,1.08,11.94,NA,NA,0.1,NA,1.77,NA,hunter-henry,NumberFire,12676,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.96,5.5,#21,258,46,2.33,NA,NA,2.87,NA,NA,2.33,NA,NA,NA,NA,NA,NA,NA
C.J. Uzomah,TE,NYJ,NA,NA,1.13,12.33,NA,NA,0.09,NA,1.76,NA,c-j-uzomah,NumberFire,12317,SEA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-1.97,5.49,#28,259,47,2.34,NA,NA,2.9,NA,NA,2.34,NA,NA,NA,NA,NA,NA,NA
Brock Wright,TE,DET,NA,NA,1,10.96,NA,NA,0.1,NA,1.67,NA,brock-wright,NumberFire,15626,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.03,5.37,#29,263,48,2.2,NA,NA,2.7,NA,NA,2.2,NA,NA,NA,NA,NA,NA,NA
Durham Smythe,TE,MIA,NA,NA,1.09,9.14,NA,NA,0.06,NA,1.3,NA,durham-smythe,NumberFire,13676,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.27,4.87,#1,278,49,1.82,NA,NA,2.36,NA,NA,1.82,NA,NA,NA,NA,NA,NA,NA
Cameron Brate,TE,TB,NA,NA,0.88,7.59,NA,NA,0.08,NA,1.22,NA,cameron-brate,NumberFire,12110,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.32,4.76,#18,280,50,1.68,NA,NA,2.12,NA,NA,1.68,NA,NA,NA,NA,NA,NA,NA
Noah Gray,TE,KC,NA,NA,0.79,8.03,NA,NA,0.07,NA,1.2,NA,noah-gray-1,NumberFire,15337,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.33,4.73,#8,281,51,1.62,NA,NA,2.01,NA,NA,1.62,NA,NA,NA,NA,NA,NA,NA
Eric Tomlinson,TE,DEN,NA,NA,0.82,8.83,NA,NA,0.05,NA,1.17,NA,eric-tomlinson,NumberFire,13065,KC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.35,4.69,#24,284,52,1.59,NA,NA,2,NA,NA,1.59,NA,NA,NA,NA,NA,NA,NA
Foster Moreau,TE,LV,NA,NA,0.83,8.75,NA,NA,0.04,NA,1.09,NA,foster-moreau,NumberFire,14239,SF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.4,4.58,#2,288,53,1.51,NA,NA,1.94,NA,NA,1.51,NA,NA,NA,NA,NA,NA,NA
Jonnu Smith,TE,NE,NA,NA,0.75,7.26,NA,NA,0.06,NA,1.08,NA,jonnu-smith,NumberFire,13193,MIA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.41,4.57,#21,289,54,1.44,NA,NA,1.83,NA,NA,1.44,NA,NA,NA,NA,NA,NA,NA
O.J. Howard,TE,HOU,NA,NA,0.61,7.93,NA,NA,0.04,NA,1.05,NA,o-j-howard,NumberFire,13188,JAC,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.43,4.53,#25,291,55,1.32,NA,NA,1.63,NA,NA,1.32,NA,NA,NA,NA,NA,NA,NA
Mike Gesicki,TE,MIA,NA,NA,0.77,7.33,NA,NA,0.05,NA,1.05,NA,michael-gesicki,NumberFire,13672,NE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.43,4.53,#1,291,55,1.42,NA,NA,1.8,NA,NA,1.42,NA,NA,NA,NA,NA,NA,NA
Zach Gentry,TE,PIT,NA,NA,0.88,8.02,NA,NA,0.04,NA,1.04,NA,zach-gentry,NumberFire,14240,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.44,4.52,#11,293,57,1.48,NA,NA,1.92,NA,NA,1.48,NA,NA,NA,NA,NA,NA,NA
Johnny Mundt,TE,MIN,NA,NA,0.76,7.01,NA,NA,0.05,NA,1.02,NA,johnny-mundt,NumberFire,13940,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.45,4.49,#19,295,58,1.38,NA,NA,1.76,NA,NA,1.38,NA,NA,NA,NA,NA,NA,NA
Peyton Hendershot,TE,DAL,NA,NA,0.67,6.39,NA,NA,0.05,NA,0.95,NA,peyton-hendershot,NumberFire,16000,TEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.49,4.39,#16,299,59,1.25,NA,NA,1.6,NA,NA,1.25,NA,NA,NA,NA,NA,NA,NA
Dan Arnold,TE,JAC,NA,NA,0.58,7.25,NA,NA,0.04,NA,0.95,NA,dan-arnold,NumberFire,13880,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.49,4.39,#26,299,59,1.24,NA,NA,1.54,NA,NA,1.24,NA,NA,NA,NA,NA,NA,NA
Stephen Anderson,TE,ARI,NA,NA,0.72,7.45,NA,NA,0.03,NA,0.94,NA,stephen-anderson,NumberFire,12859,ATL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.5,4.38,#30,302,61,1.29,NA,NA,1.65,NA,NA,1.29,NA,NA,NA,NA,NA,NA,NA
John Bates,TE,WSH,NA,NA,0.62,6.02,NA,NA,0.04,NA,0.84,NA,john-bates,NumberFire,15344,CLE,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.57,4.25,#22,312,62,1.13,NA,NA,1.45,NA,NA,1.13,NA,NA,NA,NA,NA,NA,NA
Connor Heyward,TE,PIT,NA,NA,0.65,6.55,NA,NA,0.03,NA,0.84,NA,connor-heyward,NumberFire,15800,BAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.57,4.25,#11,312,62,1.16,NA,NA,1.49,NA,NA,1.16,NA,NA,NA,NA,NA,NA,NA
Jody Fortson,TE,KC,NA,NA,0.52,5.47,NA,NA,0.05,NA,0.82,NA,jody-fortson,NumberFire,15070,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.58,4.22,#8,314,64,1.11,NA,NA,1.37,NA,NA,1.11,NA,NA,NA,NA,NA,NA,NA
James Mitchell,TE,DET,NA,NA,0.5,5.29,NA,NA,0.05,NA,0.81,NA,james-mitchell,NumberFire,15909,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.59,4.21,#29,315,65,1.08,NA,NA,1.33,NA,NA,1.08,NA,NA,NA,NA,NA,NA,NA
Geoff Swaim,TE,TEN,NA,NA,0.76,5.89,NA,NA,0.03,NA,0.78,NA,geoff-swaim,NumberFire,12378,DAL,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.6,4.16,#4,318,66,1.15,NA,NA,1.53,NA,NA,1.15,NA,NA,NA,NA,NA,NA,NA
Donald Parham Jr.,TE,LAC,NA,NA,0.48,5.07,NA,NA,0.03,NA,0.71,NA,donald-parham-jr,NumberFire,14341,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.65,4.07,#13,325,67,0.93,NA,NA,1.17,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA
Josiah Deguara,TE,GB,NA,NA,0.45,4.52,NA,NA,0.04,NA,0.69,NA,josiah-deguara,NumberFire,14876,MIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.66,4.04,#20,327,68,0.92,NA,NA,1.14,NA,NA,0.92,NA,NA,NA,NA,NA,NA,NA
Pharaoh Brown,TE,CLE,NA,NA,0.53,5.13,NA,NA,0.03,NA,0.68,NA,pharaoh-brown,NumberFire,13994,WSH,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.67,4.03,#7,328,69,0.96,NA,NA,1.22,NA,NA,0.96,NA,NA,NA,NA,NA,NA,NA
Chris Manhertz,TE,JAC,NA,NA,0.47,4.87,NA,NA,0.03,NA,0.68,NA,chris-manhertz,NumberFire,12955,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.67,4.03,#26,328,69,0.9,NA,NA,1.14,NA,NA,0.9,NA,NA,NA,NA,NA,NA,NA
Quintin Morris,TE,BUF,NA,NA,0.46,4.6,NA,NA,0.04,NA,0.67,NA,quintin-morris,NumberFire,15341,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.68,4.02,#10,330,71,0.93,NA,NA,1.16,NA,NA,0.93,NA,NA,NA,NA,NA,NA,NA
Luke Farrell,TE,JAC,NA,NA,0.47,4.78,NA,NA,0.03,NA,0.66,NA,luke-farrell,NumberFire,15335,HOU,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.68,4,#26,333,72,0.89,NA,NA,1.13,NA,NA,0.89,NA,NA,NA,NA,NA,NA,NA
Adam Trautman,TE,NO,NA,NA,0.43,4.16,NA,NA,0.02,NA,0.56,NA,adam-trautman,NumberFire,14870,PHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.75,3.87,#9,348,73,0.75,NA,NA,0.97,NA,NA,0.75,NA,NA,NA,NA,NA,NA,NA
Grant Calcaterra,TE,PHI,NA,NA,0.41,3.71,NA,NA,0.03,NA,0.55,NA,grant-calcaterra,NumberFire,15804,NO,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.75,3.85,#15,350,74,0.76,NA,NA,0.96,NA,NA,0.76,NA,NA,NA,NA,NA,NA,NA
Shane Zylstra,TE,DET,NA,NA,0.25,2.52,NA,NA,0.02,NA,0.4,NA,shane-zylstra,NumberFire,15604,CHI,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.85,3.65,#29,377,75,0.5,NA,NA,0.62,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
Blake Bell,TE,KC,NA,NA,0.25,2.71,NA,NA,0.02,NA,0.4,NA,blake-bell,NumberFire,12213,DEN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.85,3.65,#8,377,75,0.52,NA,NA,0.64,NA,NA,0.52,NA,NA,NA,NA,NA,NA,NA
Kyle Rudolph,TE,TB,NA,NA,0.26,2.52,NA,NA,0.02,NA,0.37,NA,kyle-rudolph,NumberFire,10312,CAR,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.87,3.61,#18,387,77,0.5,NA,NA,0.63,NA,NA,0.5,NA,NA,NA,NA,NA,NA,NA
Richard Rodgers,TE,LAC,NA,NA,0.24,2.58,NA,NA,0.02,NA,0.37,NA,richard-rodgers,NumberFire,11785,LA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.87,3.61,#13,387,77,0.5,4200,0.12,0.62,2500,0.25,0.5,NA,NA,NA,NA,NA,NA,NA
Ben Ellefson,TE,MIN,NA,NA,0.25,2.39,NA,NA,0.02,NA,0.35,NA,ben-ellefson,NumberFire,15088,GB,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.88,3.58,#19,395,79,0.48,4100,0.12,0.61,2500,0.24,0.48,NA,NA,NA,NA,NA,NA,NA
Devin Asiasi,TE,CIN,NA,NA,0.25,2.26,NA,NA,0.02,NA,0.34,NA,devin-asiasi,NumberFire,14936,BUF,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.89,3.57,#6,399,80,0.47,NA,NA,0.6,NA,NA,0.47,NA,NA,NA,NA,NA,NA,NA
Reggie Gilliam,TE,BUF,NA,NA,0.23,2.26,NA,NA,0.02,NA,0.34,NA,reggie-gilliam,NumberFire,15103,CIN,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,NA,NA,-2.89,3.57,#10,399,80,0.46,NA,NA,0.58,NA,NA,0.46,NA,NA,NA,NA,NA,NA,NA
