player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Josh Reynolds,WR,DET,NA,2.6,2.6,36.5,NA,NA,0.2,0,0.1,NA,0,0,4.96,NA,13029,FleaFlicker,13168,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR104,0.2,36.5,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Parris Campbell,WR,IND,NA,2.8,2.8,35.9,NA,NA,0.2,0,0.4,NA,0,0,4.93,NA,14692,FleaFlicker,14112,@HOUSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR80,0.2,36.3,27%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Isaiah McKenzie,WR,BUF,NA,2.6,2.6,26.7,NA,NA,0.2,0.6,6.8,NA,0.1,0,4.87,NA,13080,FleaFlicker,13313,@LARThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR78,0.3,33.5,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Julio Jones,WR,TB,NA,2.5,2.5,33.9,NA,NA,0.2,0,0.2,NA,0,0,4.72,NA,7372,FleaFlicker,10271,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR58,0.2,34.1,68%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sterling Shepard,WR,NYG,NA,3.6,3.6,36.7,NA,NA,0.2,0,0,NA,0,0,4.71,NA,12058,FleaFlicker,12658,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR86,0.2,36.7,26%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
KJ Hamler,WR,DEN,NA,2.5,2.5,32.7,NA,NA,0.2,0,1.1,NA,0,0,4.68,NA,15608,FleaFlicker,14837,@SEAMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR75,0.2,33.8,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Robbie Anderson,WR,CAR,NA,2.5,2.5,33,NA,NA,0.2,0.3,1.2,NA,0,0,4.67,NA,12361,FleaFlicker,12930,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,WR68,0.2,34.2,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
K.J. Osborn,WR,MIN,NA,2.6,2.6,33.1,NA,NA,0.2,0,0,NA,0,0,4.61,NA,15695,FleaFlicker,14977,GBSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR67,0.2,33.1,39%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Zay Jones,WR,JAC,NA,2.8,2.8,33.4,NA,NA,0.2,0,0.2,NA,0,0,4.59,NA,12937,FleaFlicker,13176,@WASSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR87,0.2,33.5,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Joshua Palmer,WR,LAC,NA,2.7,2.7,30.8,NA,NA,0.2,0,0.1,NA,0,0,4.52,NA,16292,FleaFlicker,15319,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR65,0.2,31,37%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Treylon Burks,WR,TEN,NA,2.3,2.3,30.7,NA,NA,0.2,0.2,1.3,NA,0,0,4.5,NA,16803,FleaFlicker,15752,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR46,0.2,32.1,78%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,2.5,2.5,31.9,NA,NA,0.2,0,0,NA,0,0,4.49,NA,16192,FleaFlicker,15109,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR98,0.2,31.9,15%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kendrick Bourne,WR,NE,NA,2.5,2.5,28.8,NA,NA,0.2,0.4,3.3,NA,0,0,4.39,NA,13364,FleaFlicker,13418,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR82,0.2,32.1,36%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cedrick Wilson,WR,MIA,NA,2.6,2.6,30.8,NA,NA,0.2,0,0.1,NA,0,0,4.3,NA,13915,FleaFlicker,13652,NESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,WR96,0.2,30.8,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
David Bell,WR,CLE,NA,2.9,2.9,31.6,NA,NA,0.2,0,0.2,NA,0,0,4.18,NA,16863,FleaFlicker,15758,@CARSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR85,0.2,31.8,32%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Sammy Watkins,WR,GB,NA,2.4,2.4,30.3,NA,NA,0.2,0,0.1,NA,0,0,4.1,NA,10256,FleaFlicker,11670,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR89,0.2,30.4,29%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dee Eskridge,WR,SEA,NA,2.2,2.2,27.1,NA,NA,0.2,0.5,3.1,NA,0,0,4.06,NA,16324,FleaFlicker,15302,DENMon 8:15 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.2,30.2,12%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,2,2,24.8,NA,NA,0.2,0,0.2,NA,0,0,3.8,NA,16854,FleaFlicker,15766,@ARISun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR51,0.2,25,74%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Bryan Edwards,WR,ATL,NA,2,2,29.5,NA,NA,0.1,0,0,NA,0,0,3.77,NA,15577,FleaFlicker,14844,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR93,0.1,29.6,23%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Wan'Dale Robinson,WR,NYG,NA,2.4,2.4,27.3,NA,NA,0.1,0.3,1.6,NA,0,0,3.77,NA,16869,FleaFlicker,15757,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR74,0.1,28.9,34%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Demarcus Robinson,WR,BAL,NA,2.1,2.1,27.3,NA,NA,0.1,0,0,NA,0,0,3.57,NA,12106,FleaFlicker,12785,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR123,0.1,27.3,7%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Noah Brown,WR,DAL,NA,2.2,2.2,26.7,NA,NA,0.1,0,0.1,NA,0,0,3.5,NA,13120,FleaFlicker,13172,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,26.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Nelson Agholor,WR,NE,NA,1.8,1.8,24.4,NA,NA,0.1,0.1,0.8,NA,0,0,3.34,NA,11178,FleaFlicker,12181,@MIASun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR95,0.1,25.2,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Devin Duvernay,WR,BAL,NA,2.1,2.1,23.8,NA,NA,0.1,0.3,1.8,NA,0,0,3.32,NA,15557,FleaFlicker,14847,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR103,0.1,25.7,19%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Byron Pringle,WR,CHI,NA,1.9,1.9,25.9,NA,NA,0.1,0,0,NA,0,0,3.29,NA,14328,FleaFlicker,13863,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR90,0.1,25.9,17%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quez Watkins,WR,PHI,NA,1.8,1.8,24.6,NA,NA,0.1,0,0.1,NA,0,0,3.29,NA,15667,FleaFlicker,14992,@DETSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR99,0.1,24.7,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Braxton Berrios,WR,NYJ,NA,2.2,2.2,22.7,NA,NA,0.1,0.2,2.1,NA,0,0,3.24,NA,13909,FleaFlicker,13638,BALSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR94,0.1,24.8,16%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Richie James,WR,NYG,NA,1.4,1.4,24,NA,NA,0.1,0,0.1,NA,0,0,3.13,NA,14009,FleaFlicker,13724,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,24.1,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Deonte Harty,WR,NO,NA,1.5,1.5,19.9,NA,NA,0.1,0,3,NA,0,0,3.13,NA,15154,FleaFlicker,14558,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,22.9,13%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Christian Watson,WR,GB,NA,1.7,1.7,21.6,NA,NA,0.1,0.1,0.7,NA,0,0,3.11,NA,16896,FleaFlicker,15789,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR73,0.1,22.3,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Olamide Zaccheaus,WR,ATL,NA,1.7,1.7,22.6,NA,NA,0.1,0,0.1,NA,0,0,2.78,NA,15107,FleaFlicker,14592,NOSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR116,0.1,22.7,8%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jamison Crowder,WR,BUF,NA,2,2,20,NA,NA,0.1,0,0,NA,0,0,2.76,NA,11398,FleaFlicker,12184,@LARThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,WR84,0.1,20,28%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Phillip Dorsett,WR,HOU,NA,1.6,1.6,20,NA,NA,0.1,0.1,0.5,NA,0,0,2.75,NA,11167,FleaFlicker,12188,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,20.5,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Romeo Doubs,WR,GB,NA,1.5,1.5,19.6,NA,NA,0.1,0.1,0.4,NA,0,0,2.75,NA,16941,FleaFlicker,15779,@MINSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR76,0.1,19.9,46%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jauan Jennings,WR,SF,NA,1.6,1.6,19.2,NA,NA,0.1,0,0,NA,0,0,2.74,NA,15751,FleaFlicker,14860,@CHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR118,0.1,19.2,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Scott Miller,WR,TB,NA,1.3,1.3,16.1,NA,NA,0.1,0,3.2,NA,0,0,2.72,NA,14849,FleaFlicker,14280,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,19.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Breshad Perriman,WR,TB,NA,1.3,1.3,17.8,NA,NA,0.1,0,0.6,NA,0,0,2.68,NA,11156,FleaFlicker,12197,@DALSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,0.1,18.4,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,1.3,1.3,19,NA,NA,0.1,0,0.4,NA,0,0,2.58,NA,16488,FleaFlicker,15298,CLESun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,0.1,19.4,3%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Ben Skowronek,WR,LAR,NA,1.6,1.6,17.6,NA,NA,0.1,0,0.2,NA,0,0,2.45,NA,16526,FleaFlicker,15491,BUFThu 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,0.1,17.8,2%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyler Johnson,WR,HOU,NA,1.7,1.7,18.3,NA,NA,0.1,0,0,NA,0,0,2.35,NA,15729,FleaFlicker,14864,INDSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,18.3,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Guyton,WR,LAC,NA,1.1,1.1,14.9,NA,NA,0.1,0.3,1.4,NA,0,0,2.33,NA,15260,FleaFlicker,14337,LVSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,WR112,0.1,16.3,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Equanimeous St.,WR,WR,NA,1.4,1.4,18.2,NA,NA,0.1,0,0.4,NA,0,0,2.32,NA,13949,FleaFlicker,13637,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,0.1,18.6,4%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Velus Jones,WR,CHI,NA,1.4,1.4,17.3,NA,NA,0.1,0.1,0.6,NA,0,0,2.31,NA,16898,FleaFlicker,15767,SFSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR101,0.1,17.9,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Marquez Callaway,WR,NO,NA,0.9,0.9,16.4,NA,NA,0.1,0,0.5,NA,0,0,2.23,NA,16044,FleaFlicker,15034,@ATLSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,WR97,0.1,16.9,21%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
James Proche,WR,BAL,NA,1.3,1.3,16.4,NA,NA,0.1,0,0,NA,0,0,2.22,NA,15634,FleaFlicker,14848,@NYJSun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,WR111,0.1,16.5,6%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mack Hollins,WR,LV,NA,1.2,1.2,15.7,NA,NA,0.1,0,0,NA,0,0,2.21,NA,13008,FleaFlicker,13289,@LACSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,15.7,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kyle Philips,WR,TEN,NA,1.2,1.2,15.4,NA,NA,0.1,0,0.2,NA,0,0,2.2,NA,16956,FleaFlicker,15901,NYGSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR105,0.1,15.6,18%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Darius Slayton,WR,NYG,NA,1.3,1.3,17,NA,NA,0.1,0,0.1,NA,0,0,2.13,NA,14833,FleaFlicker,14122,@TENSun 4:25 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,WR107,0.1,17,14%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dennis Houston,WR,DAL,NA,1.1,1.1,14.2,NA,NA,0.1,0,0.4,NA,0,0,2.06,NA,17406,FleaFlicker,15983,TBSun 8:20 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,NA,0.1,14.6,1%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kalif Raymond,WR,DET,NA,1.1,1.1,13.8,NA,NA,0.1,0.2,1.5,NA,0,0,2.05,NA,12441,FleaFlicker,13066,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,NA,0.1,15.3,9%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Quintez Cephus,WR,DET,NA,1,1,14.8,NA,NA,0.1,0,0,NA,0,0,2.02,NA,15703,FleaFlicker,14850,PHISun 1:00 PM,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,WR110,0.1,14.8,11%,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Cooper Kupp,WR,LA,NA,NA,7.04,86.99,NA,NA,0.65,0.25,1.65,NA,0.01,NA,12.86,NA,cooper-kupp,NumberFire,13164,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22,20.5,#,42,1,16.36,NA,NA,19.88,NA,NA,16.36,NA,NA
Justin Jefferson,WR,MIN,NA,NA,6.54,91.89,NA,NA,0.57,0,0,NA,0,NA,12.57,NA,justin-jefferson,NumberFire,14836,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.04,20.1,#,45,2,15.82,8100,1.95,19.13,7800,2.45,15.82,NA,NA
Stefon Diggs,WR,BUF,NA,NA,7.03,81.53,NA,NA,0.61,0,0,NA,0,NA,11.8,NA,stefon-diggs,NumberFire,12186,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.54,19.06,#,50,3,15.29,NA,NA,18.83,NA,NA,15.29,NA,NA
Davante Adams,WR,LV,NA,NA,6.6,81.52,NA,NA,0.6,0,0,NA,0,NA,11.76,NA,davante-adams,NumberFire,11675,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.51,19.01,#,51,4,15.03,8500,1.77,18.35,8100,2.27,15.03,NA,NA
Ja'Marr Chase,WR,CIN,NA,NA,5.55,82.07,NA,NA,0.55,0.29,1.65,NA,0.02,NA,11.68,NA,ja-marr-chase,NumberFire,15281,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.46,18.9,#,52,5,14.49,8200,1.77,17.31,7100,2.44,14.49,NA,NA
Deebo Samuel,WR,SF,NA,NA,4.49,66.06,NA,NA,0.39,3.11,19.22,NA,0.16,NA,11.64,NA,deebo-samuel,NumberFire,14136,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.43,18.85,#,53,6,13.87,8400,1.65,16.23,7400,2.19,13.87,NA,NA
Tyreek Hill,WR,MIA,NA,NA,5.56,71.89,NA,NA,0.59,0.27,1.87,NA,0.02,NA,10.99,NA,tyreek-hill,NumberFire,12801,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.01,17.97,#,56,7,13.74,7700,1.78,16.57,6800,2.44,13.74,NA,NA
CeeDee Lamb,WR,DAL,NA,NA,5.95,76.85,NA,NA,0.51,0,0,NA,0,NA,10.71,NA,ceedee-lamb,NumberFire,14832,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.83,17.59,#,58,8,13.68,NA,NA,16.69,NA,NA,13.68,NA,NA
Mike Evans,WR,TB,NA,NA,4.95,68,NA,NA,0.58,0,0,NA,0,NA,10.31,NA,mike-evans,NumberFire,11671,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.57,17.05,#,61,9,12.78,NA,NA,15.25,NA,NA,12.78,NA,NA
Marquise Brown,WR,ARI,NA,NA,5.47,69.49,NA,NA,0.47,0.27,1.64,NA,0.02,NA,10.02,NA,marquise-brown,NumberFire,14105,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38,16.66,#,64,10,12.71,6900,1.84,15.49,6200,2.5,12.71,NA,NA
A.J. Brown,WR,PHI,NA,NA,4.99,68.78,NA,NA,0.53,0,0,NA,0,NA,10,NA,a-j-brown,NumberFire,14104,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.37,16.63,#,66,11,12.49,7100,1.76,15.03,6400,2.35,12.49,NA,NA
Michael Pittman Jr.,WR,IND,NA,NA,5.41,68.12,NA,NA,0.43,0.3,1.85,NA,0.02,NA,9.66,NA,michael-pittman-jr,NumberFire,14842,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.15,16.17,#,69,12,12.36,7200,1.72,15.1,5500,2.75,12.36,NA,NA
Mike Williams,WR,LAC,NA,NA,4.55,62.66,NA,NA,0.48,0,0,NA,0,NA,9.15,NA,mike-williams,NumberFire,13154,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.82,15.48,#,74,13,11.44,6600,1.73,13.72,6600,2.08,11.44,NA,NA
Terry McLaurin,WR,WSH,NA,NA,5.19,65.89,NA,NA,0.43,0,0,NA,0,NA,9.14,NA,terry-mclaurin,NumberFire,14109,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.81,15.47,#,75,14,11.74,7000,1.68,14.36,6500,2.21,11.74,NA,NA
D.J. Moore,WR,CAR,NA,NA,4.98,65.83,NA,NA,0.37,0.28,1.78,NA,0.01,NA,9.01,NA,d-j-moore-1,NumberFire,13635,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,15.29,#,76,15,11.49,6400,1.8,14.01,6000,2.34,11.49,NA,NA
Brandin Cooks,WR,HOU,NA,NA,5.77,65.53,NA,NA,0.37,0.25,1.61,NA,0.01,NA,9.01,NA,brandin-cooks,NumberFire,11674,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.73,15.29,#,76,15,11.9,6600,1.8,14.78,6300,2.35,11.9,NA,NA
Keenan Allen,WR,LAC,NA,NA,5.83,63.32,NA,NA,0.43,0,0,NA,0,NA,8.8,NA,keenan-allen-1,NumberFire,11222,LV,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.59,15.01,#,78,17,11.73,7400,1.59,14.7,7000,2.1,11.73,NA,NA
Tee Higgins,WR,CIN,NA,NA,4.77,60.85,NA,NA,0.46,0,0,NA,0,NA,8.77,NA,tee-higgins,NumberFire,14835,PIT,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.57,14.97,#,79,18,11.19,7000,1.6,13.61,6100,2.23,11.19,NA,NA
Michael Thomas,WR,NO,NA,NA,5.06,61.91,NA,NA,0.4,0,0,NA,0,NA,8.58,NA,michael-thomas-1,NumberFire,12652,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.45,14.71,#,83,19,11.12,6200,1.79,13.66,5700,2.4,11.12,NA,NA
Courtland Sutton,WR,DEN,NA,NA,4.75,62.07,NA,NA,0.39,0,0,NA,0,NA,8.51,NA,courtland-sutton,NumberFire,13630,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.4,14.62,#,84,20,10.88,NA,NA,13.29,NA,NA,10.88,NA,NA
D.K. Metcalf,WR,SEA,NA,NA,4.99,64.81,NA,NA,0.35,0,0,NA,0,NA,8.49,NA,dk-metcalf,NumberFire,14102,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.39,14.59,#,86,21,10.98,NA,NA,13.53,NA,NA,10.98,NA,NA
Jaylen Waddle,WR,MIA,NA,NA,5.17,56.91,NA,NA,0.42,0.27,1.82,NA,0.02,NA,8.46,NA,jaylen-waddle,NumberFire,15284,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.37,14.55,#,87,22,11.04,6800,1.62,13.66,6400,2.13,11.04,NA,NA
Rashod Bateman,WR,BAL,NA,NA,4.83,60.48,NA,NA,0.39,0,0,NA,0,NA,8.37,NA,rashod-bateman,NumberFire,15293,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.31,14.43,#,88,23,10.78,6100,1.77,13.22,5300,2.49,10.78,NA,NA
Jerry Jeudy,WR,DEN,NA,NA,4.52,61.33,NA,NA,0.38,0,0,NA,0,NA,8.32,NA,jerry-jeudy,NumberFire,14833,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.28,14.36,#,90,24,10.59,NA,NA,12.9,NA,NA,10.59,NA,NA
Chris Godwin,WR,TB,NA,NA,4.94,56.64,NA,NA,0.45,0,0,NA,0,NA,8.28,NA,chris-godwin,NumberFire,13163,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.26,14.3,#,91,25,10.77,NA,NA,13.28,NA,NA,10.77,NA,NA
Gabriel Davis,WR,BUF,NA,NA,4.2,58.7,NA,NA,0.4,0,0,NA,0,NA,8.21,NA,gabriel-davis,NumberFire,14845,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.21,14.21,#,93,26,10.33,NA,NA,12.46,NA,NA,10.33,NA,NA
Allen Robinson,WR,LA,NA,NA,4.83,55.14,NA,NA,0.43,0,0,NA,0,NA,8.11,NA,allen-robinson,NumberFire,11678,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15,14.07,#,94,27,10.53,NA,NA,12.94,NA,NA,10.53,NA,NA
Diontae Johnson,WR,PIT,NA,NA,5.66,57.56,NA,NA,0.34,0.27,1.56,NA,0.01,NA,7.91,NA,diontae-johnson,NumberFire,14208,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,13.8,#,97,28,10.74,6700,1.6,13.63,6000,2.27,10.74,NA,NA
Christian Kirk,WR,JAC,NA,NA,4.82,60.98,NA,NA,0.3,0,0,NA,0,NA,7.91,NA,christian-kirk,NumberFire,13633,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.02,13.8,#,97,28,10.31,5800,1.78,12.73,5100,2.5,10.31,NA,NA
