player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,return_tds,two_pts
Kendall Hinton,WR,DEN,NA,NA,0.6,7.4,NA,NA,0.1,0,0,NA,0,0,1,NA,19901,FantasyPros,15183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dareke Young,WR,SEA,NA,NA,0.6,8.1,NA,NA,0,0,0.3,NA,0,0,1,NA,24570,FantasyPros,15941,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Erik Ezukanma,WR,MIA,NA,NA,0.5,7.3,NA,NA,0,0,0.4,NA,0,0,1,NA,23755,FantasyPros,15780,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dax Milne,WR,WAS,NA,NA,0.4,6.7,NA,NA,0,0,0.9,NA,0,0,0.9,NA,22800,FantasyPros,15326,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Juwan Johnson,WR,NO,NA,NA,0.8,6.9,NA,NA,0,0,0.1,NA,0,0,0.9,NA,19562,FantasyPros,14861,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andy Isabella,WR,ARI,NA,NA,0.4,6.9,NA,NA,0,0,0,NA,0,0,0.9,NA,18409,FantasyPros,14121,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jalen Nailor,WR,MIN,NA,NA,0.5,6.4,NA,NA,0,0,0.4,NA,0,0,0.9,NA,24177,FantasyPros,15786,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Amari Rodgers,WR,GB,NA,NA,0.5,6.6,NA,NA,0,0,0.3,NA,0,0,0.9,NA,20132,FantasyPros,15297,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Sherfield,WR,MIA,NA,NA,0.5,6.4,NA,NA,0,0,0,NA,0,0,0.9,NA,17888,FantasyPros,13893,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Penny Hart,WR,SEA,NA,NA,0.5,6.9,NA,NA,0,0,0,NA,0,0,0.9,NA,18787,FantasyPros,14316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tim Jones,WR,JAC,NA,NA,0.4,5.3,NA,NA,0,0,0.3,NA,0,0,0.7,NA,23438,FantasyPros,16005,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tyron Johnson,WR,LV,NA,NA,0.4,5.8,NA,NA,0,0,0.1,NA,0,0,0.7,NA,18804,FantasyPros,14117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Greg Dortch,WR,ARI,NA,NA,0.3,5.2,NA,NA,0,0,0.4,NA,0,0,0.7,NA,18585,FantasyPros,14108,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Thomas,WR,CIN,NA,NA,0.3,4.8,NA,NA,0,0,0.1,NA,0,0,0.6,NA,15914,FantasyPros,12675,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Gunner Olszewski,WR,PIT,NA,NA,0.3,4.1,NA,NA,0,0,0.5,NA,0,0,0.6,NA,19093,FantasyPros,14555,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jaelon Darden,WR,TB,NA,NA,0.2,3.3,NA,NA,0,0,0.3,NA,0,0,0.5,NA,22796,FantasyPros,15321,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Matthew Slater,WR,NE,NA,NA,0.1,3.9,NA,NA,0,0,0.1,NA,0,0,0.5,NA,9446,FantasyPros,9200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Dezmon Patmon,WR,IND,NA,NA,0.3,3.3,NA,NA,0,0,0.1,NA,0,0,0.5,NA,19736,FantasyPros,14998,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Brandon Powell,WR,LAR,NA,NA,0,3.5,NA,NA,0,0,0.2,NA,0,0,0.4,NA,17793,FantasyPros,13910,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jake Kumerow,WR,BUF,NA,NA,0.2,3.5,NA,NA,0,0,0.1,NA,0,0,0.4,NA,14083,FantasyPros,12443,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Stanley Morgan Jr.,WR,CIN,NA,NA,0.2,2.7,NA,NA,0,0,0.3,NA,0,0,0.4,NA,18624,FantasyPros,14131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trent Taylor,WR,CIN,NA,NA,0.1,2.5,NA,NA,0,0,0.2,NA,0,0,0.3,NA,16505,FantasyPros,13316,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kupp, Cooper",WR,LAR,NA,9.9,7.1,92,NA,NA,0.7,NA,1,NA,0,0.1,13.7,NA,NA,FantasySharks,13164,BUF,1.9,0.3,0.3,0.1,0,0,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jefferson, Justin",WR,MIN,NA,10.1,6.4,94,NA,NA,0.6,NA,1,NA,0,0,13.3,NA,NA,FantasySharks,14836,GBP,1.4,0.2,0.2,0.1,0,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Samuel, Deebo",WR,SFO,NA,6.5,4.2,69,NA,NA,0.3,NA,21,NA,0.3,0.1,12.5,NA,NA,FantasySharks,14136,@CHI,0.5,0.1,0,0,0,0.1,0,6,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Evans, Mike",WR,TBB,NA,8.4,5.1,72,NA,NA,0.8,NA,0,NA,0,0,12,NA,NA,FantasySharks,11671,@DAL,1.5,0.4,0.1,0.1,0.1,0.1,0.1,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Adams, Davante",WR,LVR,NA,9.3,6.6,80,NA,NA,0.7,NA,0.1,NA,0,0,12,NA,NA,FantasySharks,11675,@LAC,1.8,0.3,0.3,0,0.1,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chase, Ja'Marr",WR,CIN,NA,8,5.1,83,NA,NA,0.6,NA,3,NA,0,0.1,12,NA,NA,FantasySharks,15281,PIT,1,0.2,0.1,0,0.1,0,0.2,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lamb, CeeDee",WR,DAL,NA,8,5.2,71,NA,NA,0.7,NA,2,NA,0,0,11.7,NA,NA,FantasySharks,14832,TBB,1.3,0.2,0.2,0.2,0,0.1,0,2,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diggs, Stefon",WR,BUF,NA,10.7,6.7,79,NA,NA,0.5,NA,0,NA,0,0,11,NA,NA,FantasySharks,12186,@LAR,1.7,0.2,0.3,0,0,0,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, A.J.",WR,PHI,NA,9.1,5.5,82,NA,NA,0.4,NA,0,NA,0,0,10.9,NA,NA,FantasySharks,14104,@DET,1,0.1,0.2,0.1,0,0,0.1,4,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hill, Tyreek",WR,MIA,NA,10.8,6.9,75,NA,NA,0.4,NA,3,NA,0,0,10.5,NA,NA,FantasySharks,12801,NEP,1.4,0.4,0,0,0,0,0,3,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Pittman, Michael",WR,IND,NA,8.2,5.5,72,NA,NA,0.4,NA,3,NA,0,0,10.3,NA,NA,FantasySharks,14842,@HOU,1.2,0.1,0.2,0.1,0,0.1,0,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McLaurin, Terry",WR,WAS,NA,11,6.5,86,NA,NA,0.3,NA,1,NA,0,0,10.2,NA,NA,FantasySharks,14109,JAC,0.9,0,0.1,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Robinson, Allen",WR,LAR,NA,9.8,6,70,NA,NA,0.5,NA,1,NA,0,0,10.2,NA,NA,FantasySharks,11678,BUF,1.6,0.3,0.1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Gabriel",WR,BUF,NA,6.7,3.9,61,NA,NA,0.7,NA,0,NA,0,0,10.2,NA,NA,FantasySharks,14845,@LAR,1.6,0.1,0.3,0.1,0,0,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Allen, Keenan",WR,LAC,NA,10.2,6.7,71,NA,NA,0.5,NA,0,NA,0,0,10.1,NA,NA,FantasySharks,11222,LVR,1.4,0.3,0.1,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Sutton, Courtland",WR,DEN,NA,6.9,4.5,58,NA,NA,0.7,NA,0,NA,0,0,9.8,NA,NA,FantasySharks,13630,@SEA,0.9,0.3,0.2,0,0.1,0.1,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Higgins, Tee",WR,CIN,NA,7.8,4.9,73,NA,NA,0.4,NA,0,NA,0,0,9.8,NA,NA,FantasySharks,14835,PIT,1,0.2,0.1,0.1,0.1,0,0.1,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Metcalf, DK",WR,SEA,NA,8.2,4.7,59,NA,NA,0.6,NA,0,NA,0,0,9.7,NA,NA,FantasySharks,14102,DEN,1.1,0.1,0.3,0.1,0,0.1,0.1,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thielen, Adam",WR,MIN,NA,7.3,4.6,59,NA,NA,0.6,NA,0,NA,0,0,9.6,NA,NA,FantasySharks,11938,GBP,1.1,0.3,0.1,0.1,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Mooney, Darnell",WR,CHI,NA,8.6,5.2,70,NA,NA,0.3,NA,2,NA,0.1,0,9.6,NA,NA,FantasySharks,14974,SFO,0.8,0.2,0.1,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooks, Brandin",WR,HOU,NA,8.6,5.6,70,NA,NA,0.4,NA,1,NA,0,0,9.6,NA,NA,FantasySharks,11674,IND,0.6,0.1,0,0.1,0,0.2,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lockett, Tyler",WR,SEA,NA,6.8,4.5,66,NA,NA,0.5,NA,1,NA,0,0,9.5,NA,NA,FantasySharks,12187,DEN,0.6,0.1,0.1,0,0,0.1,0.1,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Lazard, Allen",WR,GBP,NA,6.1,4.7,57,NA,NA,0.6,NA,1,NA,0,0,9.4,NA,NA,FantasySharks,13632,@MIN,1.4,0.3,0.2,0.1,0,0,0,0,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Brown, Marquise",WR,ARI,NA,9.1,5.9,64,NA,NA,0.5,NA,0,NA,0,0,9.3,NA,NA,FantasySharks,14105,KCC,1.1,0.1,0.1,0.1,0,0.1,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Godwin, Chris",WR,TBB,NA,7.8,5.4,66,NA,NA,0.4,NA,2,NA,0.1,0.1,9.2,NA,NA,FantasySharks,13163,@DAL,1.1,0.2,0.1,0.1,0,0,0,1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith-Schuster, JuJu",WR,KCC,NA,7.8,5,56,NA,NA,0.5,NA,2,NA,0.1,0,9.2,NA,NA,FantasySharks,13156,@ARI,1.1,0.3,0.1,0.1,0,0,0,1,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jeudy, Jerry",WR,DEN,NA,6.7,4.6,52,NA,NA,0.6,NA,0,NA,0,0,9.1,NA,NA,FantasySharks,14833,@SEA,0.7,0.3,0.2,0.1,0,0,0.1,0,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Chark, D.J.",WR,DET,NA,7.1,4.6,55,NA,NA,0.5,NA,2,NA,0,0,8.9,NA,NA,FantasySharks,13668,PHI,0.8,0.1,0.1,0.1,0.1,0.1,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Williams, Mike",WR,LAC,NA,7.3,4.1,62,NA,NA,0.4,NA,0,NA,0,0,8.9,NA,NA,FantasySharks,13154,LVR,1.3,0.1,0.1,0.1,0,0.1,0.1,0,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Davis, Corey",WR,NYJ,NA,7,4.3,58,NA,NA,0.4,NA,1,NA,0.1,0.1,8.8,NA,NA,FantasySharks,13153,BAL,0.7,0.2,0.1,0.1,0,0.1,0.1,15,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Johnson, Diontae",WR,PIT,NA,10.3,5.9,60,NA,NA,0.5,NA,2,NA,0,0.1,8.8,NA,NA,FantasySharks,14208,@CIN,1.4,0.1,0.1,0.1,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"St. Brown, Amon-Ra",WR,DET,NA,8.5,6.1,60,NA,NA,0.4,NA,3,NA,0,0,8.6,NA,NA,FantasySharks,15287,PHI,1.1,0.1,0.1,0.1,0.1,0,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, D.J.",WR,CAR,NA,8.9,4.8,68,NA,NA,0.2,NA,2,NA,0,0,8.3,NA,NA,FantasySharks,13635,CLE,0.7,0.1,0,0,0,0,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Cooper, Amari",WR,CLE,NA,6.8,4,55,NA,NA,0.4,NA,1,NA,0,0,8.1,NA,NA,FantasySharks,12175,@CAR,1,0.2,0.1,0,0.1,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bateman, Rashod",WR,BAL,NA,8.1,5.4,60,NA,NA,0.3,NA,0,NA,0,0,8,NA,NA,FantasySharks,15293,@NYJ,1.2,0.2,0,0,0,0.1,0,0,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Thomas, Michael",WR,NOS,NA,7.3,4.8,62,NA,NA,0.3,NA,0,NA,0,0,8,NA,NA,FantasySharks,12652,@ATL,1.3,0.1,0.2,0,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Claypool, Chase",WR,PIT,NA,8.9,4.7,60,NA,NA,0.3,NA,5,NA,0,0,8,NA,NA,FantasySharks,14841,@CIN,1.2,0.1,0,0.1,0,0,0,0,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Woods, Robert",WR,TEN,NA,6.5,4.3,56,NA,NA,0.3,NA,2,NA,0,0,8,NA,NA,FantasySharks,11228,NYG,1.1,0.1,0.1,0,0,0,0,2,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Smith, DeVonta",WR,PHI,NA,8,4.5,62,NA,NA,0.2,NA,1,NA,0,0.1,7.6,NA,NA,FantasySharks,15282,@DET,0.8,0.1,0.1,0.1,0,0,0,3,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Jones, Marvin",WR,JAC,NA,8.1,4.8,56,NA,NA,0.3,NA,1,NA,0,0,7.6,NA,NA,FantasySharks,10738,@WAS,1.2,0.2,0,0.1,0,0,0,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Osborn, K.J.",WR,MIN,NA,6.2,3.3,45,NA,NA,0.5,NA,0,NA,0,0,7.6,NA,NA,FantasySharks,14977,GBP,0.9,0.2,0.1,0.1,0,0,0.1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Aiyuk, Brandon",WR,SFO,NA,6.6,3.9,56,NA,NA,0.3,NA,1,NA,0,0,7.5,NA,NA,FantasySharks,14840,@CHI,0.6,0.2,0.1,0,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Landry, Jarvis",WR,NOS,NA,8.1,4.7,55,NA,NA,0.3,NA,2,NA,0.1,0.1,7.4,NA,NA,FantasySharks,11680,@ATL,1,0.1,0.1,0.1,0,0,0,7,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Waddle, Jaylen",WR,MIA,NA,8.2,5.4,55,NA,NA,0.3,NA,0,NA,0.1,0,7.4,NA,NA,FantasySharks,15284,NEP,0.9,0.3,0,0,0,0,0,7,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Edwards, Bryan",WR,ATL,NA,4.6,2.9,38,NA,NA,0.3,NA,8,NA,0.2,0,7.2,NA,NA,FantasySharks,14844,NOS,0.8,0.2,0,0,0,0,0,6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Moore, Elijah",WR,NYJ,NA,7.1,4.2,48,NA,NA,0.3,NA,2,NA,0.1,0,7.1,NA,NA,FantasySharks,15288,BAL,0.8,0.1,0.1,0,0,0,0,5,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Parker, DeVante",WR,NEP,NA,6.9,4,49,NA,NA,0.4,NA,0,NA,0,0,7.1,NA,NA,FantasySharks,12176,@MIA,0.7,0.2,0.1,0,0,0,0,0,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Watkins, Sammy",WR,GBP,NA,5.2,3.4,46,NA,NA,0.4,NA,1,NA,0,0.1,7,NA,NA,FantasySharks,11670,@MIN,0.9,0.2,0.1,0.1,0,0,0,0,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Tolbert, Jalen",WR,DAL,NA,5.8,4,45,NA,NA,0.4,NA,2,NA,0,0,7,NA,NA,FantasySharks,15788,TBB,0.6,0.2,0,0.1,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Renfrow, Hunter",WR,LVR,NA,7,5.2,50,NA,NA,0.3,NA,0,NA,0,0.1,7,NA,NA,FantasySharks,14123,@LAC,1.3,0.2,0.2,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Green, A.J.",WR,ARI,NA,6.1,3.6,55,NA,NA,0.2,NA,0,NA,0,0,6.6,NA,NA,FantasySharks,10261,KCC,1,0.1,0,0,0,0,0,1,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Kirk, Christian",WR,JAC,NA,6.4,4.3,55,NA,NA,0.2,NA,2,NA,0,0,6.6,NA,NA,FantasySharks,13633,@WAS,0.4,0,0,0.1,0,0,0,1,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hardman, Mecole",WR,KCC,NA,5.4,3.5,42,NA,NA,0.2,NA,6,NA,0.1,0.1,6.4,NA,NA,FantasySharks,14113,@ARI,0.9,0.2,0,0,0,0,0,4,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"McKenzie, Isaiah",WR,BUF,NA,5.9,3.3,38,NA,NA,0.2,NA,5,NA,0.1,0,6.3,NA,NA,FantasySharks,13313,@LAR,0.9,0.2,0.1,0,0,0,0,6,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Shepard, Sterling",WR,NYG,NA,9.1,4.9,52,NA,NA,0.2,NA,-0.5,NA,0,0,6.3,NA,NA,FantasySharks,12658,@TEN,1.3,0.1,0,0,0.1,0,0,2,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Bourne, Kendrick",WR,NEP,NA,4.1,3,42,NA,NA,0.3,NA,4,NA,0,0,6.3,NA,NA,FantasySharks,13418,@MIA,0.5,0.1,0,0.1,0,0.1,0,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"London, Drake",WR,ATL,NA,5.5,3.8,44,NA,NA,0.2,NA,8,NA,0,0.1,6.3,NA,NA,FantasySharks,15751,NOS,0.6,0.1,0,0,0,0,0,8,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Gage, Russell",WR,TBB,NA,6.6,4.3,53,NA,NA,0.2,NA,-0.1,NA,0,0.1,6.3,NA,NA,FantasySharks,13809,@DAL,0.9,0,0.1,0,0,0.1,0.1,0,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Boyd, Tyler",WR,CIN,NA,5.9,4,43,NA,NA,0.3,NA,1,NA,0,0,6.2,NA,NA,FantasySharks,12650,PIT,0.7,0.1,0.1,0,0,0,0.1,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Callaway, Marquez",WR,NOS,NA,5.3,2.8,41,NA,NA,0.3,NA,0,NA,0,0,6.2,NA,NA,FantasySharks,15034,@ATL,0.7,0.2,0.1,0.1,0,0,0,0,0.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Golladay, Kenny",WR,NYG,NA,8.4,4.2,54,NA,NA,0.1,NA,0.1,NA,0,0,5.7,NA,NA,FantasySharks,13277,@TEN,1.3,0.1,0,0,0,0,0,0,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Anderson, Robbie",WR,CAR,NA,7.1,4,40,NA,NA,0.2,NA,2,NA,0,0,5.5,NA,NA,FantasySharks,12930,CLE,0.6,0.1,0.1,0,0,0,0,0,0.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"Hamler, KJ",WR,DEN,NA,4,1.9,30,NA,NA,0.4,NA,2,NA,0,0,5.4,NA,NA,FantasySharks,14837,@SEA,0.5,0,0.1,0.1,0,0,0.1,1,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
