player,pos,team,games,rush_att,rush_yds,rush_avg,rush_tds,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rush_09_tds,rush_1019_tds,rush_2029_tds,rush_3039_tds,rush_4049_tds,rush_50_tds,rec_rz_tgt,rush_50_yds,rush_100_yds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Kyle Juszczyk,RB,NA,NA,0.619718091,2.632656283,NA,0.018759752,NA,1.32985404,10.94222377,NA,NA,0.109234973,NA,NA,NA,16002,ESPN,11367,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Tony Jones Jr.,RB,NA,NA,7.503059521,29.41581806,NA,0.189307493,NA,1.211900883,9.28085995,NA,NA,0.052730143,NA,NA,NA,4046676,ESPN,14828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Keith Smith,RB,NA,NA,0.417037044,1.725687712,NA,0.007944375,NA,0.48445255,3.484006303,NA,NA,0.02301771,NA,NA,NA,17315,ESPN,12040,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
C.J. Ham,RB,NA,NA,0.232956391,0.995368855,NA,0.007212759,NA,0.525276513,3.863907118,NA,NA,0.024393611,NA,NA,NA,4012556,ESPN,12923,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jonathan Williams,RB,NA,NA,0.513283445,2.290524157,NA,0.0196,NA,0,0,NA,NA,0,NA,NA,NA,2980077,ESPN,12635,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Mike Boone,RB,NA,NA,0,0,NA,0,NA,0.234078819,1.772860761,NA,NA,0.011288555,NA,NA,NA,3139033,ESPN,13868,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Patrick Ricard,RB,NA,NA,0,0,NA,0,NA,0.430032773,3.064096976,NA,NA,0.026884301,NA,NA,NA,2975417,ESPN,13455,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Kenyan Drake,RB,NA,NA,16.05750862,69.05231348,NA,0.606935224,NA,1.75543333,13.34775995,NA,NA,0.05315977,NA,NA,NA,2979843,ESPN,12630,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
JaMycal Hasty,RB,NA,NA,0,0,NA,0,NA,0.264821708,1.795197666,NA,NA,0.007179234,NA,NA,NA,3928925,ESPN,14821,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Alec Ingold,RB,NA,NA,0.215250537,0.879788238,NA,0.007830538,NA,0.547489779,4.053424618,NA,NA,0.030839927,NA,NA,NA,3917668,ESPN,14420,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Jakob Johnson,RB,NA,NA,0.233332955,0.996746362,NA,0.009461411,NA,0.255362043,1.905662181,NA,NA,0.015103225,NA,NA,NA,3115349,ESPN,14359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Reggie Gilliam,RB,NA,NA,0,0,NA,0,NA,0.254631922,1.911299228,NA,NA,0.019322763,NA,NA,NA,4039505,ESPN,15103,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Derek Watt,RB,NA,NA,0,0,NA,0,NA,0.26088953,1.817116788,NA,NA,0.014799768,NA,NA,NA,2576450,ESPN,12823,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Khari Blasingame,RB,NA,NA,0,0,NA,0,NA,0.226640107,1.600620288,NA,NA,0.015071184,NA,NA,NA,3122154,ESPN,14552,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Michael Burton,RB,NA,NA,0.398961282,1.695814388,NA,0.015860158,NA,0,0,NA,NA,0,NA,NA,NA,2515270,ESPN,12325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Justice Hill,RB,NA,NA,3.635662329,15.49801531,NA,0.123362671,NA,1.07570593,7.99977406,NA,NA,0.046771364,NA,NA,NA,4038441,ESPN,14086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Andrew Beck,RB,NA,NA,0,0,NA,0,NA,0.694852761,5.77885716,NA,NA,0.048060134,NA,NA,NA,3125107,ESPN,14319,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Trenton Cannon,RB,NA,NA,0.509201712,2.170716843,NA,0.012679742,NA,1.52942554,10.81710794,NA,NA,0.05560615,NA,NA,NA,4261020,ESPN,13816,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
