player,pos,team,games,rec_tgt,rec,rec_yds,rec_yds_g,rec_avg,rec_tds,rush_att,rush_yds,rush_avg,rush_tds,fumbles_lost,site_pts,site_fppg,src_id,data_src,id,opp,rec_rz_tgt,rec_09_tds,rec_1019_tds,rec_2029_tds,rec_3039_tds,rec_4049_tds,rec_50_tds,return_yds,scoring_opp,bye,curr_site_pts,draft_rank,misc_tds,misc_yds,pct_owned,site_ci_low,site_ci_high,opp_rank,ranks_ovr,ranks_pos,FanDuel FP,fanduel_salary,fanduel_value,draftkings_site_points,draftkings_salary,draftkings_value,yahoo_site_points,yahoo_salary,yahoo_value,return_tds,two_pts
Mike Strachan,WR,IND,NA,NA,2.42,29.11,NA,NA,0.16,0,0,NA,0,NA,3.78,NA,mike-strachan,NumberFire,15478,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66,8.22,#28,191,82,5.02,4900,1.02,6.27,3100,2.02,5.02,10,0.5,NA,NA
Christian Watson,WR,GB,NA,NA,1.97,25.49,NA,NA,0.17,0.29,1.76,NA,0.01,NA,3.78,NA,christian-watson,NumberFire,15789,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.66,8.22,#3,191,82,4.77,5400,0.88,5.77,3600,1.6,4.77,10,0.48,NA,NA
Olamide Zaccheaus,WR,ATL,NA,NA,2.11,26.73,NA,NA,0.12,0.25,1.44,NA,0.02,NA,3.6,NA,olamide-zaccheaus,NumberFire,14592,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,7.98,#29,195,84,4.67,5200,0.9,5.75,4200,1.37,4.67,10,0.47,NA,NA
Zay Jones,WR,JAC,NA,NA,2.5,26.41,NA,NA,0.16,0,0,NA,0,NA,3.59,NA,zay-jones,NumberFire,13176,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.78,7.96,#10,196,85,4.83,5500,0.88,6.1,4300,1.42,4.83,11,0.44,NA,NA
Dennis Houston,WR,DAL,NA,NA,2.37,27.48,NA,NA,0.13,0,0,NA,0,NA,3.47,NA,dennis-houston,NumberFire,15983,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.86,7.8,#9,198,86,4.69,NA,NA,5.9,3000,1.97,4.69,10,0.47,NA,NA
Jamison Crowder,WR,BUF,NA,NA,2.28,22.53,NA,NA,0.2,0,0,NA,0,NA,3.42,NA,jamison-crowder,NumberFire,12184,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.89,7.73,#13,199,87,4.57,5000,0.91,5.72,4200,1.36,4.57,10,0.46,NA,NA
Demarcus Robinson,WR,BAL,NA,NA,1.96,23.19,NA,NA,0.18,0,0,NA,0,NA,3.38,NA,demarcus-robinson,NumberFire,12785,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.92,7.68,#4,201,88,4.36,5100,0.85,5.35,3300,1.62,4.36,10,0.44,NA,NA
Bryan Edwards,WR,ATL,NA,NA,2,26.56,NA,NA,0.11,0,0,NA,0,NA,3.31,NA,bryan-edwards,NumberFire,14844,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.97,7.59,#29,202,89,4.28,4800,0.89,5.3,3900,1.36,4.28,10,0.43,NA,NA
Jauan Jennings,WR,SF,NA,NA,2.04,23.37,NA,NA,0.16,0,0,NA,0,NA,3.27,NA,jauan-jennings,NumberFire,14860,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.99,7.53,#25,203,90,4.28,5300,0.81,5.32,3400,1.56,4.28,10,0.43,NA,NA
Nick Westbrook-Ikhine,WR,TEN,NA,NA,2.09,23.99,NA,NA,0.13,0,0,NA,0,NA,3.14,NA,nick-westbrook-ikhine,NumberFire,15109,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.08,7.36,#2,205,91,4.18,5000,0.84,5.25,4000,1.31,4.18,10,0.42,NA,NA
Kyle Philips,WR,TEN,NA,NA,1.89,21.45,NA,NA,0.11,0,0,NA,0,NA,2.8,NA,kyle-philips,NumberFire,15901,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.3,6.9,#2,212,92,3.71,NA,NA,4.68,3900,1.2,3.71,10,0.37,NA,NA
Jaelon Darden,WR,TB,NA,NA,1.81,20.4,NA,NA,0.13,0,0,NA,0,NA,2.75,NA,jaelon-darden-1,NumberFire,15321,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.33,6.83,#19,214,93,3.67,4600,0.8,4.6,3000,1.53,3.67,10,0.37,NA,NA
Equanimeous St. Brown,WR,CHI,NA,NA,1.51,20.75,NA,NA,0.09,0,0,NA,0,NA,2.58,NA,equanimeous-st-brown,NumberFire,13637,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.44,6.6,#26,221,94,3.33,5200,0.64,4.11,4100,1,3.33,10,0.33,NA,NA
Chris Moore,WR,HOU,NA,NA,1.69,18.39,NA,NA,0.1,0,0,NA,0,NA,2.39,NA,chris-moore,NumberFire,12773,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.56,6.34,#17,224,95,3.24,5000,0.65,4.11,3100,1.33,3.24,10,0.32,NA,NA
Braxton Berrios,WR,NYJ,NA,NA,1.74,18.01,NA,NA,0.09,0,0,NA,0,NA,2.33,NA,braxton-berrios,NumberFire,13638,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.6,6.26,#22,226,96,3.17,4900,0.65,4.06,3700,1.1,3.17,10,0.32,NA,NA
Chris Conley,WR,HOU,NA,NA,1.4,17.64,NA,NA,0.08,0,0,NA,0,NA,2.24,NA,chris-conley,NumberFire,12257,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.66,6.14,#17,229,97,2.9,NA,NA,3.62,NA,NA,2.9,NA,NA,NA,NA
Shi Smith,WR,CAR,NA,NA,1.25,16.7,NA,NA,0.1,0,0,NA,0,NA,2.23,NA,shi-smith,NumberFire,15298,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.67,6.13,#21,231,98,2.86,5000,0.57,3.5,3000,1.17,2.86,10,0.29,NA,NA
Zach Pascal,WR,PHI,NA,NA,1.24,15.09,NA,NA,0.12,0,0,NA,0,NA,2.2,NA,zach-pascal,NumberFire,13488,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.68,6.08,#8,232,99,2.83,4900,0.58,3.46,3000,1.15,2.83,10,0.28,NA,NA
Kadarius Toney,WR,NYG,NA,NA,1.11,11.76,NA,NA,0.07,0.55,3.54,NA,0.04,NA,2.17,NA,kadarius-toney,NumberFire,15289,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.7,6.04,#18,234,100,2.73,5100,0.54,3.29,4200,0.78,2.73,16,0.17,NA,NA
Josh Reynolds,WR,DET,NA,NA,1.2,15.54,NA,NA,0.1,0,0,NA,0,NA,2.16,NA,josh-reynolds,NumberFire,13168,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.71,6.03,#15,236,101,2.73,4900,0.56,3.34,3700,0.9,2.73,10,0.27,NA,NA
Khadarel Hodge,WR,ATL,NA,NA,1.41,17.08,NA,NA,0.08,0,0,NA,0,NA,2.16,NA,khadarel-hodge,NumberFire,13963,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.71,6.03,#29,236,101,2.87,5000,0.57,3.59,3200,1.12,2.87,10,0.29,NA,NA
Jamal Agnew,WR,JAC,NA,NA,1.15,12.03,NA,NA,0.07,0.55,3.63,NA,0.03,NA,2.1,NA,jamal-agnew,NumberFire,13308,IND,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.75,5.95,#10,240,103,2.66,4700,0.57,3.28,3000,1.09,2.66,10,0.27,NA,NA
Dante Pettis,WR,CHI,NA,NA,1.12,15.83,NA,NA,0.07,0,0,NA,0,NA,1.98,NA,dante-pettis,NumberFire,13634,GB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.83,5.79,#26,242,104,2.5,5300,0.47,3.09,3400,0.91,2.5,10,0.25,NA,NA
David Bell,WR,CLE,NA,NA,1.36,14.69,NA,NA,0.08,0,0,NA,0,NA,1.96,NA,david-bell,NumberFire,15758,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-1.84,5.76,#15,244,105,2.61,4800,0.54,3.3,3500,0.94,2.61,10,0.26,NA,NA
Jalen Guyton,WR,LAC,NA,NA,0.88,12.54,NA,NA,0.08,0,0,NA,0,NA,1.71,NA,jalen-guyton,NumberFire,14337,KC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2,5.42,#20,252,106,2.15,5000,0.43,2.6,3300,0.79,2.15,10,0.22,NA,NA
Anthony Schwartz,WR,CLE,NA,NA,1.16,12.67,NA,NA,0.07,0,0,NA,0,NA,1.69,NA,anthony-schwartz,NumberFire,15296,NYJ,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.01,5.39,#15,255,107,2.25,4900,0.46,2.84,3300,0.86,2.25,10,0.23,NA,NA
Mike Thomas,WR,CIN,NA,NA,0.99,11.53,NA,NA,0.09,0,0,NA,0,NA,1.65,NA,mike-thomas-1,NumberFire,12675,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.04,5.34,#11,256,108,2.15,5300,0.41,2.66,3300,0.81,2.15,10,0.22,NA,NA
D'Wayne Eskridge,WR,SEA,NA,NA,0.94,10.27,NA,NA,0.04,0.38,2.54,NA,0.01,NA,1.6,NA,d-wayne-eskridge,NumberFire,15302,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.07,5.27,#12,260,109,2.03,5000,0.41,2.51,NA,NA,2.03,NA,NA,NA,NA
Skyy Moore,WR,KC,NA,NA,0.93,11.36,NA,NA,0.08,0,0,NA,0,NA,1.59,NA,skyy-moore,NumberFire,15766,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.08,5.26,#7,261,110,2.06,4600,0.45,2.54,3600,0.71,2.06,15,0.14,NA,NA
Dezmon Patmon,WR,IND,NA,NA,1,11.92,NA,NA,0.07,0,0,NA,0,NA,1.56,NA,dezmon-patmon,NumberFire,14998,JAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.1,5.22,#28,262,111,2.07,4500,0.46,2.59,3000,0.86,2.07,10,0.21,NA,NA
Tyrie Cleveland,WR,DEN,NA,NA,0.81,10.48,NA,NA,0.08,0,0,NA,0,NA,1.5,NA,tyrie-cleveland,NumberFire,15027,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.14,5.14,#14,264,112,1.91,4500,0.42,2.33,3000,0.78,1.91,10,0.19,NA,NA
David Sills V,WR,NYG,NA,NA,0.99,10.76,NA,NA,0.07,0,0,NA,0,NA,1.47,NA,david-sills-v,NumberFire,14110,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.16,5.1,#18,265,113,1.97,4500,0.44,2.48,3000,0.83,1.97,10,0.2,NA,NA
Mack Hollins,WR,LV,NA,NA,0.73,9.19,NA,NA,0.08,0,0,NA,0,NA,1.39,NA,mack-hollins,NumberFire,13289,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.21,4.99,#32,268,114,1.74,4800,0.36,2.12,3100,0.68,1.74,10,0.17,NA,NA
Marquise Goodwin,WR,SEA,NA,NA,0.79,11.41,NA,NA,0.04,0,0,NA,0,NA,1.37,NA,marquise-goodwin-1,NumberFire,11239,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.22,4.96,#12,270,115,1.76,4700,0.37,2.16,3600,0.6,1.76,10,0.18,NA,NA
Dax Milne,WR,WSH,NA,NA,0.8,10.14,NA,NA,0.06,0,0,NA,0,NA,1.36,NA,dax-milne,NumberFire,15326,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,4.95,#31,271,116,1.73,4600,0.38,2.15,3000,0.72,1.73,10,0.17,NA,NA
Cody Hollister,WR,TEN,NA,NA,0.94,10.58,NA,NA,0.05,0,0,NA,0,NA,1.36,NA,cody-hollister,NumberFire,13851,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,4.95,#2,271,116,1.79,4700,0.38,2.28,3000,0.76,1.79,10,0.18,NA,NA
Quez Watkins,WR,PHI,NA,NA,0.75,9.9,NA,NA,0.06,0,0,NA,0,NA,1.36,NA,quez-watkins,NumberFire,14992,MIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.23,4.95,#8,271,116,1.71,4800,0.36,2.09,3300,0.63,1.71,10,0.17,NA,NA
Kalif Raymond,WR,DET,NA,NA,0.75,10.21,NA,NA,0.06,0,0,NA,0,NA,1.35,NA,kalif-raymond,NumberFire,13066,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.24,4.94,#15,274,119,1.72,4700,0.37,2.11,3300,0.64,1.72,10,0.17,NA,NA
Ray-Ray McCloud,WR,SF,NA,NA,1.12,9.54,NA,NA,0.07,0,0,NA,0,NA,1.32,NA,ray-ray-mccloud,NumberFire,13641,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.25,4.89,#25,276,120,1.85,4800,0.39,2.45,NA,NA,1.85,NA,NA,NA,NA
Simi Fehoko,WR,DAL,NA,NA,0.89,10.23,NA,NA,0.04,0,0,NA,0,NA,1.27,NA,simi-fehoko,NumberFire,15303,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.29,4.83,#9,278,121,1.67,NA,NA,2.13,3500,0.61,1.67,10,0.17,NA,NA
Darius Slayton,WR,NYG,NA,NA,0.71,9.11,NA,NA,0.05,0,0,NA,0,NA,1.22,NA,darius-slayton,NumberFire,14122,CAR,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.32,4.76,#18,280,122,1.55,5000,0.31,1.91,3800,0.5,1.55,10,0.16,NA,NA
Deonte Harty,WR,NO,NA,NA,0.64,9.24,NA,NA,0.05,0,0,NA,0,NA,1.21,NA,deonte-harris,NumberFire,14558,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.33,4.75,#1,281,123,1.5,4800,0.31,1.84,3000,0.61,1.5,10,0.15,NA,NA
Keelan Cole,WR,LV,NA,NA,0.61,8.17,NA,NA,0.06,0,0,NA,0,NA,1.19,NA,keelan-cole,NumberFire,13412,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.34,4.72,#32,282,124,1.46,NA,NA,1.78,NA,NA,1.46,NA,NA,NA,NA
Penny Hart,WR,SEA,NA,NA,0.75,8.35,NA,NA,0.03,0,0,NA,0,NA,1,NA,penny-hart,NumberFire,14316,SF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.46,4.46,#12,286,125,1.37,4800,0.29,1.76,3000,0.59,1.37,10,0.14,NA,NA
Isaiah Zuber,WR,LV,NA,NA,0.53,6.32,NA,NA,0.05,0,0,NA,0,NA,0.94,NA,isaiah-zuber,NumberFire,15116,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.5,4.38,#32,287,126,1.18,4500,0.26,1.45,3000,0.48,1.18,10,0.12,NA,NA
Cam Sims,WR,WSH,NA,NA,0.51,7.1,NA,NA,0.04,0,0,NA,0,NA,0.93,NA,cam-sims,NumberFire,13895,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.37,#31,290,127,1.19,4600,0.26,1.45,3500,0.41,1.19,10,0.12,NA,NA
Phillip Dorsett,WR,HOU,NA,NA,0.6,7.15,NA,NA,0.04,0,0,NA,0,NA,0.93,NA,phillip-dorsett,NumberFire,12188,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.51,4.37,#17,290,127,1.24,4600,0.27,1.55,3000,0.52,1.24,10,0.12,NA,NA
Trent Sherfield,WR,MIA,NA,NA,0.53,6.62,NA,NA,0.03,0,0,NA,0,NA,0.85,NA,trent-sherfield,NumberFire,13893,BAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.56,4.26,#5,293,129,1.11,4700,0.24,1.37,3000,0.46,1.11,10,0.11,NA,NA
Kawaan Baker,WR,NO,NA,NA,0.17,2.49,NA,NA,0.01,0.57,3.65,NA,0.03,NA,0.85,NA,kawaan-baker,NumberFire,15497,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.56,4.26,#1,293,129,0.92,4500,0.2,1.01,3000,0.34,0.92,10,0.09,NA,NA
Tyron Johnson,WR,LV,NA,NA,0.43,5.61,NA,NA,0.04,0,0,NA,0,NA,0.81,NA,tyron-johnson,NumberFire,14117,ARI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.21,#32,300,131,1,4500,0.22,1.22,3000,0.41,1,10,0.1,NA,NA
Tylan Wallace,WR,BAL,NA,NA,0.45,5.82,NA,NA,0.04,0,0,NA,0,NA,0.81,NA,tylan-wallace,NumberFire,15285,MIA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.59,4.21,#4,300,131,1.03,4600,0.22,1.26,3000,0.42,1.03,10,0.1,NA,NA
Kendall Hinton,WR,DEN,NA,NA,0.41,5.33,NA,NA,0.04,0,0,NA,0,NA,0.78,NA,kendall-hinton,NumberFire,15183,HOU,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.6,4.16,#14,306,133,0.98,4700,0.21,1.18,3000,0.39,0.98,10,0.1,NA,NA
Scotty Miller,WR,TB,NA,NA,0.45,5.61,NA,NA,0.03,0,0,NA,0,NA,0.75,NA,scotty-miller,NumberFire,NA,NO,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.62,4.12,#19,309,134,0.95,4800,0.2,1.18,3300,0.36,0.95,10,0.1,NA,NA
Tutu Atwell,WR,LA,NA,NA,0.42,5.14,NA,NA,0.04,0,0,NA,0,NA,0.74,NA,tutu-atwell,NumberFire,15301,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.63,4.11,#23,312,135,0.94,4700,0.2,1.16,3000,0.39,0.94,10,0.09,NA,NA
Brandon Powell,WR,LA,NA,NA,0.43,4.92,NA,NA,0.04,0,0,NA,0,NA,0.72,NA,brandon-powell,NumberFire,13910,ATL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.64,4.08,#23,313,136,0.93,4700,0.2,1.15,3000,0.38,0.93,10,0.09,NA,NA
Miles Boykin,WR,PIT,NA,NA,0.43,5.17,NA,NA,0.03,0,0,NA,0,NA,0.68,NA,miles-boykin,NumberFire,14125,NE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.67,4.03,#24,314,137,0.91,4600,0.2,1.13,3000,0.38,0.91,10,0.09,NA,NA
Trenton Irwin,WR,CIN,NA,NA,0.4,4.75,NA,NA,0.03,0,0,NA,0,NA,0.67,NA,trenton-irwin,NumberFire,14551,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.68,4.02,#11,316,138,0.84,4500,0.19,1.05,3000,0.35,0.84,10,0.08,NA,NA
Stanley Morgan Jr.,WR,CIN,NA,NA,0.4,4.59,NA,NA,0.03,0,0,NA,0,NA,0.65,NA,stanley-morgan-jr,NumberFire,14131,DAL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.69,3.99,#11,318,139,0.82,4700,0.17,1.03,NA,NA,0.82,NA,NA,NA,NA
Damiere Byrd,WR,ATL,NA,NA,0.39,4.68,NA,NA,0.02,0,0,NA,0,NA,0.58,NA,damiere-byrd,NumberFire,12464,LA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.73,3.89,#29,322,140,0.76,4600,0.17,0.97,3300,0.29,0.76,10,0.08,NA,NA
KaVontae Turpin,WR,DAL,NA,NA,0.39,4.58,NA,NA,0.02,0,0,NA,0,NA,0.57,NA,kavontae-turpin,NumberFire,15981,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,3.88,#9,324,141,0.75,NA,NA,0.96,3200,0.3,0.75,10,0.08,NA,NA
Jalen Tolbert,WR,DAL,NA,NA,0.39,4.58,NA,NA,0.02,0,0,NA,0,NA,0.57,NA,jalen-tolbert,NumberFire,15788,CIN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.74,3.88,#9,324,141,0.75,5000,0.15,0.96,4500,0.21,0.75,10,0.08,NA,NA
Racey McMath,WR,TEN,NA,NA,0.37,4.17,NA,NA,0.02,0,0,NA,0,NA,0.54,NA,racey-mcmath,NumberFire,15313,BUF,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.76,3.84,#2,326,143,0.7,4600,0.15,0.9,3000,0.3,0.7,10,0.07,NA,NA
Quintez Cephus,WR,DET,NA,NA,0.21,2.86,NA,NA,0.02,0,0,NA,0,NA,0.39,NA,quintez-cephus,NumberFire,14850,WSH,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.86,3.64,#15,337,144,0.51,4600,0.11,0.62,3000,0.21,0.51,10,0.05,NA,NA
Rashard Higgins,WR,CAR,NA,NA,0.19,2.93,NA,NA,0.02,0,0,NA,0,NA,0.39,NA,rashard-higgins,NumberFire,12656,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.86,3.64,#21,337,144,0.51,4700,0.11,0.6,3000,0.2,0.51,10,0.05,NA,NA
Daurice Fountain,WR,KC,NA,NA,0.23,2.69,NA,NA,0.02,0,0,NA,0,NA,0.39,NA,daurice-fountain,NumberFire,13666,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.86,3.64,#7,337,144,0.5,4500,0.11,0.62,3000,0.21,0.5,10,0.05,NA,NA
Justin Watson,WR,KC,NA,NA,0.23,2.65,NA,NA,0.02,0,0,NA,0,NA,0.39,NA,justin-watson-1,NumberFire,13776,LAC,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.86,3.64,#7,337,144,0.5,4700,0.11,0.62,3000,0.21,0.5,10,0.05,NA,NA
Jake Kumerow,WR,BUF,NA,NA,0.21,2.71,NA,NA,0.02,0,0,NA,0,NA,0.38,NA,jake-kumerow,NumberFire,12443,TEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.86,3.62,#13,342,148,0.5,4500,0.11,0.6,3000,0.2,0.5,10,0.05,NA,NA
Amari Rodgers,WR,GB,NA,NA,0.2,2.58,NA,NA,0.02,0,0,NA,0,NA,0.37,NA,amari-rodgers,NumberFire,15297,CHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.87,3.61,#3,346,149,0.48,4600,0.1,0.58,3000,0.19,0.48,10,0.05,NA,NA
Marquez Callaway,WR,NO,NA,NA,0.18,2.68,NA,NA,0.02,0,0,NA,0,NA,0.36,NA,marquez-callaway,NumberFire,15034,TB,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#1,349,150,0.48,4700,0.1,0.57,3200,0.18,0.48,10,0.05,NA,NA
Dyami Brown,WR,WSH,NA,NA,0.2,2.6,NA,NA,0.02,0,0,NA,0,NA,0.36,NA,dyami-brown,NumberFire,15292,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.88,3.6,#31,349,150,0.48,4600,0.1,0.58,3000,0.19,0.48,10,0.05,NA,NA
Terrace Marshall Jr.,WR,CAR,NA,NA,0.19,2.42,NA,NA,0.02,0,0,NA,0,NA,0.34,NA,terrace-marshall-jr,NumberFire,15308,NYG,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.89,3.57,#21,357,152,0.46,4600,0.1,0.55,3500,0.16,0.46,10,0.05,NA,NA
Alex Erickson,WR,WSH,NA,NA,0.2,2.6,NA,NA,0.01,0,0,NA,0,NA,0.33,NA,alex-erickson,NumberFire,12913,DET,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.56,#31,361,153,0.4,4500,0.09,0.51,3000,0.17,0.4,10,0.04,NA,NA
Jalen Reagor,WR,MIN,NA,NA,0.21,2.35,NA,NA,0.02,0,0,NA,0,NA,0.33,NA,jalen-reagor,NumberFire,14839,PHI,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.9,3.56,#30,361,153,0.46,4600,0.1,0.57,3000,0.19,0.46,10,0.05,NA,NA
Tyler Johnson,WR,HOU,NA,NA,0.21,2.37,NA,NA,0.01,0,0,NA,0,NA,0.31,NA,tyler-johnson,NumberFire,14864,DEN,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.91,3.53,#17,365,155,0.4,4700,0.09,0.51,3200,0.16,0.4,10,0.04,NA,NA
Malik Turner,WR,SF,NA,NA,0.17,2.03,NA,NA,0.01,0,0,NA,0,NA,0.28,NA,malik-turner,NumberFire,13669,SEA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#25,369,156,0.35,4500,0.08,0.43,3000,0.14,0.35,10,0.04,NA,NA
Jeff Smith,WR,NYJ,NA,NA,0.19,2.23,NA,NA,0.01,0,0,NA,0,NA,0.28,NA,jeff-smith,NumberFire,14561,CLE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-2.93,3.49,#22,369,156,0.38,4600,0.08,0.47,3000,0.16,0.38,10,0.04,NA,NA
